cm, PROPN 
guided, VERB 
interstices, NOUN 
crystal, NOUN 

, SPACE 
particularly, ADV 
sensitive, ADJ 
presence, NOUN 
valence, NOUN 
electrons, NOUN 

, SPACE 
density, NOUN 
studies, NOUN 
shall, AUX 
combine, VERB 
channeling, ADJ 

, SPACE 
effect, NOUN 
process, NOUN 
photon, NOUN 
annihilation, NOUN 
flight, NOUN 

, SPACE 
positrons, NOUN 
acts, VERB 
localized, VERB 
probe, NOUN 
electron, NOUN 

, SPACE 
density, NOUN 

, SPACE 
2, X 
Transmission, NOUN 
channeling, VERB 
experiments, NOUN 

, SPACE 
performed, VERB 
preliminary, ADJ 
experiments, NOUN 
1, NUM 

, SPACE 
MeV, PROPN 
positrons, NOUN 
single, ADJ 
crystals, NOUN 
silicon, NOUN 

, SPACE 
transmission, NOUN 
channeled, VERB 
particles, NOUN 
measured, VERB 

, SPACE 
forward, ADJ 
beam, NOUN 
direction, NOUN 
function, NOUN 
incidence, NOUN 
angle, NOUN 

, SPACE 
atomic, ADJ 
planes, NOUN 
19, NUM 
experiments, NOUN 
test, VERB 

, SPACE 
quantitative, ADJ 
understanding, NOUN 
transverse, ADJ 
spatial, ADJ 

, SPACE 
momentum, NOUN 
distribution, NOUN 
channeled, VERB 
positrons, NOUN 
func-, ADJ 

, SPACE 
tion, NOUN 
penetration, NOUN 
depth, NOUN 
crystal, NOUN 

, SPACE 
decisive, ADJ 
importance, NOUN 
extracting, VERB 
information, NOUN 
valence, NOUN 

, SPACE 
electron, NOUN 
spin, NOUN 
densities, NOUN 
planned, VERB 
annihilation, NOUN 

, SPACE 
flight, NOUN 
measurements, NOUN 
experiments, NOUN 
performed, VERB 

, SPACE 
newly, ADV 
developed, VERB 
intense, ADJ 
energy, NOUN 
tunable, NOUN 
positron, NOUN 

, SPACE 
source, NOUN 
Brookhaven, PROPN 
National, PROPN 
Laboratory, PROPN 

, SPACE 
constructed, VERB 
search, NOUN 
illusive, ADJ 
X0, ADJ 
particle, NOUN 
20, NUM 

, SPACE 
source, NOUN 
sodium, NOUN 
22, NUM 
beta+, NOUN 
emitter, NOUN 

, SPACE 
endpoint, NOUN 
energy, NOUN 
546, NUM 
keV, NOUN 
placed, VERB 
high, ADJ 

, SPACE 
voltage, NOUN 
terminal, NOUN 
dynamitron, NOUN 
accelerator, NOUN 
energy, NOUN 

, SPACE 
tuned, VERB 
1, NUM 
2.5, NUM 
MeV, PROPN 
resolution, NOUN 
1, NUM 
keV, NOUN 

, SPACE 
flux, NOUN 
lo5, NOUN 
positrons, NOUN 
second, ADV 
obtained, VERB 

, SPACE 
angular, ADJ 
cone, NOUN 
degree, NOUN 

, SPACE 
measure, VERB 
transmitted, VERB 
flux, NOUN 
2700, NUM 

, SPACE 
silicon, NOUN 
crystal, NOUN 
germanium, NOUN 
detector, NOUN 
placed, VERB 

, SPACE 
forward, ADJ 
beam, NOUN 
direction, NOUN 
detector, NOUN 
opening, NOUN 
angle, NOUN 
0.2, NUM 

, SPACE 
ensures, VERB 
direct, ADJ 
zeroth, ADJ 
order, NOUN 
Bragg, PROPN 

, SPACE 
beam, NOUN 
recorded, VERB 
Furthermore, ADV 
detector, NOUN 
opening, NOUN 
angle, NOUN 

, SPACE 
smaller, ADJ 
critical, ADJ 
angles, NOUN 
associated, VERB 
bl, NOUN 
zec-, PRON 

, SPACE 
Fig, PROPN 
2, NUM 
Forward, PROPN 
transmitted, VERB 
yield, NOUN 
channeled, VERB 
MeV, PROPN 
positrons, NOUN 

, SPACE 
function, NOUN 
incidence, NOUN 
angle, NOUN 
lOO, PROPN 
1, NUM 
IO, PROPN 
Ill, PROPN 

, SPACE 
planes, NOUN 
2700, NUM 
thick, ADJ 
single, ADJ 
crystal, NOUN 
silicon, NOUN 
stippled, ADJ 

, SPACE 
lines, NOUN 
connect, VERB 
experimental, ADJ 
data, NOUN 
points, NOUN 
obtained, VERB 
germa-, ADJ 

, SPACE 
nium, NOUN 
detector, NOUN 
opening, NOUN 
angle, NOUN 
0.2, NUM 
angle, NOUN 
small, ADJ 

, SPACE 
Bragg, PROPN 
diffraction, NOUN 
spots, NOUN 
zero, NUM 
order, NOUN 

, SPACE 
escape, VERB 
detector, NOUN 
solid, ADJ 
lines, NOUN 
theoretical, ADJ 
predictions, NOUN 

, SPACE 
based, VERB 
beam, NOUN 
method, NOUN 
description, NOUN 
includes, VERB 

, SPACE 
dynamical, ADJ 
diffraction, NOUN 
effects, NOUN 
subsequently, ADV 
averaged, VERB 

, SPACE 
variations, NOUN 
crystal, NOUN 
thickness, NOUN 
Ihe, PROPN 
beam, NOUN 
spot, NOUN 

, SPACE 
atomic, ADJ 
planes, NOUN 
channeling, VERB 
experiments, NOUN 
Eq, PROPN 
2, X 

, SPACE 
gives, VERB 
critical, ADJ 
angles, NOUN 
0, NUM 
=, PROPN 
0.22, NUM 
100, NUM 
plane, NOUN 
0.30, NUM 

, SPACE 
1, NUM 
IO, PROPN 
0.3, NUM 
1, NUM 
111, NUM 
plane, NOUN 
measured, ADJ 

, SPACE 
transmission, NOUN 
function, NOUN 
angle, NOUN 
shown, VERB 
Fig, PROPN 
2, NUM 

, SPACE 
angles, NOUN 
units, NOUN 
Bragg, PROPN 
angles, VERB 
Ba, PROPN 
=, NUM 
0.184, NUM 

, SPACE 
0.130, NUM 
0.080, NUM 
respectively, ADV 
shown, VERB 
figure, NOUN 

, SPACE 
theoretical, ADJ 
curve, NOUN 
obtained, VERB 
beam, NOUN 

, SPACE 
method, NOUN 
described, VERB 
overall, ADJ 
yield, NOUN 
enve-, X 

, SPACE 
lope, NOUN 
fine, ADJ 
structure, NOUN 
including, VERB 
pronounced, VERB 
dips, NOUN 

, SPACE 
Bragg, PROPN 
conditions, NOUN 
accounted, VERB 

, SPACE 
calculations, NOUN 
positions, NOUN 
Bragg, PROPN 
dips, NOUN 

, SPACE 
obtained, VERB 
diffraction, NOUN 
kinematics, NOUN 
dynamical, ADJ 

, SPACE 
diffraction, NOUN 
theory, NOUN 
necessary, ADJ 
evaluation, NOUN 
magni-, PROPN 

, SPACE 
34, NUM 
L.V., PROPN 
Hau, PROPN 
et, NOUN 
al./, ADV 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Rex, PROPN 
B, PROPN 
I19, PROPN 
1996130, NUM 
41, NUM 

, SPACE 
tude, NOUN 
yield, NOUN 
fine, ADJ 
structure, NOUN 
beating, NOUN 

, SPACE 
eigenstates, NOUN 
different, ADJ 
energies, NOUN 
populated, VERB 

, SPACE 
entrance, NOUN 
surface, NOUN 
crystal, NOUN 
Pendellosung, PROPN 
beating-, NOUN 

, SPACE 
lengths, NOUN 
order, NOUN 
loo0, PROPN 
fine, ADJ 
structure, NOUN 

, SPACE 
sensitive, ADJ 
crystal, NOUN 
thickness, ADJ 
changes, NOUN 
IO-100, PROPN 
A., NOUN 

, SPACE 
theoretical, ADJ 
curves, NOUN 
averaged, VERB 
variation, NOUN 

, SPACE 
crystal, NOUN 
thickness, NOUN 
beam, NOUN 
spot, NOUN 
crystal, NOUN 

, SPACE 
amounts, VERB 
500, NUM 
beam, NOUN 
diameter, NOUN 
1.4, NUM 

, SPACE 
mm, NOUN 
agreement, NOUN 
theoretical, ADJ 
predictions, NOUN 

, SPACE 
experimental, ADJ 
data, NOUN 
gives, VERB 
confidence, NOUN 
quanti-, VERB 

, SPACE 
tatively, ADV 
describe, VERB 
transverse, ADJ 
flux, NOUN 
distribution, NOUN 
chan-, NOUN 

, SPACE 
neled, VERB 
positrons, NOUN 
penetrate, VERB 
crystal, NOUN 

, SPACE 
presence, NOUN 
Bragg, PROPN 
dips, NOUN 
clearly, ADV 
quantum, NOUN 

, SPACE 
mechanical, ADJ 
effect, NOUN 
expect, VERB 
overall, ADJ 
enve-, NUM 

, SPACE 
1, NUM 

, SPACE 
0.9, NUM 

, SPACE 
0.8, NUM 

, SPACE 
0.7, NUM 

, SPACE 
E, PROPN 

, SPACE 
F, PROPN 
0.6, NUM 

, SPACE 
0.5, NUM 

, SPACE 
0.4, NUM 

, SPACE 
0.3, NUM 

, SPACE 
0.2, NUM 
lope, NOUN 
function, NOUN 
obtained, VERB 
classical, ADJ 
considera-, ADJ 

, SPACE 
tions, NOUN 
investigated, VERB 
found, VERB 
experi-, NUM 

, SPACE 
mental, ADJ 
envelope, NOUN 
approximated, VERB 
classical, ADJ 

, SPACE 
envelope, NOUN 
function, NOUN 
obtained, VERB 
detector, NOUN 
opening, NOUN 
angle, NOUN 

, SPACE 
equal, ADJ 
twice, DET 
Bragg, PROPN 
angle, NOUN 
quantum, PROPN 
me-, NOUN 

, SPACE 
chanically, ADV 
transmission, NOUN 
yield, NOUN 
change, VERB 

, SPACE 
change, NOUN 
detector, NOUN 
opening, NOUN 
angle, NOUN 

, SPACE 
twice, DET 
Bragg, PROPN 
angle, NOUN 
classically, ADV 
continuous, ADJ 

, SPACE 
dependence, NOUN 
opening, NOUN 
angle, NOUN 
obtained, VERB 

, SPACE 
calculated, VERB 
classical, ADJ 
envelope, NOUN 
cases, NOUN 

, SPACE 
detector, NOUN 
opening, VERB 
angle, NOUN 
equal, ADJ 
twice, DET 

, SPACE 
Bragg, PROPN 
angle, NOUN 
opening, NOUN 
angle, NOUN 
equals, VERB 

, SPACE 
fifth, NOUN 
Bragg, PROPN 
angle, NOUN 
curves, NOUN 
shown, VERB 
Fig, PROPN 
3, NUM 

, SPACE 
seen, VERB 
yield, NOUN 
different, ADJ 
cases, NOUN 

, SPACE 
0, NUM 
1, NUM 
2, NUM 
3, NUM 
4, NUM 
5, NUM 
6, NUM 
7, NUM 
8, NUM 

, SPACE 
Incidence, PROPN 
Angle, PROPN 
O, PROPN 
O, PROPN 
>, X 

, SPACE 
3, NUM 
Classical, ADJ 
functions, NOUN 
forward, ADV 
transmitted, VERB 
1, NUM 
positrons, NOUN 
channeled, VERB 
11, NUM 
plane, NOUN 

, SPACE 
detector, NOUN 
angles, NOUN 
=, NOUN 
0.16, NUM 
0,/5, NUM 
0.016, NUM 
b, X 
agrees, VERB 
obtained, VERB 
envelope, NOUN 
Fig, PROPN 

, SPACE 
2c, PROPN 

, SPACE 
L.V., PROPN 
Hau, PROPN 
et, PROPN 
aI./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
I19, PROPN 
1996, NUM 
30, NUM 
41, NUM 
35, NUM 

, SPACE 
order, NOUN 
magnitude, NOUN 
correct, ADJ 
envelope, NOUN 
function, NOUN 

, SPACE 
obtained, VERB 
classical, ADJ 
calculation, NOUN 
introducing, VERB 

, SPACE 
distinct, ADJ 
quantum, NOUN 
mechanical, ADJ 
quantity, NOUN 
Bragg, PROPN 
angle, NOUN 

, SPACE 
theory, NOUN 
present, ADJ 
experiment, NOUN 

, SPACE 
detector, NOUN 
opening, NOUN 
angle, NOUN 
order, NOUN 
Bragg, PROPN 
angle, NOUN 

, SPACE 
conclusion, NOUN 
experimental, ADJ 
envelope, NOUN 
function, NOUN 

, SPACE 
obtained, VERB 
purely, ADV 
classical, ADJ 
theory, NOUN 
How-, X 

, SPACE 
large, ADJ 
detector, NOUN 
angles, NOUN 
spanning, VERB 
Bragg, PROPN 

, SPACE 
angles, NOUN 
classical, ADJ 
theory, NOUN 
applicable, ADJ 

, SPACE 
classical, ADJ 
envelope, NOUN 
functions, NOUN 
shown, VERB 
Fig, PROPN 
3, NUM 

, SPACE 
obtained, VERB 
approximating, VERB 
continuum, ADJ 
potential, NOUN 

, SPACE 
harmonic, ADJ 
potential, NOUN 
transmission, NOUN 
detector, NOUN 

, SPACE 
calculated, VERB 
integrating, VERB 
probability, NOUN 
distribution, NOUN 
exit, NOUN 

, SPACE 
angles, VERB 
given, VERB 
incidence, NOUN 
angle, NOUN 
P(6,,,1@, PROPN 

, SPACE 
detector, NOUN 
opening, VERB 
angle, NOUN 

, SPACE 
Yield, NOUN 
=, NOUN 
JdB-,,ilP, PROPN 
O,,i, PROPN 
lOi, NOUN 
7, NUM 

, SPACE 
probability, NOUN 
distribution, NOUN 
given, VERB 
product, NOUN 

, SPACE 
I%, X 
=, VERB 
/dE_P(H,,,,lEI)P(E, PROPN 
le, PROPN 
8), NUM 

, SPACE 
P, NOUN 
E, PROPN 
le, X 
probability, NOUN 
distribution, NOUN 

, SPACE 
transverse, ADJ 
energies, NOUN 
given, VERB 
incidence, NOUN 
angle, NOUN 
obtained, VERB 
assuming, VERB 
uniform, ADJ 
spatial, ADJ 
distribution, NOUN 
positrons, NOUN 

, SPACE 
reach, VERB 
crystal, PROPN 
surface, NOUN 

, SPACE 
9, NUM 

, SPACE 
Furthermore, ADV 
P(O,,,\, PROPN 
E, PROPN 
distribution, NOUN 
function, NOUN 

, SPACE 
exit, NOUN 
angles, NOUN 
given, VERB 
transverse, ADJ 
energy, NOUN 

, SPACE 
obtained, VERB 
microcanonical, ADJ 
ensemble, NOUN 
as-, ADJ 

, SPACE 
sumption, NOUN 
statistical, ADJ 
equilibrium, NOUN 
available, ADJ 
phase, NOUN 

, SPACE 
space, NOUN 

, SPACE 
PC, PROPN 
LJE, PROPN 
10, NUM 

, SPACE 
Note, VERB 
factor, NOUN 
proportionality, NOUN 
ECq, PROPN 
IO, PROPN 

, SPACE 
depends, VERB 
transverse, ADJ 
energy, NOUN 

, SPACE 
3, X 
Valence, NOUN 
electron, NOUN 
densities, VERB 

, SPACE 
probe, VERB 
valence, NOUN 
electron, NOUN 
densities, NOUN 
utilize, VERB 

, SPACE 
guiding, VERB 
effect, NOUN 
channeling, VERB 
steer, VERB 
positrons, NOUN 
regions, NOUN 

, SPACE 
crystal, NOUN 
high, ADJ 
concentration, NOUN 
valence, NOUN 
elec-, PART 

, SPACE 
trons, NOUN 
combine, VERB 
effect, NOUN 
process, NOUN 
pho-, NOUN 

, SPACE 
357, NUM 
Annihilation, PROPN 
Rate, PROPN 
vs., ADP 
Incidence, PROPN 
Angle, PROPN 

, SPACE 
Random, PROPN 
Even1, PROPN 
Rate, NOUN 

, SPACE 
0, NUM 
~~~l~~~l~~~l~,~t~~~l’~~I~“I~, PROPN 

, SPACE 
0, NUM 
0.4, NUM 
0.8, NUM 
1.2, NUM 
1.6, NUM 
2, NUM 
2.4, NUM 
2.0, NUM 

, SPACE 
Incidence, PROPN 
Angle, PROPN 
degrees, NOUN 

, SPACE 
Fig, PROPN 
4, NUM 
photon, NOUN 
annihilation, NOUN 
flight, NOUN 
rate, NOUN 
calculated, VERB 
function, NOUN 
incidence, NOUN 
angle, NOUN 
MeV, PROPN 
positrons, NOUN 
channeled, VERB 
<, PROPN 
110, NUM 
>, X 

, SPACE 
axis, NOUN 
6000, NUM 
gold, NOUN 
crystal, NOUN 
angle, NOUN 
100, NUM 
plane, NOUN 
IO, PROPN 
indicated, VERB 
figure, NOUN 
random, ADJ 
rate, NOUN 
obtained, VERB 
uniform, ADJ 

, SPACE 
positron, PROPN 
flux, NOUN 
distribution, NOUN 

, SPACE 
36, NUM 
L.V., PROPN 
Hau, PROPN 
et, PROPN 
al, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, NOUN 
I9, PROPN 
1996, NUM 
30, NUM 
41, NUM 

, SPACE 
Electron, PROPN 
Density, PROPN 
Transverse, PROPN 
Unit, PROPN 
Cell, NOUN 

, SPACE 
4, NUM 

, SPACE 
3.5, NUM 

, SPACE 
3, NUM 

, SPACE 
2.5, NUM 

, SPACE 
2, NUM 
y, PROPN 

, SPACE 
1.5, NUM 

, SPACE 
1, NUM 

, SPACE 
0.5, NUM 

, SPACE 
0, NUM 

, SPACE 
0, NUM 
0.5, NUM 
1, NUM 
1.5, NUM 
2, NUM 
2.5, NUM 

, SPACE 
x, SYM 

, SPACE 
Fig, PROPN 
5, NUM 
Contour, ADJ 
plot, NOUN 
electron, NOUN 
distribution, NOUN 
gold, NOUN 
shown, VERB 
plane, NOUN 
perpendicular, ADJ 
<, X 
IO, PROPN 
>, X 
axis, NOUN 
density, NOUN 
obtained, VERB 

, SPACE 
density, NOUN 
functional, ADJ 
methods, NOUN 
averaged, VERB 
<, PROPN 
110, NUM 
>, PUNCT 
direction, NOUN 

, SPACE 
ton, NOUN 
annihilation, NOUN 
flight, NOUN 
acts, VERB 
probe, NOUN 
local, ADJ 

, SPACE 
electron, NOUN 
density, NOUN 
calculated, ADJ 
annihilation, NOUN 
rate, NOUN 
1, NUM 

, SPACE 
MeV, PROPN 
psitrons, NOUN 
channeled, VERB 
<, PROPN 
110, NUM 
>, X 
axis, NOUN 

, SPACE 
6000, NUM 
gold, NOUN 
crystal, NOUN 
function, NOUN 
incidence, NOUN 
angle, NOUN 

, SPACE 
shown, VERB 
Fig, PROPN 
4, NUM 
annihilation, NOUN 
rate, NOUN 
given, VERB 

, SPACE 
product, NOUN 

, SPACE 
Annihilation, NOUN 
rate, NOUN 
=, ADJ 
@a, X 
d, X 
z, NOUN 
overlap, NOUN 
11, NUM 
0, NUM 

, SPACE 
positron, NOUN 
flux, NOUN 
@=, PROPN 
IO5, PROPN 
second, ADV 
annihilation, NOUN 

, SPACE 
cross, NOUN 
section, NOUN 
u=, CCONJ 
e2, PROPN 
m~2)2, PROPN 
MeV, PROPN 
positrons, NOUN 
annihilat-, X 

, SPACE 
ing, PROPN 
electrons, NOUN 
rest, NOUN 
transverse, ADJ 
overlap, NOUN 

, SPACE 
integral, ADJ 
integrated, VERB 
crystal, PROPN 
thickness, PROPN 
T, PROPN 

, SPACE 
Overlap, PROPN 
=, PROPN 
/I, PROPN 
q, PROPN 
r, NOUN 
z)l’n, PROPN 
7, NUM 
z)dr, PROPN 
2, X 

, SPACE 
I$/, PROPN 
z, PROPN 
>, X 
positron, NOUN 
probability, NOUN 
density, NOUN 

, SPACE 
penetration, NOUN 
depth, NOUN 
z, NOUN 
crystal, NOUN 
n,(r, NUM 
z, PROPN 
>, X 

, SPACE 
electron, NOUN 
density, NOUN 
crystal, NOUN 
obtained, VERB 

, SPACE 
density, NOUN 
functional, ADJ 
methods, NOUN 
based, VERB 
augmented, VERB 
plane, NOUN 

, SPACE 
wave, NOUN 
expansions, NOUN 
21, NUM 
contour, ADJ 
plot, NOUN 
electron, NOUN 

, SPACE 
density, NOUN 
shown, VERB 
Fig, PROPN 
5, NUM 

, SPACE 
transverse, ADJ 
positron, NOUN 
wavefunction, NOUN 
$, SYM 
expanded, VERB 

, SPACE 
eigenstates, NOUN 
transverse, ADJ 
Hamiltonian, ADJ 
6, NUM 

, SPACE 
continuum, VERB 
potential, PROPN 
U(r, PROPN 
periodic, ADJ 
eigen-, ADJ 

, SPACE 
states, NOUN 
chosen, VERB 
dimensional, ADJ 
Bloch, PROPN 
states, NOUN 

, SPACE 
subsequently, ADV 
expanded, VERB 
plane, NOUN 
waves, NOUN 

, SPACE 
beam, NOUN 
method, NOUN 
transverse, ADJ 
h&linger, PROPN 
equation, NOUN 

, SPACE 
transformed, VERB 
algebraic, ADJ 
eigenvalue, ADJ 
equation, NOUN 

, SPACE 
Fig, PROPN 
6, NUM 
Bloch, PROPN 
bands, NOUN 
extended, ADJ 
zone, NOUN 

, SPACE 
scheme, NOUN 
line, NOUN 
angle, NOUN 
IO, PROPN 

, SPACE 
100, NUM 
plane, NOUN 
Fig, PROPN 
4, NUM 
annihilation, NOUN 
rate, NOUN 
seen, VERB 
increase, VERB 

, SPACE 
increasing, VERB 
angle, NOUN 
atomic, ADJ 
string, NOUN 
fact, NOUN 

, SPACE 
larger, ADJ 
angles, NOUN 
positron, NOUN 
penetrates, VERB 

, SPACE 
Energy, PROPN 
Bands, PROPN 
1, NUM 
MeV, PROPN 
Positrons, PROPN 
Gold, PROPN 
<, X 
l, PROPN 
lO, PROPN 
>, X 

, SPACE 
26, NUM 

, SPACE 
24, NUM 

, SPACE 
22, NUM 

, SPACE 

, SPACE 

, SPACE 
18, NUM 

, SPACE 
16, NUM 

, SPACE 
14, NUM 

, SPACE 
12, NUM 
-I, PROPN 

, SPACE 
10, NUM 

, SPACE 
8, NUM 

, SPACE 
-1.5, NOUN 
-1, X 
-0.5, ADJ 
0, NUM 
0.5, NUM 
1, NUM 
1.5, NUM 

, SPACE 
Reciprocal, PROPN 
Lattice, PROPN 
Vector, PROPN 
>, X 

, SPACE 
Fig, PROPN 
6, NUM 
Bloch, PROPN 
bands, NOUN 
1, NUM 
MeV, PROPN 
positrons, NOUN 
channeled, VERB 

, SPACE 
<, X 
110, NUM 
>, X 
axis, NOUN 
gold, NOUN 
bands, NOUN 
shown, VERB 
dimensional, ADJ 

, SPACE 
extended, VERB 
zone, NOUN 
scheme, NOUN 
direction, NOUN 
forms, VERB 
angle, NOUN 
10, NUM 

, SPACE 
100, NUM 
plane, NOUN 

, SPACE 
L.V., PROPN 
Huu, INTJ 
et, NOUN 
ul./, NOUN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Rex, PROPN 
B, PROPN 
19, NUM 
f, X 
1996, NUM 
30, NUM 
41, NUM 
37, NUM 

, SPACE 
atomic, ADJ 
cores, NOUN 
total, ADJ 
electron, NOUN 
density, NOUN 
high, ADJ 

, SPACE 
rate, NOUN 
large, ADJ 
angles, NOUN 
approaches, VERB 
random, ADJ 
value, NOUN 
24, NUM 
s, PROPN 

, SPACE 
indicated, VERB 
solid, ADJ 
line, NOUN 
figure, NOUN 
obtained, VERB 

, SPACE 
uniform, ADJ 
transverse, NOUN 
positron, NOUN 
flux, NOUN 
small, ADJ 
increase, NOUN 

, SPACE 
zero, NUM 
angle, NOUN 
axis, NOUN 
symmetry, NOUN 
effect, NOUN 
causes, VERB 

, SPACE 
lowest, ADJ 
excited, ADJ 
states, NOUN 
exactly, ADV 
vanishing, ADJ 

, SPACE 
overlap, NOUN 
atomic, ADJ 
stings, NOUN 
incidence, NOUN 
angle, NOUN 

, SPACE 
ground, NOUN 
state, NOUN 
states, NOUN 
popu-, X 

, SPACE 
lated, VERB 
axis, NOUN 
small, ADJ 
nonvanishing, ADJ 
overlap, NOUN 

, SPACE 
atomic, ADJ 
strings, NOUN 

, SPACE 
illustrate, VERB 
ability, NOUN 
selectively, ADV 
probe, VERB 
valence, NOUN 

, SPACE 
electrons, NOUN 
use, NOUN 
channeling, VERB 
effect, NOUN 
note, VERB 

, SPACE 
contribution, NOUN 
valence, NOUN 
electrons, NOUN 
zero, NUM 
angle, NOUN 

, SPACE 
annihilation, NOUN 
rate, NOUN 
Fig, PROPN 
4, NUM 
greater, ADJ 
30, NUM 

, SPACE 
obtained, VERB 
electron, NOUN 
density, NOUN 
0.17, NUM 
e, NOUN 
A3, NOUN 

, SPACE 
center, NOUN 
<, X 
I10, PROPN 
>, X 
channel, PROPN 
shown, VERB 
Fig, PROPN 
5, NUM 

, SPACE 
constitutes, VERB 
larger, ADJ 
relative, ADJ 
contribution, NOUN 

, SPACE 
obtained, VERB 
low, ADJ 
order, NOUN 
Fourier, PROPN 
components, NOUN 
X, NOUN 
ray, NOUN 

, SPACE 
electron, NOUN 
diffraction, NOUN 
experiments, NOUN 
demonstrated, VERB 
spatial, ADJ 

, SPACE 
selectivity, NOUN 
important, ADJ 
aspect, NOUN 
ultimate, ADJ 
utility, NOUN 

, SPACE 
channeling, VERB 
annihilation, NOUN 
experiments, NOUN 

, SPACE 
estimated, VERB 
dechanneling, VERB 
effects, NOUN 
elec-, NUM 

, SPACE 
tronic, ADJ 
multiple, ADJ 
scattering, NOUN 
results, NOUN 
indicate, VERB 

, SPACE 
increase, VERB 
counting, NOUN 
rates, NOUN 
order, NOUN 
magnitude, NOUN 

, SPACE 
thicker, ADJ 
crystals, NOUN 
microns, NOUN 
Taking, VERB 

, SPACE 
account, NOUN 
enhanced, VERB 
background, NOUN 
problems, NOUN 

, SPACE 
nuclear, ADJ 
multiple, ADJ 
scattering, VERB 
und, NOUN 
r, NOUN 
non, ADJ 
channeling, ADJ 

, SPACE 
conditions, NOUN 
conclude, VERB 
6000, NUM 
crystal, NOUN 
thickness, NOUN 

, SPACE 
good, ADJ 
choice, NOUN 
initial, ADJ 
demonstration, NOUN 
channeling, VERB 

, SPACE 
annihilation, NOUN 
effects, NOUN 

, SPACE 
design, NOUN 
detector, NOUN 
geometry, NOUN 
annihila-, ADJ 

, SPACE 
tion, NOUN 
photons, NOUN 
use, NOUN 
fact, NOUN 
relativistic, ADJ 
motion, NOUN 
incoming, ADJ 
positrons, NOUN 
causes, VERB 
forward, ADJ 
peaking, NOUN 

, SPACE 
gamma, NOUN 
rays, NOUN 
relatively, ADV 
simple, ADJ 
detector, NOUN 
ge-, NOUN 

, SPACE 
ometry, NOUN 
consisting, VERB 
16, NUM 
sodium, NOUN 
iodide, NOUN 
bismuth, NOUN 
ger-, NOUN 

, SPACE 
manate, NOUN 
scintillators, NOUN 
detect, VERB 
annihilation, NOUN 
gammas, NOUN 

, SPACE 
efficiency, NOUN 
60, NUM 
22, NUM 

, SPACE 
4, X 
Spin, NOUN 
magnetic, ADJ 
densities, NOUN 

, SPACE 
ultimate, ADJ 
goal, NOUN 
use, VERB 
combination, NOUN 
channel-, PROPN 

, SPACE 
ing, PROPN 
photon, NOUN 
annihilation, NOUN 
flight, NOUN 
study, VERB 
spin, NOUN 

, SPACE 
magnetic, ADJ 
densities, NOUN 
thin, ADJ 
magnetic, ADJ 
films, NOUN 
success, NOUN 

, SPACE 
endeavor, NOUN 
depends, VERB 
major, ADJ 
facts, NOUN 
high, ADJ 
sensitiv-, NOUN 

, SPACE 
ity, NOUN 
annihilation, NOUN 
cross, NOUN 
section, NOUN 
relative, ADJ 
spin, NOUN 

, SPACE 
directions, NOUN 
annihilating, VERB 
electron, NOUN 
positron, NOUN 
pair, NOUN 

, SPACE 
possibility, NOUN 
creating, VERB 
spin, NOUN 
polarized, VERB 
positron, NOUN 
sources, NOUN 

, SPACE 
differential, ADJ 
cross, NOUN 
sections, NOUN 
parallel, ADJ 
anti, ADJ 
parallel, ADJ 

, SPACE 
spins, NOUN 
shown, VERB 
Fig, PROPN 
7, NUM 
function, NOUN 
angle, NOUN 

, SPACE 
annihilation, NOUN 
gammas, NOUN 
respect, NOUN 
incoming, ADJ 

, SPACE 
positron, NOUN 
direction, NOUN 
23, NUM 
1, NUM 
MeV, PROPN 
positrons, NOUN 
differen-, NOUN 

, SPACE 
tial, ADJ 
cross, NOUN 
section, NOUN 
anti, ADJ 
parallel, ADJ 
spins, NOUN 
significantly, ADV 

, SPACE 
higher, ADJ 
cross, NOUN 
section, NOUN 
parallel, ADJ 
spins, NOUN 
particularly, ADV 

, SPACE 
smallest, ADJ 
angles, NOUN 
4, NUM 
MeV, NOUN 
cross, NOUN 
sections, NOUN 

, SPACE 
equal, ADJ 
higher, ADJ 
energies, NOUN 
cross, NOUN 
section, NOUN 

, SPACE 
parallel, ADJ 
spins, NOUN 
dominates, NOUN 
integration, NOUN 

, SPACE 
angles, NOUN 
Fig, PROPN 
7, NUM 
total, ADJ 
annihilation, NOUN 
cross, NOUN 
section, NOUN 

, SPACE 
anti, ADJ 
parallel, ADJ 
spins, NOUN 
2.5, NUM 
times, NOUN 
larger, ADJ 
parallel, ADJ 

, SPACE 
spins, NOUN 

, SPACE 
