Original, ADJ 
female, NOUN 

, SPACE 
nude, ADJ 
mice, NOUN 
tumor, NOUN 
inoculations, NOUN 
purchased, VERB 
TaconicFarms, PROPN 
Taconic, PROPN 
NY, PROPN 
housed, VERB 
approved, VERB 
animal, NOUN 
facility, NOUN 
pro-, PROPN 

, SPACE 
tocols, NOUN 
approved, VERB 
University, PROPN 
Arkansas, PROPN 
Medical, PROPN 
Sciences, PROPN 
Insti-, PROPN 

, SPACE 
tutional, ADJ 
Animal, PROPN 
Care, PROPN 
Use, PROPN 
Committee, PROPN 

, SPACE 
injection, NOUN 
animals, NOUN 
deeply, ADV 
anesthetized, ADJ 

, SPACE 
1:1:4.6, ADJ 
solution, NOUN 
xylazine, NOUN 
ketamine, NOUN 
PBS, PROPN 
administered, VERB 
i.p, PROPN 
0.033-, NUM 

, SPACE 
ml, NOUN 
mixture/10, NOUN 
g, NOUN 
body, NOUN 
weight, NOUN 
described, VERB 
20, NUM 
mice, NOUN 
placed, VERB 

, SPACE 
prone, ADJ 
position, NOUN 
gently, ADV 
palpating, VERB 
tibia, NOUN 
upper, ADJ 
end, NOUN 
ofthe, PRON 
tibia, PROPN 
identi, PROPN 
ﬁed, PROPN 
site, NOUN 
injection, NOUN 
Approximately, ADV 

, SPACE 
10,000, NUM 
cells, NOUN 
10, NUM 
μl, PROPN 
injected, VERB 
right, ADJ 
tibia, NOUN 
nude, ADJ 
mice, NOUN 

, SPACE 
50, NUM 
μl, ADJ 
syringe, NOUN 
28, NUM 
gauge, NOUN 
needle, NOUN 
PBS, PROPN 
injected, VERB 

, SPACE 
left, ADJ 
leg, NOUN 
vehicle, NOUN 
control, NOUN 
injection, NOUN 
mice, NOUN 
placed, VERB 
ona, PROPN 
heating, NOUN 
pad, NOUN 
recover, VERB 
anesthesia, PROPN 
returned, VERB 

, SPACE 
cages, NOUN 

, SPACE 
experiments, NOUN 
antibody, NOUN 
treatments, NOUN 
animals, NOUN 

, SPACE 
randomized, VERB 
3, NUM 
groups, NOUN 
IL-8, X 
antibody, NOUN 
group, NOUN 
20, NUM 
mice, NOUN 
control, VERB 
IgG177, PROPN 
A., PROPN 
Kamalakar, PROPN 
et, PROPN 
al, PROPN 
Bone, PROPN 
61, NUM 
2014, NUM 
176, NUM 
185, NUM 

, SPACE 
antibody, NOUN 
group, NOUN 
20, NUM 
mice, NOUN 
antibody, NOUN 
group, NOUN 
15, NUM 
mice, NOUN 
IL-8, NUM 

, SPACE 
antibody, NOUN 
group, NOUN 
~35, PROPN 
μg, PROPN 
animal, NOUN 
control, PROPN 
antibody, NOUN 
group, NOUN 
~35, PROPN 
μg/, PROPN 

, SPACE 
animal, NOUN 
injected, VERB 
intraperitoneally, ADV 
alternate, ADJ 
day, NOUN 
starting7, NOUN 
days, NOUN 
intratibial, ADJ 
injections, NOUN 
MDA, PROPN 
MET, PROPN 
cells, NOUN 
continuing, VERB 

, SPACE 
4, NUM 
weeks, NOUN 
Animals, NOUN 
antibody, NOUN 
group, NOUN 
receive, VERB 
an-, PROPN 

, SPACE 
tiserum, NOUN 
injected, VERB 
PBS, PROPN 

, SPACE 
mice, NOUN 
followed, VERB 
periods, NOUN 
4, NUM 
weeks, NOUN 
sacri, PROPN 
ﬁced, VERB 

, SPACE 
X, NOUN 
rayed, ADJ 
Kodak, PROPN 
X, PROPN 
Omat, PROPN 
Rochester, PROPN 
NY, PROPN 
described, VERB 
Dis, PROPN 
sected, VERB 
legs, NOUN 
processed, VERB 
histopathology, NOUN 
Tumor, NOUN 
growth, NOUN 
bone, NOUN 

, SPACE 
monitored, VERB 
weekly, ADJ 
X, NOUN 
ray, NOUN 
deeply, ADV 
anesthetized, ADJ 
nude, ADJ 
mice, NOUN 

, SPACE 
AXR, PROPN 
minishot, NOUN 
110, NUM 
X, NOUN 
ray, NOUN 
cabinet, NOUN 
Associated, PROPN 
X, PROPN 
ray, NOUN 
corporation, NOUN 

, SPACE 
East, PROPN 
Haven, PROPN 
CT, PROPN 
3, NUM 
mA, NUM 
33, NUM 
kV, NUM 
20, NUM 
s, PART 
Kodak, PROPN 
X, PROPN 
Omat, PROPN 
TL, PROPN 
ﬁlm, NOUN 

, SPACE 
Kodak, PROPN 
Rochester, PROPN 
NY, PROPN 
processed, VERB 
Kodak, PROPN 
X, PROPN 
Omat, ADJ 
RP, PROPN 
automat, NOUN 
edﬁlm, NOUN 
processor, NOUN 

, SPACE 
tumor, NOUN 
bearing, NOUN 
contralateral, ADJ 
legs, NOUN 
excised, VERB 
ﬁxed, VERB 

, SPACE 
10, NUM 
neutral, ADV 
buffered, VERB 
formalin, NOUN 
2, NUM 
days, NOUN 
specimens, NOUN 
im-, ADJ 

, SPACE 
aged, VERB 
formalin, NOUN 
micro, ADJ 
computed, ADJ 
tomography, NOUN 
MicroCT, PROPN 

, SPACE 
series, NOUN 
MDA, PROPN 
MET, PROPN 
tumor, NOUN 
bearing, VERB 
animals, NOUN 
including, VERB 
IL-, PROPN 

, SPACE 
8, NUM 
antibody, NOUN 
group, NOUN 
30, NUM 
mice, NOUN 
control, NOUN 
IgG, ADV 
treated, VERB 
antibody, NOUN 
group, NOUN 

, SPACE 
30, NUM 
mice, NOUN 
followed, VERB 
speci, NOUN 
ﬁcally, ADV 
survival, NOUN 
Survival, PROPN 
de, ADV 
ﬁned, VERB 

, SPACE 
time, NOUN 
moribund, VERB 
state, NOUN 
hind, VERB 
limb, NOUN 
paralysis, NOUN 
point, NOUN 
micewere, NOUN 
sacri, NOUN 
ﬁced, VERB 
Antibody, NOUN 
treatment, NOUN 
began, VERB 
day, NOUN 
5, NUM 
tumor, NOUN 
inocu-, NOUN 

, SPACE 
lation, NOUN 
Analysis, NOUN 
survival, NOUN 
endpoints, NOUN 
blinded, VERB 
deaths, NOUN 
corded, VERB 
time, NOUN 
course, NOUN 
anti, ADJ 
IL-8, ADJ 
antibody, NOUN 

, SPACE 
control, NOUN 
IgG, PROPN 
injections, NOUN 
injections, NOUN 
halted, VERB 
28, NUM 
days, NOUN 
anti-, NOUN 

, SPACE 
body, NOUN 
injection, NOUN 
corresponding, VERB 
day, NOUN 
33, NUM 
following, VERB 
tumor, NOUN 
inoculation, NOUN 

, SPACE 
remaining, VERB 
mice, NOUN 
sacri, ADV 
ﬁced, VERB 
femurs, NOUN 
tibias, PROPN 
harvested, VERB 

, SPACE 
Human, PROPN 
IL-8, X 
transgenic, ADJ 
mice, NOUN 

, SPACE 
generation, NOUN 
mice, NOUN 
liver, NOUN 
speci, NOUN 
ﬁc, INTJ 
transgene, NOUN 
encoding, PROPN 

, SPACE 
human, NOUN 
IL-8, NOUN 
described, VERB 
previously, ADV 
24].T, NUM 
h, NOUN 
e, NOUN 
s, VERB 
em, PRON 
c, VERB 
eh, INTJ 
v, NOUN 
ec, PROPN 
r, VERB 
c, NOUN 
u, NOUN 

, SPACE 
lating, NOUN 
neutrophilia, NOUN 
impaired, VERB 
chemotaxis, NOUN 
intraperitonealthioglycollate, VERB 
organ, VERB 
histology, NOUN 
function, NOUN 
reported, VERB 

, SPACE 
normal, ADJ 
25, NUM 
description, NOUN 
bone, NOUN 
phenotype, NOUN 
Genotype, PROPN 

, SPACE 
conﬁrmed, VERB 
measurement, NOUN 
human, ADJ 
IL-8, PROPN 
mouse, PROPN 
serum, PROPN 
IL-8, X 

, SPACE 
levels, NOUN 
transgenic, ADJ 
mice, NOUN 
hIL-8, PROPN 
Tg, PROPN 
averaged, VERB 
70, NUM 
ng, PROPN 
ml, PROPN 
unde-, ADJ 

, SPACE 
tectable, ADJ 
WT, PROPN 
mice, NOUN 

, SPACE 
Bone, NOUN 
phenotyping, VERB 

, SPACE 
micro, PROPN 
computed, VERB 
tomography, PROPN 
MicroCT, PROPN 
analyses, NOUN 
consis-, ADJ 

, SPACE 
tent, NOUN 
current, ADJ 
guidelines, NOUN 
assessment, NOUN 
bone, NOUN 
microstructure, NOUN 

, SPACE 
rodents, NOUN 
MicroCT, PUNCT 
26, NUM 
Formalin-, PROPN 
ﬁxed, VERB 
tibiae, NOUN 
femora, NOUN 

, SPACE 
tumor, NOUN 
bearing, VERB 
mice, NOUN 
controls, NOUN 
IL-8, NUM 
transgenic, NOUN 
micewere, NOUN 
imaged, VERB 
MicroCT, PROPN 
40, NUM 
Scanco, PROPN 
Medical, PROPN 
AG, PROPN 
Bassersdorf, PROPN 

, SPACE 
Switzerland, PROPN 
12, NUM 
μm, NOUN 
isotropic, NOUN 
voxel, PROPN 
size, NOUN 
dimensions, NOUN 

, SPACE 
described, VERB 
previously, ADV 
27, NUM 
dimensional, ADJ 
reconstructions, NOUN 
cre-, ADJ 

, SPACE 
ated, VERB 
stacking, VERB 
regions, NOUN 
interest, NOUN 
dimensional, ADJ 
slice, NOUN 

, SPACE 
applying, VERB 
gray, ADJ 
scale, NOUN 
threshold, NOUN 
Gaussian, PROPN 
noise, NOUN 
ﬁlter, NOUN 
de-, PROPN 

, SPACE 
scribed, VERB 
27, NUM 
consistent, ADJ 
pre, ADJ 
determined, ADJ 
threshold, NOUN 
245, NUM 

, SPACE 
data, NOUN 
acquired, VERB 
55, NUM 
kVp, NOUN 
114, NUM 
mA, NUM 
200, NUM 
ms, NOUN 
integration, NOUN 

, SPACE 
time, NOUN 
Fractional, ADJ 
bone, NOUN 
volume, NOUN 
bone, NOUN 
volume, NOUN 
tissue, NOUN 
volume, NOUN 
BV, PROPN 
TV, PROPN 

, SPACE 
architectural, ADJ 
properties, NOUN 
trabecular, ADJ 
bone, NOUN 
trabecular, ADJ 
thickness, NOUN 

, SPACE 
TbTh, PROPN 
μm, PROPN 
trabecular, ADJ 
number, NOUN 
TbN, PROPN 
mm, PROPN 

, SPACE 
−1, NOUN 
connectivity, NOUN 
density, NOUN 

, SPACE 
Conn., PROPN 
D., PROPN 
mm3, ADV 
calculated, VERB 
previously, ADV 
published, VERB 
methods, NOUN 

, SPACE 
28, NUM 
addition, NOUN 
cortical, ADJ 
bone, NOUN 
analysis, NOUN 
IL-8, NOUN 
transgenic, ADJ 
mice, NOUN 

, SPACE 
MicroCT, PROPN 
slices, NOUN 
segmented, VERB 
bone, NOUN 
marrow, NOUN 
regions, NOUN 
ap, NOUN 
plying, VERB 
visually, ADV 
chosen, VERB 
ﬁxed, ADJ 
threshold, NOUN 
245, NUM 
samples, NOUN 

, SPACE 
smoothing, VERB 
image, NOUN 
dimensional, ADJ 
Gaussian, ADJ 
low, ADJ 
pass, NOUN 
ﬁlter, NOUN 

, SPACE 
σ=, PROPN 
0.8, NUM 
support, NOUN 
=, SYM 
1.0, NUM 
remove, VERB 
noise, NOUN 
Femoral, ADJ 
cortical, ADJ 
geometry, NOUN 

, SPACE 
assessed, VERB 
1, NUM 
mm, ADJ 
long, ADJ 
region, NOUN 
centered, VERB 
femoral, ADJ 
midshaft, NOUN 
outer, ADJ 
contour, NOUN 
bone, NOUN 
found, VERB 
automatically, ADV 

, SPACE 
built, VERB 
manufacturer, NOUN 
contouring, NOUN 
tool, NOUN 
Total, ADJ 
area, NOUN 
calculated, VERB 

, SPACE 
counting, VERB 
voxels, NOUN 
contour, ADJ 
bone, NOUN 
area, NOUN 
counting, VERB 
voxels, NOUN 

, SPACE 
segmented, VERB 
bone, NOUN 
marrow, NOUN 
area, NOUN 
calculated, VERB 
astotal, ADJ 
area, NOUN 
−bone, PROPN 
area, NOUN 
calculation, NOUN 
performed, VERB 
25, NUM 
slices, NOUN 

, SPACE 
1, NUM 
slice, NOUN 
=, X 
~12.5, ADJ 
μm, X 
average, NOUN 
ﬁnal, ADJ 
calculation, NOUN 

, SPACE 
outer, ADJ 
inner, ADJ 
perimeter, NOUN 
cortical, ADJ 
midshaft, NOUN 
determined, VERB 

, SPACE 
dimensional, ADJ 
triangulation, NOUN 
bone, NOUN 
surface, NOUN 
BS, PROPN 
25, NUM 

, SPACE 
slices, NOUN 
cortical, ADJ 
thickness, NOUN 
cortical, ADJ 
parameters, NOUN 
deter-, ADV 

, SPACE 
mined, VERB 
described, VERB 
27,28, NUM 
bone, NOUN 
phenotype, NOUN 
assessment, NOUN 
IL-8, NOUN 

, SPACE 
transgenic, NOUN 
mice, NOUN 
10, NUM 
male, NOUN 
6, NUM 
female, ADJ 
IL-8, NOUN 
transgenic, ADJ 
mice, NOUN 
4, NUM 
months, NOUN 

, SPACE 
9, NUM 
male, NOUN 
6, NUM 
female, ADJ 
WT, PROPN 
littermate, NOUN 
controls, NOUN 
examined, VERB 
Serum, NOUN 

, SPACE 
IL-8, X 
levels, NOUN 
measured, VERB 
determine, VERB 
genotype, NOUN 
mice, NOUN 
25, NUM 

, SPACE 
blood, NOUN 
drawn, VERB 
serum, NOUN 
prepared, VERB 
serum, PROPN 
bone, NOUN 
biochemicalmarker, NOUN 
analyses, NOUN 

, SPACE 
necessary, ADJ 
mechanical, ADJ 
testing, NOUN 
femurs, NOUN 
performed, VERB 

, SPACE 
described, VERB 
previously, ADV 
28].B, NUM 
r, NOUN 
eﬂy, NOUN 
specimens, NOUN 
tested, VERB 
room, NOUN 
tem-, PROPN 

, SPACE 
perature, NOUN 
servohydraulic, ADJ 
testing, NOUN 
machine, NOUN 
MTS, PROPN 
858, NUM 
Bionex, PROPN 
TestSystems, PROPN 
load, NOUN 
frame, NOUN 
MTS, PROPN 
Eden, PROPN 
Prairie, PROPN 
MN, PROPN 
computer, NOUN 
control, NOUN 

, SPACE 
data, NOUN 
logging, VERB 
calculations, NOUN 
load, NOUN 
failure, NOUN 
TestWorks, PROPN 
version, NOUN 

, SPACE 
4.0, NUM 
MTS, PROPN 
Bones, NOUN 
placed, VERB 
anterior, ADJ 
hor-, NOUN 

, SPACE 
izontal, NOUN 
supports, NOUN 
spaced, VERB 
7, NUM 
mm, NOUN 
apart, ADV 
central, ADJ 
loading, NOUN 
point, NOUN 
contacted, VERB 

, SPACE 
posterior, ADJ 
surface, NOUN 
diaphysis, NOUN 
midpoint, NOUN 
bone, NOUN 
length, NOUN 

, SPACE 
loading, NOUN 
point, NOUN 
displaced, VERB 
downward, ADV 
transverse, ADV 
long, ADJ 
axis, NOUN 

, SPACE 
bone, NOUN 
0.1, NUM 
mm, PROPN 
s, PROPN 
failure, NOUN 
generating, VERB 
bending, NOUN 
anteri-, NOUN 

, SPACE 
posterior, ADJ 
plane, NOUN 
Load, NOUN 
displacement, NOUN 
data, NOUN 
recorded, VERB 
100, NUM 
Hz, PROPN 

, SPACE 
TestWorks, PROPN 
4.0, NUM 
MTS, PROPN 
test, NOUN 
curves, NOUN 
analyzed, VERB 
determine, VERB 
mea, NOUN 
sures, NOUN 
bone, NOUN 
strength, NOUN 
primarily, ADV 
peak, NOUN 
load, NOUN 
stiffness, ADJ 

, SPACE 
described, VERB 
28, NUM 
Load, NOUN 
failure, NOUN 
recorded, VERB 
load, NOUN 
2, NUM 

, SPACE 
drop, NOUN 
peak, ADJ 
load, NOUN 

, SPACE 
Histology, PROPN 
histomorphometry, NOUN 

, SPACE 
Following, VERB 
MicroCT, PROPN 
imaging, PROPN 
specimens, NOUN 
decalci, NOUN 
ﬁed, PROPN 
5, NUM 

, SPACE 
formic, ADJ 
acid, NOUN 
agitation, NOUN 
de, PROPN 
emed, VERB 
clear, ADJ 
ammonium, NOUN 
oxalate, NOUN 

, SPACE 
endpoint, NOUN 
test, NOUN 
9, NUM 
decalci, NOUN 
ﬁed, NOUN 
specimens, NOUN 
dehydrated, VERB 

, SPACE 
graded, VERB 
ethanol, NOUN 
cleared, VERB 
methyl, NOUN 
salicylate, NOUN 
embedded, VERB 
par-, PROPN 

, SPACE 
afﬁn, ADV 
sectioned, ADJ 
5, NUM 
μm, NOUN 
stained, VERB 
hematoxylin, NOUN 
eosin, NOUN 
H&E, PROPN 

, SPACE 
tartrate, VERB 
resistant, ADJ 
acid, NOUN 
phosphatase, NOUN 
TRAP, PROPN 
described, VERB 
28,29, X 
.I, PROPN 
n, CCONJ 

, SPACE 
section, NOUN 
10, NUM 
ﬁelds, NOUN 
counted, VERB 
40×, NOUN 
magni, NOUN 
ﬁcation, NOUN 
starting, VERB 

, SPACE 
ﬁeld, VERB 
growth, NOUN 
plate, NOUN 
proceeding, VERB 
cortical, ADJ 
surface, NOUN 

, SPACE 
cortical, ADJ 
surface, NOUN 
histomorphometric, ADJ 

, SPACE 
parameters, NOUN 
measured, VERB 
included, VERB 
total, ADJ 
area, NOUN 
total, ADJ 
bone, NOUN 
area, NOUN 
tumor, NOUN 
area, NOUN 

, SPACE 
bone, NOUN 
perimeter, NOUN 
eroded, VERB 
perimeter, NOUN 
osteoclast, ADJ 
number, NOUN 
described, VERB 

, SPACE 
previously, ADV 
9, NUM 

, SPACE 
Bone, NOUN 
resorption, NOUN 
human, NOUN 
IL-8, PUNCT 
assays, VERB 

, SPACE 
Serum, PROPN 
collected, VERB 
animals, NOUN 
time, NOUN 
sacri, ADJ 
ﬁce, PROPN 

, SPACE 
stored, VERB 
−80, PROPN 

 , SPACE 
°, NOUN 
C, NOUN 
Serum, PROPN 
thawed, VERB 
assay, NOUN 
performed, VERB 
according, VERB 

, SPACE 
individual, ADJ 
manufacturer, NOUN 
instructions, NOUN 
RatLaps, PROPN 
ELISA, PROPN 
Immuno-, PROPN 

, SPACE 
diagnostic, PROPN 
Systems, PROPN 
Inc., PROPN 
Scottsdale, PROPN 
AZ, PROPN 
quantitative, ADJ 
assay, NOUN 

, SPACE 
determination, NOUN 
bone, NOUN 
related, VERB 
degradation, NOUN 
products, NOUN 
fromC, PROPN 
terminal, ADJ 
telopeptides, NOUN 
type, NOUN 
collagen, VERB 
mouse, PROPN 
serum, PROPN 
Human, ADJ 
IL-8, NOUN 

, SPACE 
measured, VERB 
commercially, ADV 
available, ADJ 
assay, NOUN 
Alpco, PROPN 
Salem, PROPN 
NH, PROPN 

, SPACE 
Osteoclastogenesis, PROPN 

, SPACE 
Peripheral, PROPN 
blood, NOUN 
mononuclear, NOUN 
cells, NOUN 
PBMCs, NOUN 
purchased, VERB 

, SPACE 
Astarte, PROPN 
Biologics, PROPN 
Redmond, PROPN 
WA, PROPN 
cultured, VERB 
osteoclast, ADJ 
de-, PROPN 

, SPACE 
velopment, NOUN 
described, VERB 
previously, ADV 
10, NUM 
Brie, PROPN 
ﬂy, PROPN 
cells, NOUN 
counted, VERB 

, SPACE 
hemocytometer, NOUN 
plated, VERB 
96, NUM 
tissue, NOUN 
culture, NOUN 
plates, NOUN 
aconcentration, NOUN 
0.25, NUM 
million, NUM 
cells, NOUN 
250, NUM 
μl, ADJ 
volume, NOUN 
Macro-, PROPN 

, SPACE 
phage, NOUN 
colony, NOUN 
stimulating, VERB 
factor, NOUN 
CSF-1, PROPN 
25, NUM 
ng, PROPN 
ml, PROPN 
added, VERB 
allgroups, NOUN 
IL-8(1, NOUN 
77, NUM 
IL-8(6, NOUN 
77, NUM 
tested, VERB 
different, ADJ 
concentra-, ADJ 

, SPACE 
tions, NOUN 
RANKL, PROPN 
25, NUM 
ng, PROPN 
ml, PROPN 
positive, ADJ 
control, NOUN 
Cultureswere, PROPN 
maintained, VERB 
37, NUM 
°, NUM 
C, NOUN 
half, ADJ 
feeds, NOUN 
performed, VERB 
times, NOUN 

, SPACE 
week, NOUN 
terminated, VERB 
10th, ADJ 
day, NOUN 
Medium, PROPN 
aspirated, VERB 

, SPACE 
cellsﬁxed, VERB 
10, NUM 
formalin, NOUN 
TRAP, PROPN 
staining, NOUN 
performed, VERB 
Sigma, PROPN 
St., PROPN 

, SPACE 
Louis, PROPN 
MO, PROPN 
quanti, PROPN 
ﬁcation, NOUN 
TRAP+, DET 
multinucleated, ADJ 
cells, NOUN 
MNCs).178, PROPN 
A., NOUN 
Kamalakar, PROPN 
et, PROPN 
al, PROPN 
Bone, PROPN 
61, NUM 
2014, NUM 
176, NUM 
185, NUM 

, SPACE 
TRAP+, ADJ 
cells, NOUN 
having, VERB 
3, NUM 
nuclei, NOUN 
counted, VERB 
osteoclasts, NOUN 

, SPACE 
osteoclast, ADJ 
cell, NOUN 
counts, NOUN 
averaged, VERB 
results, NOUN 

, SPACE 
expressed, VERB 
number, NOUN 
TRAP+, DET 
MNCs, PROPN 
treatment, NOUN 
group, NOUN 

, SPACE 
n, CCONJ 
=, SYM 
4, NUM 
wells, NOUN 
treatment, NOUN 
10, NUM 

, SPACE 
Statistical, ADJ 
analysis, NOUN 

, SPACE 
Data, NOUN 
analyzed, VERB 
analysis, NOUN 
variance, NOUN 
ANOVA, PROPN 

, SPACE 
Bonferroni, PROPN 
post, NOUN 
test, NOUN 
Student, PROPN 
t, NOUN 
test, NOUN 
appropriate, ADJ 
data, NOUN 

, SPACE 
presented, VERB 
mean, VERB 
±, PROPN 
SEM, PROPN 
p, NOUN 
b0.05, NOUN 
groups, NOUN 
considered, VERB 
sig-, NOUN 

, SPACE 
niﬁcant, NOUN 
reported, VERB 
Survival, NOUN 
curves, NOUN 
created, VERB 

, SPACE 
SigmaStat, PROPN 
2.03, NUM 
Systat, PROPN 
Software, PROPN 
Inc., PROPN 
San, PROPN 
Jose, PROPN 
log, NOUN 
rank, NOUN 
test, NOUN 

, SPACE 
Wilcox, PROPN 
survival, NOUN 
analyze, VERB 
survival, NOUN 
data, NOUN 
p, NOUN 
b0.05, NOUN 

, SPACE 
treatment, NOUN 
groups, NOUN 
considered, VERB 
signi, NOUN 
ﬁcant, NOUN 
reported, VERB 

, SPACE 

, SPACE 
Results, NOUN 

, SPACE 
IL-8, NOUN 
expressed, VERB 
primary, ADJ 
human, ADJ 
breast, NOUN 
tumors, NOUN 

, SPACE 
determine, VERB 
IL-8, PRON 
expressed, VERB 
primary, ADJ 
human, ADJ 

, SPACE 
breast, NOUN 
tumors, NOUN 
archival, PROPN 
tumor, NOUN 
tissue, NOUN 
samples, NOUN 
22, NUM 
ER+, NUM 
15, NUM 

, SPACE 
ER−invasive, ADJ 
ductal, ADJ 
breast, NOUN 
carcinomas, PROPN 
selected, VERB 
study, NOUN 

, SPACE 
IRB, PROPN 
approved, VERB 
protocol, NOUN 
T, NOUN 
tumors, NOUN 
immunostained, VERB 

, SPACE 
IL-8, NOUN 
staining, VERB 
intensity, NOUN 
graded, VERB 
scale, NOUN 
0, NUM 
3, NUM 
+, NUM 
0, NUM 

, SPACE 
representing, VERB 
detectable, ADJ 
staining, NOUN 
3, NUM 
+, NOUN 
representing, VERB 
stron-, PROPN 

, SPACE 
gest, ADJ 
staining, NOUN 
Fig, PROPN 
1, NUM 
100, NUM 
cases, NOUN 
examined, VERB 
stained, VERB 
positive, ADJ 
IL-, PROPN 

, SPACE 
8, NUM 
expression, NOUN 
68, NUM 
ER+, NOUN 
cases, NOUN 
showed, VERB 
3, NUM 
+, SYM 
IL-8, NOUN 
staining, VERB 
comparedwith, PROPN 
47, NUM 
ER, PROPN 
−cases, NOUN 
Table, NOUN 
1, NUM 
signi, NOUN 
ﬁcant, NOUN 
difference, NOUN 
ob-, AUX 

, SPACE 
served, VERB 
intensity, NOUN 
IL-8, NOUN 
staining, VERB 
ER+, PROPN 
ER, PROPN 
−, PROPN 

, SPACE 
cases, NOUN 
IL-8, NOUN 
expression, NOUN 
common, ADJ 
invasive, ADJ 
ductal, ADJ 
breast, PROPN 
carcino-, PROPN 

, SPACE 
mas, PROPN 
level, NOUN 
IL-8, NOUN 
expression, NOUN 
correlate, VERB 
ER, PROPN 
status, NOUN 

, SPACE 
indicating, VERB 
samples, NOUN 
IL-8, X 
expression, NOUN 
primary, ADJ 
breast, NOUN 

, SPACE 
cancer, NOUN 
independent, ADJ 
ER, PROPN 
status, NOUN 

, SPACE 
Circulating, PROPN 
IL-8, NOUN 
correlated, VERB 
bone, NOUN 
resorption, NOUN 
breast, NOUN 
cancer, NOUN 
patients, NOUN 

, SPACE 
expression, NOUN 
IL-8, NUM 
common, ADJ 
primary, ADJ 
human, ADJ 
breast, NOUN 

, SPACE 
cancer, NOUN 
examined, VERB 
circulating, NOUN 
IL-8, NOUN 
levels, NOUN 
plasma, NOUN 
breast, NOUN 

, SPACE 
cancer, NOUN 
patients, NOUN 
clinical, ADJ 
evidence, NOUN 
bone, NOUN 
metastasis, NOUN 

, SPACE 
30, NUM 
Plasma, PROPN 
IL-8, NOUN 
levels, NOUN 
signi, NOUN 
ﬁcantly, ADV 
elevated, VERB 
breast, NOUN 
cancer, NOUN 
pa-, PROPN 

, SPACE 
tients, NOUN 
bone, NOUN 
metastasis, NOUN 
mean, VERB 
=, SYM 
4.4, NUM 
±, PROPN 
1.8, NUM 
pg, PROPN 
ml, PROPN 
comparedwith, PROPN 
breast, NOUN 
cancer, NOUN 
patients, NOUN 
bone, NOUN 
metastasis, NOUN 
mean, ADJ 
=, SYM 
2.1, NUM 
±, NOUN 

, SPACE 
0.9, NUM 
pg, NOUN 
ml, PROPN 
Fig, PROPN 
2, NUM 
patients, NOUN 
known, VERB 
serum, NOUN 
NTxvalues, PROPN 
30, NUM 
circulating, VERB 
measure, NOUN 
bone, NOUN 
resorption, NOUN 
deter-, X 

, SPACE 
mined, VERB 
plasma, NOUN 
IL-8, X 
correlated, VERB 
serum, NOUN 
NTx, PROPN 
Fig, PROPN 
2, NUM 
B, PROPN 

, SPACE 
signi, NOUN 
ﬁcant, NOUN 
positive, ADJ 
correlation, NOUN 
serum, NOUN 
NTx, PROPN 

, SPACE 
plasma, NOUN 
IL-8, X 
levels, NOUN 
r, NOUN 
=, NOUN 
0.7279, NUM 
data, NOUN 
demonstrate, VERB 
IL-8, X 
isexpressed, VERB 
primary, ADJ 
breast, NOUN 
tumors, NOUN 
circulates, VERB 
higher, ADJ 
levels, NOUN 
breast, NOUN 

, SPACE 
cancer, NOUN 
patients, NOUN 
bone, NOUN 
metastasis, NOUN 
signi, NOUN 
ﬁcantly, ADV 
correlated, VERB 

, SPACE 
bone, NOUN 
resorption, NOUN 

, SPACE 
Tumor, NOUN 
derived, VERB 
IL-8, NOUN 
peptides, NOUN 
stimulate, VERB 
osteoclastogenesis, NOUN 

, SPACE 
MDA, PROPN 
MET, PROPN 
cells, NOUN 
form, VERB 
large, ADJ 
tumor, NOUN 
foci, NOUN 
extensive, ADJ 
bone, NOUN 
destruc-, ADJ 

, SPACE 
tion, NOUN 
injected, VERB 
directly, ADV 
tibia, NOUN 
nude, ADJ 
mice, NOUN 
MDA-, NOUN 

, SPACE 
MB-231, PROPN 
cells, NOUN 
20, NUM 
addition, NOUN 
osteolytic, ADJ 
MDA, PROPN 
MET, PROPN 

, SPACE 
tumor, NOUN 
cells, NOUN 
secrete, VERB 
high, ADJ 
levels, NOUN 
length, NOUN 
IL-8(1, NOUN 
77)[20, NUM 

, SPACE 
osteolytic, ADJ 
MDA, PROPN 
MB-231, PROPN 
cells, NOUN 
secrete, VERB 
truncated, VERB 
6, NUM 
77, NUM 
IL-8, X 

, SPACE 
isoform, NOUN 
20, NUM 
order, NOUN 
determine, VERB 
biological, ADJ 
activity, NOUN 
specif-, ADJ 

, SPACE 
ic, PRON 
IL-8, PUNCT 
isoforms, NOUN 
ligand, NOUN 
binding, VERB 
af, ADP 
ﬁnity, NOUN 
peptides, NOUN 

, SPACE 
human, ADJ 
IL-8, NOUN 
receptors, NOUN 
CXCR1, PROPN 
CXCR2, PROPN 
determined, VERB 
usingHEK-293, ADJ 
cells, NOUN 
stably, ADV 
expressing, VERB 
receptors, NOUN 
Figs, PROPN 
3, NUM 

, SPACE 
B, PROPN 
22].I, NUM 
na, PART 
