cm, PROPN 
=, SYM 
150, NUM 
m, PROPN 
SC, PROPN 

, SPACE 
04, NUM 

, SPACE 
200, NUM 
LOO, PROPN 
600, NUM 
800, NUM 
II, NUM 
0, NUM 

, SPACE 
Reynolds, PROPN 
number, NOUN 

, SPACE 
Fig, PROPN 
4, NUM 
Comparison, NOUN 
analytical, ADJ 
experimental, ADJ 
results, NOUN 

, SPACE 
final, ADJ 
splat, ADJ 
radius, NOUN 
flattening, NOUN 
degree, NOUN 

, SPACE 
V.V., PROPN 
Sobolev, PROPN 
J.M., PROPN 
Guilemany, PROPN 
Materials, PROPN 
Letters, PROPN 
28, NUM 
1996, NUM 
71, NUM 
75, NUM 
15, NUM 

, SPACE 
theoretical, ADJ 
values, NOUN 
5, NUM 
sensitive, ADJ 

, SPACE 
contact, NOUN 
heat, NOUN 
transfer, NOUN 
coefficient, VERB 
ay, INTJ 
ay, ADV 

, SPACE 
varies, VERB 
3.3, NUM 
X, NOUN 
lo5, NOUN 
5, NUM 
X, NOUN 
lo5, NOUN 
W, PROPN 
m-, X 
K-, PROPN 
3, X 

, SPACE 
maximum, ADJ 
deviations, NOUN 
5, NUM 

, SPACE 
13, NUM 
32, NUM 
respect, NOUN 
case, NOUN 
o, PROPN 
=, VERB 

, SPACE 
3.8, NUM 
X, NOUN 
lo5, NOUN 
W, PROPN 
m-, X 
K, PROPN 
l., PROPN 

, SPACE 
theoretical, ADJ 
values, NOUN 
5, NUM 
seen, VERB 
agree, VERB 

, SPACE 
experimental, ADJ 
results, NOUN 

, SPACE 
5, X 
Conclusions, NOUN 

, SPACE 
1, X 
approximate, ADJ 
formulae, NOUN 
describing, VERB 
time, NOUN 

, SPACE 
evolution, NOUN 
thermally, ADV 
sprayed, VERB 
splat, ADJ 
thickness, NOUN 

, SPACE 
radius, NOUN 
rates, NOUN 
variation, NOUN 

, SPACE 
time, NOUN 
flattening, NOUN 
process, NOUN 
established, VERB 

, SPACE 
taking, VERB 
account, NOUN 
splat, ADJ 
solidification, NOUN 
mass, NOUN 
loss, NOUN 

, SPACE 
splashing, NOUN 
formation, NOUN 
craters, NOUN 

, SPACE 
surface, NOUN 
flattening, NOUN 
occurs, VERB 

, SPACE 
2, X 
Realistic, ADJ 
correlations, NOUN 
final, ADJ 
values, NOUN 

, SPACE 
splat, ADJ 
thickness, NOUN 
radius, NOUN 
rates, NOUN 

, SPACE 
variations, NOUN 
Reynolds, PROPN 
number, NOUN 
introduced, VERB 

, SPACE 
3, X 
theoretical, ADJ 
results, NOUN 
obtained, VERB 
agree, VERB 

, SPACE 
experimental, ADJ 
data, NOUN 

, SPACE 
prediction, NOUN 
purposes, NOUN 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
authors, NOUN 
thank, VERB 
Generalitat, PROPN 
de, X 
Catalunya, PROPN 
pro-, PROPN 

, SPACE 
ject, PROPN 
GRQ93, PROPN 
1017, NUM 
CICYT, PROPN 
project, NOUN 
MAT94-, PROPN 
0013, NUM 
financial, ADJ 
support, NOUN 
Professor, PROPN 
V.V., PROPN 

, SPACE 
Sobolev, PROPN 
grateful, ADJ 
Generalitat, PROPN 
de, X 
Catalunya, PROPN 

, SPACE 
visiting, VERB 
professor, NOUN 
grant, NOUN 

, SPACE 
References, PROPN 

, SPACE 
111, NUM 

, SPACE 
121, NUM 

, SPACE 
31, NUM 

, SPACE 
41, NUM 

, SPACE 
51, NUM 

, SPACE 
61, NUM 

, SPACE 
71, NUM 

, SPACE 
181, NUM 

, SPACE 
91, NUM 

, SPACE 
lOI, X 

, SPACE 
ill, ADJ 

, SPACE 
121, NUM 

, SPACE 
1131, NUM 

, SPACE 
1141, NUM 
R., PROPN 
MacPherson, PROPN 
Thin, PROPN 
Solid, PROPN 
Films, PROPN 
83, NUM 
1981, NUM 
297, NUM 

, SPACE 
R.C., PROPN 
Dykhuizen, PROPN 
J., PROPN 
Therm, PROPN 
Spray, PROPN 
Technol, PROPN 
3, NUM 
1994, NUM 
351, NUM 

, SPACE 
M., PROPN 
Vardelle, PROPN 
A., PROPN 
Vardelle, PROPN 
A.C., PROPN 
Leger, PROPN 
P., PROPN 
Fauchais, PROPN 

, SPACE 
Thermal, ADJ 
spray, VERB 
industrial, ADJ 
applications, NOUN 
ASM, PROPN 
International, PROPN 

, SPACE 
Boston, PROPN 
1994, NUM 
p., NOUN 
555, NUM 

, SPACE 
V.V., PROPN 
Sobolev, PROPN 
J.M., PROPN 
Guilemany, PROPN 
A.J., PROPN 
Martin, PROPN 
J., PROPN 
Therm, PROPN 

, SPACE 
Spray, PROPN 
Technol, PROPN 
press, NOUN 
1995, NUM 

, SPACE 
V.V., PROPN 
Sobolev, PROPN 
J.M., PROPN 
Guilemany, PROPN 
J.A., PROPN 
Calero, PROPN 
Mater, PROPN 
Sci, PROPN 

, SPACE 
Technol, PROPN 
11, NUM 
1994, NUM 
810, NUM 

, SPACE 
V.V., PROPN 
Sobolev, PROPN 
J.M., PROPN 
Guilemany, PROPN 
Mater, PROPN 
Lett, PROPN 
22, NUM 
1995, NUM 

, SPACE 
209, NUM 

, SPACE 
V.V., PROPN 
Sobolev, PROPN 
J.M., PROPN 
Guilemany, PROPN 
J.R., PROPN 
Miquel, PROPN 
J.A., PROPN 
Calero, PROPN 

, SPACE 
Surf, PROPN 
Coat, PROPN 
Technol, PROPN 
press, NOUN 
1994, NUM 

, SPACE 
J., PROPN 
Madejski, PROPN 
J., PROPN 
Heat, PROPN 
Mass, PROPN 
Transfer, PROPN 
19, NUM 
1976, NUM 
1009, NUM 

, SPACE 
L., PROPN 
Pawlowski, PROPN 
science, NOUN 
engineering, NOUN 
thermal, ADJ 
spray, NOUN 

, SPACE 
coatings, NOUN 
Wiley, PROPN 
New, PROPN 
York, PROPN 
1995, NUM 

, SPACE 
C., PROPN 
Moreau, PROPN 
P., PROPN 
Cielo, PROPN 
M., PROPN 
Lamontagne, PROPN 
J., PROPN 
Therm, PROPN 
Spray, PROPN 

, SPACE 
Technol, PROPN 
1, NUM 
1992, NUM 
317, NUM 

, SPACE 
T.W., PROPN 
Clyne, PROPN 
Metall, PROPN 
Trans, PROPN 
B, NOUN 
15, NUM 
1984, NUM 
369, NUM 

, SPACE 
V.V., PROPN 
Sobolev, PROPN 
J.M., PROPN 
Guilemany, PROPN 
J.A., PROPN 
Calero, PROPN 
J., PROPN 
Therm, PROPN 

, SPACE 
Spray, PROPN 
Technol, PROPN 
4, NUM 
1994, NUM 
287, NUM 

, SPACE 
V.V., PROPN 
Sobolev, PROPN 
J.M., PROPN 
Guilemany, PROPN 
J.R., PROPN 
Miquel, PROPN 
J.A., PROPN 
Calero, PROPN 

, SPACE 
Surf, PROPN 
Coat, PROPN 
Technol, PROPN 
press, NOUN 
1995, NUM 

, SPACE 
R., PROPN 
Tiwari, PROPN 
H., PROPN 
Herman, PROPN 
Scripta, PROPN 
Metal, PROPN 
Mater, PROPN 
25, NUM 
1991, NUM 

, SPACE 
1103, NUM 

, SPACE 
