Vacuum, PROPN 
inventory, NOUN 
ITER, PROPN 
needs, VERB 
experimental, ADJ 

, SPACE 
data, NOUN 
recent, ADJ 
results, NOUN 
DIII, PROPN 
D, PROPN 
Tore, PROPN 
Supra, PROPN 
suggest, VERB 
elfec-, PRON 

, SPACE 
tiveness, NOUN 
external, ADJ 
active, ADJ 
pumping, NOUN 
wall, NOUN 
conditioning, NOUN 

, SPACE 
Alternative, ADJ 
methods, NOUN 
TDC, PROPN 
DDC, PROPN 
tokamak, NOUN 
shot, VERB 
discharge, NOUN 

, SPACE 
cleaning, NOUN 
methods, NOUN 
existing, VERB 
tokamaks, NOUN 

, SPACE 
ITER, PROPN 
cleaning, NOUN 
methods, NOUN 
shot, NOUN 

, SPACE 
conditioning, NOUN 
high, ADJ 
field, NOUN 
tokamak, NOUN 
shot, VERB 
discharge, NOUN 
cleaning, NOUN 

, SPACE 
end, NOUN 
shot, NOUN 
gas, NOUN 
injection, NOUN 
special, ADJ 
ohmic, NOUN 
discharges, NOUN 

, SPACE 
edge, NOUN 
pumping, NOUN 
methods, NOUN 
need, VERB 
feasibility, NOUN 
studies, NOUN 

, SPACE 
plasma, NOUN 
control, NOUN 
issues, NOUN 
e.g., ADV 
plasma, NOUN 
equilibrium, NOUN 
low, ADJ 
plasma, NOUN 

, SPACE 
current, ADJ 
discharge, NOUN 
obtain, VERB 
optimum, ADJ 
conditions, NOUN 
ITER, PROPN 

, SPACE 
physics, NOUN 
R, PROPN 
D, PROPN 
undertaken, VERB 
existing, VERB 
tokamaks, NOUN 

, SPACE 
2, X 
Thin, ADJ 
film, NOUN 
coating, NOUN 
wall, NOUN 
conditioning, NOUN 
thin, ADJ 
film, NOUN 
coatings, NOUN 

, SPACE 
reactive, NOUN 
gases, NOUN 
evaporation, NOUN 
sources, NOUN 
considered, VERB 

, SPACE 
currently, ADV 
proposed, VERB 
wall, NOUN 
conditioning, NOUN 
method, NOUN 
effective, ADJ 

, SPACE 
shot, NOUN 
wall, NOUN 
conditioning, NOUN 
thin, ADJ 
film, NOUN 
coating, NOUN 

, SPACE 
reactive, ADJ 
gas, NOUN 
candidate, NOUN 
gases, NOUN 
B, PROPN 
C, PROPN 
Si, PROPN 
Recently, ADV 

, SPACE 
boronization, NOUN 
ECRDC, NOUN 
demonstrated, VERB 
Heli-, X 

, SPACE 
otron, NOUN 
E, NOUN 
device, NOUN 
thin, ADJ 
film, NOUN 
coating, NOUN 
evaporation, NOUN 
source, NOUN 

, SPACE 
candidate, NOUN 
materials, NOUN 
Li, PROPN 
present, NOUN 
surveys, NOUN 

, SPACE 
experimental, ADJ 
results, NOUN 
laboratories, NOUN 
plasma, NOUN 
devices, NOUN 
star-, PROPN 

, SPACE 
ted, VERB 
Design, NOUN 
consideration, NOUN 
thin, ADJ 
film, NOUN 
coating, NOUN 
systems, NOUN 

, SPACE 
application, NOUN 
method, NOUN 
ITER, VERB 
wall, NOUN 
conditioning, NOUN 

, SPACE 
justified, VERB 

, SPACE 
3, X 
ICRDC, PROPN 
ICRDC, PROPN 
existing, VERB 
ITER, PROPN 
ICRF, PROPN 
system, NOUN 

, SPACE 
frequency, ADJ 
range, NOUN 
40, NUM 
MHz, NOUN 
90, NUM 
MHz, NOUN 

, SPACE 
According, VERB 
calculations, NOUN 
ICRDC, PROPN 
high, ADJ 
energy, NOUN 
eV, PROPN 
produced, VERB 
helium, NOUN 
gas, NOUN 

, SPACE 
define, VERB 
system, NOUN 
parameters, NOUN 
ICRDC, PROPN 
R, NOUN 
D, PROPN 

, SPACE 
demonstration, NOUN 
tokamak, NOUN 
experiments, NOUN 
necessary, ADJ 

, SPACE 
Summary, PROPN 

, SPACE 
baseline, ADJ 
methods, NOUN 
ITER, VERB 
wall, PROPN 
conditioning, NOUN 
GDC, PROPN 
zero-, NOUN 

, SPACE 
magnetic, ADJ 
field, NOUN 
ECRDC, NOUN 
divertor, VERB 
active, ADJ 
pumping, NOUN 

, SPACE 
high, ADJ 
magnetic, ADJ 
fields, NOUN 
proposed, VERB 
alternative, ADJ 
methods, NOUN 
TDC, PROPN 

, SPACE 
DDC, PROPN 
tokamak, PROPN 
shot, VERB 
discharge, NOUN 
cleaning, NOUN 
thin, ADJ 
film, NOUN 
coating, NOUN 

, SPACE 
ICRDC, NOUN 
evaluated, VERB 
select, VERB 
wall, NOUN 
conditioning, NOUN 
methods, NOUN 

, SPACE 
obtain, VERB 
optimum, ADJ 
conditions, NOUN 
technology, NOUN 
R, PROPN 
D, PROPN 
planned, VERB 

, SPACE 
clarify, VERB 
effectiveness, NOUN 
proposed, VERB 
wall, NOUN 
conditioning, NOUN 

, SPACE 
methods, NOUN 
guidance, NOUN 
implications, NOUN 
physics, NOUN 
R, PROPN 
D, PROPN 

, SPACE 
existing, VERB 
tokamaks, NOUN 
sought, VERB 
physics, NOUN 
expert, NOUN 
group, NOUN 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
report, NOUN 
account, NOUN 
work, NOUN 
undertaken, VERB 
frame, NOUN 

, SPACE 
work, NOUN 
ITER, PROPN 
EDA, PROPN 
Agreement, PROPN 
lTER, NOUN 
Director, NOUN 

, SPACE 
Parties, NOUN 
ITER, PROPN 
EDA, PROPN 
Agreement, PROPN 
IAEA, PROPN 

, SPACE 
agency, NOUN 
thereof, ADV 
employees, NOUN 
makes, VERB 
warranty, NOUN 

, SPACE 
express, ADJ 
implied, VERB 
assumes, VERB 
legal, ADJ 
liability, NOUN 
responsibility, NOUN 

, SPACE 
accuracy, NOUN 
completeness, NOUN 
usefulness, NOUN 
information, NOUN 

, SPACE 
apparatus, NOUN 
product, NOUN 
process, NOUN 
disclosed, VERB 
represents, VERB 

, SPACE 
use, NOUN 
infringe, VERB 
privately, ADV 
owned, VERB 
rights, NOUN 
Reference, NOUN 

, SPACE 
specific, ADJ 
commercial, ADJ 
product, NOUN 
process, NOUN 
service, NOUN 
trade, NOUN 

, SPACE 
trademark, NOUN 
manufacturer, NOUN 
necess-, VERB 

, SPACE 
arily, ADV 
constitute, VERB 
imply, VERB 
endorsement, NOUN 
recommendation, NOUN 

, SPACE 
favouring, VERB 
parties, NOUN 
ITER, PROPN 
EDA, PROPN 
Agreement, PROPN 
IAEA, PROPN 

, SPACE 
agency, NOUN 
thereof, ADV 
views, NOUN 
opinions, NOUN 
authors, NOUN 
expre-, VERB 

, SPACE 
ssed, VERB 
necessarily, ADV 
state, VERB 
reflect, VERB 
ITER, PROPN 

, SPACE 
Director, PROPN 
Parties, NOUN 
ITER, PROPN 
EDA, PROPN 
Agreement, PROPN 
IAEA, PROPN 

, SPACE 
agency, NOUN 
thereof, ADV 

, SPACE 
References, NOUN 

, SPACE 
P, NOUN 
H, NOUN 
Rebut, PROPN 
Nuc+I;u.sion, NUM 
32, NUM 
187, NUM 
1992, NUM 

, SPACE 
R, PROPN 
J, PROPN 
Hawryluk, PROPN 
Ph~,s, PROPN 
Rer, PROPN 
L&l, PROPN 
72, NUM 
3526, NUM 
1994, NUM 

, SPACE 
J, PROPN 
Winter, PROPN 
J, PROPN 
Nucl, PROPN 
Mater, PROPN 
176177, NUM 
14, NUM 
1990, NUM 

, SPACE 
H, PROPN 
F, PROPN 
Dylla, PROPN 
ct, PROPN 
~1, ADV 
J, PROPN 
Nucl, PROPN 
Muter, PROPN 
162, NUM 
164, NUM 
IX, PROPN 
1989, NUM 

, SPACE 
G, PROPN 
Jackson, PROPN 
Nucl, PROPN 
Fusion, PROPN 
30, NUM 
2305, NUM 
1990, NUM 

, SPACE 
K, PROPN 
J, PROPN 
Dietz, PROPN 
Proc, PROPN 
IX, PROPN 
Ini, PROPN 
Vacuun~, PROPN 
C’on, NOUN 
yre.s.v, VERB 
~tztl, PUNCT 
S//I, VERB 
III/, ADJ 
Con/, ADJ 
WI, PROPN 
Solid, PROPN 

, SPACE 
Su,-fi, PROPN 
rc, PROPN 
~, PROPN 
s, PROPN 
Madrid, PROPN 
1983, NUM 
p, NOUN 
706, NUM 

, SPACE 
Y, PROPN 
Sakamoto, PROPN 
PIOL, PROPN 
IX, PROPN 
Ini, PROPN 
Vucuunz, PROPN 
Con, PROPN 
yc, ADP 
~, PROPN 
s.r, PROPN 
rod, NOUN 
51, NUM 
r, NOUN 
In/, PROPN 
Conj, PROPN 
OH, NOUN 
Solid, PROPN 

, SPACE 
Surfacrs, PROPN 
Madrid, PROPN 
1983, NUM 
p, NOUN 
7, NUM 
16, NUM 

, SPACE 
L, PROPN 
Oren, PROPN 
Nucl, PROPN 
Fusion, PROPN 
17, NUM 
1143, NUM 
1977, NUM 

, SPACE 
J, PROPN 
Winter, PROPN 
J, PROPN 
Nucl, PROPN 
Muter, PROPN 
145147, NUM 
I31, PROPN 
1987, NUM 

, SPACE 
J, PROPN 
Winter, PROPN 
J, PROPN 
Nut,/, PROPN 
Maler, PROPN 
162, NUM 
164, NUM 
713, NUM 
1990, NUM 

, SPACE 
J, PROPN 
van, PROPN 
Seggern, PROPN 
e/, PROPN 
al, PROPN 
Nucl, PROPN 
Muter, PROPN 
220, NUM 
222, NUM 
677, NUM 
lYY5, X 

, SPACE 
J, PROPN 
Dietz, PROPN 
Vrrcuum, PROPN 
47, NUM 
91, NUM 
1996, NUM 

, SPACE 
H, PROPN 
Nakamura, PROPN 
et, PROPN 
al, PROPN 
Paper, PROPN 
PS3, PROPN 
014, PROPN 
conference, NOUN 

, SPACE 
lJP, PROPN 
Mioduszewski, PROPN 
i’f, PROPN 
a/, PRON 
J, PROPN 
Nucl, PROPN 
Mnwr, PROPN 
22&222, NUM 
91, NUM 
1995, NUM 

, SPACE 
G, PROPN 
Federici, PROPN 
rrl, VERB 
published, VERB 
Prm, PROPN 
~~f’, PROPN 
S~~n, ADV 
~, PROPN 
po.viwn, PROPN 
OH, PROPN 
Fu.sior~, PROPN 

, SPACE 
En, PROPN 
qirwrri, NOUN 
~, NOUN 
y, PROPN 
1995, NUM 

, SPACE 
IbD, PROPN 
Cowgill, PROPN 
II, NUM 
private, ADJ 
communication, NOUN 

, SPACE 
T, PROPN 
Loarer, PROPN 
c’t, PROPN 
01, NUM 
J, PROPN 
Nucl, PROPN 
Muter, PROPN 
220, NUM 
222, NUM 
X.3, PROPN 
lY9i, X 

, SPACE 
lXT, PROPN 
Mizuuchi, PROPN 
private, ADJ 
communication, NOUN 

, SPACE 
D, PROPN 
Post, PROPN 
J, PROPN 
Winter, PROPN 
private, ADJ 
communication, NOUN 

, SPACE 
655, NUM 

, SPACE 
