ELSEVIER, PROPN 
Roos, PROPN 
M., PROPN 
Hcrberhold, PROPN 
Z., PROPN 

, SPACE 
Nan, PROPN 
for.wh, PROPN 
Tell, VERB 
B, PROPN 
31, NUM 
1976, NUM 
1070, NUM 

, SPACE 
3, X 
K., PROPN 
Ofele, PROPN 
W.A., PROPN 
Herrmann, PROPN 
D., PROPN 
Mihalios, PROPN 
M., PROPN 
Elison, PROPN 
E., PROPN 

, SPACE 
Herdtweck, PROPN 
W., PROPN 
Scherer, PROPN 
J., PROPN 
Mink, PROPN 
I., PROPN 
Organomet, PROPN 
Chem, PROPN 
459, NUM 

, SPACE 
1993, NUM 
177, NUM 
b, X 
W.A., PROPN 
Hemnann, PROPN 
P.W., PROPN 
Roesky, PROPN 
M., PROPN 
Elison, PROPN 
G., PROPN 

, SPACE 
Artus, PROPN 
K., PROPN 
Ofele, PROPN 
Organometallic.~, PROPN 
14, NUM 
1995, NUM 
1085, NUM 
c, X 
W.A., PROPN 

, SPACE 
Hemnann, PROPN 
K~, PROPN 
Ofele, PROPN 
D., PROPN 
Mihalios, PROPN 
M., PROPN 
Elison, PROPN 
E., PROPN 
Herdtweck, PROPN 

, SPACE 
P., PROPN 
Kiprof, PROPN 
J., PROPN 
Organomet, PROPN 
Chem, PROPN 
498, NUM 
1995, NUM 
1, NUM 
14, NUM 

, SPACE 
4, X 
A.J., PROPN 
Arduengo, PROPN 
Ill, PROPN 
R.L., PROPN 
Harlow, PROPN 
M., PROPN 
Kline, PROPN 
J., PROPN 

, SPACE 
Ch,,m, NOUN 
Sin, PROPN 
113, NUM 
199i, NUM 
361, NUM 
b, X 
D.A., PROPN 
Dixon, PROPN 
A.J., PROPN 
Ar-, PROPN 

, SPACE 
duengo, PROPN 
ill, PROPN 
J., PROPN 
Phys, PROPN 
Chem, PROPN 
95, NUM 
1991, NUM 
361, NUM 
c, PROPN 
A.J., PROPN 
Arduengo, PROPN 

, SPACE 
Ill, PROPN 
M., PROPN 
Kline, PROPN 
J.C., PROPN 
Calabrese, PROPN 
F., PROPN 
Davidson, PROPN 
J., PROPN 
Chem, NOUN 

, SPACE 
Soc, PROPN 
113, NUM 
1991, NUM 
9704, NUM 
d, X 
A.J., PROPN 
Arduengo, PROPN 
Ill, PROPN 
H.V.R., PROPN 
Dins, PROPN 

, SPACE 
R.L., PROPN 
Harlow, PROPN 
M., PROPN 
Kline, PROPN 
J., PROPN 
Chem, PROPN 
Soc, PROPN 
il4, PROPN 
1992, NUM 

, SPACE 
5530, NUM 
e, NOUN 
A.J., PROPN 
Arduengo, PROPN 
Ill, PROPN 
H.V.R., PROPN 
Dias, PROPN 
J.C., PROPN 
Calabrese, PROPN 
F., PROPN 

, SPACE 
Davidson, PROPN 
J., PROPN 
Chem, NOUN 
Sot, PROPN 
114, NUM 
1992, NUM 
9724, NUM 
0, PUNCT 
A.J., PROPN 
Ar-, NOUN 

, SPACE 
duengo, NOUN 
Ill, PROPN 
H.V.R., PROPN 
Dias, PROPN 
J.C., PROPN 
Calabrese, PROPN 
F., PROPN 
Davidson, PROPN 

, SPACE 
lnorg, ADJ 
ChL.m, PROPN 
32, NUM 
1993, NUM 
1541, NUM 
g, X 
A.J., PROPN 
Arduengo, PROPN 
ill, PROPN 
H.V.R., PROPN 

, SPACE 
Dias, PROPN 
J.C., PROPN 
Calabrese, PROPN 
F., PROPN 
Davidson, PROPN 
OrganometaUic.~, ADV 
12, NUM 

, SPACE 
1993, NUM 
3405, NUM 
h, PROPN 
A.J., PROPN 
Arduengo, PROPN 
ill, PROPN 
H.V.R., PROPN 
Dias, PROPN 
F., PROPN 
Davidson, PROPN 

, SPACE 
R.L., PROPN 
Harlow, PROPN 
J., PROPN 
Organom, PROPN 
~, PUNCT 
t., PROPN 
Chem, PROPN 
462, NUM 
1993, NUM 
13, NUM 

, SPACE 
H.V.R., PROPN 
Dins, PROPN 
W., PROPN 
Jin, PROPN 
Tetrah,,dnm, ADJ 
Lett, PROPN 
35, NUM 
1994, NUM 
1365, NUM 

, SPACE 
5, X 
W.A., PROPN 
Hemnann, PROPN 
O.Runte, PROPN 
G.R.J., PROPN 
Artus, PROPN 
J.Organomet, PROPN 

, SPACE 
Chem, PROPN 
501, NUM 
1995, NUM 
C, NOUN 

, SPACE 
6, NUM 
W.A., PROPN 
lterrmann, NOUN 
K., PROPN 
Ofele, PROPN 
M., PROPN 
Elison, PROPN 
F.E., PROPN 
Krdhn, PROPN 
P.W., PROPN 

, SPACE 
Roesky, PROPN 
J., PROPN 
Organmnet, PROPN 
Chem, PROPN 
480, NUM 
1994, NUM 
C7, PROPN 

, SPACE 
7, X 
M., PROPN 
Elison, PROPN 
Ph.D., PROPN 
Thesis, PROPN 
Technische, PROPN 
Universit, PROPN 
~, PUNCT 
t, PROPN 
Mi)nchen, PROPN 

, SPACE 
1995, NUM 

, SPACE 
8, X 
G., PROPN 
Wilkinson, PROPN 
R.D., PROPN 
Gillard, PROPN 
J.A., PROPN 
McCleverty, PROPN 
eds, PROPN 
Com-, PROPN 

, SPACE 
prehensive, ADJ 
Coordination, PROPN 
Chemic'try, PROPN 
Vol, PROPN 
3, NUM 
Pergamon, PROPN 
Oxford, PROPN 

, SPACE 
st, PROPN 
edn, PROPN 
1987, NUM 


, SPACE 
234, NUM 
W, PROPN 
~, PROPN 
A., PROPN 
Herrmann, PROPN 
et, PROPN 
ai, VERB 
Journal, PROPN 
OrganometaUic, PROPN 
Chemist~, PROPN 
520, NUM 
1996, NUM 
231, NUM 
234, NUM 

, SPACE 
9, NUM 
W.A., PROPN 
Hemmmn, PROPN 
G.M., PROPN 
Lobmaier, PROPN 
T.Priermeier, PROPN 
J., PROPN 
Mol, PROPN 

, SPACE 
Catal, PROPN 
press, NOUN 

, SPACE 
10, NUM 
PJ, NOUN 
Butcher, PROPN 
H.K., PROPN 
Powell, PROPN 
C.J., PROPN 
Williams, PROPN 
S.H., PROPN 
Yong, PROPN 
J., PROPN 

, SPACE 
Chem, PROPN 
Soc, PROPN 
Dalton, PROPN 
Trans, PROPN 
1976, NUM 
356, NUM 

, SPACE 
S.M., PROPN 
Homer, PROPN 
S.Y., PROPN 
Tyrcc, PROPN 
lnorg, PROPN 
Chem, PROPN 
1, NUM 
1962, NUM 
122, NUM 
12, X 
L.R., PROPN 
Florian, PROPN 
E.R., PROPN 
Corey, PROPN 
lnorg, PROPN 
Chem, PROPN 
5, NUM 
1968, NUM 
722, NUM 

, SPACE 
13, NUM 
W., PROPN 
Thiel, PROPN 
Ph.D., PROPN 
Thesis, PROPN 
Technische, PROPN 
Universifiit, PROPN 
Miinchen, PROPN 
1990, NUM 

, SPACE 
14, NUM 
F.J., PROPN 
Arnaiz, PROPN 
R., PROPN 
Aquado, PROPN 
J., PROPN 
Sanz, PROPN 
Apricio, PROPN 
M., PROPN 
Martinez, PROPN 
Ripoll, PROPN 

, SPACE 
Polyhedron, PROPN 
13, NUM 
994, NUM 
2745, NUM 

, SPACE 
15, X 
V.C., PROPN 
Gibson, PROPN 
T.P., PROPN 
Kee, PROPN 
A., PROPN 
Shaw, PROPN 
Polyhedron, PROPN 
7, NUM 
1988, NUM 
579, NUM 


, SPACE 
