Pergamon, PROPN 
, SPACE 
data, NOUN 
files, NOUN 
corrected, VERB 
accordingly, ADV 

, SPACE 
image, NOUN 
files, NOUN 
represent, VERB 
total, ADJ 
surface, NOUN 
area, NOUN 

, SPACE 
63, NUM 
mm, NOUN 
x, SYM 
60, NUM 
mm, PROPN 
view, NOUN 
480, NUM 
lines, NOUN 
3, NUM 
I2, PROPN 
pixels, NOUN 

, SPACE 
averaged, VERB 
rectangular, ADJ 
fields, NOUN 
16, NUM 
x, SYM 
8, NUM 
according, VERB 
mosaic’-, NOUN 

, SPACE 
like, ADP 
structure, NOUN 
yields, VERB 
reduced, VERB 
data, NOUN 
field, NOUN 
30, NUM 
lines, NOUN 
39, NUM 

, SPACE 
fields, NOUN 
space, NOUN 
resolution, NOUN 
2, NUM 
mm, NUM 

, SPACE 
improved, VERB 
statistical, ADJ 
accuracy, NOUN 
5P10, NUM 
sufficient, ADJ 

, SPACE 
create, VERB 
dimensional, ADJ 
contour, ADJ 
plots, NOUN 
e.g., ADV 
given, VERB 
Figure, PROPN 
6, NUM 

, SPACE 
image, NOUN 
taken, VERB 
exposure, NOUN 
corresponds, VERB 
fuHy, NOUN 

, SPACE 
color, NOUN 
pattern, NOUN 
visible, ADJ 
photograph, NOUN 
Figure, NOUN 
3, NUM 
Areas, NOUN 

, SPACE 
screw, NOUN 
holes, NOUN 
omitted, VERB 
simplicity, NOUN 

, SPACE 
contour, ADJ 
lines, NOUN 
thicknesses, NOUN 
20, NUM 
nm, NOUN 
correctly, ADV 

, SPACE 
recognized, VERB 
system, NOUN 
expected, VERB 
film, NOUN 

, SPACE 
thin, ADJ 
20, NUM 
40, NUM 
nm, NOUN 
increases, VERB 
steeply, ADV 
32, NUM 
28, NUM 
mm, NOUN 

, SPACE 
toroidal, NOUN 
distance, NOUN 
94, NUM 
nm, NOUN 
thickness, NOUN 
turns, VERB 
slower, ADJ 
slope, NOUN 

, SPACE 
plateau, NOUN 
region, NOUN 
27, NUM 
nm, ADJ 

, SPACE 
Post, PROPN 
mortem, NOUN 
analysis, NOUN 
Surprising, ADJ 
steepness, NOUN 
erosion, NOUN 

, SPACE 
edge, NOUN 
checked, VERB 
fringe, NOUN 
analysis, NOUN 
sample, NOUN 

, SPACE 
end, NOUN 
experiment, NOUN 
implies, VERB 
color, NOUN 
-thickness, NOUN 

, SPACE 
921, NUM 

, SPACE 
P, NOUN 
Wienhold, PROPN 
F, PROPN 
Weschenfeldec, PROPN 
Measurements, PROPN 
thin, ADJ 
film, NOUN 
erosion, NOUN 
deposition, NOUN 

, SPACE 
0.0, NUM 

, SPACE 
OTO, PROPN 
012, NUM 
014, NUM 
o!s, NOUN 
0!8, NOUN 
I., PROPN 
n, CCONJ 

, SPACE 
X, PROPN 

, SPACE 
Figure, PROPN 
4, NUM 
Development, NOUN 
chromaticity, NOUN 
coordinates, NOUN 
.x,1, PROPN 
text, NOUN 
transparent, ADJ 
film, NOUN 
M, PROPN 
=, SYM 
2.7, NUM 
growing, VERB 
Al, PROPN 
substrate, NOUN 
light, NOUN 
color, NOUN 

, SPACE 
temperature, NOUN 
3200, NUM 
K, PROPN 
observed, VERB 
CCD, PROPN 
color, NOUN 
camera, NOUN 
Pulnix, PROPN 
TMC74, PROPN 
definition, NOUN 
color, NOUN 
tone, NOUN 
angle, PROPN 
hue, PROPN 
h,,,,,l, PROPN 
indicated, VERB 

, SPACE 
1, NUM 
O~‘“,, NOUN 
‘~,~“,~“,‘~‘,‘~‘,“~,~‘~,“‘,”~, PROPN 

, SPACE 
0, NUM 
20, NUM 
40, NUM 
60, NUM 
80, NUM 
100, NUM 
120, NUM 
140, NUM 
160, NUM 
180, NUM 
2, NUM 
IO, PROPN 

, SPACE 
THICKNESS, PROPN 
nm, X 
B, NOUN 
:D, PUNCT 
n=2.7, X 
k, PROPN 
=, PROPN 
O., PROPN 
15)/Al, PROPN 

, SPACE 
Figure, PROPN 
5, NUM 
Relation, NOUN 
hue, NOUN 
film, NOUN 
thickness, NOUN 
according, VERB 
Figure, NOUN 
4, NUM 
Cartesian, ADJ 
plot, NOUN 
incidence, NOUN 
angle, NOUN 
.Q, PROPN 
=, PROPN 
20.8, NUM 

, SPACE 
relation, NOUN 
similar, ADJ 
shown, VERB 
Figure, PROPN 
5, NUM 
calculated, VERB 

, SPACE 
daylight, NOUN 
illumination, NOUN 
human, ADJ 
observer, NOUN 
relates, VERB 

, SPACE 
principal, ADJ 
color, NOUN 
impressions, NOUN 
yellow, ADJ 
Y, PROPN 
purple, ADJ 
P, NOUN 
blue, ADJ 
B, NOUN 

, SPACE 
green, ADJ 
G, NOUN 
according, VERB 
thickness, ADJ 
ranges, NOUN 
result, NOUN 

, SPACE 
analysis, NOUN 
central, ADJ 
surface, NOUN 
toroidal, ADJ 

, SPACE 
direction, NOUN 
given, VERB 
chain, NOUN 
boxes, NOUN 
Figure, NOUN 
7, NUM 
includes, VERB 

, SPACE 
reddish, ADJ 
R, NOUN 
color, NOUN 
impression, NOUN 
plateau, NOUN 
region, NOUN 
transition, NOUN 

, SPACE 
purple, NOUN 
second, ADJ 
order, NOUN 
interference, NOUN 
Steepness, NOUN 
profile, NOUN 

, SPACE 
absolute, ADJ 
amounts, NOUN 
thicknesses, NOUN 
fit, VERB 

, SPACE 
10, NUM 
contours, NOUN 
given, VERB 
Figure, NOUN 
6, NUM 
comparison, NOUN 

, SPACE 
profile, NOUN 
given, VERB 
dots, NOUN 
averaged, VERB 
poloidally, ADV 

, SPACE 
equidistant, ADJ 
line, NOUN 
scans, NOUN 
toroidal, NOUN 
direction, NOUN 
yields, VERB 

, SPACE 
statistical, ADJ 
error, NOUN 
10, NUM 
measured, ADJ 
color, NOUN 
coordinates, NOUN 

, SPACE 
RGB, PROPN 
maximum, ADJ 
space, NOUN 
resolution, NOUN 
0.2, NUM 
mm, NUM 

, SPACE 
922, NUM 
investigations, NOUN 
B, PROPN 
C, PROPN 
Si, PROPN 
Al, PROPN 
EPMA, PROPN 

, SPACE 
B, NOUN 
NRA, PROPN 
carbon, NOUN 
silicon, NOUN 
present, ADJ 

, SPACE 
deposit, NOUN 
replaced, VERB 
fraction, NOUN 
boron, NOUN 
Boron, PROPN 

, SPACE 
found, VERB 
erosion, NOUN 
edge, NOUN 
measured, VERB 
thick-, PROPN 

, SPACE 
nesses, NOUN 
fall, VERB 
20, NUM 
nm, NOUN 
Al, PROPN 
inter, NOUN 
layer, NOUN 
eroded, VERB 

, SPACE 
results, NOUN 
preliminary, ADJ 
analysis, NOUN 

, SPACE 
completed, VERB 

, SPACE 
Colored, ADJ 
deposits, NOUN 
grown, VERB 
aluminum, NOUN 
shielding, NOUN 
plates, NOUN 

, SPACE 
impurity, NOUN 
deposition, NOUN 
background, NOUN 
plasma, NOUN 

, SPACE 
mainly, ADV 
carbon, NOUN 
73, NUM 
sihcon, PROPN 
24, NUM 
little, ADJ 
boron, NOUN 

, SPACE 
measured, VERB 
EPMA, PROPN 
Silicon, PROPN 
likely, ADV 
present, ADJ 
TEXTOR, NOUN 

, SPACE 
SiD, PROPN 
puffed, VERB 
limiter, NOUN 
holes, NOUN 
weeks, NOUN 

, SPACE 
erosion, NOUN 
experiment, NOUN 
total, ADJ 
impurity, NOUN 
concentration, NOUN 

, SPACE 
6.9, NUM 
x, SYM 
lO”cm~, PROPN 
found, VERB 
end, NOUN 
plate, NOUN 
r, NOUN 
=, SYM 
49.7, NUM 
cm, NOUN 

, SPACE 
P, PROPN 
Wienhold, NOUN 
a&F, NOUN 
Weschenfeldec, PROPN 
Measurements, PROPN 
thin, ADJ 
film, NOUN 
erosion, NOUN 
deposition, NOUN 

, SPACE 
Figul, PROPN 
3, NUM 
view, VERB 
photograph, NOUN 
roof, NOUN 
sample, NOUN 
end, NOUN 
experiment, NOUN 
dismounting, NOUN 
dark, ADJ 
circles, NOUN 
screw, NOUN 
hates, NOUN 

, SPACE 
923, NUM 

, SPACE 
P, NOUN 
Wienhold, PROPN 
F, PROPN 
Weschenfeldec, PROPN 
Measurements, PROPN 
thin, ADJ 
film, NOUN 
erosion, NOUN 
deposition, NOUN 

, SPACE 
Figure, PROPN 
6, NUM 
Thickness, ADJ 
contour, NOUN 
TOROIDAL, PROPN 
DISTANCE, NOUN 
mm, X 

, SPACE 
hue, NOUN 
values, NOUN 
measured, VERB 
image, NOUN 
recorded, VERB 
exposure, NOUN 
60313, NUM 

, SPACE 
fringe, NOUN 
analysis, NOUN 

, SPACE 
0, NUM 
l~~~~~~~~~,.~~~~~~~~,~~~, PROPN 
~~~~, PUNCT 
calorimetry, NOUN 

, SPACE 
0, NUM 
IO, PROPN 
20, NUM 
30, NUM 
40, NUM 
50, NUM 

, SPACE 
TOROIDAL, NOUN 
DISTANCE, NOUN 
mm, X 

, SPACE 
Figure, PROPN 
7, NUM 
Thickness, ADJ 
profile, NOUN 
toroidal, NOUN 
direction, NOUN 
determined, VERB 
interference, NOUN 
fringe, NOUN 
analysis, NOUN 
boxes, NOUN 
sample, NOUN 
dismounting, NOUN 

, SPACE 
profile, NOUN 
dots, NOUN 
averaged, VERB 
colorimetrical, ADJ 
measurements, NOUN 
different, ADJ 
poloidal, NOUN 
locations, NOUN 

, SPACE 
ion, NOUN 
drift, NOUN 
corresponds, VERB 
pale, ADJ 
yelIow, NOUN 
hue, NOUN 

, SPACE 
indicates, VERB 
beginning, NOUN 
2nd, ADJ 
order, NOUN 
interference, NOUN 
l35-, NUM 

, SPACE 
175, NUM 
nm, NOUN 
C, NOUN 
H, NOUN 
n, NOUN 
=, SYM 
2, NUM 

, SPACE 
Results, PROPN 

, SPACE 
Transition, PROPN 
deposition, NOUN 
erosion, NOUN 
zone, NOUN 
thicknesses, NOUN 

, SPACE 
change, VERB 
little, ADJ 
poloidal, NOUN 
direction, NOUN 
Figure, PROPN 
6, NUM 

, SPACE 
foilowing, NOUN 
compare, VERB 
averaged, VERB 
thickness, ADJ 
profiles, NOUN 

, SPACE 
toroidal, NOUN 
direction, NOUN 
instead, ADV 
set, NOUN 
contour, ADJ 
plots, NOUN 
Figure, NOUN 

, SPACE 
8, NUM 
shows, VERB 
results, NOUN 
Scans, NOUN 
given, VERB 
images, NOUN 
taken, VERB 

, SPACE 
exposure, NOUN 
time, NOUN 
30, NUM 
s, NOUN 
triangles, NOUN 
59, NUM 
s, NOUN 
circles, NOUN 

, SPACE 
12, NUM 
1, NUM 
s, NOUN 
squares, NOUN 
compared, VERB 
thickness, NOUN 
profile, NOUN 
gained, VERB 
image, NOUN 
exposure, NOUN 
thick, ADJ 
line, NOUN 
dec-, ADJ 

, SPACE 
lination, NOUN 
roof, NOUN 
surface, VERB 
toroidal, NOUN 
locations, NOUN 
t, NOUN 
mm, PROPN 

, SPACE 
correspond, VERB 
different, ADJ 
radial, ADJ 
distances, NOUN 
plasma, NOUN 
center, NOUN 

, SPACE 
examples, NOUN 
r, NOUN 
cm, PROPN 
written, VERB 
parallel, ADJ 
abscissa, ADJ 

, SPACE 
values, NOUN 
Note, VERB 
test, NOUN 
piece, NOUN 
ended, VERB 
r, NOUN 
=, NOUN 
47.2, NUM 
cm, NOUN 
confined, VERB 

, SPACE 
main, ADJ 
plasma, NOUN 
r, NOUN 
=, NOUN 
46, NUM 
cm, NOUN 

, SPACE 
deposition, NOUN 
area, NOUN 
recognized, VERB 
clearly, ADV 
dis-, ADJ 

, SPACE 
tance, NOUN 
rz, NOUN 
48.5, NUM 
cm, NOUN 
t, PROPN 
<, X 
25, NUM 
mm, PROPN 
scrape, VERB 
layer, NOUN 

, SPACE 
thickness, ADJ 
increases, NOUN 
gradually, ADV 
experiment, NOUN 

, SPACE 
initial, ADJ 
values, NOUN 
95, NUM 
1OOnm, NUM 
125, NUM 
1, NUM 
I5, PROPN 
nm, PROPN 

, SPACE 
respectively, ADV 
growth, NOUN 
rate, NOUN 
+, ADJ 
0.2nm, PROPN 
s., PROPN 

, SPACE 
graphite, NOUN 
holder, NOUN 
shielded, VERB 
aluminum, NOUN 
plates, NOUN 
prevent, VERB 

, SPACE 
carbon, NOUN 
sputtering, NOUN 
direct, ADJ 
redeposition, NOUN 
sample, NOUN 

, SPACE 
925, NUM 

, SPACE 
P, NOUN 
Wienhold, PROPN 
F, PROPN 
Weschenfeldec, PROPN 
Measurements, PROPN 
thin, ADJ 
film, NOUN 
erosion, NOUN 
deposition, NOUN 

, SPACE 
~“““i”“““““““““““““““““““““““““~, NUM 

, SPACE 
c/1, PUNCT 
loo-, X 

, SPACE 

, SPACE 
5, NUM 
2, NUM 

, SPACE 
E, NOUN 

, SPACE 
W, PROPN 
50-, PROPN 

, SPACE 
2, NUM 

, SPACE 
3, NUM 
7, NUM 

, SPACE 

, SPACE 
L, NOUN 
-L, PROPN 

, SPACE 
5, NUM 
12s, NOUN 
5, NUM 
s, VERB 
30, NUM 
s, NOUN 

, SPACE 
r, NOUN 
49.1, NUM 
48.7, NUM 
48.3, NUM 
47.9, NUM 
47.5, NUM 
cm, NOUN 

, SPACE 
0, NUM 
I”“““‘I”““‘“l”“““‘I”“““‘I, ADJ 

, SPACE 
0, PROPN 
10, NUM 
20, NUM 
30, NUM 
40, NUM 
50, NUM 
60, NUM 

, SPACE 
TOROIDAL, NOUN 
DISTANCE, NOUN 
TILE, PROPN 
mm, X 

, SPACE 
Figure, PROPN 
8, NUM 
Selection, NOUN 
thickness, ADJ 
profiles, NOUN 
toroidal, NOUN 
direction, NOUN 
measured, VERB 
calorimetry, NOUN 
radial, ADJ 
distances, NOUN 
plasma, NOUN 
center, NOUN 
change, NOUN 

, SPACE 
toioidal, ADJ 
location, NOUN 
roof, NOUN 
slope, NOUN 

, SPACE 
growth, NOUN 
deposition, NOUN 
impurities, NOUN 
C, PROPN 
Si, PROPN 

, SPACE 
background, NOUN 
plasma, NOUN 
series, NOUN 
discharges, NOUN 

, SPACE 
deposition, NOUN 
zone, NOUN 
ends, VERB 
f, PROPN 
z, PROPN 
28, NUM 
mm, PROPN 
corresponding, VERB 
r, VERB 
z48.4, NUM 
cm, NOUN 

, SPACE 
thickness, NOUN 
roughly, ADV 
100, NUM 
nm, NOUN 
remains, VERB 
constant, ADJ 
rate, NOUN 

, SPACE 
Onm, PROPN 
s, PROPN 
Despite, SCONJ 
deposition, NOUN 
impurities, NOUN 
erosion, NOUN 

, SPACE 
observed, VERB 
t, PROPN 
>, X 
30, NUM 
mm, PROPN 
rates, NOUN 
6, NUM 
rim, NOUN 
s, PROPN 
varying, VERB 

, SPACE 
space, NOUN 
time, NOUN 

, SPACE 
Time, PROPN 
evolution, NOUN 
erosion, NOUN 
gradual, ADJ 
disappearance, NOUN 
a-, X 

, SPACE 
B, PROPN 
:D, PUNCT 
film, NOUN 
erosion, NOUN 
zone, NOUN 
exposure, NOUN 
time, NOUN 
better, ADV 

, SPACE 
seen, VERB 
Figure, PROPN 
9, NUM 
profiles, NOUN 
thick, ADJ 
lines, NOUN 

, SPACE 
measured, VERB 
given, VERB 
thin, ADJ 
lines, NOUN 

, SPACE 
integrated, VERB 
exposure, NOUN 
time, NOUN 
initial, ADJ 
thickness, NOUN 

, SPACE 
100, NUM 
110, NUM 
nm, NOUN 
area, NOUN 
decreases, VERB 
slowly, ADV 
erosion, NOUN 

, SPACE 
rates, NOUN 
higher, ADJ 
zz, NOUN 
1.5, NUM 
nmjs, NOUN 
locations, NOUN 
r, VERB 
347.5, NUM 
cm, NOUN 

, SPACE 
sharply, ADV 
drops, VERB 
z, NOUN 
-6, NOUN 
nmjs, NOUN 
layer, NOUN 
thinner, ADJ 
88, NUM 
nm, NOUN 
dashed, VERB 
line, NOUN 
resulting, VERB 
sudden, ADJ 
decrease, NOUN 

, SPACE 
roughly, ADV 
40, NUM 
nm, NOUN 
single, ADJ 
discharge, NOUN 
drop, NOUN 
happens, VERB 

, SPACE 
increasing, VERB 
radial, ADJ 
locations, NOUN 
time, NOUN 
proceeds, NOUN 
results, VERB 

, SPACE 
motion, NOUN 
erosion, NOUN 
edge, NOUN 
position, NOUN 
roof, NOUN 
spite, NOUN 

, SPACE 
high, ADJ 
rate, NOUN 
sufficient, ADJ 
blow, VERB 
film, NOUN 

, SPACE 
20, NUM 
s, NOUN 
survive, VERB 
120, NUM 
s, NOUN 
surface, NOUN 
e.g., ADV 

, SPACE 
near, ADP 
transition, NOUN 
point, NOUN 
drastic, ADJ 
decrease, NOUN 
thickness, NOUN 

, SPACE 
43, NUM 
nm, NOUN 
erosion, NOUN 
rate, NOUN 
reduced, VERB 

, SPACE 
comparable, ADJ 
values, NOUN 
beginning, NOUN 

, SPACE 
Discussion, PROPN 
erosion, NOUN 
deposition, NOUN 
rates, NOUN 

, SPACE 
Peak, PROPN 
erosion, NOUN 
rates, NOUN 
present, NOUN 
able, ADJ 
present, VERB 
con-, NOUN 

, SPACE 
clusive, ADJ 
model, NOUN 
observations, NOUN 
material, NOUN 

, SPACE 
constants, NOUN 
needed, VERB 
final, ADJ 
discussion, NOUN 
known, VERB 

, SPACE 
results, NOUN 
plausible, ADJ 
reasonable, ADJ 
assumptions, NOUN 

, SPACE 
I-, X 
40.3, NUM 
48.1, NUM 
47.9, NUM 
47.7, NUM 
47.5, NUM 
cm, NOUN 

, SPACE 
O,~~~,,~,,,,~~~,,,,,,,~~~,,,,‘,,,,l~, PROPN 

, SPACE 
25, NUM 
30, NUM 
35, NUM 
40, NUM 
45, NUM 
50, NUM 
55, NUM 
60, NUM 

, SPACE 
TOROIDAL, NOUN 
DISTANCE, NOUN 
mm, X 

, SPACE 
Figure, PROPN 
9, NUM 
Thickness, ADJ 
profiles, NOUN 
erosion, NOUN 
dominated, VERB 
zone, NOUN 
integrated, ADJ 
exposure, NOUN 
times, NOUN 
given, VERB 

, SPACE 
926, NUM 

, SPACE 
P, NOUN 
We&told, PROPN 
F, PROPN 
Weschenfeldec, PROPN 
Measurements, PROPN 
thin, ADJ 
film, NOUN 
erosion, NOUN 
deposition, NOUN 

, SPACE 
sputter, NOUN 
erosion, NOUN 
yields, NOUN 
hydrogen, NOUN 
impurity, NOUN 

, SPACE 
fluxes, NOUN 

, SPACE 
order, NOUN 
determine, VERB 
high, ADJ 
erosion, NOUN 
rates, NOUN 
differences, NOUN 

, SPACE 
succeeding, VERB 
thickness, ADJ 
profiles, NOUN 
calculated, VERB 

, SPACE 
positions, NOUN 
steepest, ADJ 
slopes, NOUN 
integrated, VERB 

, SPACE 
relative, NOUN 
minima, PROPN 
adjacent, ADV 
peaked, ADJ 

, SPACE 
maximum, ADJ 
compare, PROPN 
Figure, PROPN 
9, NUM 
Dividing, VERB 
values, NOUN 

, SPACE 
half, NOUN 
widths, NOUN 
peaks, NOUN 
yields, VERB 
average, ADJ 
losses, NOUN 
-45, NUM 

, SPACE 
37, NUM 
nm, NOUN 
exposure, NOUN 
Taking, VERB 
account, NOUN 
exposure, NOUN 

, SPACE 
time, NOUN 
peak, NOUN 
erosion, NOUN 
rates, NOUN 
calculated, VERB 
given, VERB 

, SPACE 
Figure, PROPN 
IO, PROPN 
squares, NOUN 
depend, VERB 
slightly, ADV 
radial, ADJ 

, SPACE 
position, NOUN 
range, NOUN 
7, NUM 
4, NUM 
nmjs, NOUN 

, SPACE 
behavior, NOUN 
compared, VERB 
slight, ADJ 
decrease, NOUN 
decay, NOUN 

, SPACE 
length, NOUN 
=, PROPN 
I., PROPN 
cm, PROPN 
deuterium, NOUN 
ion, NOUN 
flux, NOUN 

, SPACE 
Tn, PROPN 
=, PROPN 
3.8, NUM 
x, SYM 
1O’“cm, NUM 
~‘s-, NOUN 
2.2, NUM 
x, NUM 
10’8cm~2s~, PROPN 
radial, ADJ 
range, NOUN 

, SPACE 
47.5, NUM 
cm, NOUN 
48.2, NUM 
cm, NOUN 
values, NOUN 
calculated, VERB 

, SPACE 
means, NOUN 
measured, ADJ 
electron, NOUN 
density, NOUN 
temperature, NOUN 

, SPACE 
LCFS14, NOUN 
giving, VERB 
consideration, NOUN 
neutral, ADJ 
beam, NOUN 
power, NOUN 
injected, VERB 

, SPACE 
exposure, NOUN 
time, NOUN 
erosion, NOUN 
yields, VERB 

, SPACE 
Y, PROPN 
=, NOUN 
0.00S’5, NOUN 
0.01, NUM 
published, VERB 
boron, NOUN 
containing, VERB 

, SPACE 
amorphous, ADJ 
carbon, NOUN 
C!B, NOUN 
H, NOUN 
sufficient, ADJ 
explain, VERB 
high, ADJ 

, SPACE 
rates, NOUN 
Higher, ADJ 
sputter, NOUN 
rates, NOUN 
0.03, NUM 
350eV, NOUN 
Hi, INTJ 
ions, NOUN 
a-, X 

, SPACE 
B, PROPN 
H, NOUN 
reported, VERB 
values, VERB 
0.14, NUM 
pure, ADJ 
boron, NOUN 

, SPACE 
bombarded, VERB 
400eV, NOUN 
D+, NOUN 
ions, NOUN 
angle, NOUN 
incidence, NOUN 

, SPACE 
perpendicular, ADJ 
line, NOUN 
connecting, VERB 
stars, NOUN 
Figure, PROPN 
10, NUM 

, SPACE 
calculated, VERB 
Y, PROPN 
=, PRON 
0.05, NUM 
boron, NOUN 
density, NOUN 

, SPACE 
1, NUM 
.O, NOUN 
x, SYM 
10, NUM 
cm, NOUN 
measured, VERB 
original, ADJ 
B, NOUN 
:D, PUNCT 
deposit, NOUN 

, SPACE 
shows, VERB 
assumptions, NOUN 
explain, VERB 
data, NOUN 
Sput-, X 

, SPACE 
tering, VERB 
carbon, NOUN 
oxygen, NOUN 
impurities, NOUN 
SOL, PROPN 
plasma, NOUN 

, SPACE 
contribute, VERB 
considerably, ADV 
thin, ADJ 
lines, NOUN 
flux, NOUN 
ratio, NOUN 
0.04, NUM 

, SPACE 
r,,.19, NOUN 
ion, NOUN 
energy, NOUN 
5, NUM 
kT, NUM 
assumed, VERB 

, SPACE 
Intermediate, ADJ 
rates, NOUN 
rates, NOUN 
observed, VERB 
erosion, NOUN 
zone, NOUN 

, SPACE 
intermediate, ADJ 
time, NOUN 
peak, NOUN 
erosion, NOUN 
achieved, VERB 

, SPACE 
gathered, VERB 
Figure, PROPN 
9, NUM 
thickness, NOUN 
particular, ADJ 

, SPACE 
radial, ADJ 
position, NOUN 
decreases, VERB 
linearly, ADV 
time, NOUN 

, SPACE 
88, NUM 
nm, NOUN 
reached, VERB 
time, NOUN 
shorter, ADJ 
positions, NOUN 

, SPACE 
close, ADV 
plasma, NOUN 
edge, NOUN 
larger, ADJ 

, SPACE 
erosion, NOUN 
rates, NOUN 
vary, VERB 
accordingly, ADV 
calculated, VERB 
average, ADJ 
slopes, NOUN 
thickness, ADJ 
changes, NOUN 
time, NOUN 
given, VERB 

, SPACE 
Figure, NOUN 
11, NUM 
crosses, NOUN 
radial, ADJ 
positions, NOUN 
deposition, NOUN 

, SPACE 
rates, NOUN 
calculated, VERB 
way, NOUN 
given, VERB 

, SPACE 
rates, NOUN 
range, VERB 
1.6, NUM 
rim, NOUN 
s, PROPN 
r, NOUN 
=, NOUN 
47.4, NUM 
cm, NOUN 
zero, NUM 

, SPACE 
Y, PROPN 
=, VERB 
48.4, NUM 
cm, NOUN 
+0.2, ADJ 
nmjs, NOUN 
Y, PROPN 
=, ADP 
49.1, NUM 
cm, NOUN 
fact, NOUN 
erosion, NOUN 

, SPACE 
turns, VERB 
deposition, NOUN 
fixed, VERB 
position, NOUN 
suggests, VERB 
balance, NOUN 

, SPACE 
eroding, VERB 
hydrogen, NOUN 
flux, NOUN 
Tl, PROPN 
impurity, NOUN 
depo-, NOUN 

, SPACE 
sition, NOUN 
flux, NOUN 
r, NOUN 
background, NOUN 
ratio, NOUN 

, SPACE 
depends, VERB 
radial, ADJ 
distance, NOUN 
SOL, PROPN 
TEXTOR-94, NOUN 

, SPACE 
fluxes, NOUN 
assumed, VERB 
exponentially, ADV 
decaying’J, PROPN 
net, ADJ 

, SPACE 
rate, NOUN 
+, NOUN 
given, VERB 

, SPACE 
y[nmisj, NOUN 
=, NOUN 
sinb{r,(r,)exp, NOUN 
r, PROPN 
r,,):‘i, NOUN 

, SPACE 
l, NOUN 
dr-0, NUM 
YrGP, PROPN 
1, NUM 
G%Jj~, NOUN 
4, X 

, SPACE 
i., PROPN 
decay, NOUN 
lengths, NOUN 
deuterium, NOUN 

, SPACE 
impurity, NOUN 
fluxes, NOUN 
SOL, PROPN 
Yl, PROPN 
sputter, NOUN 
erosion, NOUN 
yield, NOUN 
p, NOUN 

, SPACE 
atomic, ADJ 
density, NOUN 
deposit, NOUN 
6, NUM 
=, SYM 
20.8, NUM 
tilt, NOUN 
angle, NOUN 

, SPACE 
sample, NOUN 
roof, NOUN 
Note, VERB 
rates, NOUN 
higher, ADJ 

, SPACE 
factor, NOUN 
2.8, NUM 
6, NUM 
=, SYM 
90, NUM 
normal, ADJ 
incidence, NOUN 
particles, NOUN 

, SPACE 
$, SYM 
r, NOUN 
=, VERB 
0, NUM 
r,(r, PROPN 
=, VERB 
.7, PROPN 
x, SYM 
10, NUM 
cm, NOUN 
value, NOUN 

, SPACE 
yield, NOUN 
Y, NOUN 
inferred, VERB 
taking, VERB 
account, NOUN 
impurity, NOUN 

, SPACE 
flux, NOUN 
estimate, NOUN 
deposit, NOUN 
grown, VERB 
121.3, NUM 
s, NOUN 

, SPACE 
r, NOUN 
=, NOUN 
49.7, NUM 
cm, NOUN 
aluminum, NOUN 
shielding, NOUN 
plate, NOUN 

, SPACE 
roughly, ADV 
assume, VERB 
decay, NOUN 
length, NOUN 

, SPACE 
carbon, NOUN 
~2.Ocrn)~, PROPN 
chemical, NOUN 
erosion, NOUN 

, SPACE 
neglected, VERB 
T,(r, PROPN 
fall, VERB 
range, NOUN 
1.1, NUM 

, SPACE 
1.8, NUM 
x, SYM 
10’hcm~‘s~, NOUN 
Accordingly, ADV 
values, NOUN 
Y, PROPN 
eqn, NOUN 
4, X 
vary, VERB 

, SPACE 
0.006, NUM 
0.01, NUM 
0.05, NUM 

, SPACE 
concluded, VERB 
peak, NOUN 
erosion, NOUN 
lowering, NOUN 
erosion, NOUN 

, SPACE 
yield, NOUN 
expected, VERB 
carbon, NOUN 
silicon, NOUN 
admixed, VERB 

, SPACE 
boron, NOUN 
happens, VERB 
deposition, NOUN 
zone, NOUN 
lines, NOUN 

, SPACE 
Figure, PROPN 
1, NUM 
t, NOUN 
calculated, VERB 
eqn, PROPN 
4, NUM 
limiting, VERB 
cases, NOUN 

, SPACE 
assuming, VERB 
sputter, NOUN 
yields, NOUN 
valid, ADJ 
radii, NOUN 

, SPACE 
simplicity, NOUN 
p, NOUN 
=, PROPN 
6.5, NUM 
x, SYM 
lO”cm-, PROPN 
valid, ADJ 
C, NOUN 
D., PROPN 
pres-, NOUN 

, SPACE 
ence, NOUN 
silicon, NOUN 
deposition, NOUN 
zone, NOUN 
lower, VERB 
density, NOUN 

, SPACE 
10, NUM 

, SPACE 
curves, NOUN 
fairly, ADV 
coincide, ADV 
measured, ADJ 
deposition, NOUN 
rates, NOUN 

, SPACE 
rates, NOUN 
erosion, NOUN 
dominated, VERB 
area, NOUN 
means, VERB 

, SPACE 
-2, X 

, SPACE 
q, ADJ 
3, NUM 

, SPACE 
i&m, PROPN 
1, NUM 

, SPACE 
-6, PROPN 

, SPACE 
-91, PUNCT 
D+-, NOUN 
>, X 
B, NOUN 

, SPACE 
-1o-, PROPN 
n, CCONJ 
measured, VERB 

, SPACE 
47.4, NUM 
