Pergamon, PROPN 
thickness, NOUN 
extent, NOUN 
phosphate, ADJ 
incorporation, NOUN 
specifically, ADV 

, SPACE 
proportion, NOUN 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 
local, ADJ 
film, NOUN 
thickness, NOUN 
d,,J~&,t, PROPN 

, SPACE 
local, ADJ 
region, NOUN 
Fig, PROPN 
1, NUM 
local, ADJ 
film, NOUN 
thickness, NOUN 
127, NUM 
nm, NOUN 
dout, NOUN 
dtotat, NOUN 
value, NOUN 

, SPACE 
0.57, NUM 
local, ADJ 
region, NOUN 
b, NOUN 
Fig, PROPN 
1, NUM 
film, NOUN 
thickness, NOUN 
163, NUM 
nm, NOUN 
dout, NOUN 
dtotal, ADJ 
value, NOUN 

, SPACE 
0.23, NUM 
variations, NOUN 
film, NOUN 
thickness, NOUN 
dout, NOUN 
dtotat, NOUN 
value, NOUN 
closely, ADV 
associated, VERB 

, SPACE 
smoothing, NOUN 
initially, ADV 
rough, ADJ 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
substrate, NOUN 
amorphous, ADJ 

, SPACE 
anodic, ADJ 
oxide, NOUN 
growth, NOUN 
reduced, VERB 
ionic, ADJ 
conductivity, NOUN 
outer, ADJ 
phosphate, NOUN 
doped, VERB 

, SPACE 
layer, NOUN 

, SPACE 
smoothing, VERB 
process, NOUN 
initially, ADV 
rough, ADJ 
metal, NOUN 
surface, NOUN 
amorphous, ADJ 
anodic, ADJ 

, SPACE 
oxide, NOUN 
valve, NOUN 
metals, NOUN 
discussed, VERB 
detail, NOUN 
Pringle2, PROPN 
experimentally, ADV 
verified, VERB 

, SPACE 
aluminium, NOUN 
Shimizu, PROPN 
et, PROPN 
al, PROPN 
Briefly, NOUN 
smoothing, NOUN 
initially, ADV 
rough, ADJ 
metal, NOUN 
surface, NOUN 

, SPACE 
amorphous, ADJ 
anodic, ADJ 
oxide, NOUN 
growth, NOUN 
consequence, NOUN 
amorphous, ADJ 
nature, NOUN 

, SPACE 
oxides, NOUN 
oxide, NOUN 
growth, NOUN 
kinetics, NOUN 
commonly, ADV 
described, VERB 
called, VERB 
high-, NOUN 

, SPACE 
field, NOUN 
conduction, NOUN 
equation, NOUN 

, SPACE 
=, X 
exp, NOUN 
BV, PROPN 
h, PROPN 
1, X 

, SPACE 
Direct, ADJ 
observation, NOUN 
anodic, ADJ 
B&O3, PROPN 
437, NUM 

, SPACE 
ionic, ADJ 
current, ADJ 
density, NOUN 
T, PROPN 
potential, NOUN 
oxide, NOUN 
film, NOUN 
thickness, PROPN 
h, PROPN 

, SPACE 
B, NOUN 
constants, NOUN 
kinetics, NOUN 
anodic, ADJ 
oxide, NOUN 
growth, NOUN 
represented, VERB 
equation, NOUN 
1, NUM 

, SPACE 
require, VERB 
anodic, ADJ 
oxide, NOUN 
uniform, ADJ 
thickness, ADJ 
perpendicular, ADJ 
local, ADJ 
metal, NOUN 
surface, NOUN 

, SPACE 
anodic, ADJ 
oxide, NOUN 
growth, NOUN 
initial, ADJ 
metal, NOUN 
surface, NOUN 
flat, ADJ 
current, ADJ 
density, NOUN 

, SPACE 
growing, VERB 
oxide, NOUN 
uniform, ADJ 
laterally, ADV 
perpendicularly, ADV 
oxide, NOUN 
growth, NOUN 

, SPACE 
initial, ADJ 
metal, NOUN 
surface, NOUN 
relatively, ADV 
rough, ADJ 
current, ADJ 
density, NOUN 

, SPACE 
growing, VERB 
oxide, NOUN 
varies, VERB 
laterally, ADV 
perpendicularly, ADV 
metal, NOUN 
surface, NOUN 
coupled, VERB 

, SPACE 
amorphous, ADJ 
nature, NOUN 
oxide, NOUN 
allows, VERB 
oxide, NOUN 
follow, VERB 
gradually, ADV 

, SPACE 
changing, VERB 
contours, NOUN 
metal, NOUN 
surface, NOUN 
leads, VERB 
smoothing, NOUN 
initial, ADJ 
rough, ADJ 
metal, NOUN 
surface, NOUN 

, SPACE 
Fig, PROPN 
1, NUM 
Ref, PROPN 
25, NUM 
Figs, NOUN 
3, NUM 
5, NUM 
Ref, PROPN 
26, NUM 
important, ADJ 
consequence, NOUN 

, SPACE 
smoothing, VERB 
effect, NOUN 
relevant, ADJ 
variation, NOUN 
d,,,/d, PROPN 
totai, NOUN 
value, NOUN 
thickness, NOUN 

, SPACE 
oxide, NOUN 
grown, VERB 
oxide, NOUN 
electrolyte, VERB 
interface, NOUN 
outward, ADJ 
migration, NOUN 
metal, NOUN 
ions, NOUN 

, SPACE 
thicker, ADJ 
oxide, NOUN 
formed, VERB 
valleys, NOUN 
ridges, NOUN 
associated, VERB 
rough, ADJ 
surface, NOUN 

, SPACE 
observed, VERB 
Fig, PROPN 
1, NUM 
local, ADJ 
regions, NOUN 
indicated, VERB 
arrows, NOUN 
b, NOUN 
respectively, ADV 

, SPACE 
variation, NOUN 
film, NOUN 
thickness, NOUN 
specifically, ADV 
thinner, ADJ 
oxide, NOUN 
growth, NOUN 
valleys, NOUN 

, SPACE 
thickness, NOUN 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 
greater, ADJ 
reduced, ADJ 

, SPACE 
ionic, ADJ 
conductivity, NOUN 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 

, SPACE 
Ionic, ADJ 
transport, NOUN 
anodic, ADJ 
Bi203, PROPN 
formation, NOUN 

, SPACE 
discussing, VERB 
reduced, VERB 
ionic, ADJ 
conductivity, NOUN 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 

, SPACE 
particular, ADJ 
point, NOUN 
interest, NOUN 
observation, NOUN 
anodic, ADJ 
Bi203, PROPN 
consists, VERB 
distinct, ADJ 

, SPACE 
layers, NOUN 
differing, VERB 
textures, NOUN 
specifically, ADV 
origin, NOUN 
fine, ADJ 
bubble, NOUN 
like, ADJ 
texture, NOUN 

, SPACE 
develops, VERB 
rapidly, ADV 
examination, NOUN 
film, NOUN 
sections, NOUN 
electron, NOUN 

, SPACE 
microscope, NOUN 
requires, VERB 
consideration, NOUN 
development, NOUN 
fine, ADJ 
bubble, NOUN 
like, ADJ 

, SPACE 
texture, NOUN 
explained, VERB 
basis, NOUN 
bismuth, NOUN 
layer, NOUN 
sputter, NOUN 
deposited, VERB 
argon, NOUN 

, SPACE 
atmosphere, NOUN 
argon, PROPN 
co, VERB 
deposited, VERB 
bismuth, NOUN 
metal, NOUN 
subsequently, ADV 

, SPACE 
incorporated, VERB 
anodic, ADJ 
oxide, NOUN 
examination, NOUN 
electron, NOUN 
microscope, NOUN 

, SPACE 
argon, NOUN 
agglomerates, VERB 
form, VERB 
fine, ADJ 
bubbles, NOUN 
anodic, ADJ 
oxide, NOUN 
EDX, NOUN 
analysis, NOUN 
failed, VERB 
reveal, VERB 

, SPACE 
presence, NOUN 
argon, NOUN 
atoms, NOUN 
inner, ADJ 
layer, NOUN 
oxide, NOUN 
fine, NOUN 
bubble, NOUN 
texture, NOUN 

, SPACE 
observed, VERB 
Fig, PROPN 
3(b, NUM 
probably, ADV 
insensitivity, NOUN 
detection, NOUN 
relatively, ADV 
small, ADJ 

, SPACE 
amounts, NOUN 
argon, NOUN 
increased, VERB 
amounts, NOUN 
argon, NOUN 
bubble, NOUN 
like, ADJ 
texture, NOUN 
peak, NOUN 

, SPACE 
expected, VERB 
2.95, NUM 
keV, PROPN 
revealed, VERB 
previously, ADV 
film, NOUN 
formed, VERB 
sputter, NOUN 
deposited, VERB 

, SPACE 
amorphous, ADJ 
Al, PROPN 
Ta, PROPN 
alloys.27, PROPN 

, SPACE 
investigation, NOUN 
needed, VERB 
confirm, VERB 
origin, NOUN 
fine, ADJ 
bubble, NOUN 
like, ADJ 
texture, NOUN 

, SPACE 
assumed, VERB 
texture, NOUN 
presence, NOUN 
argon, NOUN 
atoms, NOUN 

, SPACE 
originally, ADV 
co, VERB 
deposited, VERB 
bismuth, NOUN 
sputter, NOUN 
deposition, NOUN 
basis, NOUN 

, SPACE 
behaviour, NOUN 
incorporated, ADJ 
phosphate, ADJ 
anions, NOUN 
considered, VERB 

, SPACE 
evident, ADJ 
anodic, ADJ 
oxide, NOUN 
growth, NOUN 
bismuth, NOUN 
proceeds, NOUN 
oxide/, NUM 

, SPACE 
electrolyte, NOUN 
metal, NOUN 
oxide, NOUN 
interfaces, NOUN 
outward, ADJ 
migration, NOUN 
Bi3, PROPN 
+, ADJ 
ions, NOUN 
inward, ADJ 

, SPACE 
migration, NOUN 
oxygen, NOUN 
ions, NOUN 
respectively, ADV 
observed, VERB 
anodic, ADJ 
oxide, NOUN 
growth, NOUN 
aluminium, NOUN 

, SPACE 
tantalum, NOUN 
niobium, NOUN 
conclusion, NOUN 
relates, VERB 
textured, ADJ 
inner, ADJ 
layer, NOUN 
oxide, NOUN 

, SPACE 
assumed, VERB 
associated, VERB 
argon, NOUN 
anodic, ADJ 
oxidation, NOUN 
argon, PROPN 

, SPACE 
incorporated, VERB 
anodic, ADJ 
oxide, NOUN 
result, NOUN 
film, NOUN 
growth, NOUN 
metal, NOUN 
film, NOUN 
interface, NOUN 

, SPACE 
known, VERB 
argon, NOUN 
atoms, NOUN 
incorporated, VERB 
growing, VERB 
oxide, NOUN 

, SPACE 
regarded, VERB 
immobile, ADJ 
argon, NOUN 
atoms, NOUN 
previously, ADV 
inert, ADJ 
immobile, ADJ 

, SPACE 
markers, NOUN 
determination, NOUN 
transport, NOUN 
numbers, NOUN 
anodic, ADJ 
oxide, NOUN 
growth, NOUN 

, SPACE 
aluminium, NOUN 
tantalum.6, PROPN 
immediately, ADV 
follows, VERB 
inner, ADJ 
layer, NOUN 
associated, VERB 

, SPACE 
438, NUM 
K., PROPN 
Shimizu, PROPN 
et, NOUN 
ul, NOUN 

, SPACE 
fine, ADJ 
bubble, NOUN 
like, ADJ 
texture, NOUN 
delineates, VERB 
oxide, NOUN 
grown, VERB 
metal, NOUN 
oxide, NOUN 
interface, NOUN 
inward, PROPN 

, SPACE 
migration, NOUN 
oxygen, NOUN 
ions, NOUN 
developed, VERB 
film, NOUN 
electrolyte, VERB 
interface, NOUN 
egress, NOUN 

, SPACE 
Bi3, ADJ 
+, NOUN 
ions, NOUN 
particular, ADJ 
importance, NOUN 
boundary, NOUN 
argon, NOUN 
contaminated, VERB 

, SPACE 
argon, NOUN 
free, ADJ 
layers, NOUN 
located, VERB 
boundary, NOUN 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 

, SPACE 
inner, ADJ 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
oxide, NOUN 
grown, VERB 
local, ADJ 
regions, NOUN 
sputter-, NOUN 

, SPACE 
deposited, VERB 
bismuth, NOUN 
substrate, NOUN 
relatively, ADV 
smooth, ADJ 
smoothing, VERB 
effect, NOUN 

, SPACE 
insignificant, ADJ 
film, NOUN 
thickness, NOUN 
dout, NOUN 
dtotat, NOUN 
values, NOUN 
158, NUM 
0.33, NUM 
nm, NOUN 
respectively, ADV 

, SPACE 
Additionally, ADV 
boundary, NOUN 
layers, NOUN 
grown, VERB 
outward, ADJ 
migration, NOUN 
metal, NOUN 
ions, NOUN 

, SPACE 
inward, ADJ 
migration, NOUN 
oxygen, NOUN 
ions, NOUN 
found, VERB 
located, VERB 
depth, NOUN 
oxide, NOUN 

, SPACE 
surface, NOUN 
15, NUM 
film, NOUN 
thickness, NOUN 
Assuming, VERB 
current, ADJ 
efficiency, NOUN 
oxide, NOUN 

, SPACE 
growth, NOUN 
lOO%, PROPN 
results, NOUN 
imply, VERB 
transport, NOUN 
number, NOUN 
Bi3, PROPN 
+, PROPN 
0.15, NUM 

, SPACE 
phosphate, ADJ 
anions, NOUN 
incorporated, VERB 
anodic, ADJ 
Bi203, PROPN 
film, NOUN 
electrolyte, ADJ 

, SPACE 
interface, NOUN 
mobile, ADJ 
inwards, NOUN 
field, NOUN 
dout, NOUN 
dtotal, ADJ 
value, NOUN 
0.33, NUM 
greater, ADJ 

, SPACE 
fraction, NOUN 
film, NOUN 
thickness, NOUN 
developed, VERB 
outwardly, ADV 
mobile, ADJ 
Bi3, NOUN 
+, NOUN 
ions, NOUN 

, SPACE 
Evidence, NOUN 
presented, VERB 
recently, ADV 
incorporated, ADJ 
phosphate, ADJ 
anions, NOUN 

, SPACE 
migrate, VERB 
inwards, NOUN 
anodic, ADJ 
oxide, NOUN 
films, NOUN 
aluminium, NOUN 
tantalum, NOUN 
niobium.18,‘9, PROPN 

, SPACE 
similarities, NOUN 
evident, ADJ 
anodic, ADJ 
oxide, NOUN 
growth, NOUN 
bismuth, NOUN 
aluminium, NOUN 

, SPACE 
tantalum, NOUN 
niobium, NOUN 
remarkably, ADV 
low, ADJ 
ionic, ADJ 
conductivity, NOUN 
outer, ADJ 

, SPACE 
phosphate, NOUN 
doped, VERB 
layer, NOUN 
discussed, VERB 

, SPACE 
Conductivities, NOUN 
compositionally, ADV 
differing, VERB 
film, NOUN 
regions, NOUN 

, SPACE 
important, ADJ 
observation, NOUN 
stated, VERB 
explicitly, ADV 

, SPACE 
thickness, NOUN 
oxide, NOUN 
observed, VERB 
127, NUM 
168, NUM 
nm, NOUN 
considerably, ADV 
value, NOUN 

, SPACE 
273, NUM 
nm, NOUN 
calculated, VERB 
kinetic, ADJ 
equation, NOUN 
Mason, PROPN 
Young, PROPN 
anodic, ADJ 
oxide, NOUN 

, SPACE 
growth, NOUN 
electropolished, ADJ 
bismuth, NOUN 
substrates, NOUN 
0.1, NUM 
M, PROPN 
sodium, NOUN 
hydroxide, NOUN 
solution, NOUN 

, SPACE 
difference, NOUN 
thickness, ADJ 
values, NOUN 
large, ADJ 
explained, VERB 
fully, ADV 
consideration, NOUN 

, SPACE 
reduced, VERB 
ionic, ADJ 
conductivity, NOUN 
associated, VERB 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 

, SPACE 
investigate, VERB 
behaviour, NOUN 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layers, NOUN 
anodized, VERB 

, SPACE 
constant, ADJ 
current, ADJ 
density, NOUN 
5, NUM 
mA, NOUN 
cm2, NOUN 
30, NUM 
V, NOUN 
0.1, NUM 
M, PROPN 
sodium, NOUN 
hydroxide, NOUN 
solution, NOUN 
25, NUM 
°, NUM 
C, NOUN 

, SPACE 
Variations, NOUN 
film, NOUN 
thicknesses, NOUN 
immediately, ADV 
evident, ADJ 
different, ADJ 
interference, NOUN 

, SPACE 
colours, VERB 
evident, ADJ 
films, NOUN 
formed, VERB 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layers, NOUN 
ammonium, NOUN 

, SPACE 
dihydrogen, NOUN 
phosphate, NOUN 
sodium, NOUN 
hydroxide, ADJ 
solutions, NOUN 
specimen, NOUN 
anodized, VERB 

, SPACE 
ammonium, NOUN 
dihydrogen, NOUN 
phosphate, NOUN 
solution, NOUN 
exhibited, VERB 
bluish, ADJ 
purple, NOUN 
colour, NOUN 

, SPACE 
specimen, NOUN 
anodized, VERB 
sodium, NOUN 
hydroxide, NOUN 
solution, NOUN 
exhibited, VERB 
faint, ADJ 
greenish, ADJ 
yellow, ADJ 
colour, NOUN 

, SPACE 
significant, ADJ 
differences, NOUN 
observed, VERB 
interference, NOUN 
colours, NOUN 
films, NOUN 
grown, VERB 

, SPACE 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layer, NOUN 
bulk, NOUN 
electropolished, VERB 
bismuth, NOUN 
sodium, NOUN 

, SPACE 
hydroxide, NOUN 
ammonium, NOUN 
dihydrogen, NOUN 
phosphate, NOUN 
solution, NOUN 

, SPACE 
Transmission, PROPN 
electron, NOUN 
microscopy, NOUN 
ultramicrotomed, ADJ 
sections, NOUN 
anodic, ADJ 
Bi203, PROPN 

, SPACE 
grown, VERB 
sodium, NOUN 
hydroxide, NOUN 
solution, NOUN 
showed, VERB 
oxide, NOUN 
uniform, ADJ 
contrast, NOUN 

, SPACE 
electron, NOUN 
microscope, NOUN 
unlike, ADP 
Fig, PROPN 
1, NUM 
layered, ADJ 
structure, NOUN 
observed, VERB 
expected, VERB 

, SPACE 
absence, NOUN 
incorporated, ADJ 
electrolyte, ADJ 
species, NOUN 
Additionally, ADV 
oxide, NOUN 
uniform, ADJ 

, SPACE 
thickness, NOUN 
221, NUM 
nm, NOUN 
direction, NOUN 
perpendicular, ADJ 
local, ADJ 
metal, NOUN 
surface, NOUN 
oxide, NOUN 

, SPACE 
grown, VERB 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layer, NOUN 
sodium, NOUN 
hydroxide, NOUN 
solution, NOUN 
thicker, ADJ 

, SPACE 
film, NOUN 
grown, VERB 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layer, NOUN 
ammonium, NOUN 
dihydrogen, NOUN 
phosphate, NOUN 

, SPACE 
solution, NOUN 
expected, VERB 
difference, NOUN 
interference, NOUN 
colours, VERB 
oxide, NOUN 

, SPACE 
grown, VERB 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layer, NOUN 
sodium, NOUN 
hydroxide, NOUN 
solution, NOUN 

, SPACE 
considerably, ADV 
thinner, ADJ 
calculated, VERB 
273, NUM 
nm, ADJ 
kinetic, ADJ 
equation, NOUN 
obtained, VERB 

, SPACE 
Direct, ADJ 
observation, NOUN 
anodic, ADJ 
B&03, PROPN 
439, NUM 

, SPACE 
Mason, PROPN 
Young, PROPN 
reduced, ADJ 
film, NOUN 
thickness, NOUN 
observed, VERB 
present, ADJ 
work, NOUN 
result, VERB 

, SPACE 
use, NOUN 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layer, NOUN 
particularly, ADV 
relatively, ADV 
low, ADJ 

, SPACE 
density, NOUN 
appear, VERB 
main, ADJ 
cause, NOUN 
difference, NOUN 
film, NOUN 

, SPACE 
thicknesses, NOUN 
interference, NOUN 
colours, NOUN 
exhibited, VERB 
films, NOUN 
grown, VERB 
sputter, NOUN 
deposited, VERB 

, SPACE 
bismuth, NOUN 
layer, NOUN 
electropolished, ADJ 
bismuth, NOUN 
substrate, NOUN 
electrolyte, NOUN 

, SPACE 
similar, ADJ 
cause, NOUN 
discrepancy, NOUN 
film, NOUN 
thickness, NOUN 
sought, VERB 

, SPACE 
Mason, PROPN 
Young, PROPN 
determined, VERB 
film, NOUN 
thickness, NOUN 
spectrophotometric, NOUN 
method, NOUN 

, SPACE 
interference, NOUN 
minima, PROPN 
successive, ADJ 
orders, NOUN 
occur, VERB 
wavelengths, NOUN 
near, ADP 
400, NUM 
nm, NOUN 
value, NOUN 

, SPACE 
2.27, NUM 
assumed, VERB 
refractive, ADJ 
index, NOUN 
400, NUM 
nm, NOUN 
Mason, PROPN 
Young, PROPN 

, SPACE 
consider, VERB 
reliable, ADJ 
n(400, PROPN 
nm, PROPN 
=, VERB 
2.27, NUM 
n(400, NOUN 
nm)/p, PROPN 
=, SYM 
0.333, NUM 

, SPACE 
obtained, VERB 
Mason, PROPN 
Young, PROPN 
value, NOUN 
density, NOUN 
oxide, NOUN 
p, NOUN 
6.8, NUM 
g, NOUN 
cm3, NOUN 

, SPACE 
obtained, VERB 
appears, VERB 
low, ADJ 
published, VERB 
values, NOUN 
bulk, ADJ 
density, NOUN 
Bi203, PROPN 
fall, VERB 

, SPACE 
range, NOUN 
8.2, NUM 
8.9, NUM 
g, NOUN 
cm3.28, NOUN 
Recently, ADV 
Komorita, PROPN 
et, PROPN 
01.~~, PROPN 
reported, VERB 
value, NOUN 
8.3, NUM 
g, NOUN 
cm3, NOUN 

, SPACE 
density, NOUN 
anodic, ADJ 
Bi203, PROPN 
grown, VERB 
borate, ADJ 
glycol, NOUN 
solutions, NOUN 
assuming, VERB 
p, NOUN 
=, NOUN 
8.3, NUM 
g, NOUN 
cm3, NOUN 

, SPACE 
n(400, PROPN 
nm)/p, PROPN 
=, NUM 
0.333, NUM 
n(400, PROPN 
nm, AUX 
=, VERB 
2.76, NUM 
n(400, PROPN 
nm, PROPN 
=, VERB 
2.76, NUM 
thickness, NOUN 

, SPACE 
oxide, NOUN 
grown, VERB 
electropolished, ADJ 
bismuth, NOUN 
substrate, NOUN 
constant, ADJ 
current, ADJ 
density, NOUN 

, SPACE 
5, NUM 
mA, NOUN 
cm, PROPN 
30, NUM 
V, NOUN 
0.1, NUM 
M, PROPN 
sodium, NOUN 
hydroxide, NOUN 
solution, NOUN 
25”C, NUM 
estimated, VERB 
225, NUM 
nm, ADJ 

, SPACE 
agreement, NOUN 
present, ADJ 
result, NOUN 
221, NUM 
nm, NOUN 
revised, VERB 
value, NOUN 
Mason, PROPN 

, SPACE 
Young, PROPN 
225, NUM 
nm, NOUN 
excellent, ADJ 

, SPACE 
thickness, NOUN 
oxide, NOUN 
grown, VERB 
sodium, NOUN 
hydroxide, NOUN 
solution, NOUN 
electric, ADJ 
field, NOUN 
set, VERB 

, SPACE 
growing, VERB 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
estimated, VERB 
1.36, NUM 
x, SYM 
lo6, NOUN 
V, PROPN 
cm, PROPN 
5, NUM 
mA, NOUN 
cm, PROPN 

, SPACE 
25, NUM 
°, NUM 
C, NOUN 
value, NOUN 
local, ADJ 
thickness, NOUN 
associated, PROPN 
dout, PROPN 
dt, PROPN 
t, PROPN 
l, NOUN 
value, NOUN 

, SPACE 
possible, ADJ 
estimate, VERB 
electric, ADJ 
field, NOUN 
specifically, ADV 
applied, VERB 
field, NOUN 
phosphate-, NOUN 

, SPACE 
doped, VERB 
layer, NOUN 
avoid, VERB 
complications, NOUN 
arising, VERB 
smoothing, VERB 
effect, NOUN 
local, ADJ 
regions, NOUN 

, SPACE 
selected, VERB 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layer, NOUN 
relatively, ADV 
smooth, ADJ 

, SPACE 
regions, NOUN 
local, ADJ 
film, NOUN 
thickness, NOUN 
dout, NOUN 
dtotal, ADJ 
values, NOUN 
158, NUM 
0.33, NUM 
nm, NOUN 
respectively, ADV 

, SPACE 
thicknesses, NOUN 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 
inner, ADJ 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
estimated, VERB 

, SPACE 
52, NUM 
106, NUM 
nm, ADJ 
respectively, ADV 
electric, ADJ 
field, NOUN 
pure, ADJ 
oxide, NOUN 
layer, NOUN 

, SPACE 
1.36, NUM 
x, SYM 
lo6, NOUN 
V, PROPN 
cm, PROPN 
voltage, NOUN 
applied, VERB 
inner, ADJ 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
14.4, NUM 
V., NOUN 

, SPACE 
difference, NOUN 
voltage, NOUN 
i.e., X 
15.6, NUM 
V, NOUN 
supported, VERB 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 

, SPACE 
52, NUM 
nm, NOUN 
thickness, NOUN 
Consequently, ADV 
electric, ADJ 
field, NOUN 
outer, ADJ 
phosphate, ADJ 
layer, NOUN 

, SPACE 
3.00, NUM 
x, NUM 
IO6, PROPN 
V, PROPN 
cm, PROPN 
considerably, ADV 
greater, ADJ 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
Similar, ADJ 
figures, NOUN 

, SPACE 
i.e., X 
3.12, NUM 
x, SYM 
lo6, PROPN 
3.44, NUM 
x, SYM 
lo6, NOUN 
V, PROPN 
cm, PROPN 
obtained, VERB 
local, ADJ 
regions, NOUN 
b, NOUN 
Fig, PROPN 
1, NUM 

, SPACE 
respectively, ADV 

, SPACE 
tantalum, NOUN 
niobium, NOUN 
known, VERB 
ionic, ADJ 
conductivity, NOUN 
outer, ADJ 

, SPACE 
phosphate, NOUN 
doped, VERB 
layer, NOUN 
lower, ADJ 
inner, ADJ 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
interpreted, VERB 

, SPACE 
incorporated, VERB 
phosphate, ADJ 
anions, NOUN 
lowering, VERB 
dielectric, ADJ 
constant, NOUN 
turn, NOUN 

, SPACE 
lower, VERB 
effective, ADJ 
field, NOUN 
Lorenz, PROPN 
field, NOUN 
oxide, NOUN 
controls, VERB 
ionic, ADJ 
transport, NOUN 

, SPACE 
processes, NOUN 
12, NUM 
29, NUM 
broadly, ADV 
similar, ADJ 
explanation, NOUN 
applied, VERB 
present, ADJ 
case, NOUN 

, SPACE 
evident, ADJ 
effect, NOUN 
incorporated, VERB 
phosphate, ADJ 
anions, NOUN 
ionic, ADJ 

, SPACE 
conductivity, NOUN 
anodic, ADJ 
Bi203, PROPN 
considerably, ADV 
greater, ADJ 
anodic, ADJ 
Ta205, NOUN 
Nb205, NOUN 

, SPACE 
despite, SCONJ 
dielectric, ADJ 
constants, NOUN 
anodic, ADJ 
Bi203, PROPN 
Nb205, PROPN 
similar, ADJ 
40, NUM 

, SPACE 
present, ADJ 
time, NOUN 
precise, ADJ 
composition, NOUN 
phosphate, NOUN 
doped, VERB 
anodic, ADJ 
Bi203, PROPN 

, SPACE 
available, ADJ 
discussion, NOUN 
effect, NOUN 
incorporated, VERB 
phosphate, ADJ 
anions, NOUN 
ionic, ADJ 

, SPACE 
conductivity, NOUN 
oxide, NOUN 
possible, ADJ 
Determination, NOUN 
precise, ADJ 
compositions, NOUN 

, SPACE 
anodic, ADJ 
Bi203, PROPN 
formed, VERB 
electrolytes, NOUN 
including, VERB 
ammonium, NOUN 
dihydrogen, NOUN 
phosphate, NOUN 

, SPACE 
solution, NOUN 
progress, NOUN 
Rutherford, PROPN 
backscattering, VERB 
spectroscopy, ADJ 
X, NOUN 
ray, NOUN 

, SPACE 
440, NUM 
K., PROPN 
Shimizu, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
photoelectron, PROPN 
spectroscopy, NOUN 
combined, VERB 
chemical, NOUN 
sectioning, NOUN 
oxide, NOUN 
dilute, PROPN 

, SPACE 
sulphuric, PROPN 
acid, NOUN 
solution, NOUN 
results, NOUN 
interpretation, NOUN 
effect, NOUN 

, SPACE 
electrolyte, ADJ 
anions, NOUN 
ionic, ADJ 
conductivity, NOUN 
anodic, ADJ 
Bi203, PROPN 
published, VERB 

, SPACE 
course, NOUN 

, SPACE 
CONCLUSIONS, PROPN 

, SPACE 
1, NUM 
Ultramicrotomy, PROPN 
employed, VERB 
generate, VERB 
electron, NOUN 
transparent, ADJ 
sections, NOUN 

, SPACE 
amorphous, ADJ 
anodic, ADJ 
Bi203, PROPN 
formed, VERB 
magnetron, PROPN 
sputtered, VERB 
bismuth, NOUN 
layers, NOUN 
ammonium, NOUN 

, SPACE 
dihydrogen, NOUN 
phosphate, NOUN 
solution, NOUN 

, SPACE 
2, X 
differently, ADV 
contrasted, VERB 
film, NOUN 
sections, NOUN 
reveal, VERB 
duplex, NOUN 
film, NOUN 
structure, NOUN 
comprising, VERB 

, SPACE 
outer, ADJ 
region, NOUN 
film, NOUN 
material, NOUN 
containing, VERB 
incorporated, ADJ 
phosphate, ADJ 
species, NOUN 
inner, ADJ 
layer, NOUN 

, SPACE 
relatively, ADV 
pure, ADJ 
oxide, NOUN 
differently, ADV 
textured, VERB 
film, NOUN 
regions, NOUN 
suggest, VERB 
amorphous, ADJ 

, SPACE 
oxide, NOUN 
developed, VERB 
egress, NOUN 
Bi3, NOUN 
+, NOUN 
tons, NOUN 
ingress, NOUN 
O*-, ADJ 
ions, NOUN 
electric, ADJ 
field, NOUN 

, SPACE 
suggested, VERB 
transport, NOUN 
number, NOUN 
Bi3, NOUN 
+, ADJ 
tons, NOUN 
0.15, NUM 
