Pergamon, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
B80/81, X 
242, NUM 
1993, NUM 

, SPACE 
Korenev, PROPN 
Doctor, PROPN 
Science, PROPN 
thesis, NOUN 
Dubna, PROPN 
1994, NUM 

, SPACE 
S, PROPN 
Korenev, PROPN 
Proc, PROPN 
3rd, NOUN 
Int, PROPN 
Corzf, PROPN 
Energy, PROPN 
Pulse, PROPN 
Particle, PROPN 
Beam, PROPN 
Modi-, X 

, SPACE 
fication, NOUN 
o, PROPN 
Materialr, PROPN 
EPM’89, PROPN 
Dresden, PROPN 
Germany, PROPN 
1989, NUM 
p, NOUN 
448, NUM 

, SPACE 
OS, VERB 
Korenev, PROPN 
Rer, PROPN 
Sci, PROPN 
Ins@, PROPN 
V., PROPN 
36, NUM 
147, NUM 
994, NUM 

, SPACE 
1092, NUM 

, SPACE 
