Original, ADJ 
756, NUM 
764, NUM 

, SPACE 
tibia, PROPN 
ﬁxed, VERB 
10, NUM 
neutral, ADJ 
buffered, VERB 
formalin, NOUN 
solution, NOUN 
48, NUM 
h, NOUN 

, SPACE 
rinsed, VERB 
distilled, ADJ 
water, NOUN 
stored, VERB 
70, NUM 
ethanol, NOUN 

, SPACE 
2.5, X 
Serum, PROPN 
analyses, VERB 

, SPACE 
sacri, ADJ 
ﬁce, PROPN 
samples, NOUN 
blood, NOUN 
collected, VERB 
cardiac, ADJ 

, SPACE 
puncture, NOUN 
Blood, NOUN 
allowed, VERB 
clot, VERB 
30, NUM 
min, NOUN 
Serum, PROPN 
sep-, SYM 

, SPACE 
arated, VERB 
centrifugation, NOUN 
1500, NUM 
gfor, ADP 
10, NUM 
min, NOUN 
Markers, PROPN 
bone, NOUN 
turn-, NUM 

, SPACE 
present, ADJ 
serum, NOUN 
measured, VERB 
enzyme, NOUN 
linked, VERB 

, SPACE 
immunosorbent, NOUN 
assay, NOUN 
ELISA, PROPN 
kits, NOUN 
bone, NOUN 
formation, NOUN 
marker, NOUN 

, SPACE 
osteocalcin, PROPN 
BT-470, PROPN 
Biomedical, PROPN 
Technologies, PROPN 
Inc., PROPN 
Stoughton, PROPN 
MA, PROPN 

, SPACE 
bone, NOUN 
resorption, NOUN 
marker, NOUN 
tartrate, NOUN 
resistant, ADJ 
acid, NOUN 
phosphatase, NOUN 

, SPACE 
5b, PROPN 
TRAP5b, NUM 
SB, PROPN 
TR103, PROPN 
Immunodiagnostic, PROPN 
Systems, PROPN 
Inc., PROPN 
Fountain, PROPN 

, SPACE 
Hills, PROPN 
AZ, PROPN 
ELISA, PROPN 
procedures, NOUN 
performed, VERB 
according, VERB 

, SPACE 
manufacturers, NOUN 
protocols, NOUN 

, SPACE 
2.6, X 
Bone, NOUN 
microarchitectural, ADJ 
analyses, NOUN 

, SPACE 
Cortical, ADJ 
trabecular, ADJ 
bone, NOUN 
architecture, NOUN 
analyzed, VERB 

, SPACE 
microcomputed, VERB 
tomography, NOUN 
μCT80, PROPN 
Scanco, PROPN 
Medical, PROPN 
Brüttisellen, PROPN 

, SPACE 
Switzerland, PROPN 
isotropic, ADJ 
voxel, NOUN 
size, NOUN 
10, NUM 
μm, NOUN 
Trabecular, ADJ 

, SPACE 
microarchitecture, NOUN 
scanned, VERB 
immediately, ADV 
distal, ADJ 
growth, NOUN 

, SPACE 
plate, NOUN 
proximal, ADJ 
tibia, NOUN 
immediately, ADV 
proximal, ADJ 

, SPACE 
growth, NOUN 
plate, NOUN 
distal, ADJ 
femur, NOUN 
Analysis, NOUN 
trabecular, ADJ 
bone, NOUN 

, SPACE 
performed, VERB 
100, NUM 
slices, NOUN 
1.0, NUM 
mm, NOUN 
total, NOUN 
producing, VERB 
images, NOUN 
analy-, NOUN 

, SPACE 
sis, NOUN 
Bone, NOUN 
morphometric, ADJ 
parameters, NOUN 
quanti, PROPN 
ﬁed, PROPN 

, SPACE 
Scanco, PROPN 
software, NOUN 
Trabecular, ADJ 
bone, NOUN 
parameters, NOUN 
included, VERB 
trabecular, ADJ 

, SPACE 
bone, NOUN 
volume, NOUN 
fraction, NOUN 
BV, PROPN 
TV, PROPN 
connectivity, NOUN 
density, NOUN 
Conn., PROPN 
D, PROPN 
trabec-, PRON 

, SPACE 
ular, ADJ 
number, NOUN 
Tb, PROPN 
N, PROPN 
trabecular, ADJ 
separation, NOUN 
Tb, PROPN 
Sp, PROPN 
structural, ADJ 

, SPACE 
model, NOUN 
index, NOUN 
SMI, PROPN 
Cortical, ADJ 
analysis, NOUN 
performed, VERB 
immediately, ADV 
dis-, ADJ 

, SPACE 
tal, NOUN 
region, NOUN 
trabecular, ADJ 
analysis, NOUN 
tibia, NOUN 
immediately, ADV 

, SPACE 
proximal, ADJ 
region, NOUN 
trabecular, ADJ 
analysis, NOUN 
femur, NOUN 
30, NUM 

, SPACE 
slices, NOUN 
0.3, NUM 
mm, NUM 
selected, VERB 
site, NOUN 
Cortical, ADJ 
bone, NOUN 
volume, NOUN 
Ct, PROPN 
BV, PROPN 

, SPACE 
cortical, ADJ 
total, ADJ 
volume, NOUN 
Ct, PROPN 
TV, NOUN 
cortical, ADJ 
porosity, NOUN 
Ct, PROPN 
Po, PROPN 
polar, ADJ 

, SPACE 
moment, NOUN 
inertia, NOUN 
pMOI, PROPN 
calculated, VERB 
sections, NOUN 

, SPACE 
2.7, NUM 
Mechanical, ADJ 
testing, NOUN 

, SPACE 
order, NOUN 
simulate, NOUN 
vivo, ADJ 
properties, NOUN 
air, NOUN 
dried, VERB 
left, ADJ 
femurs, NOUN 

, SPACE 
rehydrated, VERB 
phosphate, NOUN 
buffered, VERB 
saline, NOUN 
90, NUM 
min, NOUN 
prior, ADV 
evalua-, PROPN 

, SPACE 
tion[27, PROPN 
point, NOUN 
bending, VERB 
tests, NOUN 
performed, VERB 
Instron, PROPN 

, SPACE 
5582, NUM 
BlueHill, PROPN 
2, NUM 
software, NOUN 
Instron, PROPN 
Corp., PROPN 
Norwood, PROPN 
MA, PROPN 
Femurs, NOUN 

, SPACE 
tested, VERB 
failure, NOUN 
9, NUM 
mm, NOUN 
span, NOUN 
length, NOUN 
de, X 
ﬂection, NOUN 
rate, NOUN 

, SPACE 
5, NUM 
mm, PROPN 
min, NOUN 
bones, NOUN 
tested, VERB 
orientation, NOUN 

, SPACE 
single, ADJ 
point, NOUN 
load, NOUN 
applied, VERB 
mid, NOUN 
diaphysis, NOUN 
posterior, ADJ 
surface, NOUN 

, SPACE 
maximal, ADJ 
force, NOUN 
N, PROPN 
de, PROPN 
ﬂection, NOUN 
mm, PROPN 
measured, VERB 

, SPACE 
mechanically, ADV 
tested, VERB 
bones, NOUN 
properties, NOUN 
deter-, X 

, SPACE 
mined, VERB 
elastic, ADJ 
limit, NOUN 
P, NOUN 
e, NOUN 
δe, PROPN 
failure, NOUN 
point, NOUN 
0.2, NUM 
offset, NOUN 

, SPACE 
method, NOUN 
quantify, VERB 
yield, NOUN 
properties, NOUN 
ability, NOUN 
femur, NOUN 

, SPACE 
resist, VERB 
displacement, NOUN 
i.e., X 
stiffness, NOUN 
N, PROPN 
mm, PROPN 
calculated, VERB 

, SPACE 
elastic, ADJ 
force, NOUN 
elastic, ADJ 
de, NOUN 
ﬂection, NOUN 
P, NOUN 
e, NOUN 
δe, PROPN 

, SPACE 
2.8, X 
Bone, NOUN 
mineral, NOUN 
composition, NOUN 

, SPACE 
Mineral, NOUN 
content, NOUN 
analysis, NOUN 
performed, VERB 
femurs, NOUN 
fractured, VERB 

, SPACE 
mechanical, ADJ 
testing, NOUN 
Prior, ADV 
analysis, NOUN 
enlarged, ADJ 
ends, VERB 

, SPACE 
femurs, NOUN 
epiphysis+metaphysis, PROPN 
separated, VERB 
distal, ADJ 

, SPACE 
proximal, ADJ 
metaphyses, NOUN 
join, VERB 
diaphysis, NOUN 
Mineral, NOUN 
content, NOUN 
data, NOUN 

, SPACE 
obtained, VERB 
combined, VERB 
bone, NOUN 
ends, NOUN 
separately, ADV 

, SPACE 
diaphysis, NOUN 
properly, ADV 
calibrated, VERB 
analytical, ADJ 
scale, NOUN 
Mettler, PROPN 
Toledo, PROPN 

, SPACE 
UMT2, PROPN 
Columbus, PROPN 
OH, PROPN 
measurements, NOUN 
Dry, ADJ 
mass, PROPN 

, SPACE 
DryM, PROPN 
measured, VERB 
heating, VERB 
bones, NOUN 
105, NUM 
°, NOUN 
C, NOUN 
24, NUM 
h., NOUN 
Min-, PROPN 

, SPACE 
eral, ADJ 
mass, PROPN 
MinM, PROPN 
measured, VERB 
bones, NOUN 
heated, VERB 

, SPACE 
800, NUM 
°, NUM 
C, NOUN 
additional, ADJ 
24, NUM 
h., NOUN 
Percent, PROPN 
mineralization, NOUN 
calculated, VERB 

, SPACE 
Min=(MinM)/(DryM, NOUN 
100.2.9, NUM 
Histology, NOUN 

, SPACE 
order, NOUN 
examine, VERB 
post, ADJ 
irradiation, ADJ 
activity, NOUN 
bone, NOUN 
resorbing, VERB 

, SPACE 
osteoclasts, NOUN 
right, ADJ 
tibias, VERB 
subset, NOUN 
mice, NOUN 
n=6, PROPN 
group, NOUN 
se-, ADV 

, SPACE 
lected, VERB 
histological, ADJ 
analyses, NOUN 
ﬁxation, NOUN 
tibias, NOUN 
decalci, NOUN 
ﬁed, PROPN 

, SPACE 
weak, ADJ 
formic, ADJ 
acid, NOUN 
solution, NOUN 
Immunocal, ADJ 
™, NOUN 
Decal, PROPN 
Chemical, PROPN 
Corpo-, PROPN 

, SPACE 
ration, NOUN 
Tallman, PROPN 
NY, PROPN 
2, NUM 
days, NOUN 
Radiographs, NOUN 
assessed, VERB 
earliesttime, ADJ 
point, NOUN 
complete, ADJ 
decalci, NOUN 
ﬁcation, NOUN 
Following, VERB 
tibias, PROPN 
em-, NOUN 

, SPACE 
bedded, VERB 
glycol, NOUN 
methacrylate, NOUN 
resin, NOUN 
Immunobed, PROPN 
™, NOUN 
Polysciences, PROPN 

, SPACE 
Warrington, PROPN 
PA, PROPN 
cut, VERB 
sagittal, ADJ 
sections, NOUN 
thickness, NOUN 

, SPACE 
1.5μm, PROPN 
Osteoclast, ADJ 
presence, NOUN 
determined, VERB 
TRAP, PROPN 
staining, NOUN 

, SPACE 
slides, NOUN 
commercially, ADV 
available, ADJ 
kit, NOUN 
Sigma, PROPN 
St., PROPN 
Louis, PROPN 
MO, PROPN 

, SPACE 
counterstaining, VERB 
hematoxylin, NOUN 
Sigma, PROPN 
TRAP, PROPN 
positive, ADJ 

, SPACE 
cells, NOUN 
nuclei, NOUN 
counted, VERB 
osteoclasts, NOUN 
sec-, NOUN 

, SPACE 
tions, NOUN 
bone, NOUN 
analyzed, VERB 

, SPACE 
Analyses, NOUN 
performed, VERB 
SigmaScan, PROPN 
Pro, PROPN 
Software, PROPN 
Systat, PROPN 

, SPACE 
Software, PROPN 
Inc., PROPN 
Richmond, PROPN 
evaluator, NOUN 
blinded, VERB 
specimen, NOUN 

, SPACE 
origin, NOUN 
group, NOUN 
assignment, NOUN 
evaluation, NOUN 
analysis, NOUN 

, SPACE 
complete, ADJ 
Histomorphometric, ADJ 
evaluation, NOUN 
performed, VERB 
captured, VERB 

, SPACE 
micrographs, NOUN 
400×, NOUN 
metaphysis, NOUN 
starting, VERB 
approximately, ADV 

, SPACE 
0.25, NUM 
mm, NOUN 
distal, NOUN 
growth, NOUN 
plate, NOUN 
order, NOUN 
exclude, VERB 
primary, ADJ 

, SPACE 
spongiosa, NOUN 
extending, VERB 
0.5, NUM 
mm, NOUN 
Bone, NOUN 
histomorphometric, ADJ 

, SPACE 
parameters, NOUN 
proximal, ADJ 
metaphysis, NOUN 
tibia, NOUN 
measured, VERB 

, SPACE 
n, NOUN 
dr, PROPN 
e, PROPN 
p, PROPN 
o, PROPN 
r, NOUN 
t, PROPN 
e, NOUN 
di, PROPN 
nu, PROPN 
n, CCONJ 
t, VERB 
ss, NOUN 
p, PROPN 
e, PROPN 
c, PROPN 
ﬁed, PROPN 
American, PROPN 
Society, PROPN 
Bone, PROPN 

, SPACE 
Mineral, PROPN 
Research, PROPN 
Histomophometry, PROPN 
Nomenclature, PROPN 
Committee, PROPN 

, SPACE 
28, NUM 
surface, NOUN 
measurements, NOUN 
quanti, PROPN 
ﬁed, PROPN 
relative, NOUN 
total, ADJ 
bone, NOUN 

, SPACE 
surface, NOUN 
BS, PROPN 
Histological, ADJ 
measurem, ADJ 
ents, NOUN 
included, VERB 
osteoclast, ADJ 
surface, NOUN 

, SPACE 
Oc, PROPN 
S, PROPN 
BS, PROPN 
eroded, VERB 
surface, NOUN 
inclusion, NOUN 
osteoclast, ADJ 
surface, NOUN 

, SPACE 
surface, NOUN 
covered, VERB 
Howship, PROPN 
lacuna, PROPN 
e, NOUN 
plus, CCONJ 
osteoclasts, NOUN 
ES(Oc+)/BS, X 

, SPACE 
eroded, VERB 
surface, NOUN 
exclusion, NOUN 
osteoclast, ADJ 
surface, NOUN 
surface, NOUN 

, SPACE 
covered, VERB 
Howship, PROPN 
lacunae, NOUN 
ES(Oc, NOUN 
−)/BS, PROPN 
number, NOUN 
osteo-, ADJ 

, SPACE 
clasts, NOUN 
N.Oc, PROPN 
region, NOUN 
interest, NOUN 
trabeculae, NOUN 
second-, NOUN 

, SPACE 
ary, ADJ 
spongiosa, NOUN 
determined, ADJ 
N.Oc, PROPN 
BS, PROPN 
mm, PROPN 

, SPACE 
−1, NOUN 

, SPACE 
2.10, NUM 
Statistics, NOUN 

, SPACE 
Statistical, ADJ 
analysis, NOUN 
experimental, ADJ 
results, NOUN 
completed, VERB 

, SPACE 
SigmaStat, PROPN 
software, NOUN 
v3.5, NOUN 
Systat, PROPN 
Software, PROPN 
Inc., PROPN 
San, PROPN 
Jose, PROPN 

, SPACE 
Comparisons, NOUN 
way, NOUN 
analysis, NOUN 
variance, NOUN 

, SPACE 
ANOVA, PROPN 
noted, VERB 
statistical, ADJ 
interaction, NOUN 
pres-, NOUN 

, SPACE 
ent, NOUN 
signi, NOUN 
ﬁcance, NOUN 
present, ADJ 
overall, ADV 
treatment, NOUN 
condition, NOUN 

, SPACE 
Student, PROPN 
Newman, PROPN 
Keuls, PROPN 
test, NOUN 
performed, VERB 
reveal, VERB 
signi, NOUN 
ﬁcance, NOUN 

, SPACE 
speci, PROPN 
ﬁc, INTJ 
groups, NOUN 
e.g., ADV 
radiation, NOUN 
HLS, PROPN 
radiation, NOUN 

, SPACE 
LC, PROPN 
loading, NOUN 
condition, NOUN 
NR, PROPN 
Statistical, ADJ 
signi, NOUN 
ﬁcance, NOUN 
set, VERB 

, SPACE 
Pb0.05, NOUN 
comparisons, NOUN 
Data, NOUN 
shown, VERB 
mean±standard, NOUN 

, SPACE 
error, NOUN 
SE, PROPN 
indicated, VERB 

, SPACE 
3, X 
Results, NOUN 

, SPACE 
3.1, NUM 
Animal, NOUN 
mass, NOUN 

, SPACE 
Mean, PROPN 
animal, NOUN 
mass, NOUN 
sacri, PROPN 
ﬁce, PROPN 
group, NOUN 
follows, VERB 
BSL=, PROPN 

, SPACE 
22.4±0.27, PROPN 
g, PROPN 
NR+LC=23.2±0.32, PROPN 
g, PROPN 
IRR+LC=23.3±0.38, PROPN 
g, PROPN 
NR+, NOUN 

, SPACE 
HLS=22.6±0.30, VERB 
g, PROPN 
IRR+HLS=22.4±0.30, PRON 
g., NOUN 
sig-, NOUN 

, SPACE 
niﬁcant, NOUN 
effect, NOUN 
irradiation, NOUN 
animal, NOUN 
mass, NOUN 
Overall, ADV 
HLS, PROPN 
mice, NOUN 

, SPACE 
3–4, NUM 
lighter, ADJ 
LC, NOUN 
mice, NOUN 
differences, NOUN 
signi, NOUN 
ﬁ-, X 

, SPACE 
nt, PART 
comparing, VERB 
individual, ADJ 
groups, NOUN 
i.e., X 
NR+HLS, PROPN 
versus, ADP 
NR+LC, PROPN 

, SPACE 
IRR+HLS, PROPN 
versus, ADP 
IRR+LC, PROPN 

, SPACE 
3.2, X 
Baseline, ADJ 
microarchitectural, ADJ 
parameters, NOUN 

, SPACE 
Compared, VERB 
20, NUM 
week, NOUN 
old, ADJ 
NR+LC, PROPN 
16, NUM 
week, NOUN 
old, ADJ 
baseline, NOUN 
mice, NOUN 

, SPACE 
BSL, PROPN 
higher, ADJ 
trabecular, ADJ 
BV, PROPN 
TV, PROPN 
higher, ADJ 
overall, ADJ 
trabecular, ADJ 

, SPACE 
bone, NOUN 
quality, NOUN 
proximal, ADJ 
tibia, PROPN 
Fig, PROPN 
1, NUM 
distal, ADJ 
femur, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
represented, VERB 
higher, ADJ 
trabecular, ADJ 
bone, NOUN 
parameters, NOUN 
includ-, VERB 

, SPACE 
ing, PROPN 
Conn., PROPN 
D, PROPN 
Tb, PROPN 
N, PROPN 
Tb, PROPN 
Sp, PROPN 
SMI.758, PROPN 
S.A., PROPN 
Lloyd, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
51, NUM 
2012, NUM 
756, NUM 
764, NUM 

, SPACE 
3.3, NUM 
Effects, NOUN 
irradiation, NOUN 
normally, ADV 
loaded, VERB 
mice, NOUN 

, SPACE 
Compared, VERB 
NR+LC, PROPN 
IRR+LC, PROPN 
mice, NOUN 
experienced, VERB 
signi, NOUN 
ﬁcant, NOUN 
dete-, NOUN 

, SPACE 
rioration, NOUN 
trabecular, ADJ 
microarchitectural, ADJ 
parameters, NOUN 
proximal, ADJ 

, SPACE 
tibia, PROPN 
IRR+LC, PROPN 
mice, NOUN 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 
BV, PROPN 
TV, PROPN 
−16, PROPN 
Conn., PROPN 
D, PROPN 

, SPACE 
−28, NUM 
Tb, PROPN 
N, PROPN 
−7.7, PROPN 
signi, VERB 
ﬁcantly, ADV 
higher, ADJ 
Tb, PROPN 
Sp, PROPN 
+9.0, ADJ 

, SPACE 
SMI, PROPN 
+11, PROPN 
Fig, PROPN 
1, NUM 
distal, ADJ 
femur, NOUN 
IRR+LC, PROPN 
signi, NOUN 
ﬁcant-, NOUN 

, SPACE 
ly, NOUN 
lower, ADJ 
BV, PROPN 
TV, PROPN 
−22, NOUN 
Conn., PROPN 
D, PROPN 
−37, NOUN 
higher, ADJ 
SMI, PROPN 
+8.0, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
Tb, ADP 
N, PROPN 
Tb, PROPN 
Sp, PROPN 
unchanged, ADJ 

, SPACE 
tibia, NOUN 
femur, ADJ 
cortical, ADJ 
bone, NOUN 
parameters, NOUN 
including, VERB 

, SPACE 
Ct, PROPN 
TV, PROPN 
Ct, PROPN 
BV, PROPN 
Ct, PROPN 
Po, PROPN 
pMOI, PROPN 
different, ADJ 
IRR+LC, PROPN 

, SPACE 
NR+LC, PROPN 
Table, PROPN 
2, NUM 
Similarly, ADV 
femurs, NOUN 
IRR+LC, PROPN 
mice, NOUN 

, SPACE 
signi, NOUN 
ﬁcantly, ADV 
different, ADJ 
mechanical, ADJ 
strength, NOUN 
mechanical, ADJ 

, SPACE 
parameters, NOUN 
assessed, VERB 
compared, VERB 
NR+LC, PROPN 
Fig, PROPN 
3, NUM 

, SPACE 
Percent, PROPN 
mineralization, NOUN 
femur, NOUN 
signi, NOUN 
ﬁcantly, ADV 
different, ADJ 

, SPACE 
IRR+LC, PROPN 
NR+LC, PROPN 
Fig, PROPN 
4, NUM 
Serum, PROPN 
markers, NOUN 
bone, NOUN 

, SPACE 
turnover, NOUN 
including, VERB 
osteocalcin, PROPN 
TRAP5b, NUM 
different, ADJ 

, SPACE 
IRR+LC, PROPN 
NR+LC, PROPN 
Table, NOUN 
3, NUM 
addition, NOUN 
histological, ADJ 
pa-, PROPN 

, SPACE 
rameters, NOUN 
including, VERB 
ES(Oc+)/BS, PROPN 
ES(Oc, NOUN 
−)/BS, PROPN 
Oc, PROPN 
S, PROPN 
BS, PROPN 
N.Oc, PROPN 
BS, PROPN 

, SPACE 
signi, NOUN 
ﬁcantly, ADV 
different, ADJ 
IRR+LC, PROPN 
NR+LC, PROPN 
mice, NOUN 

, SPACE 
Table, NOUN 
3, NUM 

, SPACE 
3.4, X 
Effect, NOUN 
unloading, VERB 
non, ADJ 
irradiated, ADJ 
mice, NOUN 

, SPACE 
Compared, VERB 
NR+LC, PROPN 
NR+HLS, NUM 
mice, NOUN 
experienced, VERB 
substantial, ADJ 
de-, PROPN 

, SPACE 
terioration, NOUN 
trabecular, ADJ 
bone, NOUN 
proximal, ADJ 
tibia, PROPN 
NR+HLS, NUM 
mice, NOUN 

, SPACE 
found, VERB 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 
trabecular, ADJ 
BV, PROPN 
TV, PROPN 
−74, NUM 

, SPACE 
Conn., PROPN 
D, PROPN 
−86, NOUN 
Tb, PROPN 
N, PROPN 
−22, PROPN 
higher, ADJ 
Tb, PROPN 
Sp, PROPN 
+29, NOUN 
SMI, PROPN 

, SPACE 
+45, NOUN 
Fig, PROPN 
1, NUM 
similar, ADJ 
ﬁndings, NOUN 
trabecular, NOUN 
boneof, X 
distal, ADJ 
femur, NOUN 
NR+HLS, NUM 
mice, NOUN 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 

, SPACE 
BV, PROPN 
TV, PROPN 
−60, NUM 
Conn., PROPN 
D, PROPN 
−75, PROPN 
Tb, PROPN 
N, PROPN 
−12, NUM 
higher, ADJ 
Tb, PROPN 
Sp, PROPN 

, SPACE 
+14, PROPN 
SMI, PROPN 
+7.3, NOUN 
compared, VERB 
NR+LC, PROPN 
Fig, PROPN 
2, NUM 

, SPACE 
opposed, VERB 
irradiated, VERB 
mice, NOUN 
NR+HLS, NUM 
mice, NOUN 
experienced, VERB 
signif-, PROPN 

, SPACE 
icant, ADJ 
loss, NOUN 
cortical, ADJ 
microstructure, NOUN 
compared, VERB 
NR+LC, PROPN 

, SPACE 
Table, NOUN 
2, NUM 
proximal, ADJ 
tibia, NOUN 
mice, NOUN 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 

, SPACE 
Ct, PROPN 
TV, NOUN 
−19, NUM 
Ct, PROPN 
BV, PROPN 
−23, PROPN 
pMOI, PROPN 
−18, NUM 
higher, ADJ 
Ct, PROPN 
Po, PROPN 

, SPACE 
+34, NOUN 
distal, ADJ 
femur, NOUN 
NR+HLS, NUM 
mice, NOUN 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 

, SPACE 
Ct, PROPN 
TV, PROPN 
−21, NUM 
Ct, PROPN 
BV, PROPN 
−24, NUM 
pMOI, PROPN 
−21, NUM 
higher, ADJ 
Ct, PROPN 
Po, PROPN 

, SPACE 
+33, NOUN 
versus, ADP 
NR+LC, PROPN 
NR+HLS, NUM 
mice, NOUN 
reduced, VERB 
mechanical, ADJ 

, SPACE 
competency, NOUN 
compared, VERB 
NR+LC, PROPN 
signi, NOUN 
ﬁcantly, ADV 
reductions, NOUN 

, SPACE 
stiffness, NOUN 
maximum, ADJ 
force, NOUN 
elastic, ADJ 
force, NOUN 
Fig, PROPN 
3, NUM 
Percent, NOUN 
minerali-, X 

, SPACE 
zation, NOUN 
lower, ADJ 
epiphysis, NOUN 
diaphysis, NOUN 
NR+HLS, PROPN 
ver-, NUM 

, SPACE 
sus, NOUN 
NR+LC, PROPN 
mice, NOUN 
Fig, PROPN 
4, NUM 

, SPACE 
NR+HLS, NUM 
mice, NOUN 
signi, NOUN 
ﬁcantly, ADV 
different, ADJ 
levels, NOUN 

, SPACE 
bone, NOUN 
formation, NOUN 
marker, NOUN 
osteocalcin, NOUN 
compared, VERB 
levels, NOUN 

, SPACE 
NR+LC, PROPN 
Table, NOUN 
3, NUM 
NR+HLS, NUM 
mice, NOUN 
signi, NOUN 
ﬁcantly, ADV 

, SPACE 
higher, ADJ 
levels, NOUN 
bone, NOUN 
resorption, NOUN 
marker, NOUN 
TRAP5b, NUM 
compared, VERB 

, SPACE 
NR+LC, PROPN 
Histological, ADJ 
examination, NOUN 
proximal, ADJ 
tibia, PROPN 

, SPACE 
reveal, VERB 
signi, NOUN 
ﬁcant, NOUN 
differences, NOUN 
NR+HLS, NUM 
NR+LC, PROPN 

, SPACE 
mice, NOUN 
terms, NOUN 
Oc, PROPN 
S, PROPN 
BS, PROPN 
N.Oc, PROPN 
BS, PROPN 
Overall, ADV 
HLS, PROPN 
mice, NOUN 
higher, ADJ 

, SPACE 
ES(Oc+)/BS, NOUN 
ES(Oc, NOUN 
−)/BS, PROPN 
differences, NOUN 

, SPACE 
signiﬁcant, ADJ 
individual, ADJ 
groups, NOUN 
compared, VERB 
i.e., X 
NR+HLS, PROPN 

, SPACE 
versus, ADP 
NR+LC, PROPN 
mice, NOUN 

, SPACE 
3.5, X 
Effect, NOUN 
irradiation, NOUN 
unloaded, VERB 
mice, NOUN 

, SPACE 
Compared, VERB 
NR+HLS, PROPN 
IRR+HLS, PROPN 
mice, NOUN 
deteriorated, VERB 
trabecular, NOUN 

, SPACE 
microarchitecture, NOUN 
tibia, NOUN 
IRR+HLS, PROPN 
mice, NOUN 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 

, SPACE 
Fig, PROPN 
1, NUM 
Trabecular, ADJ 
bone, NOUN 
parameters, NOUN 
obtained, VERB 
MicroCT, PROPN 
proximal, ADJ 
tibia, NOUN 
following, VERB 
1, NUM 
Gy, PROPN 
proton, NOUN 
irradiation, NOUN 
month, NOUN 
unloading, VERB 
hindlimb, PROPN 
suspe, PROPN 
nsion, NOUN 
Trabecular, ADJ 

, SPACE 
bone, NOUN 
parameters, NOUN 
assessed, VERB 
included, VERB 
bone, NOUN 
volume, NOUN 
fraction, NOUN 
BV, PROPN 
TV, PROPN 
B, NOUN 
connectivity, NOUN 
density, NOUN 
Conn., PROPN 
D, PROPN 
C, NOUN 
trabecular, NOUN 
number, NOUN 
Tb, PROPN 
N, PROPN 
D, NOUN 
trabecu, VERB 
lar, ADJ 
separation, NOUN 
Tb, PROPN 
Sp, PROPN 

, SPACE 
E, NOUN 
structure, NOUN 
model, NOUN 
index, NOUN 
SMI, PROPN 
BSL, PROPN 
=, PROPN 
baseline, NOUN 
LC, PROPN 
=, PRON 
normally, ADV 
loaded, VERB 
control, NOUN 
HLS, PROPN 
=, PUNCT 
hindlimb, NOUN 
suspension, NOUN 
NR, PROPN 
=, PUNCT 
non, ADJ 
irradiated, ADJ 
IRR, PROPN 
=, PRON 
irradiated, VERB 
Data, NOUN 
r, NOUN 
eported, VERB 
mean±SE, ADJ 

, SPACE 
Signiﬁcance, PROPN 
P, NOUN 
b0.05, PROPN 
denoted, VERB 
IRR+LC, PROPN 
versus, ADP 
NR+LC, PROPN 
NR+HLS, PROPN 
versus, ADP 
NR+LC, PROPN 
IRR+HLS, PROPN 
versus, ADP 
IRR+LC, PROPN 
IRR+HLS, PROPN 
versus, ADP 
NR+HLS.759, PROPN 
S.A., PROPN 
Lloyd, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
51, NUM 
2012, NUM 
756, NUM 
764, NUM 

, SPACE 
Conn., NOUN 
D, PROPN 
−38.9, NOUN 
Tb, PROPN 
N, PROPN 
−8.0, PROPN 
signi, VERB 
ﬁcantly, ADV 
higher, ADJ 
Tb, PROPN 
Sp, PROPN 

, SPACE 
+9.6, NOUN 
SMI, PROPN 
+9.6, ADP 
compared, VERB 
NR+HLS, NUM 
Fig, PROPN 
1, NUM 

, SPACE 
trend, NOUN 
decreased, VERB 
BV, PROPN 
TV, PROPN 
−17.4, NUM 
P=0.053, NUM 
IRR+HLS, PROPN 

, SPACE 
mice, NOUN 
compared, VERB 
NR+HLS, NUM 
Fig, PROPN 
1, NUM 
statistically, ADV 
signi, NOUN 
ﬁcant, NOUN 
interac-, ADJ 

, SPACE 
tion, NOUN 
radiation, NOUN 
unloading, NOUN 
present, ADJ 
Conn., PROPN 
D, PROPN 

, SPACE 
tibia, NOUN 
femur, NOUN 
IRR+HLS, PROPN 
mice, NOUN 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 
BV, PROPN 
TV, PROPN 

, SPACE 
−26.4, NUM 
Conn., PROPN 
D, PROPN 
−45.9, NUM 
signi, VERB 
ﬁcantly, ADV 
greater, ADJ 
SMI, PROPN 
+7.4, PROPN 

, SPACE 
versus, ADP 
NR+HLS, PROPN 
Fig, PROPN 
