Nuclear, PROPN 
, SPACE 
result, NOUN 
means, VERB 
conduction, NOUN 
mechanism, NOUN 

, SPACE 
cases, NOUN 
interpreted, VERB 
variable, ADJ 
range, NOUN 
hopping, VERB 

, SPACE 
VRH, PROPN 
model, NOUN 
18, NUM 
Furthermore, ADV 
result, NOUN 
corresponds, VERB 

, SPACE 
case, NOUN 
Xe+, ADJ 
implantation, NOUN 
19, NUM 

, SPACE 
hand, NOUN 
film, NOUN 
implanted, VERB 
P+, PROPN 
ions, NOUN 
lOi, PROPN 
cm-, PROPN 
dose, NOUN 

, SPACE 

, SPACE 

, SPACE 
10, NUM 

, SPACE 
0, NUM 
0.005, NUM 
O.bl, NOUN 
0.015, NUM 
0.02, NUM 
0.025, NUM 
0.03, NUM 

, SPACE 
ifl, VERB 

, SPACE 
40, NUM 
1, NUM 
,1,, PUNCT 
,1,,, PROPN 
,1, PROPN 

, SPACE 
0.24, NUM 
0.25, NUM 
0.26, NUM 
0.27, NUM 
0.28, NUM 
0.29, NUM 
03, NUM 

, SPACE 
T-1/4, X 

, SPACE 
1, NUM 

, SPACE 
0.24, NUM 
0.25, NUM 
0.26, NUM 
0.27, NUM 
0.28, NUM 
0.29, NUM 
0.3, NUM 

, SPACE 
T-1/4, X 

, SPACE 
Fig, PROPN 
6, NUM 
Temperature, NOUN 
dependence, NOUN 
resistivity, NOUN 
Pt, PROPN 
ion, NOUN 
implanted, VERB 

, SPACE 
C, PROPN 
films, NOUN 
b, X 
10, NUM 
IreV, PROPN 
lOi, NOUN 
cm-, NOUN 
dose, NOUN 
fc, PROPN 
IO, PROPN 

, SPACE 
keV-10’6, PROPN 
cme2, NOUN 
dose, VERB 

, SPACE 
IV, PROPN 
CLUSTER, PROPN 
PROJECTILES, PROPN 

, SPACE 
98, NUM 
S., PROPN 
Isoda, PROPN 
er, INTJ 
al, PROPN 
/Nucl, PUNCT 
Instr, PROPN 
Merh, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
112, NUM 
1996, NUM 
94, NUM 
98, NUM 

, SPACE 
102, NUM 

, SPACE 
0.24, NUM 
0.25, NUM 
0.26, NUM 
0.27, NUM 
0.28, NUM 
0.29, NUM 
0.3, NUM 

, SPACE 
T-114, PROPN 

, SPACE 
Fig, PROPN 
7, NUM 
Temperature, NOUN 
dependence, NOUN 
resistivity, NOUN 
Ar+, ADJ 
ion, NOUN 
im-, ADP 

, SPACE 
planted, VERB 
C, PROPN 
films, NOUN 
10, NUM 
keV, NOUN 
lOI4, NOUN 
cm-, PROPN 
dose, NOUN 

, SPACE 
fits, VERB 
VRH, PROPN 
plot, NOUN 
Fig, PROPN 
6b, NUM 
Arrhenius, PROPN 
plot, NOUN 

, SPACE 
Fig, PROPN 
6a, NUM 
case, NOUN 
types, NOUN 
conduction, NOUN 
mechanism, NOUN 

, SPACE 
activation, NOUN 
process, NOUN 
temperature, NOUN 
range, NOUN 

, SPACE 
room, NOUN 
temperature, NOUN 
VRH, PROPN 
process, NOUN 
lower, ADJ 
tem-, NOUN 

, SPACE 
perature, NOUN 
range, NOUN 
thought, VERB 
involved, VERB 
electrical, ADJ 

, SPACE 
properties, NOUN 
implanted, ADJ 
film, NOUN 
considering, VERB 

, SPACE 
structural, ADJ 
studies, NOUN 
described, VERB 
possible, ADJ 
con-, PRON 

, SPACE 
clude, VERB 
P+, PROPN 
implantation, NOUN 
conductivity, NOUN 
dose, ADJ 

, SPACE 
range, NOUN 
10, NUM 
1Or4, NUM 
cm-, ADJ 
mainly, ADV 
controlled, VERB 

, SPACE 
CT, PROPN 
state, NOUN 
results, VERB 
activation, NOUN 
process, NOUN 

, SPACE 
higher, ADJ 
dose, NOUN 
range, NOUN 
mainly, ADV 
controlled, VERB 
hopping, VERB 

, SPACE 
centers, NOUN 
produced, VERB 
chemically, ADV 
modified, VERB 
C, NOUN 

, SPACE 
concluded, VERB 
results, NOUN 
conductivity, NOUN 

, SPACE 
C, PROPN 
film, NOUN 
controlled, VERB 
wide, ADJ 
range, NOUN 
based, VERB 

, SPACE 
carrier, NOUN 
generation, NOUN 
mechanism, NOUN 
depends, VERB 

, SPACE 
implantation, NOUN 
conditions, NOUN 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
like, VERB 
thank, VERB 
Professor, PROPN 
S., PROPN 
Nakashima, PROPN 

, SPACE 
helpful, ADJ 
discussions, NOUN 
experiment, NOUN 
Raman, PROPN 

, SPACE 
scattering, NOUN 
wish, VERB 
thank, VERB 
Professor, PROPN 
I., PROPN 
Yamada, PROPN 

, SPACE 
Dr., PROPN 
T., PROPN 
Takagi, PROPN 
helpful, ADJ 
advice, NOUN 
ion, NOUN 
beam, NOUN 
engi-, X 

, SPACE 
neering, VERB 
References, NOUN 

, SPACE 
W., PROPN 
Krzschmer, PROPN 
L.D., PROPN 
Lamb, PROPN 
K., PROPN 
Fostiropoulos, PROPN 
D.R., PROPN 
Huff-, PROPN 

, SPACE 
man, NOUN 
Nature, PROPN 
347, NUM 
1990, NUM 
354, NUM 

, SPACE 
2, X 
A.F., PROPN 
Hebard, PROPN 
R.C., PROPN 
Haddon, PROPN 
R.M., PROPN 
Fleming, PROPN 
A.R., PROPN 
Kortan, PROPN 

, SPACE 
Appl, PROPN 
Phys, NOUN 
Lett, PROPN 
59, NUM 
19911, NUM 
2109, NUM 

, SPACE 
3, X 
E.J., PROPN 
Snyder, PROPN 
MS, PROPN 
Anderson, PROPN 
W.M., PROPN 
Tong, PROPN 
R.S., PROPN 
Williams, PROPN 
S.J., PROPN 

, SPACE 
Anz, PROPN 
M.M., PROPN 
Alvarez, PROPN 
Y., PROPN 
Rubin, PROPN 
F.N., PROPN 
Diederich, PROPN 
R.L., PROPN 

, SPACE 
Whetten, PROPN 
Science, PROPN 
253, NUM 
1991, NUM 
171, NUM 

, SPACE 
4, X 
Y., PROPN 
Saito, PROPN 
Y., PROPN 
Ishikawa, PROPN 
A., PROPN 
Ohshita, PROPN 
H., PROPN 
Shinohara, PROPN 
H., PROPN 

, SPACE 
Nagashima, PROPN 
Phys, PROPN 
Rev., PROPN 
B, PROPN 
46, NUM 
1992, NUM 
1846, NUM 

, SPACE 
5, NUM 
H.-G., ADV 
Busmann, PROPN 
R., PROPN 
Hiss, PROPN 
H., PROPN 
Gaber, PROPN 
I.V., PROPN 
Hertel, PROPN 
Surf, PROPN 
Sci, PROPN 

, SPACE 
289, NUM 
1993, NUM 
381, NUM 

, SPACE 
61, NUM 
D., PROPN 
Schmicker, PROPN 
S., PROPN 
Schmidt, PROPN 
J.G., PROPN 
Skofronick, PROPN 
J.P., PROPN 
Toennies, PROPN 

, SPACE 
R., PROPN 
Vollmer, PROPN 
Phys, PROPN 
Rev., PROPN 
B, PROPN 
44, NUM 
1991, NUM 
10995, NUM 

, SPACE 
7, X 
W.M., PROPN 
Tong, PROPN 
D.A.A., PROPN 
Ohlberg, PROPN 
H.K., PROPN 
R.S., PROPN 
Williams, PROPN 
S.J., PROPN 

, SPACE 
Anz, PROPN 
M.M., PROPN 
Alvarez, PROPN 
R.L., PROPN 
Whetten, PROPN 
Y., PROPN 
Rubin, PROPN 
F.N., PROPN 

, SPACE 
Diederich, PROPN 
J., PROPN 
Phys, PROPN 
Chem, PROPN 
95, NUM 
1991, NUM 
4709, NUM 

, SPACE 
8, X 
M., PROPN 
Sakurai, PROPN 
H., PROPN 
Tada, PROPN 
K., PROPN 
Saiki, PROPN 
A., NOUN 
Koma, PROPN 
Jpn, PROPN 
J., PROPN 
Appl, PROPN 

, SPACE 
Phys, PROPN 
30, NUM 
19911, NUM 
L1892, PROPN 

, SPACE 
9, X 
R.C., PROPN 
Haddon, PROPN 
A.F., PROPN 
Hebard, PROPN 
M.J., PROPN 
Rosseinsky, PROPN 
D.W., PROPN 
Murphy, PROPN 

, SPACE 
S.J., PROPN 
Duclos, PROPN 
K.B., PROPN 
Lyons, PROPN 
B., PROPN 
Miller, PROPN 
J.M., PROPN 
Rosamilia, PROPN 
R.M., PROPN 

, SPACE 
Fleming, PROPN 
A.R., PROPN 
Kortan, PROPN 
S.H., PROPN 
Glamm, PROPN 
A.V., PROPN 
Makhija, PROPN 
A.J., PROPN 

, SPACE 
Muller, PROPN 
R.H., PROPN 
Eick, PROPN 
S.M., PROPN 
Zahurak, PROPN 
R.T., PROPN 
Tycko, PROPN 
G., PROPN 
Dabbagh, PROPN 

, SPACE 
F.A., PROPN 
Thiel, PROPN 
Nature, PROPN 
350, NUM 
1991, NUM 
320, NUM 

, SPACE 
IO, PROPN 
A.F., PROPN 
Hebard, PROPN 
M.J., PROPN 
Rosseinsky, PROPN 
R.C., PROPN 
Haddon, PROPN 
D.W., PROPN 
Murphy, PROPN 

, SPACE 
A.P., PROPN 
Ramierez, PROPN 
A.R., PROPN 
Kortan, PROPN 
Nature, PROPN 
350, NUM 
1991, NUM 
600, NUM 

, SPACE 
K., PROPN 
Tanigaki, PROPN 
T.W., PROPN 
Ebbesen, PROPN 
S., PROPN 
Saito, PROPN 
J., PROPN 
Mizuki, PROPN 
S., PROPN 

, SPACE 
Kuroshima, PROPN 
Nature, PROPN 
352, NUM 
1991, NUM 
222, NUM 

, SPACE 
I21, PROPN 
0, NUM 
Wada, PROPN 
Y., PROPN 
Hanazato, PROPN 
M., PROPN 
Miyamoto, PROPN 
S., PROPN 
Suzuki, PROPN 
M., PROPN 
Kataoka, PROPN 

, SPACE 
S., PROPN 
Iscda, PROPN 
Fullerene, PROPN 
Sci, PROPN 
Tech, PROPN 
1993, NUM 
393, NUM 

, SPACE 
13, NUM 
0, NUM 
Wada, PROPN 
Y., PROPN 
Hanazato, PROPN 
S., PROPN 
Isoda, PROPN 
Trans, PROPN 
Mat, PROPN 
Res, PROPN 
Sot, PROPN 

, SPACE 
Jpn, PROPN 
17, NUM 
1994, NUM 
177, NUM 

, SPACE 
I41, PROPN 
S., PROPN 
Nishikawa, PROPN 
0, NUM 
Wada, PROPN 
H., PROPN 
Kawakubo, PROPN 
S., PROPN 
Isoda, PROPN 

, SPACE 
submitted, VERB 

, SPACE 
I51, PROPN 
W., PROPN 
Kratschmer, PROPN 
K., PROPN 
Fostiropoulos, PROPN 
D.R., PROPN 
Huffman, PROPN 
Chem, PROPN 

, SPACE 
Phys, PROPN 
Lett, PROPN 
170, NUM 
1990, NUM 
167, NUM 

, SPACE 
I61, PROPN 
M., PROPN 
Yoshikawa, PROPN 
G., PROPN 
Katagiri, PROPN 
H., PROPN 
Ishida, PROPN 
A., PROPN 
Ishitani, PROPN 
Appl, PROPN 

, SPACE 
Phys, PROPN 
Len, PROPN 
52, NUM 
1988, NUM 
1639, NUM 

, SPACE 
I71, PROPN 
D.S., PROPN 
Bethune, PROPN 
G., PROPN 
Meijer, PROPN 
WC, PROPN 
Tang, PROPN 
H.J., PROPN 
Rosen, PROPN 
Chem, PROPN 

, SPACE 
Phys, PROPN 
Len, PROPN 
174, NUM 
1990, NUM 
2, NUM 
19, NUM 

, SPACE 
I81, PROPN 
N.F., PROPN 
Mott, PROPN 
E.A., PROPN 
Davis, PROPN 
Electronic, PROPN 
Processes, PROPN 
Non-, PROPN 

, SPACE 
Crystalline, PROPN 
Materials, PROPN 
Clarendon, PROPN 
Oxford, PROPN 
1979, NUM 
p., NOUN 
152, NUM 

, SPACE 
191, NUM 
R., PROPN 
Kalish, PROPN 
A., PROPN 
Samoiloff, PROPN 
A., NOUN 
Hoffman, PROPN 
C., PROPN 
Uzan, PROPN 
Saguy, PROPN 
D., PROPN 

, SPACE 
McCulloch, PROPN 
S., PROPN 
Prawer, PROPN 
Phys, PROPN 
Rev., PROPN 
B, PROPN 
48, NUM 
1993, NUM 
18235, NUM 

, SPACE 
