Vacuum, PROPN 
ions, NOUN 
experience, VERB 
field, NOUN 
oscillations, NOUN 
acceleration, NOUN 

, SPACE 
target, NOUN 
electrode, ADJ 
=, ADJ 
r:,$, VERB 
u, PRON 
16, NUM 
MHz, NOUN 

, SPACE 
present, ADJ 
case, NOUN 

, SPACE 
ECWR, PROPN 
discharge, NOUN 
operated, VERB 
noble, ADJ 

, SPACE 
gases, NOUN 
identical, ADJ 
behavior, NOUN 
derived, VERB 
corresponding, ADJ 

, SPACE 
measurements, NOUN 
function, NOUN 
respec-, ADJ 

, SPACE 
tive, NOUN 
computer, NOUN 
simulations, NOUN 
cases, NOUN 
measured, VERB 

, SPACE 
simulated, VERB 
values, NOUN 
f$, ADJ 
AE, PROPN 
approaches, VERB 
frequency, ADJ 

, SPACE 
independent, ADJ 
low, ADJ 
level, NOUN 
found, VERB 
coincide, VERB 
surprisingly, ADV 

, SPACE 
AEi, PROPN 
.f, PROPN 
cap, NOUN 
c”t, PROPN 
order, NOUN 
4, NUM 
5, NUM 
eV, NUM 
heavier, ADJ 
noble, ADJ 

, SPACE 
gas, NOUN 
ions, NOUN 
10, NUM 
eV, NUM 
Net, PROPN 
He+, NOUN 
AE,,,-values, NOUN 

, SPACE 
agree, VERB 
width, NOUN 
potential, ADJ 
drop, NOUN 
AU, PROPN 

, SPACE 
pre, ADJ 
sheath, ADJ 
i.e., X 
quasi, ADJ 
neutral, ADJ 
plasma, NOUN 
regime, NOUN 
According, VERB 

, SPACE 
previous, ADJ 
studies, NOUN 
AU, PROPN 
2, NUM 
0.6, NUM 
kT, PROPN 
employed, VERB 
ECWR, PROPN 

, SPACE 
discharges.lh, X 

, SPACE 
computer, NOUN 
simulations, NOUN 
different, ADJ 
types, NOUN 
noble, ADJ 

, SPACE 
gas, NOUN 
ions, NOUN 
reveal, VERB 
f$A, PROPN 
values, NOUN 
refer, VERB 
ion, NOUN 
travelling, VERB 

, SPACE 
times, NOUN 
plasma, NOUN 
sheath, NOUN 
correspond, VERB 
field, NOUN 

, SPACE 
oscillations, NOUN 
respective, ADJ 
measurements, NOUN 
performed, VERB 

, SPACE 
identical, ADJ 
ion, NOUN 
saturation, NOUN 
current, ADJ 
densities, NOUN 
leaving, VERB 

, SPACE 
ECWR, PROPN 
plasma, NOUN 
plane, NOUN 
geometry, NOUN 
present, ADJ 

, SPACE 
extraction, NOUN 
system, NOUN 
relation, NOUN 

, SPACE 
s2, PROPN 
M*;n”*P(S, PROPN 
2, X 

, SPACE 
valid, ADJ 
according, VERB 
Schottky, PROPN 
Langmuir, PROPN 
equation, NOUN 

, SPACE 
Correspondingly, ADV 
ion, NOUN 
accelerating, VERB 
field, NOUN 
E, NOUN 
sheath, ADJ 
var-, PROPN 

, SPACE 
ies, VERB 

, SPACE 
3, NUM 

, SPACE 
integrating, VERB 
respective, ADJ 
equation, NOUN 
ion, NOUN 
motion, NOUN 
total, ADJ 

, SPACE 
ion, NOUN 
travelling, VERB 
time, NOUN 
t(d, PROPN 
ion, NOUN 
plasma, NOUN 
sheath, NOUN 

, SPACE 
thickness, NOUN 
d, PROPN 
produced, VERB 
sheath, ADJ 
voltage, NOUN 
U, NOUN 
readily, ADV 
found, VERB 

, SPACE 
proportional, ADJ 
A4kz5, PROPN 
ion, NOUN 
velocity, NOUN 
sheath, ADJ 

, SPACE 
entrance, NOUN 
neglected, VERB 
low, ADJ 
ion, NOUN 
energy, NOUN 
width, NOUN 
BEion, PROPN 
uniform, ADJ 

, SPACE 
E, PROPN 
reached, VERB 
f, PROPN 
f, PROPN 
present, ADJ 
experiments, NOUN 
computer, NOUN 

, SPACE 
simulations, NOUN 
suggest, VERB 
eqns, PROPN 
2, NUM 
3, X 
simple, ADJ 

, SPACE 
approximation, NOUN 
conditions, NOUN 
investigated, VERB 
RF, PROPN 
extrac-, NOUN 

, SPACE 
tion, NOUN 
system, NOUN 
fcap, NOUN 
=, PROPN 
f, X 
Srk, PROPN 
identical, ADJ 
ion, NOUN 
energy, NOUN 
E, NOUN 
40, NUM 

, SPACE 
eV, X 
established, VERB 
proper, ADJ 
selection, NOUN 
RF, PROPN 

, SPACE 
amplitude, NOUN 
extraction, NOUN 
circuit, NOUN 
constant, ADJ 
sheath, ADJ 
voltage, NOUN 

, SPACE 
assumed, VERB 
f, PROPN 
$, SYM 
acceleration, NOUN 
different, ADJ 
noble, ADJ 
gas, NOUN 

, SPACE 
ions, NOUN 
effective, ADJ 
ion, NOUN 
travelling, VERB 
time, NOUN 
plasma, NOUN 

, SPACE 
sheath, NOUN 
corresponds, VERB 
RF, PROPN 
periods, NOUN 
according, VERB 
com-, PROPN 

, SPACE 
puter, NOUN 
simulations, NOUN 
vary, VERB 
I@, NOUN 
vice, NOUN 
versa, ADV 
Jz$, PROPN 

, SPACE 
proportional, ADJ 
Mi;:.25, VERB 
corresponding, VERB 
plot, NOUN 

, SPACE 
experimental, ADJ 
fszk, ADJ 
values, NOUN 
confirmed, VERB 
computer, NOUN 

, SPACE 
simulations, NOUN 
presented, VERB 
Figure, PROPN 
4, NUM 
mass, ADJ 
range, NOUN 

, SPACE 
accessible, ADJ 
different, ADJ 
noble, ADJ 
gas, NOUN 
ions, NOUN 
/‘::A, PROPN 
found, VERB 
vary, VERB 

, SPACE 
linearly, ADV 
Ml, PROPN 
error, NOUN 
bars, NOUN 
individual.f’:,‘A, PROPN 

, SPACE 
values, NOUN 
behaviour, NOUN 
Figure, NOUN 
4, NUM 
considerable, ADJ 
practical, ADJ 

, SPACE 
importance, NOUN 
enables, VERB 
prediction, NOUN 
minimum, NOUN 
oper-, NOUN 

, SPACE 
ation, NOUN 
frequency, NOUN 
ion, NOUN 
extraction, NOUN 
uniform, ADJ 
E, NOUN 

, SPACE 
achieved, VERB 
RF, PROPN 
based, VERB 
ion, NOUN 
extraction, NOUN 
plasma, NOUN 

, SPACE 
numerical, ADJ 
formula, NOUN 
f, PROPN 
~$(M, PROPN 
inserted, VERB 
Figure, PROPN 
4, NUM 

, SPACE 
present, ADJ 
case, NOUN 

, SPACE 
D, PROPN 
Martin, PROPN 
H, PROPN 
Oechsnec, PROPN 
Time, PROPN 
resolved, VERB 
analysis, NOUN 
ion, NOUN 
motion, NOUN 

, SPACE 
lo-, X 
yt[rAr, NUM 
j, NOUN 
O, INTJ 
y, PROPN 
3, NUM 
mAem-, NUM 

, SPACE 
E, PROPN 
g, PROPN 
40, NUM 
eV, X 

, SPACE 
01, NUM 

, SPACE 
w, NOUN 
02, NUM 
0,4, NOUN 
076, NUM 

, SPACE 
Figure, NOUN 
4, NUM 
Critical, ADJ 
frequency, NOUN 
values, VERB 
f, ADP 
G, NOUN 
according, VERB 
Figure, NOUN 

, SPACE 
different, ADJ 
kinds, NOUN 
noble, ADJ 
gas, NOUN 
ions, NOUN 
vs, ADP 
M,;/., ADJ 
3, NUM 

, SPACE 
detailed, ADJ 
understanding, NOUN 
ion, NOUN 
extraction, NOUN 

, SPACE 
process, NOUN 
obtained, VERB 
discussion, NOUN 
correlations, NOUN 

, SPACE 
phase, NOUN 
angles, VERB 
0, NUM 
0, NUM 
Y, PROPN 
introduced, VERB 
Section, PROPN 
3, NUM 
simu-, NOUN 

, SPACE 
lating, VERB 
ion, NOUN 
motion, NOUN 
plasma, NOUN 
sheath, NOUN 
final, ADJ 
energy, NOUN 
E, NOUN 

, SPACE 
obtained, VERB 
function, NOUN 
0, NUM 
Corresponding, VERB 
results, NOUN 

, SPACE 
different, ADJ 
frequencies, NOUN 
fcap, NOUN 
1.0, NUM 
4.0, NUM 
10.5, NUM 
125.0, NUM 
MHz, NOUN 

, SPACE 
depicted, VERB 
Figure, PROPN 
5, NUM 
oscillation, NOUN 
potential, ADJ 
drop, NOUN 

, SPACE 
plasma, NOUN 
target, NOUN 
electrode, ADV 
sheath, ADJ 

, SPACE 
thickness, NOUN 
reflected, VERB 
periodic, ADJ 
variation, NOUN 
E, NOUN 
low, ADJ 

, SPACE 
frequencies, NOUN 
Figure, NOUN 
5(a, NUM 
ion, NOUN 
velocity, NOUN 
built, VERB 

, SPACE 
pre, ADJ 
sheath, ADJ 
case, NOUN 
higher, ADJ 
veiocity, NOUN 
h(t, PROPN 

, SPACE 
plasma, NOUN 
boundary, ADJ 
moves, NOUN 
ions, NOUN 
enter, VERB 
plasma, NOUN 
sheath, NOUN 

, SPACE 
passes, VERB 
minimum, NOUN 
thickness, NOUN 
d, PROPN 

, SPACE 
0, NUM 
=, SYM 
270, NUM 
Figure, PROPN 
5, NUM 
variation, NOUN 
E, NOUN 
reflects, VERB 

, SPACE 
total, ADJ 
RF, NOUN 
voltage, NOUN 
plasma, NOUN 
sheath, NOUN 
behaviour, NOUN 

, SPACE 
Eion, PROPN 
0, NUM 
changes, NOUN 
higher, ADJ 
d(t, PROPN 
v, ADP 
d, NUM 

, SPACE 
ions, NOUN 
enter, VERB 
accelerating, VERB 
plasma, NOUN 
sheath, ADV 
O-, PROPN 

, SPACE 
regime, NOUN 
O(d, PROPN 
high, ADJ 
values, NOUN 
Figure, VERB 
5(c, NUM 

, SPACE 
140, NUM 
140, NUM 

, SPACE 
120, NUM 

, SPACE 
100, NUM 

, SPACE 
E, NOUN 
SO-, PROPN 

, SPACE 
S, PROPN 
60, NUM 

, SPACE 
w, NOUN 
40, NUM 

, SPACE 
20, NUM 
=, ADJ 
.O, PROPN 
MHz, PROPN 
120, NUM 

, SPACE 
B, NOUN 
e, NOUN 
LOO-, X 

, SPACE 
0, NUM 

, SPACE 
0, NUM 
d, NOUN 
0, PUNCT 

, SPACE 
O, INTJ 
60, NUM 

, SPACE 
.p, PROPN 

, SPACE 
40, NUM 

, SPACE 
20, NUM 
b, X 
f_,=, PROPN 

, SPACE 
Ok------, PROPN 
O-0, NOUN 
90, NUM 
180, NUM 
270, NUM 
360, NUM 
450, NUM 

, SPACE 
140, NUM 

, SPACE 
120, NUM 

, SPACE 
100, NUM 

, SPACE 
g, NOUN 
O, INTJ 

, SPACE 
6, NUM 
60, NUM 

, SPACE 
w-, X 

, SPACE 
40, NUM 

, SPACE 
20, NUM 

, SPACE 
0, NUM 
c, PROPN 
f, X 
=, VERB 
10.5, NUM 
MHz, NOUN 

, SPACE 
4, NUM 

, SPACE 
90, NUM 
180, NUM 
270, NUM 
360, NUM 
450, NUM 

, SPACE 
140, NUM 

, SPACE 
120, NUM 
d, PROPN 
f, X 
=, VERB 
125.0, NUM 
MHz, NOUN 

, SPACE 
loo, PROPN 

, SPACE 
80, NUM 

, SPACE 
I-----I, NUM 
P, PROPN 

, SPACE 
60, NUM 

, SPACE 
40, NUM 
q, NOUN 

, SPACE 
0, NUM 

, SPACE 
20, NUM 
n, NOUN 

, SPACE 
OJ, PROPN 
0, NUM 
1, NUM 
0, NUM 
90, NUM 
180, NUM 
270, NUM 
360, NUM 
450, NUM 

, SPACE 

, SPACE 
Figure, PROPN 
5, NUM 
Energy, NOUN 
Arc, PROPN 
ions, NOUN 
target, NOUN 
electrode, ADV 
vs, ADP 
phase, NOUN 
angle, NOUN 
0, NUM 

, SPACE 
RF, PROPN 
voltage, NOUN 
entry, NOUN 
ion, NOUN 
plasma, NOUN 
sheath, NOUN 

, SPACE 
cf, NOUN 
=, PROPN 
1.0, NUM 
4.0, NUM 
10.5, NUM 
125.0, NUM 
MHz, NOUN 
simulation, NOUN 
Ar, PROPN 
plasma, PROPN 

, SPACE 
E, PROPN 
=“7OeV, VERB 

, SPACE 
0, NUM 
60, NUM 
180, NUM 
270, NUM 
360, NUM 

, SPACE 

, SPACE 
Figure, PROPN 
6, NUM 
Number, NOUN 
RF, PROPN 
oscillations, NOUN 
ion, NOUN 
flight, NOUN 
time, NOUN 

, SPACE 
plasma, NOUN 
sheath, NOUN 
region, NOUN 
Art, NOUN 
ions, NOUN 
average, ADJ 
energy, NOUN 
70, NUM 
eV, NUM 

, SPACE 
function, NOUN 
RF, PROPN 
phase, NOUN 
angle, NOUN 
entry, NOUN 
ion, NOUN 

, SPACE 
plasma, NOUN 
sheath, NOUN 
region, NOUN 
=, PROPN 
1.0, NUM 
4.0, NUM 
10.5, NUM 
30.0, NUM 
125.0, NUM 
MHz, NOUN 

, SPACE 
d, PROPN 
i.e., X 
Uion, PROPN 
<, X 
d(t, PROPN 
incoming, ADJ 
ions, NOUN 
touched, VERB 

, SPACE 
plasma, NOUN 
sheath, NOUN 
O, NOUN 
values, NOUN 
reaches, VERB 

, SPACE 
maximum, NOUN 
thickness, NOUN 
d, PROPN 
ions, NOUN 
experience, VERB 
sufficiently, ADV 

, SPACE 
high, ADJ 
number, NOUN 
field, NOUN 
changes, NOUN 
high, ADJ 
j, PROPN 
energy, NOUN 
E, NOUN 

, SPACE 
attained, VERB 
oscillating, NOUN 
sheath, NOUN 
approaches, NOUN 
uniform, ADJ 
value, NOUN 

, SPACE 
70, NUM 
eV, NUM 
simulation, NOUN 
conditions, NOUN 
Figure, PROPN 
5, NUM 

, SPACE 
number, NOUN 
RF, PROPN 
cycles, NOUN 
ions, NOUN 
experience, NOUN 

, SPACE 
plasma, NOUN 
sheath, NOUN 
region, NOUN 
determined, VERB 
difference, NOUN 

, SPACE 
phase, NOUN 
angles, VERB 
Q, PROPN 
Y., PROPN 
seen, VERB 
Figure, PROPN 
6, NUM 
increases, VERB 

, SPACE 
ions, NOUN 
mean, ADJ 
energy, NOUN 
E, NOUN 
=, PROPN 
70, NUM 
eV, X 
referring, VERB 

, SPACE 
results, NOUN 
Figure, PROPN 
5, NUM 
0.06, NUM 
0.5, NUM 
=, PROPN 
MHz, VERB 

, SPACE 
10, NUM 
20, NUM 
125, NUM 
MHz, NOUN 
low, ADJ 
frequencies, NOUN 
depends, VERB 

, SPACE 
strongly, ADV 
phase, NOUN 
angle, NOUN 
ion, NOUN 
enters, VERB 

, SPACE 
plasma, NOUN 
sheath, NOUN 
region, NOUN 
Forf, PROPN 
=, SYM 
4, NUM 
MHz, NOUN 
sudden, ADJ 
rise, NOUN 
occurs, VERB 

, SPACE 
=, NOUN 
90, NUM 
frequency, NOUN 
plasma, NOUN 
boundary, ADJ 
moves, NOUN 

, SPACE 
arriving, VERB 
plasma, NOUN 
ions, NOUN 
<, X 
90, NUM 
>, X 
270, NUM 

, SPACE 
leaves, VERB 
ions, NOUN 
90, NUM 
<, X 
<, X 
270, NUM 
fiaP, NOUN 
10, NUM 

, SPACE 
MHz, NOUN 
regime, NOUN 
effects, NOUN 
disappear, VERB 
increasing, VERB 

, SPACE 
number, NOUN 
field, NOUN 
oscillations, NOUN 
experienced, VERB 
travelling, VERB 
ions, NOUN 

, SPACE 
contrast, NOUN 
Figure, NOUN 
5, NUM 
ion, NOUN 
energy, NOUN 
E, PROPN 
shown, VERB 

, SPACE 
function, NOUN 
phase, NOUN 
angle, NOUN 
0, NUM 
ion, NOUN 
feels, VERB 
acce-, NOUN 

, SPACE 
lerating, ADJ 
field, NOUN 
plasma, NOUN 
sheath, NOUN 
time, NOUN 
Figure, PROPN 
7, NUM 

, SPACE 
displays, NOUN 
ion, NOUN 
energy, NOUN 
phase, NOUN 
angle, NOUN 

, SPACE 
ions, NOUN 
arrive, VERB 
target, NOUN 
electrode, ADJ 
simulation, NOUN 
reveals, VERB 

, SPACE 
strong, ADJ 
f,,,-dependence, NOUN 
relation, NOUN 
Ei, NOUN 

, SPACE 
lowf,,,-values, PROPN 
E, PROPN 
sensitive, ADJ 
variation, NOUN 

, SPACE 
potential, ADJ 
drop, NOUN 
plasma, NOUN 
target, NOUN 
electrode, ADJ 

, SPACE 
contrast, NOUN 
high, ADJ 
125, NUM 
MHz, NOUN 
Figure, PROPN 
7(d, NUM 
E, PROPN 
inde-, X 

, SPACE 
pendent, NOUN 
Y., PROPN 
consequence, NOUN 
large, ADJ 
number, NOUN 

, SPACE 
RF, PROPN 
cycles, NOUN 
ion, NOUN 
passes, VERB 
acceleration, NOUN 

, SPACE 
period, NOUN 

, SPACE 
density, NOUN 
simulated, ADJ 
data, NOUN 
points, NOUN 
Figure, NOUN 
7, NUM 
describes, VERB 

, SPACE 
variation, NOUN 
ion, NOUN 
current, ADJ 
density, NOUN 
target, NOUN 
electrode, ADJ 

, SPACE 
obviously, ADV 
1, NUM 
MHz, NOUN 
Y-, PROPN 
time-, PROPN 
independent, ADJ 
ion, NOUN 

, SPACE 
current, ADJ 
arrives, VERB 
electrode, NOUN 
achieved, VERB 

, SPACE 
high, ADJ 
frequencies, NOUN 
e.g., ADV 
f, INTJ 
=, NOUN 
125, NUM 
MHz, NOUN 
medium, ADJ 

, SPACE 
frequencies, NOUN 
4, NUM 
MHz, NOUN 
point, NOUN 
density, NOUN 
gap, NOUN 
Y, PROPN 
interval, NOUN 

, SPACE 
18&360, NUM 
°, NOUN 
indicates, VERB 
significant, ADJ 
variation, NOUN 
ion, NOUN 
current, ADJ 
den-, NOUN 

, SPACE 
sity, NOUN 
target, NOUN 
electrode, ADJ 
RF, PROPN 
period, NOUN 
time, NOUN 

, SPACE 
modulation, NOUN 
ion, NOUN 
current, ADJ 
density, NOUN 
dis-, ADJ 

, SPACE 
advantage, NOUN 
certain, ADJ 
applications, NOUN 
periodically, ADV 

, SPACE 
interrupted, VERB 
ion, NOUN 
bombardment, NOUN 
target, NOUN 

, SPACE 
1020, NUM 

, SPACE 
D, PROPN 
Martin, PROPN 
H, PROPN 
Oechsner, PROPN 
Time, PROPN 
resolved, VERB 
analysis, NOUN 
ion, NOUN 
motion, NOUN 

, SPACE 
B, PROPN 
60, NUM 

, SPACE 
w, NOUN 

, SPACE 
40, NUM 

, SPACE 
0, NUM 
90, NUM 
180, NUM 
270, NUM 
360, NUM 
0, NUM 
90, NUM 
180, NUM 
270, NUM 
360, NUM 

, SPACE 
y, PROPN 
l, NOUN 
YJ, PROPN 

, SPACE 
Figure, PROPN 
7, NUM 
Ar+-Energy, NOUN 
target, NOUN 
electrode, NOUN 
vs, ADP 
RF, PROPN 
phase, NOUN 
angle, NOUN 
Y, PROPN 

, SPACE 
ion, NOUN 
arrival, NOUN 
target, NOUN 
surface, NOUN 
j, PROPN 
=, SYM 
1.0, NUM 
4.0, NUM 
7.5, NUM 
125.0, NUM 
MHz, NOUN 

, SPACE 
interval, NOUN 
missing, VERB 
ions, NOUN 
Figure, NOUN 
7(b, NUM 
referred, VERB 

, SPACE 
results, NOUN 
Figure, PROPN 
5(b, NUM 
respective, ADJ 
O, NOUN 
gap, NOUN 

, SPACE 
plasma, NOUN 
ions, NOUN 
enter, VERB 
accelerating, VERB 
sheath, ADJ 
translates, NOUN 
Y-, PROPN 

, SPACE 
gap, NOUN 
Figure, NOUN 
7(b, NUM 
ions, NOUN 
experience, VERB 
field, NOUN 

, SPACE 
oscillation, NOUN 
conditions, NOUN 
mean, ADJ 
ion, NOUN 
energy, NOUN 

, SPACE 
low&,-values, NOUN 
visible, ADJ 
results, NOUN 
Figure, PROPN 

, SPACE 
5, NUM 
depicted, VERB 
Figure, PROPN 
8(a, NUM 
simultaneously, ADV 

, SPACE 
shows, VERB 
uniform, ADJ 
Eton, PROPN 
minimum, NOUN 
achieved, VERB 

, SPACE 
frequencies, NOUN 
referring, VERB 
numbers, NOUN 
panel, NOUN 
b, PROPN 

, SPACE 
Figure, PROPN 
8), NUM 
additional, ADJ 
detail, NOUN 
simulation, NOUN 
ion, NOUN 

, SPACE 
motion, NOUN 
oscillating, VERB 
plasma, NOUN 
sheath, NOUN 
average, ADJ 
ion, NOUN 
flight, NOUN 

, SPACE 
time, NOUN 
maximum, ADJ 
sheath, NOUN 
thickness, NOUN 
d, PROPN 
presented, VERB 

, SPACE 
Figure, PROPN 
8(c, NUM 
residence, NOUN 
time, NOUN 
sheath, ADJ 
region, NOUN 
decreases, VERB 

, SPACE 
significantly, ADV 
j, PROPN 
reaches, VERB 
constant, ADJ 
low, ADJ 
level, NOUN 

, SPACE 
0.1, NUM 
0, NUM 

, SPACE 
1, NUM 
IO, PROPN 
100, NUM 

, SPACE 
E, NOUN 
simulatmn~, NOUN 

, SPACE 
Ar-, NOUN 
plasma, NOUN 

, SPACE 
d'423wm, X 

, SPACE 

, SPACE 
z, NOUN 
x-3, NUM 

, SPACE 
c, PROPN 
100, NUM 
+, SYM 
WWZSAAA&A*AAA, PROPN 

, SPACE 
IO, PROPN 
100, NUM 

, SPACE 
f, PROPN 
cap, NOUN 
MHz1, NUM 

, SPACE 
Figure, PROPN 
8, NUM 
Average, ADJ 
ion, NOUN 
energy, NOUN 
E, NOUN 
ion, NOUN 
energy, NOUN 
width, NOUN 
target, NOUN 

, SPACE 
electrode, NOUN 
number, NOUN 
RF, PROPN 
cycles, NOUN 
experienced, VERB 
ion, NOUN 
path, NOUN 

, SPACE 
plasma, NOUN 
sheath, NOUN 
region, NOUN 
b, NOUN 
average, ADJ 
ion, NOUN 
flight, NOUN 
time, NOUN 

, SPACE 
plasma, NOUN 
sheath, NOUN 
region, NOUN 
c, NOUN 
function, NOUN 
frequency, NOUN 
RF, PROPN 

, SPACE 
extraction, NOUN 
circuit, NOUN 
360, NUM 
~, PUNCT 

, SPACE 
tb, PROPN 
f, PROPN 
=, NOUN 
40MHz, NUM 

, SPACE 
270, NUM 
2701, NUM 

, SPACE 
180, NUM 
I80, PROPN 

, SPACE 
b, NOUN 

, SPACE 
90, NUM 
90, NUM 

, SPACE 
0, NUM 
0, NUM 

, SPACE 
0, NUM 
90, NUM 
180, NUM 
270, NUM 
360, NUM 
0, NUM 
90, NUM 
180, NUM 
270, NUM 

, SPACE 
j, PROPN 
f, PROPN 
.n, PROPN 
oj, INTJ 
jcnn.9, PROPN 
o, PROPN 
n, CCONJ 
=, NOUN 

, SPACE 
0, NUM 
90, NUM 
180, NUM 
270, NUM 
360, NUM 
0, NUM 
90, NUM 
180, NUM 
270, NUM 
360, NUM 

, SPACE 
1, NUM 
I”1, PROPN 

, SPACE 
Figure, PROPN 
9, NUM 
Correlation, NOUN 
phase, NOUN 
angles, VERB 
CD, PROPN 
Y, PROPN 
=, PROPN 
.O, NOUN 

, SPACE 
4.0, NUM 
10.5, NUM 
125.0, NUM 
MHz, NOUN 

, SPACE 
100, NUM 
ns, ADJ 
>, X 
10, NUM 
MHz, NOUN 
acceleration, NOUN 
ion, NOUN 
energy, NOUN 

, SPACE 
70, NUM 
eV., PROPN 

, SPACE 
Finally, ADV 
Figure, NOUN 
9, NUM 
dependence, NOUN 
phase, NOUN 

, SPACE 
angles, NOUN 
Y, PROPN 
ions, NOUN 
enter, VERB 
sheath, NOUN 
arrive, VERB 

, SPACE 
target, NOUN 
electrode, ADJ 
respectively, ADV 
depicted, VERB 

, SPACE 
fcap, NOUN 
=, NOUN 
1, NUM 
.O, NOUN 
4.0, NUM 
10.5, NUM 
125, NUM 
MHz, NOUN 
strong, ADJ 
correlation, NOUN 

, SPACE 
phase, NOUN 
angles, NOUN 
exists, VERB 
lower, ADJ 
frequencies, NOUN 

, SPACE 
visible, ADJ 
angle, NOUN 
regimes, NOUN 
10, NUM 
MHz, NOUN 
high, ADJ 

, SPACE 
frequencies, NOUN 
e.g., ADV 
fcap, NOUN 
=, NUM 
125, NUM 
MHz, NOUN 
correlation, NOUN 
9, NUM 

, SPACE 
Y, PROPN 
exists, VERB 
anymore, ADV 
indicates, VERB 
constant, ADJ 
ion, NOUN 

, SPACE 
current, ADJ 
reaches, VERB 
electrode, NOUN 
sufficient, ADJ 
number, NOUN 
1, NUM 
field, NOUN 

, SPACE 
changes, NOUN 
experienced, VERB 
accelerated, ADJ 
ion, NOUN 
blurs, VERB 
correlation, NOUN 

, SPACE 
entrance, NOUN 
exit, NOUN 
phase, NOUN 
angles, NOUN 
Q, PROPN 
Y, PROPN 
Figure, PROPN 

, SPACE 
9(d, NUM 

, SPACE 
Conclusions, NOUN 

, SPACE 
present, ADJ 
studies, NOUN 
demonstrate, VERB 
computer, NOUN 
simulations, NOUN 

, SPACE 
appropriate, ADJ 
means, NOUN 
detailed, ADJ 
understanding, NOUN 

, SPACE 
dynamic, ADJ 
behavior, NOUN 
plasma, NOUN 
ions, NOUN 
complicated, ADJ 

, SPACE 
situation, NOUN 
ion, NOUN 
acceleration, NOUN 
oscillating, VERB 
plasma, NOUN 
sheath, NOUN 

, SPACE 
validity, NOUN 
simulated, ADJ 
behavior, NOUN 
cor-, ADV 

, SPACE 
roborated, VERB 
comparison, NOUN 
results, NOUN 
corresponding, VERB 

, SPACE 
experiments, NOUN 
simulation, NOUN 
supply, VERB 
details, NOUN 

, SPACE 
ion, NOUN 
kinetics, NOUN 
accessible, ADJ 
experimentally, ADV 

, SPACE 
respective, ADJ 
simulation, NOUN 
data, NOUN 
contribute, VERB 
increased, VERB 

, SPACE 
understanding, NOUN 
RF, PROPN 
ion, NOUN 
extraction, NOUN 
mechanism, NOUN 
studied, VERB 

, SPACE 
present, ADJ 
investigations, NOUN 
provide, VERB 
useful, ADJ 
information, NOUN 

, SPACE 
helping, VERB 
select, VERB 
appropriate, ADJ 
operation, NOUN 
parameters, NOUN 

, SPACE 
instance, NOUN 
minimum, ADJ 
frequencies, NOUN 
f, X 
yi, NOUN 
mandatory, ADJ 

, SPACE 
extraction, NOUN 
ions, NOUN 
uniform, ADJ 
energy, NOUN 

, SPACE 
References, NOUN 

, SPACE 
F, PROPN 
Schneider, PROPN 
Z, PROPN 
AngeM, PROPN 
Phys, PROPN 
6, NUM 
456, NUM 
1954, NUM 

, SPACE 
H, NOUN 
Fetz, ADJ 
H, PROPN 
Oechsner, PROPN 
Z, PROPN 
Anger, PROPN 
Phys, PROPN 
12, NUM 
250, NUM 
1960, NUM 

, SPACE 
G, PROPN 
S, PROPN 
Anderson, PROPN 
W, PROPN 
N, PROPN 
Mayer, PROPN 
G, PROPN 
K, PROPN 
Wehner, PROPN 
J, PROPN 
Appl, PROPN 
Phys, PROPN 
33, NUM 
2991, NUM 

, SPACE 
1962, NUM 

, SPACE 
P, PROPN 
D, PROPN 
Davidse, PROPN 
L, PROPN 
Maissel, PROPN 
J, PROPN 
Appl, PROPN 
Phys, PROPN 
37, NUM 
574, NUM 
1966, NUM 

, SPACE 
1021, NUM 

, SPACE 
D, PROPN 
Martin, PROPN 
H, PROPN 
OechsnecTime, PROPN 
resolved, VERB 
analysis, NOUN 
ion, NOUN 
motion, NOUN 

, SPACE 
H, PROPN 
Oechsner, PROPN 
H, PROPN 
J, PROPN 
Ftiger, PROPN 
J, PROPN 
Waldorf, PROPN 
Fuchs, PROPN 
Plasma, PROPN 
Surface, PROPN 
F, PROPN 
R, NOUN 
Weber, PROPN 
H, PROPN 
Oechsner, PROPN 
Surf, PROPN 
Coating, PROPN 
Technol, PROPN 
59, NUM 
273, NUM 
1993, NUM 

, SPACE 
Engineering, PROPN 
Eds, PROPN 
E, PROPN 
Broszeit, PROPN 
W, PROPN 
D, PROPN 
Miinz, PROPN 
H, PROPN 
Oechsner, PROPN 
K, PROPN 
T, PROPN 
Rie, PROPN 
D, PROPN 
Martin, PROPN 
H, PROPN 
Oechsner, PROPN 
Surf, PROPN 
Coating, PROPN 
Technol, PROPN 
59, NUM 
239, NUM 
1993, NUM 

, SPACE 
G, PROPN 
K, PROPN 
Wolf, PROPN 
DGM, PROPN 
Verlag, PROPN 
Oberursel(l989, PROPN 
H, PROPN 
