Pergamon, PROPN 
x2=1, PROPN 
3, NUM 

, SPACE 
S, PROPN 

, SPACE 
s, PART 
content, NOUN 
1, NUM 
pm, NOUN 

, SPACE 
Z, PROPN 

, SPACE 
F, PROPN 

, SPACE 
E, PROPN 

, SPACE 
d, X 

, SPACE 
S, PROPN 
0, NUM 

, SPACE 
0, NUM 

, SPACE 
l., PROPN 
O-, PROPN 
33, NUM 
total, ADJ 

, SPACE 
content, NOUN 
1, NUM 
pm, NOUN 

, SPACE 
80, NUM 
40, NUM 
0, NUM 

, SPACE 
Depth, PROPN 
pm, PROPN 
Energy, PROPN 
MeV, PROPN 

, SPACE 
Figure, PROPN 
3, NUM 
n, CCONJ 
ERDA, PROPN 
spectrum, NOUN 
D, PROPN 
sample, NOUN 
4, NUM 
compared, VERB 

, SPACE 
calculated, ADJ 
spectrum, NOUN 
expected, VERB 
different, ADJ 
D, ADJ 
depth, NOUN 

, SPACE 
distributions, NOUN 
film, NOUN 

, SPACE 
987, NUM 

, SPACE 
J, PROPN 
P, PROPN 
Coad, PROPN 
et, PROPN 
al, PROPN 
Hydrogen, PROPN 
isotope, NOUN 
analysis, NOUN 

, SPACE 
1, NUM 
.ok, NUM 
33, NUM 
total, ADJ 

, SPACE 
1, NUM 
content, NOUN 
1, NUM 
Km, PROPN 

, SPACE 
7, NUM 

, SPACE 
Depth, NOUN 
pm, PROPN 
Energy, PROPN 
MeV, PROPN 

, SPACE 
Figure, PROPN 
4, NUM 
n, CCONJ 
ERDA, PROPN 
spectrum, NOUN 
H, PROPN 
sample, NOUN 
4, NUM 
compared, VERB 

, SPACE 
calculated, ADJ 
spectrum, NOUN 
expected, VERB 
different, ADJ 
H, PROPN 
depth, NOUN 

, SPACE 
distributions, NOUN 
film, NOUN 

, SPACE 
profile, NOUN 
H, PROPN 
case, NOUN 
good, ADJ 
match, NOUN 

, SPACE 
distribution, NOUN 
constant, ADJ 
level, NOUN 
70, NUM 
microns, NOUN 
surface, NOUN 

, SPACE 
followed, VERB 
concentration, NOUN 
decreasing, VERB 
half, DET 
value, NOUN 

, SPACE 
zero, NUM 
50, NUM 
microns, NOUN 

, SPACE 
distributions, NOUN 
Figure, PROPN 
3, NUM 
Figure, NOUN 
4, NUM 
merely, ADV 
indicative, ADJ 

, SPACE 
reality, NOUN 
wealth, NOUN 
fine, ADJ 
structure, NOUN 

, SPACE 
inherent, ADJ 
resolution, NOUN 
n, ADJ 
ERDA, NOUN 
technique, NOUN 
poor, ADJ 

, SPACE 
uniform, ADJ 
concentrations, NOUN 
H, NOUN 
D, PROPN 

, SPACE 
film, NOUN 
precluded, ADJ 
genuine, ADJ 
difference, NOUN 

, SPACE 
distributions, NOUN 
isotopes, NOUN 
detailed, ADJ 
infor-, ADJ 

, SPACE 
mation, NOUN 
distribution, NOUN 
outer, ADJ 
film, NOUN 

, SPACE 
obtained, VERB 
2.5, NUM 
MeV, NOUN 
neutrons, NOUN 
Assuming, VERB 
best, ADV 
fit, ADJ 
profiles, NOUN 

, SPACE 
correct, ADJ 
H, NOUN 
D, ADJ 
contents, NOUN 
outermost, ADJ 
1, NUM 
micron, NOUN 

, SPACE 
1, NUM 
lOI, ADJ 
2.7, NUM 
x, SYM 
10, NUM 
atoms, NOUN 
cme2, NOUN 
respectively, ADV 

, SPACE 
n, ADJ 
ERDA, NOUN 
data, NOUN 
suggest, VERB 
D, PROPN 
concentrated, VERB 

, SPACE 
surface, NOUN 
inconsistent, ADJ 
NRA, PROPN 
results, NOUN 
ahhough, SCONJ 

, SPACE 
expected, VERB 
outermost, ADJ 
micron, NOUN 
half, DET 

, SPACE 
NRA, PROPN 
Heavy, PROPN 
Ion, PROPN 
ERDA, PROPN 
result, NOUN 
Note, VERB 

, SPACE 
H, PROPN 
content, NOUN 
outermost, ADJ 
micron, NOUN 

, SPACE 
D, ADJ 
content, NOUN 
shown, VERB 
Heavy, PROPN 
Ion, PROPN 
ERDA, PROPN 

, SPACE 
adjacent, ADJ 
sample, NOUN 
surface, NOUN 
specific, ADJ 
technique, NOUN 

, SPACE 
suggest, VERB 
D, ADJ 
H, PROPN 
film, NOUN 
fact, NOUN 

, SPACE 
order, NOUN 
magnitude, NOUN 

, SPACE 
Nuclear, ADJ 
microprobe, NOUN 
analysis, NOUN 
sections, NOUN 
Nuckar, PROPN 
Microprobe, PROPN 

, SPACE 
produces, VERB 
focussed, VERB 
ion, NOUN 
beam, NOUN 
minimum, ADJ 
diameter, NOUN 

, SPACE 
5, NUM 
microns, NOUN 
principle, NOUN 
possible, ADJ 
produce, VERB 
NRA, PROPN 
profiles, NOUN 

, SPACE 
thick, ADJ 
film, NOUN 
resolution, NOUN 
5, NUM 
microns, NOUN 

, SPACE 
analysing, VERB 
section, NOUN 
film, NOUN 
Nuclear, PROPN 
Microprobe, PROPN 

, SPACE 
resolution, NOUN 
improved, VERB 
1, NUM 
micron, NOUN 

, SPACE 
producing, VERB 
taper, NOUN 
section, NOUN 
film, NOUN 
maximum, ADJ 

, SPACE 
resolution, NOUN 
beam, NOUN 
current, NOUN 
low, ADJ 
analysis, NOUN 

, SPACE 
reasonable, ADJ 
time, NOUN 
film, NOUN 
extends, VERB 
uniformly, ADV 

, SPACE 
direction, NOUN 
supposedly, ADV 
beam, NOUN 
extended, VERB 
parallel, ADJ 
film, NOUN 
surface, NOUN 
degrading, ADJ 
depth, NOUN 
resolution, NOUN 
inves-, NOUN 

, SPACE 
tigation, NOUN 
bombarded, VERB 
area, NOUN 
oblong, ADJ 
15, NUM 
microns, NOUN 
wide, ADJ 

, SPACE 
resolution, NOUN 
section, NOUN 
100, NUM 
microns, NOUN 

, SPACE 
long, ADV 
allowing, VERB 
good, ADJ 
statistics, NOUN 
60, NUM 
s., PROPN 
Figure, PROPN 
5, NUM 
shows, VERB 

, SPACE 
plot, NOUN 
D, ADJ 
peak, NOUN 
intensity, NOUN 
arbitrary, ADJ 
units, NOUN 
vs, ADP 
distance, NOUN 

, SPACE 
redeposited, VERB 
film, NOUN 
section, NOUN 
section, NOUN 
taper, NOUN 
section, NOUN 
60, NUM 

, SPACE 
micron, NOUN 
thick, ADJ 
film, NOUN 
polished, VERB 
5, NUM 
surface, NOUN 
sample, NOUN 

, SPACE 
film, NOUN 
appears, VERB 
240, NUM 
microns, NOUN 
tapering, NOUN 
improves, VERB 

, SPACE 
resolution, NOUN 
factor, NOUN 
4, NUM 
factor, NOUN 
11, NUM 

, SPACE 
expected, VERB 
geometrically, ADV 
appear, VERB 
realised, VERB 

, SPACE 
sample, NOUN 
taken, VERB 
different, ADJ 
1986, NUM 
limiter, NOUN 

, SPACE 
similar, ADJ 
section, NOUN 
tile, NOUN 
shown, VERB 
Figure, PROPN 
1, NUM 

, SPACE 
Nuclear, PROPN 
Microprobe, PROPN 
analysis, NOUN 
shows, VERB 
peak, NOUN 
D, NOUN 

, SPACE 
surface, NOUN 
width, NOUN 
approximately, ADV 
equal, ADJ 
beam, NOUN 

, SPACE 
width, PROPN 
actual, ADJ 
width, NOUN 
D, ADJ 
rich, ADJ 
layer, NOUN 
taper, NOUN 
section, NOUN 

, SPACE 
<, X 
I5, PROPN 
microns, NOUN 
normal, ADJ 
section, NOUN 

, SPACE 
order, NOUN 
micron, NOUN 
Integrating, VERB 
surface, NOUN 

, SPACE 
peak, NOUN 
rest, NOUN 
depth, NOUN 
distribution, NOUN 
suggests, VERB 

, SPACE 
half, NOUN 
D, PROPN 
surface, NOUN 
peak, NOUN 
result, NOUN 
similar, ADJ 
n-, X 

, SPACE 
ERDA, PROPN 
analysis, NOUN 
area, NOUN 
film, NOUN 

, SPACE 
SIMS, PROPN 
profiling, NOUN 
analysis, NOUN 
sections, NOUN 
mentioned, VERB 

, SPACE 
Introduction, PROPN 
SIMS, PROPN 
analysis, NOUN 
similar, ADJ 
limiter, NOUN 
tile, NOUN 
1986, NUM 

, SPACE 
showed, VERB 
lower, ADJ 
H, NOUN 
D, ADJ 
levels, NOUN 
surface, NOUN 

, SPACE 
possible, ADJ 
errors, NOUN 
associated, VERB 
measurement, NOUN 

, SPACE 
errors, NOUN 
associated, VERB 
sputter, NOUN 
profiling, NOUN 

, SPACE 
disappear, NOUN 
SIMS, PROPN 
image, VERB 
cross, NOUN 
section, NOUN 
signal, NOUN 

, SPACE 
intensities, NOUN 
points, NOUN 
section, NOUN 
directly, ADV 
com-, ADJ 

, SPACE 
parable, ADJ 
Furthermore, ADV 
primary, ADJ 
ion, NOUN 
beam, NOUN 

, SPACE 
focussed, VERB 
<, X 
1, NUM 
micron, NOUN 
potential, ADJ 
resolution, NOUN 
makes, VERB 
tech-, ADJ 

, SPACE 
nique, ADJ 
complementary, NOUN 
Nuclear, PROPN 
Microprobe, PROPN 
number, NOUN 

, SPACE 
sections, NOUN 
including, VERB 
sample, NOUN 
12, NUM 
limiter, NOUN 
tiles, NOUN 
examined, VERB 

, SPACE 
SIMS, PROPN 
results, NOUN 
disappointing, ADJ 

, SPACE 
cross, NOUN 
section, NOUN 
viewed, VERB 
good, ADJ 
secondary, ADJ 
electron, NOUN 
images, NOUN 

, SPACE 
obtained, VERB 
ions, NOUN 
impurity, NOUN 
elements, NOUN 
Cr, PROPN 
Ni, PROPN 

, SPACE 
mapped, VERB 
D, PROPN 
H, PROPN 
distributions, NOUN 
distorted, VERB 

, SPACE 
compare, VERB 
quantities, NOUN 
isotope, NOUN 

, SPACE 
1600, NUM 

, SPACE 
l, NOUN 

, SPACE 
ul, PROPN 

, SPACE 
E, NOUN 

, SPACE 
z, NOUN 

, SPACE 
800, NUM 
Redeposited, VERB 
film, NOUN 

, SPACE 
Graphite, PROPN 

, SPACE 
t+, VERB 

, SPACE 
Distance, PROPN 
microns, NOUN 

, SPACE 
Figure, PROPN 
5, NUM 
D, ADJ 
peak, NOUN 
intensity, NOUN 
vs, ADP 
distance, NOUN 
taper, NOUN 
section, NOUN 

, SPACE 
redeposited, VERB 
film, NOUN 
obtained, VERB 
NRA, PROPN 
Nuclear, PROPN 
Microprobe, PROPN 
ofa, PROPN 

, SPACE 
J, PROPN 
P, PROPN 
Goad, PROPN 
et, PROPN 
al, PROPN 
Hydrogen, PROPN 
isotope, NOUN 
analysis, NOUN 

, SPACE 
film, NOUN 
possible, ADJ 
generally, ADV 

, SPACE 
aggregation, NOUN 
H, PROPN 
D, PROPN 
surface, NOUN 
occasionally, ADV 

, SPACE 
accumulations, NOUN 
defects, NOUN 
film, NOUN 
film, NOUN 
substrate, NOUN 

, SPACE 
interface, NOUN 
clear, ADJ 
micron, NOUN 
scale, NOUN 
com-, NOUN 

, SPACE 
position, NOUN 
parallel, ADJ 
surface, NOUN 
film, NOUN 

, SPACE 
variable, ADJ 

, SPACE 
Conventional, PROPN 
SIMS, PROPN 
performed, VERB 
i.e., X 
bombarding, VERB 

, SPACE 
outer, ADJ 
surface, NOUN 
samples, NOUN 
l-5, PROPN 
D, ADJ 
standard, NOUN 
Figure, NOUN 
6, NUM 
shows, VERB 

, SPACE 
signal, ADJ 
intensities, NOUN 
mass, NOUN 
peaks, NOUN 
1, NUM 
2, NUM 
12, NUM 
H, NOUN 
D, PROPN 

, SPACE 
C, PROPN 
respectively, ADV 
vs, ADP 
bombardment, NOUN 
time, NOUN 
D, ADJ 
standard, NOUN 

, SPACE 
maximum, ADJ 
D, ADJ 
signal, NOUN 
level, NOUN 
factor, NOUN 
7, NUM 
lower, ADJ 
C, PROPN 

, SPACE 
signal, NOUN 
correspond, VERB 
saturation, NOUN 
ratio, NOUN 
D, NOUN 
C, PROPN 

, SPACE 
0.4, NUM 
1, NUM 
D, ADJ 
level, NOUN 
falls, VERB 
300, NUM 
sets, NOUN 
according, VERB 

, SPACE 
TRIM, VERB 
code, NOUN 
predictions, NOUN 
correspond, VERB 
depth, NOUN 
150, NUM 

, SPACE 
nm, NOUN 
Figure, NOUN 
7, NUM 
shows, VERB 
similar, ADJ 
spectrum, NOUN 
recorded, VERB 
tile, NOUN 

, SPACE 
sample, NOUN 
4, NUM 
maximum, ADJ 
D, ADJ 
signal, NOUN 
factor, NOUN 
7, NUM 

, SPACE 
lower, ADJ 
C, PROPN 
signal, NOUN 
matrix, NOUN 
essentially, ADV 

, SPACE 
carbon, NOUN 
indicate, VERB 
saturation, NOUN 
level, NOUN 
D, NOUN 
C., PROPN 

, SPACE 
Note, PROPN 
<, PROPN 
100, NUM 
s, NOUN 
start, NOUN 

, SPACE 
profiling, NOUN 
beam, NOUN 
current, ADJ 
density, NOUN 
twice, DET 

, SPACE 
Figure, PROPN 
6, NUM 
C, PROPN 
signal, NOUN 
lo4, ADJ 
4, NUM 
IO, PROPN 

, SPACE 
sputtered, VERB 
away, ADV 
time, NOUN 
assuming, VERB 
similar, ADJ 
behaviour, NOUN 

, SPACE 
standard, NOUN 
100, NUM 
nm, NOUN 
D, ADJ 
concentration, NOUN 
stabilises, VERB 

, SPACE 
factor, NOUN 
5, NUM 
earlier, ADJ 
value, NOUN 

, SPACE 
steps, NOUN 
signal, ADJ 
levels, NOUN 
seen, VERB 
Figure, NOUN 
7, NUM 

, SPACE 
600, NUM 
IO00, PROPN 
s, NOUN 
caused, VERB 
raising, VERB 
beam, NOUN 
current, ADJ 
density, NOUN 

, SPACE 
deliberately, ADV 
factor, NOUN 
returning, VERB 
initial, ADJ 

, SPACE 
value, NOUN 
signals, NOUN 
elements, NOUN 
present, ADJ 
substrate, NOUN 

, SPACE 
double, ADJ 
impurities, NOUN 
originating, VERB 
vacuum, NOUN 
system, NOUN 

, SPACE 
respond, VERB 
manner, NOUN 
particular, ADJ 
H, NOUN 

, SPACE 
present, ADJ 
system, NOUN 
behaviour, NOUN 
H, PROPN 
signal, NOUN 

, SPACE 
Figure, PROPN 
7, NUM 
seen, VERB 
half, NOUN 
H, NOUN 
time, NOUN 

, SPACE 
film, NOUN 
whilst, SCONJ 
rest, NOUN 
contamination, NOUN 

, SPACE 
comparison, NOUN 
Figure, PROPN 
7, NUM 
profiles, NOUN 
samples, NOUN 

, SPACE 
analysed, VERB 
time, NOUN 
probable, ADJ 

, SPACE 
H, PROPN 
seen, VERB 
Figure, PROPN 
6, NUM 
comes, VERB 
contamination, NOUN 

, SPACE 
noted, VERB 
relative, ADJ 
intensities, NOUN 
H, PROPN 
D, ADJ 
signals, NOUN 

, SPACE 
107, NUM 

, SPACE 
Standard, PROPN 
2, NUM 

, SPACE 
106-, NUM 

, SPACE 
0, NUM 
100, NUM 
200, NUM 
300, NUM 
400, NUM 

, SPACE 
Time, PROPN 
s, PROPN 

, SPACE 
Figure, PROPN 
6, NUM 
Signal, NOUN 
intensities, NOUN 
masses, NOUN 
2, NUM 
12, NUM 
H, NOUN 
D, PROPN 
C, PROPN 
respec-, PROPN 

, SPACE 
tively, ADV 
vs, ADP 
sputtering, ADJ 
time, NOUN 
i.e., X 
depth, NOUN 
D, PROPN 
implanted, VERB 
graphite, NOUN 
stan-, NOUN 

, SPACE 
dard, NOUN 
O’L, PROPN 
0, PROPN 
200, NUM 
400, NUM 
600, NUM 
800, NUM 
l&T&T, NOUN 

, SPACE 
Time, PROPN 
s, PROPN 

, SPACE 
Figure, PROPN 
7, NUM 
Signal, NOUN 
intensities, NOUN 
masses, NOUN 
2, NUM 
12, NUM 
H, NOUN 
D, PROPN 
C., PROPN 
respec-, PROPN 

, SPACE 
tively, ADV 
vs, ADP 
sputtering, ADJ 
time, NOUN 
i.e., X 
depth, NOUN 
sample, NOUN 
4, NUM 

, SPACE 
taken, VERB 
measure, NOUN 
relative, ADJ 
quantities, NOUN 
film, NOUN 

, SPACE 
ion, NOUN 
sputtering, VERB 
characteristics, NOUN 
detection, NOUN 
efficiencies, NOUN 

, SPACE 
differ, VERB 

, SPACE 
Discussion, PROPN 

, SPACE 
analyses, NOUN 
redeposited, VERB 
films, NOUN 
samples, NOUN 
cut, VERB 

, SPACE 
flank, NOUN 
discrete, ADJ 
limiters, NOUN 
JET, PROPN 
1986, NUM 
agree, VERB 

, SPACE 
D, PROPN 
peaked, VERB 
outermost, ADJ 
micron, NOUN 
approximately, ADV 

, SPACE 
film, NOUN 
similar, ADJ 
total, NOUN 

, SPACE 
remaining, VERB 
thickness, NOUN 
film, NOUN 

, SPACE 
discrepancy, NOUN 
technique, NOUN 

, SPACE 
techniques, NOUN 
offers, VERB 
non, ADJ 
destructive, ADJ 
method, NOUN 
analysing, VERB 
large, ADJ 

, SPACE 
components, NOUN 
likely, ADJ 
PFCs, PROPN 
ITER, PROPN 
data, NOUN 

, SPACE 
highlight, VERB 
problem, NOUN 
surface, VERB 
analysis, NOUN 
NRA, PROPN 

, SPACE 
non, ADJ 
destructively, ADV 
predict, VERB 
bulk, ADJ 
com-, NOUN 

, SPACE 
position, NOUN 

, SPACE 
n, CCONJ 
ERDA, PROPN 
provide, VERB 
quantitative, ADJ 
analysis, NOUN 
simultaneously, ADV 

, SPACE 
isotopes, NOUN 
H, PROPN 
D, PROPN 
T, PROPN 
films, NOUN 

, SPACE 
hundreds, NOUN 
microns, NOUN 
thick, ADJ 
ratios, NOUN 
H, PROPN 
:D, PUNCT 
T, NOUN 

, SPACE 
outer, ADJ 
films, NOUN 
millimetre, NOUN 
range, NOUN 
occur, VERB 

, SPACE 
method, NOUN 
rely, VERB 
neutrons, NOUN 
penetrating, VERB 
sam-, NOUN 

, SPACE 
ple, NOUN 
significant, ADJ 
losses, NOUN 
resulting, VERB 
limitations, NOUN 

, SPACE 
sample, NOUN 
composition, NOUN 
thickness, NOUN 
fully, ADV 
assessed, VERB 

, SPACE 
Samples, NOUN 
ofgraphite, VERB 
millimetres, NOUN 
thick, ADJ 
work, NOUN 
present, ADJ 

, SPACE 
problem, NOUN 
possible, ADJ 
analyse, VERB 
certain, ADJ 

, SPACE 
wall, NOUN 
components, NOUN 
arrange, VERB 
special, ADJ 
components, NOUN 

, SPACE 
outer, ADJ 
millimetres, NOUN 
detachable, ADJ 
areas, NOUN 
rapid, ADJ 
film, NOUN 
growth, NOUN 

, SPACE 
expected, VERB 
samples, NOUN 
cut, VERB 
analysis, NOUN 
cutting, VERB 

, SPACE 
samples, NOUN 
rough, ADJ 
thickness, ADJ 
tolerance, NOUN 
required, VERB 

, SPACE 
n, ADJ 
ERDA, NOUN 
surface, NOUN 
layer, NOUN 
examination, NOUN 
techniques, NOUN 

, SPACE 
like, ADP 
Heavy, PROPN 
Ion, PROPN 
ERDA, PROPN 
SIMS, PROPN 
whilst, SCONJ 

, SPACE 
step, NOUN 
preparation, NOUN 
sections, NOUN 
necessary, ADJ 
Nuclear, PROPN 

, SPACE 
Microprobe, PROPN 
analysis, NOUN 
risk, NOUN 
polishing, NOUN 
pro-, PROPN 

, SPACE 
cess, NOUN 
introduce, VERB 
anomalies, NOUN 
film, NOUN 
analysis, NOUN 

, SPACE 
evidence, NOUN 
problems, NOUN 
investigation, NOUN 
ion, NOUN 
beam, NOUN 

, SPACE 
slope, PROPN 
cuttin$, X 
offer, VERB 
alternative, ADJ 
preparation, NOUN 
method, NOUN 

, SPACE 
Smearing, VERB 
effects, NOUN 
sectioning, VERB 
expected, VERB 

, SPACE 
989, NUM 

, SPACE 
J, PROPN 
P, PROPN 
Goad, PROPN 
et, PROPN 
al, PROPN 
Hydrogen, PROPN 
isotope, NOUN 
analysis, NOUN 

, SPACE 
great, ADJ 
allow, VERB 
second, ADJ 
order, NOUN 
measurements, NOUN 

, SPACE 
bulk, ADJ 
diffusion, NOUN 
technique, NOUN 
Nuclear, PROPN 

, SPACE 
Microprobe, PROPN 
measure, VERB 
T, NOUN 
depth, NOUN 
profiles, NOUN 
films, NOUN 

, SPACE 
deposited, VERB 
D, ADJ 
T, PROPN 
plasmas, NOUN 
different, ADJ 
NRA, PROPN 
reaction, NOUN 

, SPACE 
like, ADP 
n, CCONJ 
ERDA, PROPN 
sensitivity, NOUN 
measure, VERB 

, SPACE 
T, NOUN 
films, NOUN 
deposited, VERB 
D, ADJ 
D, ADJ 
plasmas, NOUN 
Measurement, PROPN 
H, PROPN 

, SPACE 
ERDA, PROPN 
possible, ADJ 
principle, NOUN 
difficult, ADJ 

, SPACE 
practice, NOUN 
glancing, VERB 
angle, NOUN 
geometry, NOUN 
required, VERB 

, SPACE 
samples, NOUN 
work, NOUN 
known, VERB 
examples, NOUN 

, SPACE 
thick, ADJ 
C, NOUN 
100, NUM 
microns, NOUN 
material, NOUN 
redeposited, VERB 

, SPACE 
tokamak, NOUN 
hoped, VERB 
contain, VERB 
significant, ADJ 

, SPACE 
D, ADJ 
levels, NOUN 
film, NOUN 
provide, VERB 
better, ADJ 
test, NOUN 

, SPACE 
analysis, NOUN 
options, NOUN 
fact, NOUN 
SIMS, PROPN 
analysis, NOUN 
previously, ADV 

, SPACE 
carried, VERB 
tile, NOUN 
showed, VERB 
reduced, VERB 
H, PROPN 
D, ADJ 
levels, NOUN 

, SPACE 
film, NOUN 
means, VERB 
localisation, NOUN 
D, PROPN 
surface, NOUN 

, SPACE 
analyses, NOUN 
years, NOUN 
later, ADV 
unlikely, ADJ 
occurred, VERB 

, SPACE 
merely, ADV 
time, NOUN 
discrete, ADJ 
limiters, NOUN 
regularly, ADV 
reached, VERB 
tem-, NOUN 

, SPACE 
peratures, NOUN 
excess, NOUN 
1000, NUM 
°, NOUN 
C, NOUN 
erosion, NOUN 
zones, NOUN 

, SPACE 
centre, NOUN 
tile, NOUN 
plasma, NOUN 
pulses, NOUN 
temperatures, NOUN 

, SPACE 
redeposition, NOUN 
zone, NOUN 
regularly, ADV 
exceeded, VERB 

, SPACE 
400, NUM 
°, NOUN 
C, NOUN 
film, NOUN 
starts, VERB 
degas, PROPN 
number, NOUN 
plasma, NOUN 

, SPACE 
pulses, NOUN 
terminated, VERB 
disruptions, NOUN 
cause, VERB 
large, ADJ 
tran-, ADJ 

, SPACE 
sient, ADJ 
heat, NOUN 
loads, NOUN 
thermal, ADJ 
outgassing, NOUN 
samples, NOUN 

, SPACE 
plausible, ADJ 
reason, NOUN 
low, ADJ 
total, ADJ 
D, ADJ 
content, NOUN 
films, NOUN 

, SPACE 
possible, ADJ 
high, ADJ 
D, ADJ 
levels, NOUN 
exist, VERB 
thick, ADJ 
film, NOUN 

, SPACE 
provided, VERB 
temperature, NOUN 
kept, VERB 
low, ADJ 

, SPACE 
Conclusions, NOUN 

, SPACE 
H, PROPN 
D, PROPN 
T, NOUN 
contents, NOUN 
films, NOUN 
hundreds, NOUN 
microns, NOUN 
thick, ADJ 

, SPACE 
simultaneously, ADV 
measured, VERB 
quantitatively, ADV 
n, CCONJ 
ERDA, PROPN 

, SPACE 
thick, ADJ 
film, NOUN 
analysis, NOUN 
source, NOUN 
14, NUM 
MeV, PROPN 
neutrons, NOUN 
required, VERB 
whilst, SCONJ 

, SPACE 
better, ADJ 
resolution, NOUN 
depth, NOUN 
distributions, NOUN 
obtained, VERB 
2.5, NUM 
MeV, ADJ 

, SPACE 
neutrons, NOUN 
intended, VERB 
develop, VERB 
n, ADJ 
ERDA, NOUN 
analysis, NOUN 
facility, NOUN 

, SPACE 
capable, ADJ 
providing, VERB 
energies, NOUN 
near, ADJ 
future, NOUN 

, SPACE 
Metallographic, PROPN 
sectioning, NOUN 
provide, VERB 
D, ADJ 
depth, NOUN 

, SPACE 
profiles, NOUN 
thick, ADJ 
films, NOUN 
Nuclear, PROPN 
Microprobe, PROPN 

, SPACE 
tests, NOUN 
depth, NOUN 
resolution, NOUN 
obtainable, ADJ 
microns, NOUN 

, SPACE 
taper, NOUN 
sections, NOUN 
equivalent, ADJ 
1, NUM 
micron, NOUN 

, SPACE 
normal, ADJ 
section, NOUN 
film, NOUN 
course, ADV 
considerable, ADJ 
effort, NOUN 

, SPACE 
required, VERB 
produce, VERB 
sections, NOUN 
polishing, NOUN 
process, NOUN 

, SPACE 
appear, VERB 
deleterious, ADJ 
effect, NOUN 
profiles, NOUN 
T, NOUN 
depth, NOUN 
profiles, NOUN 
measured, VERB 
films, NOUN 
deposited, VERB 
D, PROPN 
T, PROPN 

, SPACE 
plasmas, NOUN 

, SPACE 
thick, ADJ 
130, NUM 
micron, NOUN 
redeposited, VERB 
films, NOUN 
total, ADJ 
D, ADJ 

, SPACE 
content, NOUN 
larger, ADJ 
thin, ADJ 
films, NOUN 
found, VERB 
JET, PROPN 

, SPACE 
D, ADJ 
concentration, NOUN 
surface, NOUN 
order, NOUN 

, SPACE 
magnitude, NOUN 
outermost, ADJ 
1, NUM 
micron, NOUN 
believed, VERB 

, SPACE 
caused, VERB 
thermal, ADJ 
outgassing, NOUN 
films, NOUN 
limiters, NOUN 

, SPACE 
heated, VERB 
1000, NUM 
°, NOUN 
C, NOUN 
JET, NOUN 
plasma, NOUN 
high, ADJ 
power, NOUN 

, SPACE 
discharges, NOUN 
and/or, CCONJ 
result, NOUN 
disruptions, NOUN 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
help, NOUN 
Dr, PROPN 
R, PROPN 
Behrisch, PROPN 
Max, PROPN 
Planck, PROPN 
Institut, PROPN 
fur, NOUN 
Plasma-, PROPN 

, SPACE 
physik, NOUN 
Garching, PROPN 
Dr, PROPN 
W, PROPN 
Assmann, PROPN 
H, PROPN 
Huber, PROPN 
Ludwig, PROPN 

, SPACE 
Maximilians, PROPN 
Universitaet, PROPN 
Muenchen, PROPN 
Heavy, PROPN 
Ion, PROPN 
ERDA, NOUN 

, SPACE 
analysis, NOUN 
Dr, PROPN 
S, PROPN 
Sugden, PROPN 
AEA, PROPN 
Technology, PROPN 
Dr, PROPN 
Clough, PROPN 

, SPACE 
Surrey, PROPN 
University, PROPN 
Nuclear, PROPN 
Microprobe, PROPN 
anaiysis, NOUN 
B, PROPN 
Farm-, NOUN 

, SPACE 
ery, NOUN 
Sussex, PROPN 
University, PROPN 
NRA, PROPN 
analysis, NOUN 
Dr, PROPN 
Chew, PROPN 

, SPACE 
Loughborough, PROPN 
Consultants, PROPN 
SIMS, PROPN 
analysis, NOUN 
gratefully, ADV 

, SPACE 
acknowledged, VERB 
work, NOUN 
supported, VERB 
NET, PROPN 
context, NOUN 

, SPACE 
European, PROPN 
Home, PROPN 
Team, PROPN 
contribution, NOUN 
ITER, VERB 
ITER, VERB 
Task, PROPN 

, SPACE 
T62, PROPN 
1994, NUM 
Comprehensive, PROPN 
Task, PROPN 
Agreement, PROPN 

, SPACE 
References, NOUN 

, SPACE 
K, PROPN 
L, PROPN 
Wilson, PROPN 
W, PROPN 
L, PROPN 
Hsu, PROPN 
J, PROPN 
Nucl, PROPN 
Materials, PROPN 
145, NUM 
147, NUM 
121, NUM 
1987, NUM 

, SPACE 
J, PROPN 
P, PROPN 
Coad, PROPN 
J, PROPN 
Nucl, PROPN 
Materials, PROPN 
226, NUM 
156, NUM 
1995, NUM 

, SPACE 
H, PROPN 
Bergsaker, PROPN 
R, PROPN 
Behrisch, PROPN 
J, PROPN 
P, PROPN 
Coad, PROPN 
J, PROPN 
Ehrenberg, PROPN 
B, PROPN 
Emmoth, PROPN 
S, PROPN 
K, PROPN 

, SPACE 
Erents, PROPN 
G, PROPN 
M, PROPN 
McCracken, PROPN 
P, NOUN 
Martinelli, PROPN 
J, PROPN 
W, PROPN 
Partridge, PROPN 
J, PROPN 
Nucl, PROPN 

, SPACE 
Materials, PROPN 
