Nuclear, PROPN 
1996, NUM 
275, NUM 
279, NUM 

, SPACE 
n, NUM 
Ar+-assisted, ADJ 

, SPACE 

, SPACE 
0, X 
Non, PROPN 
assisted, VERB 

, SPACE 
m, NOUN 

, SPACE 

, SPACE 
0, NUM 
50, NUM 
100, NUM 
150, NUM 
200, NUM 

, SPACE 
2.0, NUM 

, SPACE 
-I, PROPN 
n, CCONJ 
b, X 
1, NUM 

, SPACE 
2, NUM 
I5, PROPN 
2, NUM 
1.0, NUM 
II, NUM 

, SPACE 
3, NUM 

, SPACE 
f., PROPN 
0.5, NUM 

, SPACE 
Y, PROPN 
n, CCONJ 

, SPACE 
8, NUM 
q, NOUN 
0, NUM 

, SPACE 
0, NUM 

, SPACE 
0.0, NUM 
0, PUNCT 
D, NOUN 
0, NUM 
0, NUM 
00, NUM 

, SPACE 
1, NUM 

, SPACE 
0, NUM 
50, NUM 
100, NUM 
150, NUM 
200, NUM 

, SPACE 
Reduced, PROPN 
Energy, PROPN 
eV, PROPN 
atom, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
n, CCONJ 
k, PROPN 
b, PROPN 
function, NOUN 
reduced, VERB 
energy, NOUN 

, SPACE 
eV, PROPN 
atom, NOUN 
BN, PROPN 
films, NOUN 
non, ADJ 
assisted, ADJ 
Ar+-assisted, NUM 
ml, PROPN 

, SPACE 
N;-assisted, NUM 
0, NUM 
NC, PROPN 
assisted, VERB 
different, ADJ 
substrate, NOUN 
tempera-, VERB 

, SPACE 
tures, NOUN 
IJ, PROPN 

, SPACE 
behavior, NOUN 
k, PROPN 
clearly, ADV 
complementary, ADJ 
II, PROPN 

, SPACE 
N, PROPN 
films, NOUN 
low, ADJ 
k, NOUN 
values, NOUN 
0.11, NUM 

, SPACE 
assisted, VERB 
Argon, PROPN 
higher, ADJ 
k, NOUN 
values, NOUN 

, SPACE 
significant, ADJ 
increase, NOUN 
reduced, VERB 
energy, NOUN 
increases, NOUN 

, SPACE 
30, NUM 
eV, SYM 
atom, NOUN 
Refraction, NOUN 
indexes, VERB 
1.85, NUM 

, SPACE 
low, ADJ 
extinction, NOUN 
coefficients, NOUN 
i.e., X 
0.005, NUM 
ob-, PRON 

, SPACE 
tained, VERB 
N:-assisted, VERB 
films, NOUN 
deposited, VERB 
substrate, NOUN 

, SPACE 
200, NUM 
°, NOUN 
C, NOUN 
reduced, VERB 
energies, NOUN 
40, NUM 
eV, NUM 
atom, NOUN 

, SPACE 
data, NOUN 
observed, VERB 
differences, NOUN 

, SPACE 
derive, VERB 
structural, ADJ 
stoichiometric, ADJ 
effects, NOUN 

, SPACE 
sputtering, ADJ 
target, NOUN 
stoichiometric, ADJ 
.BN, PUNCT 

, SPACE 
shown, VERB 
Ar+-sputtering, PROPN 
causes, VERB 
boron, NOUN 
rich, ADJ 
films, NOUN 
fact, NOUN 

, SPACE 
deposition, NOUN 
assisted, VERB 
Ar+-ions, NOUN 
films, NOUN 

, SPACE 
IR, PROPN 
absorption, NOUN 
bands, NOUN 
shift, VERB 
lower, ADJ 

, SPACE 
wavenumbers, NOUN 
refraction, NOUN 
index, NOUN 
increases, VERB 

, SPACE 
expected, VERB 
boron, NOUN 
rich, ADJ 
films, NOUN 
contrary, NOUN 
assisting, VERB 

, SPACE 
nitrogen, NOUN 
enables, VERB 
formation, NOUN 
stoichiometric, NOUN 
ni-, NOUN 

, SPACE 
trogen, NOUN 
rich, ADJ 
films, NOUN 
high, ADJ 
transparency, NOUN 

, SPACE 
confirmed, VERB 
quantitative, ADJ 
AES, PROPN 
analysis, NOUN 

, SPACE 
seen, VERB 
Table, PROPN 
1, NUM 
atomic, ADJ 
N]/[B, NOUN 
ratio, NOUN 

, SPACE 
included, VERB 
films, NOUN 
analysis, NOUN 
performed, VERB 

, SPACE 
terms, NOUN 
standard, ADJ 
stoichiometric, ADJ 
h, PROPN 
BN, PROPN 
sample, NOUN 

, SPACE 
general, ADJ 
N, PROPN 
films, NOUN 
showed, VERB 
best, ADJ 
properties, NOUN 
interesting, ADJ 
point, VERB 
samples, NOUN 

, SPACE 
grown, VERB 
low, ADJ 
reduced, VERB 
energy, NOUN 
conditions, NOUN 
<, X 
30, NUM 

, SPACE 
eV, X 
atom, NOUN 
underwent, VERB 
degradation, NOUN 

, SPACE 
months, NOUN 
exposure, NOUN 
atmosphere, NOUN 
laboratory, NOUN 

, SPACE 
effect, NOUN 
consists, VERB 
significant, ADJ 
intensity, NOUN 
decrease, NOUN 

, SPACE 
main, ADJ 
IR, PROPN 
band, NOUN 
associated, VERB 
B, PROPN 
N, NOUN 
bond, NOUN 
stretching, NOUN 

, SPACE 
growth, NOUN 
new, ADJ 
band, NOUN 
3500, NUM 
cm-, NOUN 
associated, VERB 

, SPACE 
hydroxide, ADJ 
species, NOUN 
contrary, NOUN 
films, NOUN 
de-, AUX 

, SPACE 
posited, VERB 
higher, ADJ 
reduced, VERB 
energies, NOUN 
and/or, CCONJ 
substrates, NOUN 

, SPACE 
temperatures, NOUN 
2, NUM 
100, NUM 
°, NOUN 
C, NOUN 
degradation, NOUN 

, SPACE 
months, NOUN 
exposure, NOUN 
atmosphere, NOUN 

, SPACE 
improvement, NOUN 
generally, ADV 
attributed, VERB 
reduction, NOUN 

, SPACE 
void, ADJ 
density, NOUN 
consequently, ADV 
densification, NOUN 

, SPACE 
films, NOUN 
transfer, NOUN 
momentum, NOUN 
growing, VERB 
film, NOUN 

, SPACE 
hinders, VERB 
adsorption, NOUN 
water, NOUN 
oxidation, NOUN 

, SPACE 
4, X 
Conclusions, NOUN 

, SPACE 
Thin, PROPN 
BN, PROPN 
films, NOUN 
prepared, VERB 
Si(100, PROPN 

, SPACE 
dual, ADJ 
ion, NOUN 
beam, NOUN 
sputtering, VERB 
system, NOUN 
BN, PROPN 
target, NOUN 

, SPACE 
films, NOUN 
characterized, VERB 
ET, PROPN 
IR, PROPN 
spectroscopy, NOUN 

, SPACE 
spectroscopic, NOUN 
phase, NOUN 
modulated, VERB 
ellipsometry, NOUN 
function, NOUN 

, SPACE 
deposition, NOUN 
irradiation, NOUN 
parameters, NOUN 
shown, VERB 

, SPACE 
Ar+-assisted, NUM 
films, NOUN 
boron, NOUN 
rich, ADJ 
refraction, NOUN 

, SPACE 
indexes, NOUN 
2, NUM 
higher, ADJ 
deposited, VERB 
energy, NOUN 

, SPACE 
assisting, VERB 
ions, NOUN 
increases, NOUN 
contrary, NOUN 
Nc, PROPN 
bombard-, PROPN 

, SPACE 
ment, NOUN 
causes, VERB 
formation, NOUN 
stoichiometric, NOUN 

, SPACE 
nitrogen, NOUN 
rich, ADJ 
BN, PROPN 
films, NOUN 
characterized, VERB 
refraction, NOUN 
indexes, NOUN 

, SPACE 
1.85, NUM 
hv, PROPN 
=, X 
2.3, NUM 
eV, X 
>, X 
Furthermore, ADV 
stability, NOUN 

, SPACE 
films, NOUN 
air, NOUN 
exposure, NOUN 
enhanced, VERB 
de-, PROPN 

, SPACE 
posited, VERB 
energy, NOUN 
Nl, PROPN 
ions, NOUN 
30, NUM 
eV, SYM 
atom, PROPN 

, SPACE 
and/or, CCONJ 
substrate, NOUN 
temperature, NOUN 
100, NUM 
°, NOUN 
C, NOUN 

, SPACE 
results, NOUN 
discussed, VERB 
terms, NOUN 
stoichiometry, NOUN 
i.e., X 

, SPACE 
Nl/[Bl, PROPN 
atomic, ADJ 
ratio, NOUN 
enhanced, ADJ 
packing, NOUN 
density, NOUN 

, SPACE 
induced, VERB 
ion, NOUN 
assistance, NOUN 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
work, NOUN 
supported, VERB 
CICYT, PROPN 
contract, NOUN 

, SPACE 
MAT93/, PROPN 
1039, NUM 

, SPACE 
References, NOUN 

, SPACE 
111, NUM 
J.J., PROPN 
Pouch, PROPN 
S.A., PROPN 
Alteroviz, PROPN 
feds, PROPN 
Synthesis, PROPN 
Properties, PROPN 

, SPACE 
Boron, PROPN 
Nitride, PROPN 
Materials, PROPN 
Science, PROPN 
Forum, PROPN 
5455, NUM 
1990, NUM 

, SPACE 
references, NOUN 

, SPACE 
21, NUM 
W.G., PROPN 
Sainty, PROPN 
P.J., PROPN 
Martin, PROPN 
R.P., PROPN 
Nettertield, PROPN 
D.R., PROPN 
Mckenzie, PROPN 

, SPACE 
D.J.H., PROPN 
Cockayne, PROPN 
D.M., PROPN 
Dwarte, PROPN 
J., PROPN 
Appl, PROPN 
Phys, PROPN 
64, NUM 
1988, NUM 

, SPACE 
3980, NUM 

, SPACE 
31, NUM 
0, NUM 
Burat, PROPN 
D., PROPN 
Bouchier, PROPN 
V., PROPN 
Stambouli, PROPN 
G., PROPN 
Gautherin, PROPN 
J., PROPN 

, SPACE 
Appl, PROPN 
Phys, PROPN 
68, NUM 
1990, NUM 
2780, NUM 

, SPACE 
C., PROPN 
Quir6s, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
und, PROPN 
Meth, PROPN 
Phys, PROPN 
Rex, PROPN 
B, PROPN 
112, NUM 
1996, NUM 
275, NUM 
279, NUM 
279, NUM 

, SPACE 
4, X 
N., PROPN 
Tanabe, PROPN 
T., PROPN 
Hayashi, PROPN 
M., PROPN 
Iwaki, PROPN 
Diamond, PROPN 
Relat, PROPN 
Mater, PROPN 

, SPACE 
l(1992, PROPN 
151, NUM 

, SPACE 
5, X 
N., PROPN 
Tanabe, PROPN 
T., PROPN 
Hayashi, PROPN 
M., PROPN 
Iwaki, PROPN 
Diamond, PROPN 
Relat, PROPN 
Mater, PROPN 

, SPACE 
1, NUM 
1992, NUM 
883, NUM 

, SPACE 
6, NUM 
W.H., PROPN 
Press, PROPN 
et, PROPN 
al, PROPN 
eds, PROPN 
Numerical, ADJ 
recipes, NOUN 
C., PROPN 
Art, PROPN 
Scientific, PROPN 
Computing, PROPN 
Chapter, NOUN 
IO, PROPN 
Cambridge, PROPN 
Univ, PROPN 
Press, PROPN 

, SPACE 
Cambridge, PROPN 
1988, NUM 
p., NOUN 
3, NUM 
14, NUM 

, SPACE 
7, X 
M.Y., PROPN 
Rand, PROPN 
J.F., PROPN 
Roberts, PROPN 
J., PROPN 
Electrochem, PROPN 
Sot, NOUN 
115, NUM 
1975, NUM 

, SPACE 
423, NUM 

, SPACE 
IX, PROPN 
ENGINEERING, PROPN 

, SPACE 
