cm, PROPN 
annealed, VERB 
700, NUM 
°, NUM 
C, NOUN 
hour, NOUN 

, SPACE 
width, NOUN 
half, ADV 
maximum, ADJ 
FWHM, NOUN 

, SPACE 
0.2, NUM 
means, VERB 
PFT, PROPN 
thin, ADJ 
films, NOUN 

, SPACE 
highly, ADV 
oriented, VERB 
Sic1, PROPN 
11, NUM 
substrate, NOUN 

, SPACE 
microstructure, NOUN 
grain, NOUN 
size, NOUN 
films, NOUN 

, SPACE 
spun, VERB 
sol, NOUN 
50, NUM 
Pb, PROPN 
excess, NOUN 
annealed, VERB 

, SPACE 
different, ADJ 
temperatures, NOUN 
observed, VERB 
TEM, PROPN 
Fig, PROPN 

, SPACE 
5a, PROPN 
shows, VERB 
high, ADJ 
magnification, NOUN 
plan, NOUN 
view, NOUN 
TEM, PROPN 
mi-, ADJ 

, SPACE 
crograph, NOUN 
thin, ADJ 
film, NOUN 
annealed, VERB 
700, NUM 
°, NUM 
C, NOUN 
grains, NOUN 

, SPACE 
film, NOUN 
small, ADJ 
homogeneous, ADJ 

, SPACE 
Fig, PROPN 
6, NUM 
TEM, PROPN 
lattice, NOUN 
image, NOUN 
thin, ADJ 
film, NOUN 
illustrated, VERB 
Fig, PROPN 
5a, PROPN 

, SPACE 
indicating, VERB 
amorphous, ADJ 
materials, NOUN 
grains, NOUN 

, SPACE 
188, NUM 
Q., PROPN 
Su, PROPN 
et, NOUN 
al./Materials, PROPN 
Letters, PROPN 
28, NUM 
1996, NUM 
183, NUM 
188, NUM 

, SPACE 
size, NOUN 
varies, VERB 
30, NUM 
nm, NOUN 
70, NUM 
nm, NOUN 
typical, ADJ 

, SPACE 
grain, NOUN 
morphologies, NOUN 
films, NOUN 
annealed, VERB 
lower, ADJ 

, SPACE 
temperatures, NOUN 
550, NUM 
°, NUM 
C, NOUN 
higher, ADJ 
temperatures, NOUN 

, SPACE 
800, NUM 
°, NUM 
C, NOUN 
shown, VERB 
Fig, PROPN 
5b, NOUN 
5c, NUM 
respectively, ADV 

, SPACE 
fine, ADJ 
perovskite, ADJ 
grains, NOUN 
size, NOUN 

, SPACE 
=, SYM 
10, NUM 
nm, NOUN 
formed, VERB 
550, NUM 
°, NOUN 
C, NOUN 
surrounded, VERB 

, SPACE 
featureless, ADJ 
materials, NOUN 
probably, ADV 

, SPACE 
amorphous, ADJ 
pyrochlore, NOUN 
lead, NOUN 
oxide, NOUN 
uncrystallized, ADJ 

, SPACE 
PFT, PROPN 
films, NOUN 
annealed, VERB 
8OO”C, NUM 
small, ADJ 
grains, NOUN 

, SPACE 
size, NOUN 
=, PRON 
30, NUM 
nm, ADJ 
good, ADJ 
crystallinity, NOUN 

, SPACE 
observed, VERB 
identified, VERB 
py-, NOUN 

, SPACE 
rochlore, NOUN 
grains, NOUN 
electron, PROPN 
diffraction, NOUN 
Fig, PROPN 
6, NUM 

, SPACE 
shows, VERB 
plan, NOUN 
view, NOUN 
high, ADJ 
resolution, NOUN 
transmission, NOUN 
elec-, X 

, SPACE 
tron, NOUN 
image, NOUN 
film, NOUN 
Fig, PROPN 
5a, NUM 
Study, NOUN 
lattice, NOUN 

, SPACE 
fringes, NOUN 
visible, ADJ 
grains, NOUN 

, SPACE 
perovskite, ADJ 
PFT, PROPN 
phase, NOUN 
indicates, VERB 
grains, NOUN 

, SPACE 
thin, ADJ 
film, NOUN 
relatively, ADV 
defect, ADJ 
free, ADJ 

, SPACE 
4, X 
Conclusions, NOUN 

, SPACE 
summary, NOUN 
PFT, PROPN 
thin, ADJ 
films, NOUN 
perovskite, ADJ 

, SPACE 
structure, NOUN 
prepared, VERB 
Highly, ADV 
1, NUM 
IO, PROPN 
oriented, VERB 
films, NOUN 

, SPACE 
successfully, ADV 
prepared, VERB 
sol, ADJ 
gel, PROPN 
route, NOUN 

, SPACE 
perovskite, ADJ 
phase, NOUN 
PFT, PROPN 
thin, ADJ 
film, NOUN 
formed, VERB 

, SPACE 
sol, NOUN 
50, NUM 
lead, NOUN 
excess, NOUN 
PFT, PROPN 
films, NOUN 

, SPACE 
dominant, ADJ 
perovskite, ADJ 
phase, NOUN 
little, ADJ 
fine, NOUN 
grained, VERB 

, SPACE 
pyrochlore, NOUN 
obtained, VERB 
annealed, VERB 

, SPACE 
temperatures, NOUN 
680, NUM 
°, NOUN 
C, NOUN 
730, NUM 
°, NUM 
C, NOUN 
Study, NOUN 

, SPACE 
TEM, PROPN 
shows, VERB 
thin, ADJ 
films, NOUN 
crystalline, ADJ 

, SPACE 
fine, ADJ 
grain, NOUN 
size, NOUN 
30, NUM 
70, NUM 
nm, NOUN 

, SPACE 
Mechanisms, PROPN 
formation, NOUN 
perovskite, NOUN 
pyrochlore, VERB 
phases, NOUN 
different, ADJ 
process, NOUN 
conditions, NOUN 

, SPACE 
discussed, VERB 
found, VERB 
critically, ADV 

, SPACE 
dependent, ADJ 
lead, ADJ 
oxide, NOUN 
content, NOUN 
solution, NOUN 

, SPACE 
films, NOUN 
spun, VERB 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
work, NOUN 
sponsored, VERB 
grant, NOUN 

, SPACE 
Universities, PROPN 
Polytechnics, PROPN 
Research, PROPN 
Grants, PROPN 

, SPACE 
Council, PROPN 
Hong, PROPN 
Kong, PROPN 
authors, NOUN 
wish, VERB 
thank, VERB 

, SPACE 
Mr., PROPN 
Jia, PROPN 
Qi, PROPN 
Zheng, PROPN 
Mr., PROPN 
Au, PROPN 
Wing, PROPN 
Shing, PROPN 

, SPACE 
Material, PROPN 
Preparation, PROPN 
Characterisation, PROPN 
Centre, PROPN 

, SPACE 
MCPC, PROPN 
help, NOUN 
X, NOUN 
ray, NOUN 
diffraction, NOUN 
film, VERB 

, SPACE 
thickness, ADJ 
measurements, NOUN 

, SPACE 
References, NOUN 

, SPACE 
1, NUM 
S.L., PROPN 
Schwartz, PROPN 
V.E., PROPN 
Wood, PROPN 
Conden, PROPN 
Matter, PROPN 
News, PROPN 
1, NUM 

, SPACE 
1992, NUM 
4, NUM 

, SPACE 
2, X 
J.F., PROPN 
Scott, PROPN 
C.A., PROPN 
Paz, PROPN 
de, PROPN 
Araujo, PROPN 
Science, PROPN 
246, NUM 
1989, NUM 
1400, NUM 

, SPACE 
3, X 
C., PROPN 
Chen, PROPN 
D.F., PROPN 
Ryder, PROPN 
Jr., PROPN 
W.A., PROPN 
Spurgeon, PROPN 
J., PROPN 
Ceram, PROPN 

, SPACE 
Sot, PROPN 
72, NUM 
1989, NUM 
149, NUM 

, SPACE 
4, X 
M., PROPN 
Klee, PROPN 
R., PROPN 
Eusemann, PROPN 
R., PROPN 
Waser, PROPN 
W., PROPN 
Brand, PROPN 
H., PROPN 
Van, PROPN 
Hal, PROPN 

, SPACE 
J., PROPN 
Appl, PROPN 
Phys, PROPN 
72, NUM 
1992, NUM 
1566, NUM 

, SPACE 
5, X 
K., PROPN 
Okuwada, PROPN 
S., PROPN 
Nakamaura, PROPN 
M., PROPN 
Imai, PROPN 
K., PROPN 
Kakuno, PROPN 
Jpn, PROPN 
J., PROPN 

, SPACE 
Appl, PROPN 
Phys, PROPN 
30, NUM 
1991, NUM 
L1052, PROPN 

, SPACE 
6, NUM 
K., PROPN 
Nashimoto, PROPN 
M.J., PROPN 
Cima, PROPN 
Mater, PROPN 
Lett, PROPN 
10, NUM 
1991, NUM 
348, NUM 

, SPACE 
7, X 
C.C., PROPN 
Chiu, PROPN 
S.B., PROPN 
Desu, PROPN 
K., PROPN 
Amanuma, PROPN 
Mater, PROPN 
Sci, PROPN 
Eng, PROPN 
B, PROPN 

, SPACE 
22, NUM 
1994, NUM 
133, NUM 

, SPACE 
8, X 
S., PROPN 
Nomura, PROPN 
H., PROPN 
Takabayashi, PROPN 
T., PROPN 
Nakagawa, PROPN 
Jpn, PROPN 
J., PROPN 
Appl, PROPN 

, SPACE 
Phys, PROPN 
7, NUM 
1968, NUM 
600, NUM 

, SPACE 
9, X 
L.F., PROPN 
Francis, PROPN 
Ph.D., PROPN 
Thesis, PROPN 
University, PROPN 
Illinois, PROPN 
USA, PROPN 

, SPACE 
IO, X 
M.A., PROPN 
Aegerter, PROPN 
J., PROPN 
Non, PROPN 
Crystalline, PROPN 
Solids, PROPN 
151, NUM 
1992, NUM 
195, NUM 

, SPACE 
