Original, ADJ 
Fig, PROPN 
1, NUM 
w, PROPN 
t, PROPN 
h, NOUN 

, SPACE 
multiple, ADJ 
diagnostic, ADJ 
loading, NOUN 
cycles, NOUN 
employed, VERB 
following, VERB 
proce, NOUN 
dure, NOUN 
described, VERB 
28, NUM 
loading, NOUN 
scheme, NOUN 
consists, VERB 
series, NOUN 

, SPACE 
diagnostic, ADJ 
loading, NOUN 
unloading, VERB 
cycles, NOUN 
capture, VERB 
mechanical, ADJ 
prop-, PROPN 

, SPACE 
erties, NOUN 
bone, NOUN 
incremental, ADJ 
loading, NOUN 
level, NOUN 
strain, NOUN 
cycle, NOUN 
in-, ADP 

, SPACE 
cluded, VERB 
steps, NOUN 
Loading, NOUN 
constant, ADJ 
rate, NOUN 
0.05, NUM 
mm, NOUN 
s, PROPN 

, SPACE 
incremental, ADJ 
displacement, NOUN 
level, NOUN 
b, X 
Dwelling, NOUN 
150, NUM 
s, NOUN 
speci, PROPN 
ﬁed, PROPN 

, SPACE 
displacement, ADJ 
level, NOUN 
c, X 
Unloading, NOUN 
constant, ADJ 
rate, NOUN 
0.05, NUM 
mm, NOUN 
s, PROPN 
apreset, VERB 
load, NOUN 
level, NOUN 
25, NUM 
N, PROPN 
d, X 
Dwelling, VERB 
150, NUM 
s, NOUN 
preset, ADJ 

, SPACE 
load, NOUN 
25, NUM 
N, NUM 
prior, ADV 
loading, NOUN 
cycle, NOUN 
test, NOUN 
specimens, NOUN 

, SPACE 
kept, VERB 
wet, ADJ 
constantly, ADV 
dripping, VERB 
corresponding, VERB 
soaking, VERB 
media, NOUN 
tothe, NOUN 
specimens, NOUN 
entire, ADJ 
test, NOUN 
following, VERB 
parameters, NOUN 

, SPACE 
measured, VERB 
quantify, VERB 
mechanical, ADJ 
behavior, NOUN 
bone, NOUN 
specimens, NOUN 

, SPACE 
Fig, PROPN 
1, NUM 

, SPACE 

, SPACE 
Applied, VERB 
stress, NOUN 
strain, NOUN 
cycle, NOUN 
σiandεi, NOUN 
stress, NOUN 

, SPACE 
strain, NOUN 
values, NOUN 
measured, VERB 
end, NOUN 
loading, NOUN 
step, NOUN 

, SPACE 
cycle, NOUN 
determine, VERB 
stress, NOUN 
strain, NOUN 
relationship, NOUN 
loading, NOUN 

, SPACE 
process, NOUN 

, SPACE 
•Plastic, ADJ 
strain, NOUN 
εp, PROPN 
plastic, NOUN 
strain, NOUN 
measured, VERB 
residual, ADJ 

, SPACE 
strain, NOUN 
end, NOUN 
cycle, NOUN 

, SPACE 
•Yield, PROPN 
strain, NOUN 
εy)and, CCONJ 
plastic, NOUN 
ﬂow, X 
coef, PROPN 
ﬁcient, PROPN 
k):εywas, AUX 
measured, VERB 

, SPACE 
onset, NOUN 
strain, NOUN 
plastic, ADJ 
deformation, NOUN 
determined, VERB 
byﬁtting, VERB 
linear, ADJ 
plastic, NOUN 
strain, NOUN 
ε, ADP 

, SPACE 
p, NOUN 
vs., ADP 
applied, VERB 
strain, NOUN 
εi, ADJ 

, SPACE 
curve, NOUN 
equation, NOUN 
εp, PROPN 
=, NOUN 
kεi−εy, PROPN 
εyis, ADP 
intercept, NOUN 

, SPACE 
axis, NOUN 
applied, VERB 
strain, NOUN 
kis, INTJ 
slope, NOUN 
curve, NOUN 
indicating, VERB 

, SPACE 
intensity, NOUN 
plastic, NOUN 
ﬂow, NOUN 
bulk, ADJ 
deformation, NOUN 

, SPACE 
•Ultimate, ADJ 
stress, NOUN 
σu):σuwas, AUX 
de, ADV 
ﬁned, VERB 
maximum, ADJ 
stress, NOUN 
measured, VERB 

, SPACE 
entire, ADJ 
loading, NOUN 
process, NOUN 

, SPACE 
•Initial, NOUN 
elastic, ADJ 
modulus, NOUN 
E0):E0was, AUX 
calculated, VERB 
slope, NOUN 
linear, ADJ 

, SPACE 
stress, NOUN 
strain, NOUN 
curve, NOUN 
loading, NOUN 
step, NOUN 
ﬁrst, ADJ 
cycle, NOUN 

, SPACE 
•Progressive, ADJ 
elastic, ADJ 
modulus, NOUN 
Ei):Eiwas, ADV 
calculated, VERB 
loading, NOUN 

, SPACE 
cycle, NOUN 
slope, NOUN 
line, NOUN 
joining, VERB 
equilibrium, NOUN 
points, NOUN 
theend, NOUN 
stress, NOUN 
relaxation, NOUN 
dwell, NOUN 
end, NOUN 
creep, ADJ 
dwell, NOUN 
cycle, NOUN 

, SPACE 
Fig, PROPN 
1, NUM 
modulus, ADJ 
loss, NOUN 
de, ADV 
ﬁned, VERB 
exponential, ADJ 

, SPACE 
decay, NOUN 
applied, VERB 
strain, NOUN 
ε, ADP 

, SPACE 
described, VERB 
previous, ADJ 
studies, NOUN 

, SPACE 
29]:Ei, PROPN 
=, SYM 
E0e−mεi, PROPN 
w, PROPN 
h, PROPN 
e, PROPN 
r, NOUN 
e, NOUN 
mwas, AUX 
de, ADV 
ﬁned, VERB 
modulus, ADJ 
decay, NOUN 
factor, NOUN 

, SPACE 
reﬂecting, VERB 
sensitivity, NOUN 
bone, NOUN 
modulus, ADJ 
loss, NOUN 

, SPACE 
•Hysteresis, PROPN 
energy, NOUN 
Uh):Uhwas, ADV 
determined, VERB 
area, NOUN 

, SPACE 
load, NOUN 
unload, NOUN 
regions, NOUN 
stress, NOUN 
strain, NOUN 
curve, NOUN 
loading, NOUN 
cycle, NOUN 

, SPACE 
measure, NOUN 
energy, NOUN 
dissipation, NOUN 
viscous, ADJ 
sponse, ADJ 
bone, NOUN 

, SPACE 

, SPACE 
Plastic, ADJ 
strain, NOUN 
energy, NOUN 
Up):Upwas, AUX 
determined, ADJ 
area, NOUN 

, SPACE 
load, NOUN 
reload, ADJ 
regions, NOUN 
consecutive, ADJ 
cycles, NOUN 
re-, ADV 

, SPACE 
lated, VERB 
energy, NOUN 
dissipation, NOUN 
bone, NOUN 
plastic, ADJ 
deformation, NOUN 

, SPACE 
loading, NOUN 
cycle, NOUN 

, SPACE 
•Released, VERB 
elastic, ADJ 
strain, NOUN 
energy, NOUN 
Uer):Uerwas, AUX 
determined, ADJ 
area, NOUN 

, SPACE 
unload, NOUN 
curve, NOUN 
line, NOUN 
beginning, NOUN 
point, NOUN 

, SPACE 
unloading, VERB 
slope, NOUN 
initial, ADJ 
elastic, ADJ 
modulus, NOUN 
E0, PROPN 

, SPACE 
related, VERB 
elastic, ADJ 
strain, NOUN 
energy, NOUN 
released, VERB 
damage, VERB 
accumula, NOUN 
tion, NOUN 
bone, NOUN 

, SPACE 
Statistical, ADJ 
analysis, NOUN 

, SPACE 
Simple, PROPN 
Student, PROPN 
t, NOUN 
tests, NOUN 
performed, VERB 
detect, VERB 
differences, NOUN 

, SPACE 
measured, VERB 
parameters, NOUN 
test, NOUN 
groups, NOUN 
statistical, ADJ 
signif-, NOUN 

, SPACE 
icance, NOUN 
considered, VERB 
pb0.05, NOUN 

, SPACE 
Results, NOUN 

, SPACE 
Water, NOUN 
replacement, NOUN 
selected, VERB 
solvents, NOUN 
Table, NOUN 
2, NUM 

, SPACE 
weight, NOUN 
fraction, NOUN 
original, ADJ 
water, NOUN 
bone, NOUN 
specimens, NOUN 

, SPACE 
consistent, ADJ 
test, NOUN 
groups, NOUN 
soaking, VERB 
results, NOUN 
indicated, VERB 
H, PROPN 

, SPACE 
2O, PROPN 

, SPACE 
98.6, NUM 
±, PROPN 
2.96, NUM 
D, PROPN 
2O, NOUN 
96.1, NUM 
±, PROPN 
1.38, NUM 
completely, ADV 
re-, ADJ 

, SPACE 
place, NOUN 
original, ADJ 
volume, NOUN 
water, NOUN 
removed, VERB 
dehydration, NOUN 
EG, NOUN 

, SPACE 
DMF, PROPN 
replaced, VERB 
85.5, NUM 
±, PROPN 
5.15, NUM 
71.8, NUM 
±, PROPN 
3.77, NUM 
original, ADJ 
volume, NOUN 

, SPACE 
water, NOUN 
respectively, ADV 
contrast, NOUN 
bone, NOUN 
soaking, VERB 
CCl, NOUN 
4reached, NUM 
satura-, NOUN 

, SPACE 
tion, NOUN 
22.3, NUM 
±, PROPN 
5.17, NUM 
original, ADJ 
volume, NOUN 
water, NOUN 
addition, NOUN 
soaking, VERB 
rate, NOUN 
bone, NOUN 
EG, PROPN 
DMF, PROPN 
CCl, NOUN 

, SPACE 
4was, VERB 
slower, ADJ 

, SPACE 
H, PROPN 
2Oa, NUM 
n, CCONJ 
dD, NUM 
2O., NUM 

, SPACE 
Stress, NOUN 
strain, NOUN 
relationship, NOUN 

, SPACE 
Similar, ADJ 
strain, NOUN 
stress, NOUN 
curves, NOUN 
observed, VERB 
baseline, NOUN 
con-, NOUN 

, SPACE 
trol, NOUN 
H, PROPN 
2O, NOUN 
D, PROPN 
2O, PROPN 
soaked, VERB 
specimens, NOUN 
demonstrating, VERB 
initial, ADJ 
linear, NOUN 

, SPACE 
portion, NOUN 
yielding, NOUN 
considerable, ADJ 
post, ADJ 
yielding, ADJ 
deformation, NOUN 
Fig, PROPN 
2, NUM 
.Strain1, PUNCT 

, SPACE 
Ei, PROPN 
E0, PROPN 

, SPACE 
UnloadUim, NOUN 

, SPACE 
UihUierStress2i, ADP 

, SPACE 
LoadCycles, PROPN 

, SPACE 
3, NUM 

, SPACE 
Reloadσimax, PROPN 

, SPACE 
Δσi, PROPN 

, SPACE 
εi, ADJ 
εip, PROPN 

, SPACE 
Fig, PROPN 
1, NUM 
Schematic, ADJ 
illustration, NOUN 
progressive, ADJ 
loading, NOUN 
scheme, NOUN 
determination, NOUN 
in-, ADJ 

, SPACE 
stantaneous, ADJ 
mechanical, ADJ 
properties, NOUN 
bone, NOUN 
load, NOUN 
cycle.201, VERB 
J., PROPN 
Samuel, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
59, NUM 
2014, NUM 
199, NUM 
206, NUM 

, SPACE 
contrast, NOUN 
negative, ADJ 
control, NOUN 
Dehydrated, PROPN 
CCl, PROPN 
4, NUM 
DMF, PROPN 
EG, PROPN 
soaked, VERB 

, SPACE 
specimens, NOUN 
exhibited, VERB 
linear, ADJ 
stress, NOUN 
strain, VERB 
behavior, NOUN 
appre-, ADJ 

, SPACE 
ciable, ADJ 
post, ADJ 
yield, ADJ 
deformation, NOUN 
DMF, PROPN 
EG, NOUN 

, SPACE 
groups, NOUN 
allowed, VERB 
higher, ADJ 
maximum, ADJ 
stress, NOUN 
slightly, ADV 
greater, ADJ 
failure, NOUN 

, SPACE 
strain, NOUN 
compared, VERB 
dehydrated, NOUN 
CCl, NOUN 
4groups, NUM 
details, NOUN 

, SPACE 
pre, NOUN 
yield, NOUN 
post, NOUN 
yield, NOUN 
viscous, ADJ 
responses, NOUN 
bone, NOUN 
differ, ADJ 
ent, NOUN 
test, NOUN 
groups, NOUN 

, SPACE 
Initial, ADJ 
elastic, ADJ 
modulus, NOUN 
modulus, NOUN 
loss, NOUN 
associated, ADJ 
energy, NOUN 
dissipation, NOUN 

, SPACE 
Soaking, PROPN 
different, ADJ 
solvents, NOUN 
signi, NOUN 
ﬁcant, ADJ 
effects, NOUN 
initial, ADJ 

, SPACE 
elastic, ADJ 
modulus, NOUN 
E, NOUN 

, SPACE 
0)o, NOUN 
fb, NOUN 
o, NOUN 
n, CCONJ 
e, PROPN 
Table, NOUN 
3, NUM 
dehydrated, ADJ 
CCl, NOUN 
4groups, NUM 

, SPACE 
highest, ADJ 
initial, ADJ 
elastic, ADJ 
modulus, NOUN 
followed, VERB 
EG, PROPN 
DMF, PROPN 
groups, NOUN 

, SPACE 
H, PROPN 
2O, PROPN 
D, PROPN 
2O, PROPN 
baseline, NOUN 
control, NOUN 
groups, NOUN 
exhibiting, VERB 
lowest, ADJ 
initial, ADJ 

, SPACE 
elastic, ADJ 
modulus, NOUN 

, SPACE 
addition, NOUN 
signi, NOUN 
ﬁcant, NOUN 
modulus, NOUN 
loss, NOUN 
exponential, ADJ 
decay, NOUN 
ob-, AUX 

, SPACE 
served, VERB 
bone, NOUN 
specimens, NOUN 
H, PROPN 
2O, PROPN 
D, NOUN 
2O, NOUN 
baseline, NOUN 
control, NOUN 
groups, NOUN 

, SPACE 
signi, NOUN 
ﬁcant, NOUN 
modulus, NOUN 
loss, NOUN 
slight, ADJ 
trend, NOUN 
decrease, NOUN 

, SPACE 
exhibited, VERB 
specimens, NOUN 
EG, PROPN 
DMF, PROPN 
CCl, NOUN 
4,a, NUM 
n, CCONJ 
dD, NUM 
e, NOUN 
h, NOUN 
y, PROPN 
d, PROPN 
r, NOUN 
t, NOUN 
e, NOUN 
d, NUM 

, SPACE 
groups, NOUN 
Fig, PROPN 
3, NUM 

, SPACE 
Correspondingly, ADV 
H, PROPN 
2O, PROPN 
D, ADJ 
2O, NOUN 
baseline, PROPN 
control, NOUN 
specimens, VERB 
exhibit-, PROPN 

, SPACE 
ed, NOUN 
higher, ADJ 
capacity, NOUN 
dissipating, VERB 
released, VERB 
elastic, ADJ 
strain, NOUN 
ener-, NOUN 

, SPACE 
gy, NOUN 
Uer, PROPN 
noted, VERB 
baseline, NOUN 
control, NOUN 
showed, VERB 
slightly, ADV 

, SPACE 
steeper, ADJ 
slope, NOUN 
dissipation, NOUN 
released, VERB 
elastic, ADJ 
strain, NOUN 
energy, NOUN 
ap, ADJ 
plied, VERB 
strain, NOUN 
compared, VERB 
H, PROPN 

, SPACE 
2Oa, NUM 
n, PRON 
dD, PRON 
2O, NOUN 
groups, NOUN 
Fig, PROPN 
6, NUM 
contrast, NOUN 

, SPACE 
released, VERB 
elastic, ADJ 
strain, NOUN 
energy, NOUN 
dissipation, NOUN 
observed, VERB 
CCl, NOUN 
4, NUM 

, SPACE 
soaked, VERB 
dehydrated, ADJ 
specimens, NOUN 
DMF, PROPN 
EG, PROPN 
soaked, AUX 

, SPACE 
specimens, NOUN 
exhibited, VERB 
onset, NOUN 
released, VERB 
elastic, ADJ 
strain, NOUN 
energy, NOUN 
dis-, NOUN 

, SPACE 
sipation, NOUN 
Fig, PROPN 
6, NUM 

, SPACE 
Yielding, PROPN 
post, ADJ 
yield, ADJ 
deformation, NOUN 
associated, VERB 
energy, NOUN 
dissipation, NOUN 

, SPACE 
Signiﬁcant, PROPN 
differences, NOUN 
observed, VERB 
yield, NOUN 
strain, NOUN 
εy)a, PROPN 
n, CCONJ 
dt, PROPN 
h, PROPN 
e, NOUN 

, SPACE 
post, ADJ 
yield, ADJ 
deformation, NOUN 
bone, NOUN 
control, NOUN 
test, NOUN 
groups(Table, PROPN 
3, NUM 
DMF, PROPN 
EG, PROPN 
CCl, NOUN 

, SPACE 
4and, CCONJ 
dehydrated, ADJ 
groups, NOUN 
hardly, ADV 
showed, VERB 

, SPACE 
appreciable, ADJ 
yielding, NOUN 
trivial, ADJ 
plastic, NOUN 
deformation, NOUN 
theH, NOUN 

, SPACE 
2O, NOUN 
D, ADJ 
2O, NOUN 
baseline, NOUN 
control, NOUN 
groups, NOUN 
exhibited, VERB 
transition, NOUN 
yielding)from, ADP 
elastic, ADJ 
deformation, NOUN 
post, ADJ 
yield, ADJ 
plastic, NOUN 
deformation, NOUN 

, SPACE 
relatively, ADV 
consistent, ADJ 
yield, NOUN 
strain, NOUN 
εy, ADV 
plastic, PROPN 
ﬂow, X 
coef, PROPN 
ﬁcient, PROPN 
k, PROPN 

, SPACE 
failure, NOUN 
strain, NOUN 
εf, PROPN 
signi, NOUN 
ﬁcantly, ADV 
higher, ADJ 
H, PROPN 
2O, PROPN 
D, PROPN 
2O, NOUN 

, SPACE 
baseline, NOUN 
control, NOUN 
groups, NOUN 
compared, VERB 
DMF, PROPN 
EG, PROPN 
CCl, NOUN 
4and, NUM 

, SPACE 
dehydrated, VERB 
groups, NOUN 
failed, VERB 
limited, ADJ 
strains, NOUN 
b0.8, ADJ 

, SPACE 
similar, ADJ 
trend, NOUN 
plastic, ADJ 
strain, NOUN 
energy, NOUN 
dissipation, NOUN 
observed, VERB 

, SPACE 
bone, NOUN 
specimens, NOUN 
H, PROPN 
2O, PROPN 
D, ADJ 
2O, NOUN 
baseline, NOUN 
control, NOUN 
groups, NOUN 

, SPACE 
trivial, ADJ 
plastic, NOUN 
strain, NOUN 
energy, NOUN 
dissipation, NOUN 
existed, VERB 
DMF, PROPN 
EG, PROPN 

, SPACE 
CCl4and, ADJ 
dehydrated, VERB 
groups, NOUN 
Fig, PROPN 
4, NUM 
notable, ADJ 
EG, PROPN 

, SPACE 
DMF, PROPN 
groups, NOUN 
exhibited, VERB 
onset, NOUN 
plastic, ADJ 
strain, NOUN 
energy, NOUN 
dissipation, NOUN 
CCl, NOUN 

, SPACE 
4and, CCONJ 
dehydrated, ADJ 
groups, NOUN 
exhibited, VERB 
plastic, NOUN 
energy, NOUN 

, SPACE 
dissipation, NOUN 
Fig, PROPN 
6, NUM 
b, NUM 

, SPACE 
Viscous, ADJ 
response, NOUN 
hysteresis, NOUN 
energy, NOUN 
dissipation, NOUN 

, SPACE 
H2O, PROPN 
D, ADJ 
2O, NOUN 
baseline, PROPN 
control, NOUN 
specimens, NOUN 
exhibited, VERB 
similar, ADJ 
increases, NOUN 

, SPACE 
stress, NOUN 
relaxation, NOUN 
increasing, VERB 
bone, NOUN 
deformation, NOUN 
transi-, ADJ 

, SPACE 
tion, NOUN 
point, NOUN 
close, ADV 
0.6, NUM 
strain, NOUN 
Fig, PROPN 
5, NUM 
transition, NOUN 
point, NOUN 

, SPACE 
stress, NOUN 
relaxation, NOUN 
leveled, VERB 
irrespective, ADV 
increasing, VERB 
strain, NOUN 
sug, ADV 
gesting, VERB 
bone, NOUN 
reached, VERB 
steady, ADJ 
state, NOUN 
viscous, ADJ 
response, NOUN 
con-, NOUN 

, SPACE 
trast, NOUN 
stress, NOUN 
relaxation, NOUN 
limited, ADJ 
DMF, PROPN 
EG, PROPN 
CCl, NOUN 

, SPACE 
4and, NUM 

, SPACE 
dehydrated, VERB 
groups, NOUN 
counting, VERB 
50, NUM 
stress, NOUN 
relaxation, NOUN 
shownin, NOUN 
H, PROPN 

, SPACE 
2O, PROPN 
D, ADJ 
2O, NOUN 
baseline, NOUN 
control, NOUN 
groups, NOUN 

, SPACE 
comparison, NOUN 
hysteresis, NOUN 
energy, NOUN 
dissipation, NOUN 
bone, NOUN 
ex-, NOUN 

, SPACE 
perimental, ADJ 
groups, NOUN 
revealed, VERB 
total, ADJ 
viscous, ADJ 
energy, NOUN 
dissipation, NOUN 

, SPACE 
DMF, PROPN 
EG, PROPN 
specimens, NOUN 
considerably, ADV 
lower, ADJ 

, SPACE 
baseline, NOUN 
control, NOUN 
H, PROPN 
2Oa, NUM 
n, CCONJ 
dD, PRON 
2O, NOUN 
groups, NOUN 
CCl, PROPN 
4and, CCONJ 
dehydrated, VERB 
groups, NOUN 

, SPACE 
showing, VERB 
hysteresis, NOUN 
energy, NOUN 
dissipation, NOUN 
Fig, PROPN 
6, NUM 
c, NOUN 

, SPACE 
observed, VERB 
baseline, NOUN 
control, NOUN 
specimens, NOUN 
showed, VERB 
slightly, ADV 

, SPACE 
steeper, ADJ 
slope, NOUN 
dissipating, VERB 
viscous, ADJ 
energy, NOUN 
compared, VERB 
D, ADJ 
2O, NOUN 
H, PROPN 
2O, PROPN 

, SPACE 
specimens, VERB 

, SPACE 
Discussions, NOUN 

, SPACE 
study, NOUN 
performed, VERB 
determine, VERB 
mechanical, ADJ 
behav-, NOUN 

, SPACE 
ior, NOUN 
bone, NOUN 
affected, VERB 
replacing, VERB 
matrix, NOUN 
water, NOUN 
bone, NOUN 

, SPACE 
selected, VERB 
solvents, NOUN 
different, ADJ 
polarity, NOUN 
hydrogen, NOUN 
bonding, NOUN 

, SPACE 
020406080100120140, NUM 

, SPACE 
0, NUM 
0.005, NUM 
0.01, NUM 
0.015, NUM 
0.02, NUM 
0.025, NUM 
0.03Stress, NUM 
MPa, NOUN 

, SPACE 
Applied, VERB 
Strain, PROPN 
mm, PROPN 
mm)Max, PROPN 
Stress, PROPN 
vs, ADP 
Applied, PROPN 
StrainBaseline, PROPN 
Control, PROPN 

, SPACE 
H2O, PROPN 

, SPACE 
D2O, PROPN 

, SPACE 
DMF, PROPN 

, SPACE 
EG, PROPN 

, SPACE 
Dehydrated, VERB 

, SPACE 
CCl4, X 

, SPACE 
Fig, PROPN 
2, NUM 
Stress, NOUN 
strain, NOUN 
relationship, NOUN 
obtained, VERB 
progressive, ADJ 
loading, NOUN 
protocol, NOUN 
H, PROPN 
2O, NOUN 
D, ADJ 
2O, NOUN 
base, NOUN 
line, NOUN 
control, NOUN 
specimens, NOUN 
indicated, VERB 
initial, ADJ 
elastic, ADJ 
yielding, NOUN 
post, ADJ 
yield, ADJ 
defor-, NOUN 

, SPACE 
mation, NOUN 
EG, PROPN 
DMF, PROPN 
CCl, NOUN 
4, NUM 
dehydrated, VERB 
specimens, NOUN 
exhibited, VERB 
brittle, ADJ 
behavior, NOUN 
increased, VERB 
stiffness, NOUN 
strength, NOUN 
yielding, NOUN 
Table, NOUN 
2, NUM 

, SPACE 
Volume, NOUN 
water, NOUN 
replaced, VERB 
selected, VERB 
solvents, NOUN 
N=6, NOUN 

, SPACE 
D2OH, PROPN 
2O, PROPN 
EG, PROPN 
DMF, PROPN 
CCl4, PROPN 

, SPACE 
Weight, PROPN 
fraction, NOUN 
original, ADJ 
water, NOUN 
wt.%, PROPN 
11.8, NUM 
±, PROPN 
0.56, NUM 
11.2, NUM 
±, PROPN 
0.67, NUM 
11.7, NUM 
±, PROPN 
0.83, NUM 
11.6, NUM 
±, PROPN 
0.68, NUM 
11.5, NUM 
±, PROPN 
0.90, NUM 

, SPACE 
Water, PROPN 
volume, NOUN 
replaced, VERB 
vol%, PROPN 
96.1, NUM 
±, PROPN 
1.38, NUM 
98.6, NUM 
±, PROPN 
2.96, NUM 
85.5, NUM 
±, PROPN 
5.15, NUM 
71.8, NUM 
±, PROPN 
3.77, NUM 
22.3, NUM 
±, PROPN 
5.17, NUM 

, SPACE 
Soaking, VERB 
time, NOUN 
equilibrium, VERB 
days, NOUN 
~1, AUX 
~1, ADP 
N12, PROPN 
N10, PROPN 
N15202, PROPN 
J., PROPN 
Samuel, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
59, NUM 
2014, NUM 
199, NUM 
206, NUM 

, SPACE 
ability, NOUN 
molecular, ADJ 
size, NOUN 
results, NOUN 
demonstrate, VERB 
soaking, NOUN 

, SPACE 
ability, NOUN 
solvents, NOUN 
bone, NOUN 
remarkably, ADV 
different, ADJ 
Table, NOUN 
2, NUM 
rang-, ADJ 

, SPACE 
ing, NOUN 
22.3, NUM 
±, PROPN 
5.17, NUM 
vol%, PROPN 
98.6, NUM 
±, PROPN 
2.96, NUM 
vol%, PROPN 
original, ADJ 
watercontent, NOUN 
bone, NOUN 
Accordingly, ADV 
signi, NOUN 
ﬁcant, NOUN 
changes, NOUN 
mechanical, ADJ 
be-, ADJ 

, SPACE 
havior, ADJ 
bone, NOUN 
detected, VERB 

, SPACE 
noted, VERB 
maximum, ADJ 
volume, NOUN 
bone, NOUN 
solvent, NOUN 

, SPACE 
ﬁltrate, PROPN 
related, VERB 
solvent, NOUN 
polarity, NOUN 
hydrogen, NOUN 
bond-, NUM 

, SPACE 
ing, ADJ 
ability, NOUN 
molecular, ADJ 
size, NOUN 
Tables, PROPN 
1, NUM 
2, NUM 
selected, VERB 

, SPACE 
solvents, NOUN 
D, PROPN 

, SPACE 
2O, PROPN 
similar, ADJ 
molecular, ADJ 
size, NOUN 
polarity, NOUN 
hydrogen, NOUN 
bond-, PROPN 

, SPACE 
ing, ADJ 
ability, NOUN 
compared, VERB 
H, PROPN 
2O, PROPN 
making, VERB 
capable, ADJ 
ﬁltrating, VERB 

, SPACE 
spaces, NOUN 
originally, ADV 
occupied, VERB 
water, NOUN 
bone, NOUN 
interest, NOUN 
ing, NOUN 
note, VERB 
EG, PROPN 
replace, VERB 
85.5, NUM 
±, PROPN 
5.15, NUM 
vol%, PROPN 
original, ADJ 

, SPACE 
water, NOUN 
bone, NOUN 
polarity, NOUN 
hydrogen, NOUN 
bonding, NOUN 
ability, NOUN 

, SPACE 
relatively, ADV 
comparable, ADJ 
H, PROPN 

, SPACE 
2O., NUM 
disparity, NOUN 
likely, ADJ 

, SPACE 
molecular, ADJ 
size, NOUN 
EG, PROPN 
~4.0, NOUN 
Å, PROPN 
twice, ADV 
large, ADJ 
thoseof, NOUN 
H, NOUN 

, SPACE 
2Oa, NUM 
n, PRON 
dD, NOUN 
2O, NOUN 
2, NUM 
4, NUM 
2.6, NUM 
Å, NOUN 
DMF, PROPN 
comparable, ADJ 
polarity, NOUN 

, SPACE 
signiﬁcantly, ADV 
impaired, VERB 
hydrogen, NOUN 
bond, NOUN 
ability, NOUN 
slightly, ADV 
larger, ADJ 
mo-, PROPN 

, SPACE 
lecular, ADJ 
size, NOUN 
5.5, NUM 
Å, NOUN 
EG, PROPN 
Accordingly, ADV 
exhibits, VERB 
lesser, ADJ 

, SPACE 
soaking, NOUN 
capability, NOUN 
71.8, NUM 
±, PROPN 
3.77, NUM 
vol%, NOUN 
compared, VERB 
EG, PROPN 

, SPACE 
known, VERB 
unlike, ADP 
EG, PROPN 
H, PROPN 
2O, PROPN 
serve, VERB 
hydrogen-, NOUN 

, SPACE 
bond, NOUN 
donors, NOUN 
acceptors, NOUN 
DMF, PROPN 
lacks, VERB 
ability, NOUN 
serve, VERB 
hydrogen, NOUN 
bond, NOUN 
donor, NOUN 
hydrogen, NOUN 
bond, NOUN 
acceptor, NOUN 
30, NUM 
ability, NOUN 

, SPACE 
DMF, PROPN 
form, VERB 
hydrogen, NOUN 
bonds, NOUN 
bone, NOUN 
constituents, NOUN 
i.e.type, NOUN 
col-, VERB 

, SPACE 
lagen, NOUN 
hydroxyapatite, NOUN 
crystals, NOUN 
extremely, ADV 
lower, ADJ 

, SPACE 
EG, PROPN 
H, PROPN 

, SPACE 
2O[17, NUM 
signi, NOUN 
ﬁcant, NOUN 
differences, VERB 
trig-, NUM 

, SPACE 
ger, NOUN 
limited, ADJ 
differences, NOUN 
~13, NUM 
vol%, PROPN 
soaking, VERB 
capacity, NOUN 

, SPACE 
DMF, PROPN 
EG, PROPN 
implies, VERB 
hydrogen, NOUN 
bond, NOUN 
ability, NOUN 
play, VERB 

, SPACE 
minor, ADJ 
role, NOUN 
helping, VERB 
solvents, NOUN 
ﬁltrate, ADJ 
bone, NOUN 
matrix, NOUN 
Finally, ADV 
CCl, NOUN 
4, NUM 

, SPACE 
molecules, NOUN 
polarity, NOUN 
hydrogen, NOUN 
bonding, NOUN 
ability, NOUN 
compara, NOUN 
ble, NOUN 
molecular, ADJ 
size, NOUN 
5.9, NUM 
Å, NOUN 
hydrogen, NOUN 
bonding, NOUN 
ability, NOUN 
DMF.However, PROPN 
soaking, VERB 
ability, NOUN 
22.3, NUM 
±, PROPN 
5.17, NUM 
CCl, NOUN 

, SPACE 
4is, NOUN 
poorer, ADJ 

, SPACE 
DME, PROPN 
71.8, NUM 
±, PROPN 
3.77, NUM 
vol%, NOUN 
presumable, ADJ 
polar, ADJ 
ity, NOUN 
plays, VERB 
considerable, ADJ 
role, NOUN 
soaking, NOUN 
solvents, NOUN 
bone, NOUN 
matrix, NOUN 

, SPACE 
line, NOUN 
aforementioned, VERB 
differences, NOUN 
water, NOUN 
replacement, NOUN 

, SPACE 
signiﬁcant, ADJ 
changes, NOUN 
mechanical, ADJ 
behavior, NOUN 
bone, NOUN 
manifested, VERB 

, SPACE 
distinct, ADJ 
