ELSEVIER, NOUN 
C-19, PROPN 
0.76, NUM 
s, PROPN 

, SPACE 
3, NUM 
H, PROPN 
C-18, PROPN 
MS, PROPN 
m, PROPN 
z, PROPN 
relative, ADJ 
intensity, NOUN 
289, NUM 
100, NUM 
M-219, PROPN 
HRMS, PROPN 

, SPACE 
Calculated, VERB 
C23H2902F9, PROPN 
508.2025, NUM 
found, VERB 
508.2023, NUM 

, SPACE 
3~-Pentafluoroethyl-3~-hydroxyandrost-4, PROPN 
en-, PROPN 
17-, NUM 

, SPACE 
Sa, PROPN 

, SPACE 
Diol, PROPN 
4a, PROPN 
0.125, NUM 
g, PROPN 
0.27, NUM 
mmol, PROPN 
25, NUM 
mL, NUM 
methylene, PROPN 
chloride, PROPN 

, SPACE 
treated, VERB 
PCC, PROPN 
0.100, NUM 
g, PROPN 
0.45, NUM 
mmol, NOUN 
resulting, VERB 
suspension, NOUN 

, SPACE 
turned, VERB 
orange, NOUN 
brown, NOUN 
stirred, VERB 
room, NOUN 
temperature, NOUN 

, SPACE 
3, NUM 
h., NOUN 
reaction, NOUN 
mixture, NOUN 
diluted, VERB 
20, NUM 
mL, NUM 
ether, NOUN 

, SPACE 
filtered, VERB 
aid, NOUN 
Celite, PROPN 
Removal, NOUN 
solvent, NOUN 
vacuo, PROPN 
gave, VERB 

, SPACE 
brown, ADJ 
oil, NOUN 
purified, VERB 
silica, PROPN 
gel, PROPN 
chromatography, NOUN 
Elu-, PROPN 

, SPACE 
tion, NOUN 
ethyl, PROPN 
acetate, PROPN 
hexanes, NOUN 
5/95, NUM 
afforded, VERB 
ketone, NOUN 
5a, PROPN 
0.100, NUM 
g, PROPN 

, SPACE 
80, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 
130, NUM 
133, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
3500, NUM 
2920, NUM 

, SPACE 
Steroids, PROPN 
1996, NUM 
vol, PROPN 
61, NUM 
February, PROPN 
51, NUM 


, SPACE 
Papers, PROPN 

, SPACE 
1740, NUM 
cm, NOUN 
-I., PUNCT 
NMR, PROPN 
CDCI3, PROPN 
~, PUNCT 
5.36, NUM 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
1.08, NUM 
s, PROPN 
3, NUM 
H, NOUN 

, SPACE 
C-19, PROPN 
0.88, NUM 
s, PROPN 
3H, PROPN 
C-18, PROPN 
MS, PROPN 
m, PROPN 
z, PROPN 
relative, ADJ 
intensity, NOUN 
406, NUM 
3, NUM 
M+, NUM 

, SPACE 
287, NUM 
100, NUM 
M-119, PROPN 
HRMS, PROPN 
Calculated, VERB 
C21H2702Fs, NOUN 
406.1932, NUM 

, SPACE 
found, VERB 
406.1949, NUM 

, SPACE 
30~-Heptafluoropropyl-3~-hydroxyandrost-4, PROPN 
en-17-, PROPN 

, SPACE 
Sb, PROPN 

, SPACE 
Diol, PROPN 
4b, PROPN 
0.100, NUM 
g, PROPN 
0.25, NUM 
mmol, NOUN 
20, NUM 
mL, NUM 
methylene, PROPN 
chloride, PROPN 

, SPACE 
treated, VERB 
PCC, PROPN 
0.100, NUM 
g, PROPN 
0.45, NUM 
mmol, NOUN 
Reaction, NOUN 
workup, NOUN 

, SPACE 
5a, NOUN 
afforded, VERB 
ketone, NOUN 
5b, PROPN 
0.082, NUM 
g, PROPN 
82, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 

, SPACE 
140, NUM 
143, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
3450, NUM 
2910, NUM 
1737, NUM 
cm, NOUN 
-~., NOUN 
IH, PROPN 
NMR, PROPN 
CDC13, PROPN 

, SPACE 
5, NUM 
5.36, NUM 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
1.08, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-19, PROPN 
0.88, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-18, PROPN 
MS, PROPN 

, SPACE 
m, PROPN 
z, PROPN 
relative, ADJ 
intensity, NOUN 
287, NUM 
100, NUM 
M, PROPN 
C3F7, PROPN 
HRMS, PROPN 
Calculated, VERB 

, SPACE 
C22H, NOUN 
zyO2Fv, NUM 
C3F7, NOUN 
287.2012, NUM 
found, VERB 
287.2024, NUM 

, SPACE 
3~-Nonafluorobutyl-3~-hydroxyandrost-4, PROPN 
en-17-, PROPN 

, SPACE 
5c, PROPN 

, SPACE 
Diol, PROPN 
4e, PROPN 
0.100, NUM 
g, PROPN 
0.20, NUM 
mmol, PROPN 
20, NUM 
mL, NUM 
methylene, PROPN 
chloride, PROPN 

, SPACE 
treated, VERB 
PCC, PROPN 
0.100, NUM 
g, PROPN 
0.45, NUM 
mmol, NOUN 
Reaction, NOUN 
workup, NOUN 

, SPACE 
5a, NOUN 
afforded, VERB 
ketone, NOUN 
5e, NUM 
0.076, NUM 
g, PROPN 
76, NUM 
white, ADJ 
crystals, NOUN 
m, PROPN 
p., NOUN 
150-, NUM 

, SPACE 
152, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
3450, NUM 
2920, NUM 
1740, NUM 
cm, NOUN 
-1, INTJ 
IH, PROPN 
NMR, PROPN 
CDC13, PROPN 

, SPACE 
5.40, NUM 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
1.11, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-19, PROPN 
s, PROPN 
3, NUM 
H, PROPN 
C-18, PROPN 
MS, PROPN 
m, PROPN 
z, PROPN 

, SPACE 
relative, ADJ 
intensity, NOUN 
491, NUM 
1, NUM 
M-15, PROPN 
287, NUM 
I00, PROPN 
M-219, PROPN 
HRMS, PROPN 
Cal-, PROPN 

, SPACE 
culated, VERB 
C23H2702F9, PROPN 
C4Fg, PROPN 
287.2012, NUM 
found, VERB 
287.1996, NUM 

, SPACE 
3, NUM 
Pentafluoroethyl-1, NOUN 
7~-[(t, NUM 
butyldimethylsilyl)oxyl-, NUM 

, SPACE 
androsta-3,5, NOUN 
diene, NOUN 
6a, NOUN 

, SPACE 
Silyl, PROPN 
ether, PRON 
3a, PROPN 
1.2, NUM 
g, NOUN 
2.0, NUM 
mmol, NOUN 
20, NUM 
mL, NUM 
methylene, PROPN 
chloride, PROPN 

, SPACE 
treated, VERB 
1,2, NUM 
phenylene, NOUN 
phosphorochloridite, NOUN 
0.435, NUM 
g, PROPN 
2.5, NUM 

, SPACE 
mmol, PROPN 
1.5, NUM 
mL, NUM 
pyridine, NOUN 
solution, NOUN 
stirred, VERB 
room, NOUN 

, SPACE 
temperature, NOUN 
0.5, NUM 
b., NOUN 
Iodine, PROPN 
0.50, NUM 
g, PROPN 
4.0, NUM 
mmol, NOUN 
added, VERB 

, SPACE 
stirring, NOUN 
continued, VERB 
3, NUM 
h., NOUN 
dark, ADJ 
brown, ADJ 
suspension, NOUN 

, SPACE 
washed, VERB 
saturated, VERB 
sodium, NOUN 
thiosulfate, NOUN 
yellow, ADJ 
color, NOUN 
per-, X 

, SPACE 
sisted, VERB 
washed, VERB 
saturated, VERB 
sodium, NOUN 
chloride, NOUN 
solution, NOUN 

, SPACE 
dried, VERB 
MgSO, PROPN 
4, NUM 
Filtration, NOUN 
removal, NOUN 
solvent, NOUN 

, SPACE 
vacuo, PROPN 
gave, VERB 
yellow, ADJ 
solid, ADJ 
purified, VERB 
silica, PROPN 
gel, PROPN 
chro-, PROPN 

, SPACE 
matography, NOUN 
Elution, NOUN 
ethyl, PROPN 
acetate, PROPN 
hexanes, NOUN 
5/95, NUM 
afforded, VERB 
di-, X 

, SPACE 
ene, PROPN 
6a, PROPN 
0.95, NUM 
g, NOUN 
86, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 
88, NUM 
91, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 

, SPACE 
2920, NUM 
1205, NUM 
cm, NOUN 
1, NUM 
l, NOUN 
H, PROPN 
NMR, PROPN 
CDC13, PROPN 
~5, NOUN 
6.42, NUM 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
5.71, NUM 
m, PROPN 

, SPACE 
1, NUM 
H, PROPN 
C-6, PROPN 
3.58, NUM 
t, PROPN 
J=, PROPN 
8.0, NUM 
Hz, PROPN 
1, NUM 
H, NOUN 
17, NUM 
~, NOUN 
H, PROPN 
0.93, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-19, PROPN 
0.89, NUM 

, SPACE 
s, PROPN 
9, NUM 
H, PROPN 
t, NOUN 
butylsilyl, NOUN 
0.73, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-18, PROPN 
0.02, NUM 
s, PROPN 
6, NUM 
H, NOUN 
dimethyl-, NUM 

, SPACE 
silyl, NOUN 
MS, PROPN 
m, PROPN 
z, PROPN 
relative, ADJ 
intensity, NOUN 
489, NUM 
0.4, NUM 
M-15, PROPN 
HRMS, PROPN 
Cal-, PROPN 

, SPACE 
culated, VERB 
C27H41OFsSi, PROPN 
504.2847, NUM 
found, VERB 
504.2867, NUM 

, SPACE 
3, NUM 
Heptafluoropropyl-1, NOUN 
7~-l, NUM 
t, NOUN 
butyldimethylsilyl, PROPN 
oxy, ADJ 

, SPACE 
androsta-3,5, NOUN 
diene, NOUN 
6b, NUM 

, SPACE 
Silyl, PROPN 
ether, NOUN 
3b, NOUN 
1.0, NUM 
g, NOUN 
1.8, NUM 
mmol, NOUN 
20, NUM 
mL, NUM 
methylene, PROPN 
chloride, PROPN 

, SPACE 
treated, VERB 
1,2, NUM 
phenylene, NOUN 
phosphorochloridite, NOUN 
0.37, NUM 
g, PROPN 
2.0, NUM 

, SPACE 
mmol, PROPN 
1.5, NUM 
mL, NUM 
pyridine, NOUN 
Reaction, NOUN 
workup, NOUN 
6a, NOUN 

, SPACE 
afforded, VERB 
diene, NOUN 
6b, NUM 
0.76, NUM 
g, PROPN 
77, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 
100-, PROPN 

, SPACE 
102, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
2930, NUM 
1205, NUM 
cm, PROPN 
i., PROPN 
1H, PROPN 
NMR, PROPN 
CDCI3, PROPN 
~, PUNCT 
6.40, NUM 
s, PROPN 

, SPACE 
1, NUM 
H, PROPN 
C-4, NOUN 
5.69, NUM 
m, PROPN 
1, NUM 
H, PROPN 
C-6, PROPN 
3.57, NUM 
t, PROPN 
J, PROPN 
=, PROPN 
7.8, PROPN 
Hz, PROPN 
1, NUM 
H, NOUN 
17, NUM 
~, NOUN 
H, PROPN 
0.92, NUM 

, SPACE 
s, PROPN 
3, NUM 
H, PROPN 
C-19, PROPN 
0.88, NUM 
s, PROPN 
9, NUM 
H, PROPN 
t, NOUN 
butylsilyl, NOUN 
0.75, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-18, PROPN 
0.01, NUM 

, SPACE 
s, PROPN 
6, NUM 
H, NOUN 
dimethylsilyl, PROPN 
MS, PROPN 
m, PROPN 
z, PROPN 
relative, ADJ 
intensity, NOUN 
497, NUM 
65, NUM 

, SPACE 
M-57, PROPN 
421, NUM 
94, NUM 
M-133, PROPN 
HRMS, PROPN 
Calculated, VERB 
C28H41OFvSi, PROPN 

, SPACE 
554.2816, NUM 
found, VERB 
554.2835, NUM 

, SPACE 
3, NUM 
Nonafluorobutyl-, NOUN 
1, NUM 
7~-, NUM 
t, NOUN 
butyldimethylsilyl, PROPN 
oxy, ADJ 

, SPACE 
androsta-3,5, NOUN 
diene, NOUN 
6c, PROPN 

, SPACE 
Method, PROPN 
A., NOUN 
Silyl, PROPN 
ether, ADJ 
3e, NOUN 
1.0, NUM 
g, NOUN 
1.6, NUM 
mmol, NOUN 
20, NUM 
mL, NUM 
methylene, NOUN 

, SPACE 
chloride, PROPN 
treated, VERB 
1,2, NUM 
phenylene, NOUN 
phosphorochloridite, NOUN 
0.35, NUM 

, SPACE 
g, PROPN 
1.9, NUM 
mmol, NOUN 
1.5, NUM 
mL, NUM 
pyridine, NOUN 
Reaction, NOUN 
workup, NOUN 
6a, NOUN 
aflbrded, VERB 
diene, NOUN 
6e, PROPN 
0.765, NUM 
g, PROPN 
79, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 
72-, X 

, SPACE 
75, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
2930, NUM 
1210, NUM 
cm, NOUN 
-l, PROPN 
IH, PROPN 
NMR, PROPN 
CDCI3, PROPN 
5, NUM 
6.45, NUM 
s, PROPN 
1, NUM 

, SPACE 
H, PROPN 
C-4, NOUN 
5.74, NUM 
m, PROPN 
1, NUM 
H, PROPN 
C-6, PROPN 
3.60, NUM 
t, PROPN 
J, PROPN 
=, PROPN 
7.8, PROPN 
Hz, PROPN 
H, PROPN 
17, NUM 
~, NOUN 
H, PROPN 
0.95, NUM 

, SPACE 
s, PROPN 
3, NUM 
H, PROPN 
C-19, PROPN 
0.91, NUM 
s, PROPN 
9, NUM 
H, PROPN 
t, NOUN 
butylsilyl, ADJ 
0.78, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-18, PROPN 
0.04, NUM 

, SPACE 
s, PROPN 
6, NUM 
H, NOUN 
dimethylsilyl, PROPN 
MS, PROPN 
m, PROPN 
z, PROPN 
relative, ADJ 
intensity, NOUN 
565, NUM 
3, NUM 
M-57, PROPN 

, SPACE 
471, NUM 
100, NUM 
M-133, PROPN 
HRMS, PROPN 
Calculated, VERB 
C29H4tOF,)Si, NOUN 

, SPACE 
604.2784, NUM 
lkgund, ADJ 
604.2753, NUM 

, SPACE 
Method, PROPN 
B., PROPN 
silyl, NOUN 
ether, ADJ 
3e, NOUN 
0.100, NUM 
g, PROPN 
0.16, NUM 
mmol, PROPN 
l0, PROPN 
mL, NUM 

, SPACE 
methylene, NOUN 
chloride, PROPN 
added, VERB 
0.5, NUM 
mL, NUM 
pyridine, NOUN 
1, NUM 
mL, NUM 

, SPACE 
POCI, PROPN 
3, NUM 
solution, NOUN 
stirred, VERB 
room, NOUN 
temperature, NOUN 
1, NUM 
h., NOUN 

, SPACE 
reaction, NOUN 
quenched, VERB 
cautious, ADJ 
dropwise, ADJ 
addition, NOUN 
ice, NOUN 
cold, ADJ 

, SPACE 
water, NOUN 
organic, ADJ 
layer, NOUN 
washed, VERB 
1, NUM 
M, PROPN 
HCI, PROPN 
brine, NOUN 

, SPACE 
dried, VERB 
MgSO, NOUN 
4, NUM 
solvent, NOUN 
evaporated, VERB 
vacuo, PROPN 

, SPACE 
yellow, ADJ 
solid, ADJ 
spot, NOUN 
TLC, PROPN 
ethyl, PROPN 
acetate, PROPN 
hexane, PROPN 

, SPACE 
20/80, NUM 
Examination, NOUN 
~H, PUNCT 
NMR, PROPN 
indicated, VERB 
diene, NOUN 
6e, PROPN 
plus, CCONJ 

, SPACE 
impurity, NOUN 
-20, NUM 
3, NUM 
chloro-3, PROPN 
perfluoroalkylandrost-4, PROPN 
en-17-, PROPN 

, SPACE 
OTBDMS, PROPN 
tH, ADJ 
NMR, PROPN 
CDC13, PROPN 
8, NUM 
6.22, NUM 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
3.57, NUM 
t, PROPN 
J, PROPN 
=, SYM 
7.8, NUM 

, SPACE 
Hz, PROPN 
1, NUM 
H, NOUN 
17, NUM 
~, NOUN 
H, PROPN 
1.22, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-19, PROPN 
0.89, NUM 
s, PROPN 
9, NUM 
H, PROPN 
t, NOUN 
butylsilyl, NOUN 
0.73, NUM 

, SPACE 
s, PROPN 
3, NUM 
H, PROPN 
C-18, PROPN 
0.06, NUM 
s, PROPN 
6, NUM 
H, NOUN 
dimethylsilyl, NOUN 

, SPACE 
Method, PROPN 
C., PROPN 
silyl, ADJ 
ether, ADJ 
3e, NOUN 
0.100, NUM 
g, PROPN 
0.16, NUM 
mmol, PROPN 
10, NUM 
mL, NUM 

, SPACE 
methylene, NOUN 
chloride, PROPN 
added, VERB 
0.5, NUM 
mL, NUM 
pyridine, NOUN 
1, NUM 
mL, NUM 

, SPACE 
SOCI, PROPN 
2, NUM 
solution, NOUN 
stirred, VERB 
room, NOUN 
temperature, NOUN 
1, NUM 
h., NOUN 

, SPACE 
reaction, NOUN 
worked, VERB 
Method, PROPN 
B, PROPN 
yield, VERB 
yellow, ADJ 

, SPACE 
solid, ADJ 
spot, NOUN 
TLC, PROPN 
ethyl, PROPN 
acetate, PROPN 
hexane, NOUN 
20/80, NUM 

, SPACE 
Examination, NOUN 
~H, PUNCT 
NMR, PROPN 
indicated, VERB 
diene, NOUN 
6e, PROPN 
plus, CCONJ 
im-, ADJ 

, SPACE 
purity, NOUN 
-20, NUM 
3, NUM 
chloro-3, PROPN 
perfluoroalkylandrost-4, PROPN 
en-17-, PROPN 

, SPACE 
OTBDMS, PROPN 

, SPACE 
3, NUM 
Pentafluoroethylandrosta-3,5, NOUN 
dien-, NUM 
17~-ol, NUM 
7a, PROPN 

, SPACE 
Silyl, PROPN 
ether, ADP 
6a, NOUN 
0.400, NUM 
g, PROPN 
0.6, NUM 
mmol, NOUN 
10, NUM 
mL, NUM 
acetonitrile, ADJ 

, SPACE 
treated, VERB 
1, NUM 
mL, NUM 
48, NUM 
HF, PROPN 
water, NOUN 
solution, NOUN 
stirred, VERB 

, SPACE 
room, NOUN 
temperature, NOUN 
overnight, ADV 
reaction, NOUN 
mixture, NOUN 
diluted, VERB 

, SPACE 
50, NUM 
mL, NUM 
ether, NOUN 
washed, VERB 
saturated, VERB 
sodium, NOUN 
chloride, PROPN 
so-, PROPN 

, SPACE 
lution, NOUN 
3, NUM 
×, NOUN 
50, NUM 
mL, NUM 
dried, VERB 
MgSO, PROPN 
4, NUM 
Filtration, NOUN 
removal, NOUN 

, SPACE 
solvent, NOUN 
vacuo, PROPN 
gave, VERB 
yellow, ADJ 
solid, ADJ 
purified, VERB 

, SPACE 
silica, PROPN 
gel, PROPN 
chromatography, NOUN 
Elution, NOUN 
ethyl, PROPN 
acetate, PROPN 
hexanes, NOUN 
10/, PROPN 

, SPACE 
90, NUM 
afforded, VERB 
alcohol, NOUN 
7a, PROPN 
0.245, NUM 
g, NOUN 
77, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 

, SPACE 
115, NUM 
120, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
3430, NUM 
2920, NUM 
1205, NUM 
cm, NOUN 
-j, PUNCT 
1H, PROPN 
NMR, PROPN 
CDCI3, PROPN 

, SPACE 
~5, NOUN 
6.42, NUM 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
5.71, NUM 
m, PROPN 
1, NUM 
H, PROPN 
C-6, PROPN 
3.63, NUM 
t, PROPN 
J, PROPN 
=, PUNCT 
8.0, NUM 
Hz, PROPN 
l, NOUN 
H, PROPN 

, SPACE 
17, NUM 
~, NOUN 
H, PROPN 
0.94, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-19, PROPN 
0.78, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-18, PROPN 
MS, PROPN 
m, PROPN 
z, PROPN 
relative, ADJ 

, SPACE 
intensity, NOUN 
390, NUM 
29, NUM 
M+, NUM 
HRMS, PROPN 
Calculated, VERB 
C21H27OFs, PROPN 

, SPACE 
390.1984, NUM 
found, VERB 
390.1959, NUM 

, SPACE 
3, NUM 
Heptafluoropropylandrosta-3,5, NOUN 
dien-1, PROPN 
7~-ol, PROPN 
7b, PROPN 

, SPACE 
Silyl, PROPN 
ether, ADV 
6b, NUM 
0.400, NUM 
g, PROPN 
0.58, NUM 
mmol, NOUN 
10, NUM 
mL, NUM 
acetonitrile, ADJ 

, SPACE 
treated, VERB 
1, NUM 
mL, NUM 
48, NUM 
HF, PROPN 
water, NOUN 
Reaction, NOUN 
workup, NOUN 

, SPACE 
7a, PROPN 
afforded, VERB 
alcohol, NOUN 
7b, PROPN 
0.242, NUM 
g, PROPN 
73, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 

, SPACE 
132, NUM 
134, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
3450, NUM 
2920, NUM 
1205, NUM 
cm, PROPN 
-~., PROPN 
1H, PROPN 
NMR, PROPN 
CDCI3, PROPN 

, SPACE 
~5, NOUN 
6.40, NUM 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
5.69, NUM 
m, PROPN 
H, PROPN 
C-6, PROPN 
3.65, NUM 
t, PROPN 
J, PROPN 
=, PROPN 
7.8, PROPN 
Hz, PROPN 
1, NUM 
H, NOUN 

, SPACE 
17, NUM 
~, NOUN 
H, PROPN 
0.93, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-19, PROPN 
0.78, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-18, PROPN 
MS, PROPN 
m, PROPN 
z, PROPN 
relative, ADJ 

, SPACE 
intensity, NOUN 
440, NUM 
100, NUM 
M+, NUM 
HRMS, PROPN 
Calculated, VERB 
C22HzTOF7, PROPN 

, SPACE 
440.1951, NUM 
found, VERB 
440.1973, NUM 

, SPACE 
3, NUM 
Nonafluorobutylandrosta-3, PROPN 
5, NUM 
dien-1, NUM 
7~-ol, PROPN 
7c, PROPN 

, SPACE 
Silyl, PROPN 
ether, ADJ 
6e, PROPN 
0.300, NUM 
g, PROPN 
0.5, NUM 
retool, NOUN 
10, NUM 
mL, NUM 
acetonitrile, ADJ 

, SPACE 
treated, VERB 
1, NUM 
mL, NUM 
48, NUM 
HF, PROPN 
water, NOUN 
Reaction, NOUN 
workup, NOUN 

, SPACE 
7a, PROPN 
afforded, VERB 
alcohol, NOUN 
7e, PROPN 
0.185, NUM 
g, PROPN 
76, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 
151-, NUM 

, SPACE 
154, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
3430, NUM 
2920, NUM 
1210, NUM 
cm, NOUN 
-1, INTJ 
JH, PROPN 
NMR, PROPN 
CDC13, PROPN 
5, NUM 

, SPACE 
6.45, NUM 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
5.74, NUM 
m, PROPN 
1, NUM 
H, PROPN 
C-6, PROPN 
3.66, NUM 
t, PROPN 
J, PROPN 
=, PROPN 
7.8, PROPN 
Hz, PROPN 
1, NUM 
H, NOUN 

, SPACE 
17, NUM 
~, NOUN 
H, PROPN 
0.96, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-19, PROPN 
0.80, NUM 
s, PROPN 
3, NUM 
H, PROPN 
C-18, PROPN 
MS, PROPN 
m, PROPN 
z, PROPN 
relative, ADJ 

, SPACE 
intensity, NOUN 
490, NUM 
100, NUM 
M+, NUM 
HRMS, PROPN 
Calculated, VERB 
C23H27OFg, PROPN 

, SPACE 
490.1919, NUM 
found, VERB 
490.1929, NUM 

, SPACE 
52, NUM 
Steroids, PROPN 
1996, NUM 
vol, PROPN 
61, NUM 
February, PROPN 


, SPACE 
Syntheses, PROPN 
3, NUM 
substituted, VERB 
perfluoroalkyl, PROPN 
steroids, NOUN 
Williams, PROPN 
Shea, PROPN 

, SPACE 
3, NUM 
P, NOUN 
entafiuoroethylandrosta-3,5, NOUN 
dien-17, PROPN 
Sa, PROPN 

, SPACE 
Alcohol, PROPN 
7a, PROPN 
0.150, NUM 
g, PROPN 
0.28, NUM 
retool, NOUN 
20, NUM 
mL, NUM 
methylene, PROPN 
chloride, PROPN 

, SPACE 
treated, VERB 
PCC, PROPN 
0.100, NUM 
g, PROPN 
0.45, NUM 
mmol, NOUN 
resulting, VERB 
suspen-, NOUN 

, SPACE 
sion, NOUN 
turned, VERB 
orange, NOUN 
brown, NOUN 
stirred, VERB 
3, NUM 
h, NOUN 
room, NOUN 

, SPACE 
temperature, NOUN 
reaction, NOUN 
mixture, NOUN 
diluted, VERB 
20, NUM 
mL, NUM 
ether, NOUN 

, SPACE 
filtered, VERB 
aid, NOUN 
Celite, PROPN 
Removal, NOUN 
solvent, NOUN 
vacuo, PROPN 

, SPACE 
gave, VERB 
brown, ADJ 
solid, NOUN 
purified, VERB 
silica, PROPN 
gel, PROPN 
chromatogra-, PROPN 

, SPACE 
phy, NOUN 
Elution, NOUN 
ethyl, PROPN 
acetate, PROPN 
hexane, PROPN 
5/95, NUM 
afforded, VERB 
ketone, NOUN 
8a, PROPN 

, SPACE 
0.125, NUM 
g, PROPN 
81, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 
115, NUM 
117, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
2920, NUM 

, SPACE 
1740, NUM 
cm, NOUN 
-~., NOUN 
IH, PROPN 
NMR, PROPN 
CDC13, PROPN 
8, NUM 
6.42, NUM 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
5.71, NUM 
m, PROPN 
1, NUM 
H, NOUN 

, SPACE 
C-6, PROPN 
0.95, NUM 
s., PROPN 
3, PROPN 
H, PROPN 
C-19, PROPN 
0.93, NUM 
3, NUM 
H, PROPN 
C-18, PROPN 
MS, PROPN 
m, PROPN 
z, NOUN 
irelative, ADJ 

, SPACE 
intensity, NOUN 
388, NUM 
100, NUM 
M+, NUM 
HRMS, PROPN 
Calculated, VERB 
C2, PROPN 
~, PROPN 
H25OFs, PROPN 

, SPACE 
388.1826, NUM 
found, VERB 
388.1857, NUM 

, SPACE 
3, NUM 
Heptafluoropropylandrosta-3,5, NOUN 
dien-, NUM 
17, NUM 
8b, PROPN 

, SPACE 
Alcohol, PROPN 
7b, PROPN 
0.100, NUM 
g, PROPN 
0.18, NUM 
retool, NOUN 
20, NUM 
mL, NUM 
methylene, PROPN 
chloride, PROPN 

, SPACE 
treated, VERB 
PCC, PROPN 
0.100, NUM 
g, PROPN 
0.45, NUM 
mmol, NOUN 
Reaction, NOUN 
workup, NOUN 

, SPACE 
8a, NUM 
afforded, VERB 
ketone, NOUN 
8b, PROPN 
0.081, NUM 
g, PROPN 
81, NUM 
white, ADJ 
crystals, NOUN 
m.p, PROPN 

, SPACE 
121, NUM 
123, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
KBr, PROPN 
2920, NUM 
1735, NUM 
cm, NOUN 
-l, PROPN 
lH, PROPN 
NMR, PROPN 
CDC13, PROPN 
8, NUM 
6.40, NUM 

, SPACE 
s, PROPN 
1, NUM 
H, PROPN 
C-4, NOUN 
5.69, NUM 
m, PROPN 
1, NUM 
H, PROPN 
C-6, PROPN 
0.96, NUM 
3, NUM 
H, PROPN 
C-19, PROPN 
0.93, NUM 
s, PROPN 
3, NUM 
H, NOUN 

, SPACE 
C-18, PROPN 
MS, PROPN 
m, PROPN 
z, PROPN 
relative, ADJ 
intensity, NOUN 
438, NUM 
100, NUM 
M+, NUM 
HRMS, PROPN 
Cal-, PROPN 

, SPACE 
culated, VERB 
C22H25OF7, PROPN 
438.1781, NUM 
found, VERB 
438.1789, NUM 

, SPACE 
3, X 
Nonafluorobu, NOUN 
~, NOUN 
landrosta-3,5, NOUN 
dien-1, PROPN 
7, NUM 
8c, PROPN 

, SPACE 
Alcohol, PROPN 
7e, PROPN 
0.085, NUM 
g, PROPN 
0.17, NUM 
mmol, PROPN 
20, NUM 
mL, NUM 
methylene, PROPN 
chloride, PROPN 

, SPACE 
treated, VERB 
PCC, PROPN 
0.050, NUM 
g, PROPN 
