Nuclear, PROPN 
high, ADJ 
voltage, NOUN 
high, ADJ 
resolution, NOUN 
electron, NOUN 
mi-, X 

, SPACE 
croscopy, NOUN 
FZ, PROPN 
Si, PROPN 
specimens, NOUN 
gives, VERB 
rise, NOUN 
characteristic, ADJ 

, SPACE 
secondary, ADJ 
defects, NOUN 
vacancy, NOUN 
interstitial, ADJ 
type, NOUN 

, SPACE 
probably, ADV 
related, VERB 
vacancy, NOUN 
clustering, NOUN 

, SPACE 
prolonged, VERB 
irradiation, NOUN 
temperatures, NOUN 
250, NUM 
°, NUM 
C, NOUN 
Va-, X 

, SPACE 
cancy, NOUN 
accumulation, NOUN 
leads, VERB 
formation, NOUN 
stacking, VERB 
fault, NOUN 

, SPACE 
Fig, PROPN 
6, NUM 
HREM, NOUN 
images, NOUN 
interstitial, ADJ 
type, NOUN 
defects, NOUN 
formed, VERB 
111, NUM 
plane, NOUN 
single, ADJ 
arrow, NOUN 
113, NUM 
plane, NOUN 
double, ADJ 
arrow, NOUN 
I%-%, PROPN 

, SPACE 
transformation, NOUN 
dislocation, NOUN 
conz, NOUN 
pre, ADJ 
existing, ADJ 
Frank, PROPN 
partial, ADJ 
b, NOUN 
situ, PROPN 
electron, NOUN 
irradiation, NOUN 
HREM, PROPN 
room, NOUN 

, SPACE 
temperature, NOUN 
Calculated, VERB 
c, NOUN 
experimentally, ADV 
observed, VERB 
d, X 
HREM, NOUN 
images, NOUN 
transformed, VERB 
core, NOUN 
e, NOUN 
structural, ADJ 
model, NOUN 

, SPACE 
superimposed, VERB 
experimental, ADJ 
image, NOUN 
191, NUM 

, SPACE 
VI, PROPN 
SILICON, PROPN 
DEFECTS, NOUN 
/DAMAGE, PUNCT 

, SPACE 
138, NUM 
L., PROPN 
Fedina, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
I12, PROPN 
1996, NUM 
133, NUM 
138, NUM 

, SPACE 
tetrahedra, PROPN 
separated, VERB 
Frank, PROPN 
loops, NOUN 
thinnest, ADJ 

, SPACE 
irradiated, VERB 
area, NOUN 
thicker, ADJ 
irradiated, VERB 
area, NOUN 

, SPACE 
interaction, NOUN 
interstitials, NOUN 
stable, ADJ 
vacancy, NOUN 
loops, NOUN 

, SPACE 
lead, VERB 
formation, NOUN 
new, ADJ 
configurations, NOUN 
inter-, ADJ 

, SPACE 
stitials, NOUN 
plane, NOUN 
vacancy, NOUN 
loops, NOUN 
vacancy, NOUN 

, SPACE 
clusters, NOUN 
act, VERB 
nucleation, NOUN 
centres, NOUN 
sec-, ADJ 

, SPACE 
ondary, ADJ 
interstitial, ADJ 
type, NOUN 
defects, NOUN 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
authors, NOUN 
like, VERB 
thank, VERB 
Dr., PROPN 
A., NOUN 
Gutakovski, PROPN 

, SPACE 
valuable, ADJ 
discussions, NOUN 
assistance, NOUN 
experiments, NOUN 

, SPACE 
high, ADJ 
resolution, NOUN 
electron, NOUN 
microscopy, NOUN 
Novosibirsk, PROPN 

, SPACE 
L.F., PROPN 
grateful, ADJ 
research, NOUN 
fellowship, NOUN 

, SPACE 
Belgian, PROPN 
Federal, PROPN 
Office, PROPN 
Scientific, PROPN 
Technical, PROPN 

, SPACE 
Cultural, PROPN 
Affairs, PROPN 
J.V.L, PROPN 
J.V, PROPN 
gratefully, ADV 
acknowledge, VERB 

, SPACE 
financial, ADJ 
support, NOUN 
Belgian, PROPN 
National, PROPN 
Science, PROPN 

, SPACE 
Foundation, PROPN 
NFWO, PROPN 
References, NOUN 

, SPACE 
l, X 
A., PROPN 
Aseev, PROPN 
L., PROPN 
Fedina, PROPN 
D., PROPN 
Hoehl, PROPN 
H., PROPN 
Barsch, PROPN 
Clusters, PROPN 

, SPACE 
Interstitial, PROPN 
Atoms, PROPN 
Si, PROPN 
Ge, PROPN 
Academy, PROPN 
Berlin, PROPN 
1994, NUM 

, SPACE 
21, NUM 
R., PROPN 
Oshima, PROPN 
G.C., PROPN 
Hua, PROPN 
Ultramicroscopy, PROPN 
39, NUM 
1991, NUM 
160, NUM 

, SPACE 
3, X 
M., PROPN 
Kuwabara, PROPN 
H., PROPN 
Endoh, PROPN 
Y., PROPN 
Tsubokawa, PROPN 
H., PROPN 
Hashimoto, PROPN 
Y., PROPN 

, SPACE 
Yokota, PROPN 
R., PROPN 
Shimuzi, PROPN 
Situ, PROPN 
Experiments, NOUN 
HVEM, PROPN 

, SPACE 
ed, NOUN 
H., PROPN 
Fujita, PROPN 
Osaka, PROPN 
University, PROPN 
Osaka, PROPN 
1985, NUM 
p., NOUN 
433, NUM 

, SPACE 
4, X 
M., PROPN 
Hirata, PROPN 
M., PROPN 
Kiritani, PROPN 
Physica, PROPN 
B, PROPN 
116, NUM 
1983, NUM 
616, NUM 

, SPACE 
5, X 
J., PROPN 
Silcox, PROPN 
P.B., PROPN 
Hirsch, PROPN 
Philos, PROPN 
Mag, PROPN 
4, NUM 
1958, NUM 
72, NUM 

, SPACE 
6, NUM 
D.K., PROPN 
Sadana, PROPN 
1, NUM 
Washburn, PROPN 
Philos, PROPN 
Mag, PROPN 
B, NOUN 
46, NUM 
19821, NUM 

, SPACE 
611, NUM 

, SPACE 
7, X 
W., PROPN 
Coene, PROPN 
H., PROPN 
Bender, PROPN 
S., PROPN 
Amelinkx, PROPN 
Philos, PROPN 
Mag, PROPN 
52, NUM 

, SPACE 
1985, NUM 
369, NUM 

, SPACE 
8, X 
G., PROPN 
Nabert, PROPN 
H.-U., NOUN 
Habermeier, PROPN 
Appl, PROPN 
Phys, NOUN 
Lett, PROPN 
58, NUM 
1991, NUM 

, SPACE 
1074, NUM 

, SPACE 
9, X 
L., PROPN 
Fedina, PROPN 
A., NOUN 
Gutakovski, PROPN 
A., PROPN 
Chuvilin, PROPN 
ICEM-13, NOUN 
2A, PROPN 

, SPACE 
1994, NUM 
99, NUM 

, SPACE 
lo, X 
L., PROPN 
Fedina, PROPN 
A., PROPN 
Aseev, PROPN 
Phys, PROPN 
Status, PROPN 
Solidi, PROPN 
al, PROPN 
95, NUM 
1986, NUM 

, SPACE 
517, NUM 

, SPACE 
