Vacuum, PROPN 
effective, ADJ 
thicknesses, NOUN 
basis, NOUN 
pro-, NOUN 

, SPACE 
portionality, NOUN 
coefficients, NOUN 
c+cuT1, ADJ 
aB.Cu, PROPN 
T, PROPN 
determined, VERB 

, SPACE 
thickness, ADJ 
growth, NOUN 
y, PROPN 
CuTi, PROPN 
p, PROPN 
Cu, PROPN 
Ti, PROPN 
phases, VERB 
bi-, PROPN 

, SPACE 
layer, NOUN 
system, NOUN 
function, NOUN 
time, NOUN 
interdiffusion, NOUN 

, SPACE 
phases, NOUN 
shown, VERB 
Figure, PROPN 
5, NUM 
Table, NOUN 
2, NUM 
consists, VERB 
interdiffusion, NOUN 

, SPACE 
coefficients, NOUN 
determined, VERB 
curves, NOUN 
slope, NOUN 
Figure, PROPN 
5, NUM 

, SPACE 
results, NOUN 
Table, NOUN 
2, NUM 
construct, VERB 
curves, NOUN 
3, NUM 
4, NUM 

, SPACE 
Figure, PROPN 
3, NUM 
According, VERB 
Arrhenius, PROPN 
equation, NOUN 
6, NUM 
graphic, ADJ 

, SPACE 
dependences, NOUN 
constructed, VERB 
parameters, NOUN 
E, NOUN 
0, NUM 
charac-, X 

, SPACE 
terizing, VERB 
intermetallic, ADJ 
phase, NOUN 
formation, NOUN 
determined, VERB 

, SPACE 
y, PROPN 
CuTi, PROPN 
E, PROPN 
=, PROPN 
1.57, NUM 
eV, NUM 
=, SYM 
3.4, NUM 
x, SYM 
IO-, NOUN 
cm’/s, NOUN 

, SPACE 
/I, PROPN 
Cu, PROPN 
Ti, PROPN 
E, PROPN 
=, PROPN 
1.75, NUM 
eV, NUM 
=, SYM 
1.8, NUM 
x, SYM 
10m7, NUM 
cm’js, NUM 
exper-, NOUN 

, SPACE 
imental, ADJ 
points, NOUN 
corresponding, VERB 
high, ADJ 
temperatures, NOUN 
long, ADV 

, SPACE 

, SPACE 
r, NOUN 

, SPACE 
Figure, NOUN 
5, NUM 
Layer, NOUN 
thickness, NOUN 
intermetallic, ADJ 
y, PROPN 
CuTi, PROPN 
/?-Cu, PROPN 
Ti, PROPN 
b, PROPN 

, SPACE 
phases, NOUN 
function, NOUN 
annealing, VERB 
time, NOUN 
system, NOUN 
Cu, PROPN 
Ti, PROPN 
bi-, ADJ 

, SPACE 
layer, NOUN 

, SPACE 
Table, NOUN 
2, NUM 
Influence, NOUN 
temperature, NOUN 
constants, NOUN 
y, PROPN 
CuTi, PROPN 
b-, X 

, SPACE 
Cu, PROPN 
Ti, PROPN 
phases, VERB 
growth, NOUN 
bi, NOUN 
layer, NOUN 
system, NOUN 

, SPACE 
Temperature, PROPN 
Effective, ADJ 
interdiffusion, NOUN 
coefficient, NOUN 
D, PROPN 
cm, PROPN 
s, PROPN 

, SPACE 
C, PROPN 
y, PROPN 
CuTi, PROPN 
fi, NOUN 
CuTi, PROPN 

, SPACE 
370, NUM 
1.63, NUM 
lo, PROPN 
l5, PROPN 

, SPACE 
400, NUM 
6.61, NUM 
lo, NOUN 
l5, PROPN 
1.09, NUM 
lo, PROPN 
l5, PROPN 

, SPACE 
420, NUM 
1.27, NUM 
IO, PROPN 
l4, PROPN 
2.97.10, PROPN 
r, NOUN 

, SPACE 
440, NUM 
2.82, NUM 
lo, PROPN 
l4, PROPN 
7.68, NUM 
lo-, PROPN 

, SPACE 
470, NUM 
1.99, NUM 
lo, PROPN 
l4, PROPN 
annealing, VERB 
time, NOUN 
differ, VERB 
linear, ADJ 
dependence, NOUN 
Figure, NOUN 

, SPACE 
5(a, NUM 
determine, VERB 
parameters, NOUN 
con-, NOUN 

, SPACE 
firmation, NOUN 
calculations, NOUN 
phase, NOUN 
analysis, NOUN 
shows, VERB 

, SPACE 
system, NOUN 
cases, NOUN 
free, ADJ 
Ti, PROPN 
absent, ADJ 
leads, VERB 

, SPACE 
decrease, NOUN 
stopping, VERB 
y, PROPN 
CuTi, PROPN 
phase, NOUN 
growth, NOUN 
sub-, NOUN 

, SPACE 
sequent, ADJ 
spending, NOUN 
according, VERB 
reaction, NOUN 
Cu, PROPN 
+, PROPN 
y, PROPN 
CuTi, PROPN 
--f, PROPN 
/I-, PROPN 

, SPACE 
Cu, PROPN 
Ti, PROPN 

, SPACE 
Investigating, VERB 
reactive, ADJ 
diffusion, NOUN 
solid, ADJ 
Cu, PROPN 
Ti, PROPN 
system, NOUN 

, SPACE 
range, NOUN 
75&85O”C, AUX 
formation, NOUN 
simultaneous, ADJ 
increase, NOUN 

, SPACE 
intermetallic, ADJ 
compounds, NOUN 
Cu, PROPN 
Ti, PROPN 
Cu, PROPN 
Ti, PROPN 
CujTi2, PROPN 
Cu, PROPN 
Ti, PROPN 

, SPACE 
CuTi, PROPN 
CuTi, PROPN 
established, VERB 
According, VERB 
state, NOUN 

, SPACE 
diagram, NOUN 
system, NOUN 
published, VERB 
Ref, PROPN 
12, NUM 
compounds, NOUN 

, SPACE 
stable, ADJ 
room, NOUN 
temperature, NOUN 
investigations, NOUN 
thin-, ADJ 

, SPACE 
film, NOUN 
systems’m3, PROPN 
cases, NOUN 
diffusion, NOUN 
zone, NOUN 
Cu3Ti2, PROPN 
Cu, PROPN 
Ti, PROPN 

, SPACE 
phases, NOUN 
absent, ADJ 
absence, NOUN 
considered, VERB 
proof, NOUN 

, SPACE 
disturbed, ADJ 
local, ADJ 
quasi, NOUN 
equilibrium, NOUN 
Probably, ADV 
phases, NOUN 

, SPACE 
present, ADJ 
system, NOUN 
small, ADJ 
interdiffusion, NOUN 

, SPACE 
coefficient, NOUN 
narrow, ADJ 
areas, NOUN 
homogeneity, NOUN 

, SPACE 
certain, ADJ 
experimental, ADJ 
conditions, NOUN 

, SPACE 
registered, VERB 
partial, ADJ 
diffusion, NOUN 
coefficients, NOUN 
Cu, PROPN 
Ti, PROPN 

, SPACE 
CuTi, PROPN 
Cu, PROPN 
Ti, PROPN 
phases, NOUN 
850, NUM 
°, NOUN 
C, NOUN 
determined, VERB 

, SPACE 
author, NOUN 
phases, NOUN 
Cu, PROPN 
diffusion, NOUN 
nearly, ADV 

, SPACE 
order, NOUN 
larger, ADJ 
Ti, PROPN 
data, NOUN 

, SPACE 
low, ADJ 
temperature, NOUN 
diffusion, NOUN 
thin, ADJ 
film, NOUN 
system, NOUN 

, SPACE 
basis, NOUN 
present, ADJ 
results, NOUN 
suppose, VERB 

, SPACE 
case, NOUN 
copper, NOUN 
main, ADJ 
diffusion, NOUN 
element, NOUN 

, SPACE 
4, X 
Conclusions, NOUN 

, SPACE 
growth, NOUN 
kinetics, NOUN 
y, PROPN 
CuTi, PROPN 
/I, PUNCT 
Cu, PROPN 
Ti, PROPN 
phases, VERB 
types, NOUN 

, SPACE 
thin, ADJ 
film, NOUN 
system, NOUN 
multi, ADJ 
layer, ADJ 
system, NOUN 
21, NUM 
bi, NOUN 
layers, NOUN 
bi-, ADJ 

, SPACE 
layer, NOUN 
ranges, NOUN 
30&4OO”C, NUM 
37&47O”C, NOUN 

, SPACE 
investigated, VERB 
means, NOUN 
quantitative, ADJ 
X, NOUN 
ray, NOUN 
analysis, NOUN 

, SPACE 
case, NOUN 
electrochemical, ADJ 
anode, NOUN 
dissolving, NOUN 
method, NOUN 

, SPACE 
second, NOUN 
phase, NOUN 
determined, VERB 
cases, NOUN 

, SPACE 
intermetallic, ADJ 
phase, NOUN 
formation, NOUN 
goes, VERB 
stages, NOUN 
diffusion, NOUN 

, SPACE 
Cu, PROPN 
Ti, PROPN 
atoms, NOUN 
growing, VERB 
phases, NOUN 
slower, ADJ 

, SPACE 
quicker, NOUN 
rearrangement, NOUN 
atoms, NOUN 
new, ADJ 

, SPACE 
lattice, NOUN 
respective, ADJ 
interphase, NOUN 
boundaries, NOUN 
place, NOUN 

, SPACE 
diffusion, NOUN 
Cu, PROPN 
atoms, NOUN 
defines, VERB 
phase, NOUN 
growth, NOUN 
effective, ADJ 

, SPACE 
interdiffusion, NOUN 
coefficients, NOUN 
phases, NOUN 
determined, VERB 

, SPACE 
values, NOUN 
activation, NOUN 
energy, NOUN 
formation, NOUN 

, SPACE 
intermetallic, ADJ 
phases, NOUN 
calculated, VERB 
temperature, NOUN 
ranges, NOUN 

, SPACE 
differ, VERB 
slightly, ADV 
Probably, ADV 
distinction, NOUN 
difference, NOUN 

, SPACE 
diffusion, NOUN 
mechanism, NOUN 
systems, NOUN 
investigated, VERB 
similar, ADJ 

, SPACE 
temperature, NOUN 
ranges, NOUN 
close, ADJ 
likely, ADJ 

, SPACE 
distinction, NOUN 
different, ADJ 
precision, NOUN 
methods, NOUN 

, SPACE 
measuring, VERB 
intermetallic, ADJ 
phases, NOUN 
formed, VERB 

, SPACE 
References, NOUN 

, SPACE 
Tz, PROPN 
D, PROPN 
Uzunov, PROPN 
S, PROPN 
Lambov, PROPN 
St, PROPN 
P, PROPN 
Stojanov, PROPN 
Abst, PROPN 
Pap, PROPN 
Anniv, PROPN 
Sci, PROPN 
Conj, PROPN 

, SPACE 
Modern, PROPN 
Technologies, PROPN 
Industrial, PROPN 
Development, PROPN 
Vama, PROPN 
92, NUM 
p, NOUN 
81, NUM 

, SPACE 
Varna, PROPN 
1, NUM 
2, NUM 
October, PROPN 
1992, NUM 

, SPACE 
E, NOUN 
Gershinskii, PROPN 
Khoromenko, PROPN 
E, PROPN 
Cherepov, PROPN 
Phys, PROPN 
Stat, PROPN 
Sol, PROPN 

, SPACE 
31, NUM 
61, NUM 
1975, NUM 

, SPACE 
J, PROPN 
L, PROPN 
Liotard, PROPN 
D, PROPN 
Gupta, PROPN 
P, PROPN 
Psaras, PROPN 
P, PROPN 
S, PROPN 
Ho, PROPN 
J, PROPN 
Appl, PROPN 
Phys, PROPN 
57, NUM 
1895, NUM 

, SPACE 
1985, NUM 

, SPACE 
4American, PROPN 
Society, PROPN 
Testing, PROPN 
Materials, PROPN 
Card, PROPN 
File, PROPN 
Diffraction, PROPN 
Data, PROPN 

, SPACE 
Cards, PROPN 
Alphabetical, PROPN 
Grouped, PROPN 
Numerical, PROPN 
Index, PROPN 
X, NOUN 
ray, NOUN 
Diffrac-, NOUN 

, SPACE 
tion, NOUN 
Data, PROPN 
Philadelphia, PROPN 
Ed, PROPN 
ASTM, PROPN 
1969, NUM 

, SPACE 
5Structure, PROPN 
Physical, PROPN 
Properties, PROPN 
Rigid, PROPN 
Body, PROPN 
Prof, PROPN 
Palatnick, PROPN 
Ed, PROPN 

, SPACE 
Kiev, PROPN 
1983, NUM 

, SPACE 
TZ, PROPN 
D, NOUN 
UZU, ADV 
~, PUNCT 
OV, PROPN 
et, PROPN 
al, PROPN 
Thin, ADJ 
film, NOUN 
Cupi, NOUN 
system, NOUN 
excess, NOUN 
CU, PROPN 

, SPACE 
W, PROPN 
B, PROPN 
Pearson, PROPN 
Crystal, PROPN 
Chemistry, PROPN 
Physics, PROPN 
Metals, PROPN 
Alloys, PROPN 

, SPACE 
Wiley, PROPN 
Interscience, PROPN 
Division, PROPN 
John, PROPN 
Wiley, PROPN 
New, PROPN 
York, PROPN 
London, PROPN 

, SPACE 
Toronto, PROPN 
1972, NUM 

, SPACE 
C, NOUN 
S, PROPN 
Barrett, PROPN 
T, PROPN 
B, PROPN 
Massalski, PROPN 
Structure, PROPN 
Metals, PROPN 
Pergamon, PROPN 
Press, PROPN 

, SPACE 
Oxford, PROPN 
1980, NUM 

, SPACE 
Taylor, PROPN 
X, PROPN 
ra_y, NUM 
Metallography, PROPN 
Metallurgy, PROPN 
Moscow, PROPN 
1965, NUM 
9, NUM 
W, PROPN 
Schatt, PROPN 
H, PROPN 
JUlhich, PROPN 
KKleinstucku.a, PROPN 
,fiisraNundTechnik, PROPN 
13,185, NUM 
1978, NUM 

, SPACE 
E, NOUN 
Gershinskii, PROPN 
Khoromenko, PROPN 
F, PROPN 
L, PROPN 
Edelman, PROPN 
Phys, PROPN 
Stat, PROPN 
Sol, PROPN 

, SPACE 
25, NUM 
645, NUM 
1974, NUM 

, SPACE 
V, NOUN 
V, NOUN 
Slepushkin, PROPN 
N, PROPN 
N, PROPN 
Kuzmina, PROPN 
M, PROPN 
G, PROPN 
Yartchev, PROPN 
S, PROPN 
M, PROPN 
Ganina, PROPN 

, SPACE 
Symp, PROPN 
Structure, PROPN 
Properties, PROPN 
Molecules, PROPN 
Kuibishev, PROPN 
1977, NUM 

, SPACE 
L2Structural, X 
Diagrams, PROPN 
Metal, PROPN 
Systems, PROPN 
Vol, PROPN 
XII, PROPN 
Moscow, PROPN 
1966, NUM 

, SPACE 
