Corrosion, PROPN 

, SPACE 
energy, NOUN 
spectrum, NOUN 
sample, NOUN 
heated, VERB 
800, NUM 
°, NOUN 
C, NOUN 
started, VERB 
differ, VERB 
structure, NOUN 

, SPACE 
main, ADJ 
absorption, NOUN 
maximum, NOUN 
difference, NOUN 
increased, VERB 
prolonging, VERB 
time, NOUN 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
heating, VERB 
material, NOUN 
900, NUM 
°, NUM 
C, NOUN 
spectra, NOUN 
obtained, VERB 
samples, NOUN 
heated, VERB 
900, NUM 
°, NUM 
C, NOUN 

, SPACE 
heated, VERB 
800, NUM 
°, NOUN 
C, NOUN 
60, NUM 
min, NOUN 
similar, ADJ 
indicating, VERB 
similar, ADJ 
structure, NOUN 

, SPACE 
cases, NOUN 
spectra, NOUN 
taken, VERB 
experimental, ADJ 
run, NOUN 

, SPACE 
sample, NOUN 
heated, VERB 
800, NUM 
°, NOUN 
C, NOUN 
display, NOUN 
significantly, ADV 
lower, ADJ 
absorption, NOUN 
edge, NOUN 
energy, NOUN 
indicating, VERB 

, SPACE 
average, ADJ 
oxidation, NOUN 
state, NOUN 
yttrium, NOUN 
samples, NOUN 
+, NUM 
3, NUM 

, SPACE 
EXAFS, PROPN 
example, NOUN 
Refs, PROPN 
8, NUM 
9, NUM 
oscillatory, ADJ 
X(k, PROPN 
absorption, NOUN 

, SPACE 
coefficient, NOUN 
p(E, PROPN 
extracted, VERB 
relation, NOUN 
X(k, X 
=, NOUN 
p, NOUN 
puo)/pO, NOUN 
~0, NOUN 
smoothly, ADV 

, SPACE 
varying, VERB 
background, NOUN 
k, PROPN 
=, SYM 
2x, PROPN 
h[2m(E-, PROPN 
m, VERB 
electron, PROPN 
mass, PROPN 
h, PROPN 
Plan&s, PROPN 

, SPACE 
constant, ADJ 
E., PROPN 
zero, NUM 
energy, NOUN 
outgoing, ADJ 
electron, NOUN 
Fig, PROPN 
7, NUM 
typical, ADJ 
k3, PROPN 
weighted, VERB 

, SPACE 
EXAFS, PROPN 
spectra, PROPN 
implanted, ADJ 
oxidized, VERB 
samples, NOUN 
shown, VERB 
lines, NOUN 

, SPACE 
background, NOUN 
subtracted, VERB 
EXAFS, PROPN 
spectra, PROPN 
analysed, VERB 
squares, NOUN 
fitting, ADJ 

, SPACE 
programme, NOUN 
EXCURV92, NOUN 
l3, NOUN 
analysis, NOUN 
EXAFS, PROPN 
results, NOUN 
Fourier, ADJ 
transformation, NOUN 

, SPACE 
data, NOUN 
particularly, ADV 
useful, ADJ 
interpretation, NOUN 
transformation, NOUN 
called, VERB 
EXAFS, PROPN 

, SPACE 
radial, ADJ 
distribution, NOUN 
function, NOUN 
RDF, PROPN 
approximately, ADV 
specifies, VERB 
spatial, ADJ 
distribution, NOUN 

, SPACE 
backscattering, NOUN 
atoms, NOUN 
relative, ADJ 
central, ADJ 
atom, NOUN 
Fig, PROPN 
7, NUM 
instance, NOUN 

, SPACE 
examine, VERB 
EXAFS, PROPN 
spectra, PROPN 
presence, NOUN 
Y2O3, PROPN 
purpose, NOUN 
EXAFS, NOUN 

, SPACE 
measurements, NOUN 
performed, VERB 
unstrained, ADJ 
powder, NOUN 
compound, NOUN 

, SPACE 
EXAFS, NOUN 
data, NOUN 
obtained, VERB 
sample, NOUN 
heated, VERB 
400, NUM 
°, NOUN 
C, NOUN 
fitted, VERB 

, SPACE 
M., PROPN 
J., PROPN 
Crist6bal, PROPN 
er, INTJ 
ai, VERB 

, SPACE 
900, NUM 
C, PROPN 
-min, PROPN 

, SPACE 
Q, PROPN 
=, VERB 
0.3, NUM 
=, PROPN 
Y, PROPN 
O, PROPN 

, SPACE 
B, PROPN 
=, PUNCT 
Cr, PROPN 
O, INTJ 

, SPACE 

, SPACE 
b, VERB 

, SPACE 

, SPACE 
20, NUM 
30, NUM 
40, NUM 
50, NUM 
60, NUM 

, SPACE 
Diffraction, PROPN 
angle, NOUN 
20, NUM 
degrees, NOUN 

, SPACE 
b, PROPN 

, SPACE 
800, NUM 
C, NOUN 
60, NUM 
min, NOUN 
6, PROPN 
=, SYM 
G-,0, PROPN 

, SPACE 
$, SYM 
=, SYM 
0.3, NUM 
B, NOUN 
C=, NOUN 
Cr, PROPN 

, SPACE 
f, PROPN 
1, NUM 
1, NUM 
1, NUM 

, SPACE 
20, NUM 
30, NUM 
40, NUM 
50, NUM 
60, NUM 

, SPACE 
Diffraction, PROPN 
angle, NOUN 
20, NUM 
degrees, VERB 
3, NUM 

, SPACE 
Fig, PROPN 
5, NUM 
GAXRD, PROPN 
spectra, PROPN 
0.3, NUM 
incident, NOUN 
angle, NOUN 
yttrium, NOUN 
implanted, VERB 
chromium, NOUN 
heating, NOUN 

, SPACE 
900, NUM 
°, NUM 
C, NOUN 
b, NOUN 
oxidation, NOUN 
800, NUM 
°, NOUN 
C, NOUN 
60, NUM 
min, NOUN 

, SPACE 
Oxidation, PROPN 
yttrium, NOUN 
implanted, VERB 
chromium, NOUN 

, SPACE 
813, NUM 

, SPACE 
400, NUM 
°, NUM 
C, NOUN 
min, NOUN 

, SPACE 
600, NUM 
°, NUM 
C, NOUN 
min, NOUN 

, SPACE 
800, NUM 
°, NOUN 
C, NOUN 
min, NOUN 

, SPACE 
900, NUM 
°, NUM 
C, NOUN 
min, NOUN 

, SPACE 
17020, NUM 
17070, NUM 

, SPACE 
Energy, PROPN 
eV, NUM 
17120, NUM 

, SPACE 
Fig, PROPN 
6, NUM 
XANES, PROPN 
spectra, PROPN 
yttrium, NOUN 
K, NOUN 
edge, NOUN 
unstrained, ADJ 
powder, NOUN 
Yz03, PROPN 
yttrium-, PROPN 

, SPACE 
implanted, VERB 
chromium, NOUN 
heating, NOUN 
400,600,800, NUM 
900, NUM 
°, NUM 
C, NOUN 
b, NOUN 
oxidation, NOUN 
800, NUM 
°, NOUN 
C, NOUN 
0,2, NOUN 

, SPACE 
60, NUM 
min, NOUN 

, SPACE 
Y203, PROPN 
fitted, VERB 
local, ADJ 
structure, NOUN 
parameters, NOUN 
determined, ADJ 
EXCURV92, NOUN 

, SPACE 
unstrained, ADJ 
Y203, PROPN 
sample, NOUN 
heated, VERB 
400, NUM 
°, NOUN 
C, NOUN 
presented, VERB 
Table, PROPN 
1, NUM 

, SPACE 
coordination, NOUN 
numbers, NOUN 
case, NOUN 
400, NUM 
°, NOUN 
C, NOUN 
sample, NOUN 
significantly, ADV 
lower, ADJ 

, SPACE 
reference, NOUN 
powder, NOUN 
second, ADJ 
shell, NOUN 
coordination, NOUN 
number, NOUN 
decreases, VERB 

, SPACE 
increasing, VERB 
shell, NOUN 
number, NOUN 
indicates, VERB 
nanocrystalline, ADJ 
structure, NOUN 

, SPACE 
fitting, NOUN 
spectra, NOUN 
obtained, VERB 
samples, NOUN 
exposed, VERB 
temperatures, NOUN 
400, NUM 
°, NOUN 
C, NOUN 

, SPACE 
performed, VERB 
assuming, VERB 
presence, NOUN 
YzOs, PROPN 
presence, NOUN 

, SPACE 
814, NUM 

, SPACE 
17020, NUM 
M., PROPN 
J., PROPN 
Crist6bal, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
b, PROPN 

, SPACE 
l, PROPN 
800, NUM 
°, NUM 
C, PROPN 
I60, PROPN 
min, NOUN 

, SPACE 
17070, NUM 

, SPACE 
Energy, PROPN 
eV, DET 

, SPACE 
Fig, PROPN 
6, NUM 
Conrimed, PROPN 
17120, NUM 

, SPACE 
compounds, NOUN 
YCrOs, PROPN 
YCr04, PROPN 
taken, VERB 
consideration, NOUN 
fitting, ADJ 

, SPACE 
procedures, NOUN 
lack, NOUN 
suitable, ADJ 
reference, NOUN 
compounds, VERB 
accuracy, NOUN 
local, ADJ 

, SPACE 
structure, NOUN 
parameters, NOUN 
worse, ADJ 
Y203, PROPN 
phase, NOUN 
spectra, NOUN 
samples, NOUN 

, SPACE 
heated, VERB 
400, NUM 
°, NOUN 
C, NOUN 
fitted, VERB 
successfully, ADV 
assuming, VERB 
presence, NOUN 

, SPACE 
Yz03, PROPN 
YCrO+, PROPN 
larger, ADJ 
coordination, NOUN 
distances, NOUN 
case, NOUN 
YCrOs, PROPN 

, SPACE 
phase, NOUN 
explain, VERB 
observed, ADJ 
EXAFS, PROPN 
structures, NOUN 
Y203, PROPN 
coordination, NOUN 

, SPACE 
number, NOUN 
YCr04, NOUN 
appeared, VERB 
smaller, ADJ 
expected, VERB 

, SPACE 
crystallographic, ADJ 
data, NOUN 
example, NOUN 
Table, NOUN 
2, NUM 

, SPACE 
Oxidation, NOUN 
yttrium, NOUN 
implanted, VERB 
chromium, NOUN 
815, NUM 

, SPACE 

, SPACE 
0.3, NUM 

, SPACE 
5, NUM 
d, PROPN 

, SPACE 
B, PROPN 

, SPACE 

, SPACE 
0, NUM 
0.2, NUM 
0.4, NUM 
0.6, NUM 
0.0, NUM 
1, NUM 

, SPACE 
4, NUM 
600%/-min, NUM 

, SPACE 
3, NUM 

, SPACE 
I2, PROPN 

, SPACE 
c, PROPN 
1, NUM 

, SPACE 
B, NOUN 

, SPACE 
0, NUM 

, SPACE 
3, NUM 
-1, NOUN 

, SPACE 
+, NOUN 
-2, PUNCT 

, SPACE 
-3, PUNCT 

, SPACE 
-4, NOUN 
r, NOUN 
nm, PROPN 

, SPACE 
0, NUM 

, SPACE 
0, NUM 
0.2, NUM 
0.4, NUM 
0.6, NUM 
0.6, NUM 
1, NUM 

, SPACE 
r., PROPN 
nm, PROPN 

, SPACE 
Cc, PROPN 

, SPACE 
6, NUM 
0.6, NUM 

, SPACE 
6OOOC/-min, NOUN 

, SPACE 
0.5-, PUNCT 

, SPACE 
0.4-, PROPN 
f, PROPN 

, SPACE 

, SPACE 
0, NUM 

, SPACE 
0, NUM 
0.2, NUM 
0.4, NUM 
0.6, NUM 
0.0, NUM 

, SPACE 
r, NOUN 
nm, PROPN 

, SPACE 
Fig, PROPN 
7, NUM 
Experimental, ADJ 
solid, ADJ 
line, NOUN 
fitted, VERB 
dotted, VERB 
line, NOUN 
kg, PROPN 
weighted, VERB 
EXAFS, PROPN 
spectra, PROPN 
related, ADJ 

, SPACE 
radial, ADJ 
distribution, NOUN 
functions, NOUN 
yttrium, NOUN 
implanted, VERB 
chromium, NOUN 
heating, VERB 
4OO”C, NUM 
b, PROPN 
6OO”C, NUM 

, SPACE 
c, PROPN 
800, NUM 
°, NUM 
C, PROPN 
d, X 
900, NUM 
°, NUM 
C, NOUN 
oxidation, NOUN 
e, NOUN 
2, NUM 
min, NOUN 
800, NUM 
°, NOUN 
C, NOUN 
f, PROPN 
60, NUM 
min, NOUN 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
816, NUM 
M., PROPN 
J., PROPN 
Crist6bal, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
d, PROPN 

, SPACE 
3, NUM 

, SPACE 
2, NUM 

, SPACE 
11, NUM 

, SPACE 
B, NOUN 

, SPACE 
0, NUM 

, SPACE 
E, NOUN 

, SPACE 
8, NUM 
-1, NOUN 

, SPACE 
H, NOUN 

, SPACE 
-2, X 

, SPACE 
-3, PUNCT 

, SPACE 
r., PROPN 
nm, PROPN 

, SPACE 
e, NOUN 

, SPACE 
0, NUM 

, SPACE 
@00%/2min, NOUN 
o.61, ADP 

, SPACE 
6, NUM 

, SPACE 
0.5, NUM 

, SPACE 
4, NUM 

, SPACE 
i2, PROPN 
0.4, NUM 

, SPACE 
5, NUM 
0, NUM 

, SPACE 
8, NUM 
-2, NOUN 

, SPACE 
x, X 

, SPACE 
-4, NOUN 

, SPACE 
4, NUM 

, SPACE 
ElOO”C/6Omin, NOUN 
r, NOUN 
nm, PROPN 

, SPACE 
f-1, NUM 

, SPACE 
0.3, NUM 

, SPACE 
0.2, NUM 

, SPACE 
k, NOUN 

, SPACE 
az, PROPN 

, SPACE 
0.1, NUM 

, SPACE 

, SPACE 

, SPACE 

, SPACE 
o, NOUN 
L, NOUN 
I1, NOUN 

, SPACE 
0, NUM 
0.2, NUM 
0.4, NUM 
0.6, NUM 
0.6, NUM 

, SPACE 
r, NOUN 
nm, PROPN 

, SPACE 
Fig, PROPN 
7, NUM 
Conrinued, PROPN 

, SPACE 
Oxidation, NOUN 
yttrium, NOUN 
implanted, VERB 
chromium, NOUN 
817, NUM 

, SPACE 
Table, PROPN 
1, NUM 
Coordination, NOUN 
numbers, NOUN 
N, PROPN 
bond, NOUN 
lengths, NOUN 
r, NOUN 
nm, PROPN 
shells, NOUN 
YaOs, PROPN 
crystallographic, ADJ 

, SPACE 
data, NOUN 
determined, VERB 
EXAFS, PROPN 
reference, NOUN 
powder, NOUN 
sample, NOUN 
heated, VERB 
400, NUM 
°, NOUN 
C, NOUN 

, SPACE 
l(O, PROPN 
207, NUM 
3fy, ADJ 
4(O, PROPN 
5(O, PROPN 

, SPACE 
Shell, PROPN 
number, NOUN 

, SPACE 
atom, PROPN 
N, PROPN 
r, NOUN 
N, PROPN 
r, NOUN 
N, PROPN 
r, NOUN 
N, PROPN 
r, NOUN 
N, PROPN 
r, NOUN 

, SPACE 
Crystallographic, PROPN 
6, NUM 
0.229, NUM 
6, NUM 
0.352, NUM 
6, NUM 
0.400, NUM 
6, NUM 
0.420, NUM 
6, NUM 
0.440, NUM 

, SPACE 
EXAFS, PROPN 
reference, NOUN 
6, NUM 
0.229, NUM 
6, NUM 
0.352, NUM 
6, NUM 
0.400, NUM 
6, NUM 
0.419, NUM 
6, NUM 
0.444, NUM 

, SPACE 
EXAFS, PROPN 
400, NUM 
°, NUM 
C, NOUN 
3, NUM 
0.223, NUM 
1, NUM 
0.351, NUM 
2, NUM 
0.390, NUM 
1.5, NUM 
0.412, NUM 
1.5, NUM 
0.438, NUM 

, SPACE 
Table, NOUN 
2, NUM 
Coordination, NOUN 
numbers, NOUN 
N, PROPN 
bond, NOUN 
lengths, NOUN 
r, NOUN 
nm, PROPN 
shells, NOUN 
YCr04, NOUN 
crystallographic, ADJ 

, SPACE 
data, NOUN 
determined, VERB 
EXAFS, PROPN 
sample, NOUN 
heated, VERB 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
Shell, PROPN 
number, NOUN 

, SPACE 
atom, PROPN 

, SPACE 
Crystallographic, PROPN 

, SPACE 
EXAFS, PROPN 
800, NUM 
°, NOUN 
C, NOUN 
10, NUM 
20, NUM 
Wr, PROPN 
4(Y, PROPN 
5(Cr, NUM 

, SPACE 
N, PROPN 
r, NOUN 
N, PROPN 
r, NOUN 
N, PROPN 
i-, NOUN 
N, NOUN 
r, NOUN 
N, PROPN 
r, NOUN 

, SPACE 
4, NUM 
0.232, NUM 
4, NUM 
0.244, NUM 
2, NUM 
0.312, NUM 
4, NUM 
0.388, NUM 
4, NUM 
0.388, NUM 

, SPACE 
2, NUM 
0.227, NUM 
2, NUM 
0.240, NUM 
1, NUM 
0.303, NUM 
2, NUM 
0.384, NUM 
2, NUM 
0.382, NUM 

, SPACE 
EXAFS, PROPN 
spectra, NOUN 
obtained, VERB 
samples, NOUN 
heated, VERB 
800, NUM 
°, NOUN 
C, NOUN 
Fig, PROPN 
7(c, NUM 

, SPACE 
remained, VERB 
additional, ADJ 
2, NUM 
min, NOUN 
temperature, NOUN 
Fig, PROPN 
7(e, NUM 
similar, ADJ 

, SPACE 
best, ADV 
fitted, VERB 
assuming, VERB 
50, NUM 
yttrium, NOUN 
present, ADJ 
form, NOUN 
Y20s, NOUN 

, SPACE 
50, NUM 
form, NOUN 
YCr04, NOUN 
determined, ADJ 
bond, NOUN 
lengths, NOUN 
slightly, ADV 
shorter, ADJ 

, SPACE 
crystallographic, ADJ 
data, NOUN 
reduction, NOUN 
approximately, ADV 
2, NUM 
phases, NOUN 

, SPACE 
EXAFS, PROPN 
spectra, NOUN 
obtained, VERB 
sample, NOUN 
heated, VERB 
900, NUM 
°, NUM 
C, NOUN 
Fig, PROPN 
7(d, NUM 

, SPACE 
exposed, VERB 
60, NUM 
min, NOUN 
800, NUM 
°, NOUN 
C, NOUN 
Fig, PROPN 
7(f, NUM 
similar, ADJ 
fitting, NOUN 
data, NOUN 

, SPACE 
samples, NOUN 
best, ADV 
assuming, VERB 
34, NUM 
yttrium, NOUN 
present, ADJ 
form, NOUN 
YzOs, PROPN 

, SPACE 
remaining, VERB 
66, NUM 
form, NOUN 
YCr04, NOUN 
samples, NOUN 
reduction, NOUN 
bond, NOUN 

, SPACE 
distances, NOUN 
Yz03, PROPN 
YCr04, NOUN 
2, NUM 

, SPACE 
Table, NOUN 
3, NUM 
presents, VERB 
coordination, NOUN 
numbers, NOUN 
Y203, PROPN 
determined, VERB 
EXAFS, PROPN 

, SPACE 
data, NOUN 
fitting, VERB 
specimens, NOUN 
Similarly, ADV 
Table, NOUN 
4, NUM 
presents, VERB 
YCr04, NOUN 

, SPACE 
observed, VERB 
increasing, VERB 
temperature, NOUN 
800, NUM 
900, NUM 
°, NUM 
C, NOUN 
longer, ADJ 
exposure, NOUN 
time, NOUN 

, SPACE 
Table, PROPN 
3, NUM 
Coordination, NOUN 
numbers, NOUN 
shells, NOUN 
YzOs, PROPN 

, SPACE 
crystallographic, ADJ 
data, NOUN 
determined, VERB 
EXAFS, PROPN 
samples, NOUN 
heated, VERB 

, SPACE 
400,600,800, NUM 
900, NUM 
°, NUM 
C, NOUN 
exposed, VERB 
800, NUM 
°, NOUN 
C, NOUN 
2, NUM 
60, NUM 
min, NOUN 

, SPACE 
Shell, PROPN 
number, NOUN 

, SPACE 
atom, PROPN 
l(0, PROPN 
2(Y, PROPN 
3(Y, PROPN 
4(O, PROPN 
5(O, PROPN 

, SPACE 
Crystallographic, ADJ 
6, NUM 
6, NUM 
6, NUM 
6, NUM 
6, NUM 

, SPACE 
400, NUM 
°, NUM 
C, NOUN 
3, NUM 
1, NUM 
2, NUM 
1.5, NUM 
1.5, NUM 

, SPACE 
600, NUM 
°, NUM 
C, NOUN 
3, NUM 
2, NUM 
2.5, NUM 
2, NUM 
2, NUM 

, SPACE 
800, NUM 
°, NUM 
C, NOUN 
3, NUM 
3, NUM 
3, NUM 
3, NUM 
3, NUM 

, SPACE 
900, NUM 
°, NUM 
C, NOUN 
2, NUM 
2, NUM 
2, NUM 
2, NUM 
2, NUM 

, SPACE 
8OO”C/2, NOUN 
min, NOUN 
3, NUM 
3, NUM 
3, NUM 
3, NUM 
3, NUM 

, SPACE 
8OOC/60, NUM 
min, NOUN 
2, NUM 
2, NUM 
2, NUM 
2, NUM 
2, NUM 

, SPACE 
818, NUM 
M., PROPN 
J., PROPN 
Cristbbal, PROPN 
cl, PROPN 
al, PROPN 

, SPACE 
Table, NOUN 
4, NUM 
Coordination, NOUN 
numbers, NOUN 
shells, NOUN 
YCr04, NOUN 

, SPACE 
crystallographic, ADJ 
data, NOUN 
determined, VERB 
EXAFS, PROPN 
samples, NOUN 
heated, VERB 

, SPACE 
400,600,800, NUM 
900, NUM 
°, NUM 
C, NOUN 
exposed, VERB 
800, NUM 
°, NOUN 
C, NOUN 
2, NUM 
60, NUM 
min, NOUN 

, SPACE 
Shell, PROPN 
number, NOUN 

, SPACE 
atom, PROPN 

, SPACE 
Crystallographic, ADJ 

, SPACE 
400, NUM 
°, NOUN 
C, NOUN 

, SPACE 
600,-C, NUM 

, SPACE 
800, NUM 
C, NOUN 

, SPACE 
900, NUM 
c, NOUN 

, SPACE 
800.C,2, NUM 
mm, NOUN 

, SPACE 
ROO’C$O, PROPN 
min, PROPN 
l(O, PROPN 
30, NUM 
3(Cr, NUM 
4(Y, PROPN 
50, NUM 

, SPACE 
4, NUM 
3, NUM 
7, NUM 
4, NUM 
4, NUM 

, SPACE 
1, NUM 
2, NUM 
0.X, NUM 
1.5, NUM 
1.5, NUM 

, SPACE 
2, NUM 
2, NUM 
2, NUM 
2, NUM 

, SPACE 
26, NUM 
7.6, NUM 
1, NUM 
2.6, NUM 
2.6, NUM 

, SPACE 
2, NUM 
2, NUM 
2, NUM 
2, NUM 

, SPACE 
2.6, NUM 
6, NUM 
1, NUM 
.3, NUM 
2.6, NUM 
2.6, NUM 

, SPACE 
800, NUM 
°, NOUN 
C, NOUN 
coordination, NOUN 
numbers, NOUN 
Y203, PROPN 
phase, NOUN 
decrease, NOUN 
YCr04, ADJ 

, SPACE 
phase, NOUN 
increase, NOUN 
noted, VERB 
coordination, NOUN 
number, NOUN 
determination, NOUN 
EXAFS, PROPN 

, SPACE 
relatively, ADV 
large, ADJ 
error, NOUN 
+, NUM 
20, NUM 
coordination, NOUN 
numbers, NOUN 
presented, VERB 
Tables, PROPN 
3, NUM 
4, NUM 

, SPACE 
confirm, VERB 
YCr04, ADJ 
local, ADJ 
structure, NOUN 
dominant, ADJ 
increasing, VERB 
time, NOUN 

, SPACE 
temperature, NOUN 

, SPACE 
DISCUSSION, PROPN 

, SPACE 
GAXRD, NOUN 
results, NOUN 
obtained, VERB 
implanted, VERB 
chromium, NOUN 
indicate, VERB 

, SPACE 
preferred, VERB 
orientation, NOUN 
substrate, NOUN 
material, NOUN 
presence, NOUN 
nanocrystalline, NOUN 
phase, NOUN 

, SPACE 
fact, NOUN 
reduction, NOUN 
incident, NOUN 
angle, NOUN 
Fig, PROPN 
1, NUM 
makes, VERB 
broad, ADJ 
peak, NOUN 

, SPACE 
chromium, NOUN 
peaks, NOUN 
disappear, VERB 
indicates, VERB 
phase, NOUN 
responsible, ADJ 
peak, NOUN 
present, ADJ 

, SPACE 
implanted, ADJ 
region, NOUN 
surface, NOUN 
oxide, NOUN 

, SPACE 
previous, ADJ 
study, NOUN 
yttrium, NOUN 
implanted, VERB 
Ni-20Cr, NOUN 
similar, ADJ 
broad, ADJ 
peak, NOUN 
observed, VERB 

, SPACE 
initial, ADJ 
oxidation.12, NOUN 
Simulations, PROPN 
X, NOUN 
ray, PROPN 
spectra, PROPN 
nanocrystalline, NOUN 
phases, NOUN 

, SPACE 
indicated, VERB 
Y, PROPN 
Y203, PROPN 
NiO., PROPN 
EXAFS, PROPN 
revealed, VERB 
phase, NOUN 

, SPACE 
Yz03, PROPN 
present, ADJ 
study, NOUN 
EXAFS, PROPN 
curve, NOUN 
implanted, VERB 
material, NOUN 
fitted, VERB 

, SPACE 
Y203, PROPN 
large, ADJ 
proportion, NOUN 
yttrium, NOUN 
contained, VERB 
phase, NOUN 

, SPACE 
random, ADJ 
positions, NOUN 
implanted, ADJ 
region, NOUN 
nanocrystalline, ADJ 
yttrium, NOUN 

, SPACE 
formed, VERB 
low, ADJ 
intensity, NOUN 
EXAFS, PROPN 
oscilations, NOUN 
observed, VERB 
as-, ADJ 

, SPACE 
implanted, VERB 
material, NOUN 
fn, NOUN 
st, PROPN 
possibilities, NOUN 
probably, ADV 
correct, ADJ 

, SPACE 
results, NOUN 
different, ADJ 
reported, VERB 
study, NOUN 
mainly, ADV 
employing, VERB 
TEM, PROPN 

, SPACE 
yttrium, NOUN 
implanted, VERB 
Ni, PROPN 
Ni-4Cr, NOUN 
Ni-20Cr.14, PROPN 
materials, NOUN 
implantation, NOUN 
dose, NOUN 

, SPACE 
higher, ADJ 
1016, NUM 
ions, NOUN 
cm2, NOUN 
implanted, VERB 
yttrium, NOUN 
caused, VERB 
formation, NOUN 
amorphous, ADJ 

, SPACE 
phase, NOUN 
reported, VERB 
amorphization, NOUN 
process, NOUN 
inherent, ADJ 
yttrium, VERB 
implantation, NOUN 

, SPACE 
induced, VERB 
radiation, NOUN 
damage, NOUN 
effects, NOUN 
considered, VERB 

, SPACE 
amorphous, ADJ 
layer, NOUN 
recrystallization, NOUN 
heating, NOUN 
important, ADJ 
oxidation, NOUN 

, SPACE 
mechanism, NOUN 
implanted, ADJ 
alloy, NOUN 
Similar, ADJ 
results, NOUN 
formation, NOUN 
amorphous, ADJ 
phase, NOUN 

, SPACE 
yttrium, NOUN 
implantation, NOUN 
Ni-20Cr, NOUN 
reported, VERB 
study, NOUN 
glancing, VERB 
angle, NOUN 

, SPACE 
X, NOUN 
ray, NOUN 
techniques.15, PROPN 
study, NOUN 
contamination, NOUN 
carbon, NOUN 
ion, NOUN 

, SPACE 
implantation, NOUN 
played, VERB 
important, ADJ 
role, NOUN 
stabilizing, VERB 
amorphous, ADJ 
phase, NOUN 

, SPACE 
reported, VERB 
oxidation, NOUN 
recrystallization, NOUN 
occurred, VERB 
nanocrystalline, ADJ 
Y203, PROPN 

, SPACE 
phase, NOUN 
appeared.15,‘6, X 

, SPACE 
Oxidation, PROPN 
yttrium, NOUN 
implanted, VERB 
chromium, NOUN 
819, NUM 

, SPACE 
GAXRD, NOUN 
EXAFS, NOUN 
results, NOUN 
indicate, VERB 
heating, VERB 
4OO”C, NUM 

, SPACE 
nanocrystalline, PROPN 
YzOs, PROPN 
formed, VERB 
yttrium, NOUN 
implanted, VERB 
chromium, NOUN 
samples, NOUN 

, SPACE 
GAXRD, NOUN 
results, NOUN 
indicate, VERB 
average, ADJ 
grain, NOUN 
size, NOUN 
crystals, NOUN 
increases, VERB 
2.5, NUM 

, SPACE 
4.5, NUM 
nm, NOUN 
increasing, VERB 
temperature, NOUN 
400, NUM 
600, NUM 
°, NOUN 
C, NOUN 
Interesting, ADJ 
note, VERB 
EXAFS, NOUN 

, SPACE 
results, NOUN 
fact, NOUN 
determined, ADJ 
coordination, NOUN 
numbers, NOUN 
Yz03, PROPN 
phase, NOUN 

, SPACE 
significantly, ADV 
lower, ADJ 
expected, VERB 
crystallographic, ADJ 
data, NOUN 
Table, NOUN 
1, NUM 

, SPACE 
difference, NOUN 
pronounced, ADJ 
increasing, VERB 
shell, NOUN 
number, NOUN 
explained, VERB 

, SPACE 
small, ADJ 
grain, NOUN 
sizes, NOUN 
Y203, PROPN 
phase, NOUN 
determined, VERB 
GAXRD, PROPN 
considering, VERB 
ratio, NOUN 

, SPACE 
volume, NOUN 
surface, NOUN 
atoms, NOUN 
Y203, PROPN 
phase, NOUN 
average, ADJ 
crystallite, NOUN 
size, NOUN 
2.5, NUM 
nm, NOUN 

, SPACE 
estimated, VERB 
80, NUM 
atoms, NOUN 
interatomic, ADJ 
distance, NOUN 
away, ADV 
grain, NOUN 

, SPACE 
boundaries, NOUN 
involve, VERB 
decrease, NOUN 
nearly, ADV 
30, NUM 
atoms, NOUN 
shell, NOUN 

, SPACE 
50, NUM 
second, ADJ 
shell, NOUN 
agrees, VERB 
EXAFS, NOUN 
results, NOUN 
taking, VERB 
account, NOUN 

, SPACE 
experimental, ADJ 
error, NOUN 
present, ADJ 
GAXRD, NOUN 
EXAFS, PROPN 
results, NOUN 
EXAFS, PROPN 

, SPACE 
Cr, PROPN 
K, NOUN 
edge, NOUN 
i7, NOUN 
indicate, VERB 
chromium, NOUN 
yttria, PROPN 
lattice, NOUN 
distorted, VERB 

, SPACE 
splitting, NOUN 
Cr, PROPN 
diffraction, NOUN 
lines, NOUN 
observed, VERB 
samples, NOUN 
Fig, PROPN 
2, NUM 

, SPACE 
attributed, VERB 
GAXRD, NOUN 
results, VERB 
depth, NOUN 
profiling, NOUN 
sample, NOUN 
changing, VERB 

, SPACE 
incident, NOUN 
angle, NOUN 
Fig, PROPN 
3, NUM 
indicate, VERB 
distortion, NOUN 
chromium, NOUN 
confined, VERB 
surface, NOUN 

, SPACE 
zone, NOUN 
concluded, VERB 
microstresses, NOUN 
generated, VERB 
