Nuclear, PROPN 
extinction, NOUN 
coefficient, NOUN 
k(w, PROPN 
obtained, VERB 

, SPACE 
ellipsometric, ADJ 
data, NOUN 
absorption, NOUN 
coefficient, NOUN 
Y(W, NOUN 
=, VERB 

, SPACE 
47rk(w)/A, NUM 
calculated, VERB 
Fig, PROPN 
2, NUM 
a(o, PROPN 
plotted, VERB 

, SPACE 
vs., ADP 
energy, NOUN 
region, NOUN 
1.4, NUM 
3.0, NUM 
eV., ADJ 

, SPACE 
region, NOUN 
refraction, NOUN 
index, NOUN 
n, CCONJ 
o, PROPN 
range, NOUN 
1.8, NUM 
2.2, NUM 

, SPACE 
showing, VERB 
slight, ADJ 
increase, NOUN 
frequency, NOUN 
broad, ADJ 
optical, ADJ 

, SPACE 
absorption, NOUN 
bump, NOUN 
range, NOUN 
1.6, NUM 
2.4, NUM 
eV, NUM 

, SPACE 
absorption, NOUN 
edge, NOUN 
observed, VERB 
films, NOUN 
deposited, VERB 
pure, ADJ 

, SPACE 
Ar, PROPN 
Ar, PROPN 
+, PROPN 
3.3, NUM 
H, NOUN 
similar, ADJ 
present, ADJ 

, SPACE 
films, NOUN 
obtained, VERB 
oxidizing, VERB 
atmosphere, NOUN 
principle, NOUN 

, SPACE 
raise, NOUN 
Y(W, NOUN 
absorption, NOUN 
edge, NOUN 

, SPACE 
attributed, VERB 
excitation, NOUN 
defect, ADJ 
states, NOUN 
gap, NOUN 

, SPACE 
surface, NOUN 
plasmons, NOUN 
small, ADJ 
Pb, PROPN 
clusters, NOUN 

, SPACE 
7, NUM 
0, PUNCT 
Ar+5%0, PROPN 

, SPACE 
E, NOUN 
1.0, NUM 
Pure, PROPN 
Ar, PROPN 

, SPACE 
s, PART 
0, NUM 
Ar+3.3%H, NUM 

, SPACE 
T, NOUN 
0.8, NUM 

, SPACE 
.a, PROPN 

, SPACE 
.u, NOUN 

, SPACE 
r, NOUN 
e, NOUN 
0.6, NUM 

, SPACE 
Photon, PROPN 
Energy, PROPN 
eV, PROPN 

, SPACE 
Fig, PROPN 
2, NUM 
Absorption, NOUN 
coefficient, NOUN 
films, NOUN 
5, NUM 
6, NUM 
7, NUM 
calculated, VERB 

, SPACE 
imaginary, ADJ 
complex, ADJ 
index, NOUN 
refraction, NOUN 
k(o, PROPN 

, SPACE 
V., PROPN 
Rigato, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
116, NUM 
1996, NUM 
424, NUM 
428, NUM 
427, NUM 

, SPACE 
possibility, NOUN 
ruled, VERB 
surface, NOUN 
plasmon, ADJ 

, SPACE 
resonance, NOUN 
metal, NOUN 
Pb, PROPN 
particles, NOUN 
lead, NOUN 
implanted, VERB 
silica, PROPN 

, SPACE 
observed, VERB 
occur, VERB 
5.2, NUM 
eV, NOUN 
14, NUM 
conclusion, NOUN 

, SPACE 
supported, VERB 
results, NOUN 
low, ADJ 
energy, NOUN 
Raman, PROPN 

, SPACE 
scattering, VERB 
measurements, NOUN 
detailed, VERB 
later, ADV 

, SPACE 
Fig, PROPN 
3, NUM 
experimental, PROPN 
Stokes, PROPN 
Raman, PROPN 
spectra, NOUN 

, SPACE 
obtained, VERB 
VV, PROPN 
HV, PROPN 
polarizations, NOUN 
films, NOUN 
8, NUM 

, SPACE 
target, VERB 
2, NUM 
plotted, VERB 
VV, PROPN 
HV, PROPN 
Raman, PROPN 

, SPACE 
spectra, PROPN 
target, NOUN 
lead, NOUN 
glass, NOUN 
region, NOUN 
200, NUM 

, SPACE 
cm-, NOUN 
dominated, VERB 
broad, ADJ 
band, NOUN 
peaked, VERB 
35, NUM 

, SPACE 
cm-, X 
called, VERB 
boson, PROPN 
peak, NOUN 
typical, ADJ 
glassy, NOUN 

, SPACE 
systems, NOUN 
additional, ADJ 
intense, ADJ 
structures, NOUN 
oc-, X 

, SPACE 
cur, NOUN 
100, NUM 
135, NUM 
cm-, PUNCT 
high, ADJ 
energy, NOUN 
region, NOUN 

, SPACE 
200, NUM 
cm-, NOUN 
>, X 
consists, VERB 
broader, ADJ 

, SPACE 
intense, ADJ 
spectral, ADJ 
features, NOUN 
extending, VERB 
1100, NUM 
cm-, NOUN 

, SPACE 
overall, ADJ 
VV, PROPN 
HV, PROPN 
spectra, PROPN 
target, NOUN 
2, NUM 
similar, ADJ 

, SPACE 
reported, VERB 
bulk, ADJ 
lead, NOUN 
glasses, NOUN 
composition, NOUN 

, SPACE 
PbO-2Si0, PROPN 
PbO-3Si0, PROPN 
15, NUM 
171, NUM 
RBS, NOUN 
anal-, NUM 

, SPACE 
ysis, NOUN 
target, NOUN 
gives, VERB 
slightly, ADV 
lower, ADJ 
PbO, PROPN 
molar, NOUN 
fraction, NOUN 

, SPACE 
features, NOUN 
100, NUM 
135, NUM 
cm-, NOUN 
related, VERB 

, SPACE 
presence, NOUN 
lead, NOUN 
glass, NOUN 
171, NUM 
band, NOUN 
peaking, VERB 
135, NUM 

, SPACE 
cm-, PROPN 
assigned, VERB 
Pb-0, PROPN 
symmetric, ADJ 
stretching, NOUN 
mode, NOUN 

, SPACE 
pyramidal, ADJ 
units, NOUN 
15, NUM 
171, NUM 
definite, ADJ 
attribution, NOUN 

, SPACE 
origin, NOUN 
100, NUM 
cm-, NOUN 
band, NOUN 
exists, VERB 
16,171, NUM 

, SPACE 
Worm1, PROPN 
Henshall, PROPN 
161, NUM 
claim, NOUN 

, SPACE 
presence, NOUN 
Pb2, NOUN 
+, ADJ 
ions, NOUN 
glass, NOUN 
lattice, NOUN 

, SPACE 
bulk, ADJ 
lead, NOUN 
glasses, NOUN 
relative, ADJ 
intensity, NOUN 
135, NUM 
cm-, PROPN 

, SPACE 
band, NOUN 
respect, NOUN 
100, NUM 
cm-, PROPN 
strongly, ADV 
in-, CCONJ 

, SPACE 
creases, VERB 
increasing, VERB 
PbO, PROPN 
content, NOUN 
15,16, NUM 
be-, NOUN 

, SPACE 
haviour, NOUN 
suggests, VERB 
arrangement, NOUN 
Pb, PROPN 
ions, NOUN 
pyra-, ADJ 

, SPACE 
midal, ADJ 
groups, NOUN 
strongly, ADV 
favoured, VERB 
lead, NOUN 
silicate, VERB 
glasses, NOUN 

, SPACE 
high, ADJ 
PbO., NOUN 

, SPACE 
low, ADJ 
energy, NOUN 
VV, PROPN 
HV, PROPN 
Raman, PROPN 
spectra, PROPN 
obtained, VERB 

, SPACE 
anti, ADJ 
Stokes, ADJ 
Stokes, PROPN 
sides, NOUN 
film, NOUN 
8, NUM 

, SPACE 
excitation, NOUN 
5, NUM 
14.5, NUM 
nm, NOUN 
laser, NOUN 
line, NOUN 
2.41, NUM 
eV, NUM 
reported, VERB 

, SPACE 
1’8, NUM 
IfI, NOUN 
1118, NUM 
III, PROPN 
II1, PROPN 
ISI, PROPN 
<, X 
II, PROPN 

, SPACE 
0, NUM 
200, NUM 
400, NUM 
600, NUM 
800, NUM 
1000, NUM 
1200, NUM 

, SPACE 
Roman, PROPN 
Shift, PROPN 
cm-, PROPN 

, SPACE 
Fig, PROPN 
3, NUM 
Experimental, PROPN 
Raman, PROPN 
spectra, PROPN 
target, NOUN 
2, NUM 
film, NOUN 
8, NUM 

, SPACE 
VV, PROPN 
HV, PROPN 
polarizations, NOUN 
obtained, VERB 
excitation, NOUN 

, SPACE 
514.5, NUM 
nm, NOUN 
laser, NOUN 
line, NOUN 
sharp, ADJ 
lines, NOUN 
marked, VERB 
asterisk, NOUN 

, SPACE 
Al, PROPN 
O, PROPN 
substrate, NOUN 
II, PROPN 
8, NUM 
I’cll, VERB 

, SPACE 
200, NUM 
100, NUM 
0, NUM 
-100, PROPN 
-200, PROPN 

, SPACE 
Roman, PROPN 
Shift, PROPN 
cm-, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
Arm, NOUN 
Stokes, PROPN 
Stokes, PROPN 
Raman, PROPN 
spectra, PROPN 
film, NOUN 
8, NUM 
low, ADJ 

, SPACE 
frequency, ADJ 
region, NOUN 
VV, PROPN 
HV, PROPN 
polarizations, NOUN 
shown, VERB 

, SPACE 
laser, NOUN 
excitation, NOUN 
line, NOUN 
514.5, NUM 
nm, ADJ 

, SPACE 
Fig, PROPN 
4, NUM 
discussed, VERB 
presence, NOUN 
boson, NOUN 

, SPACE 
peak, NOUN 
reveals, VERB 
glassy, ADJ 
nature, NOUN 
coating, NOUN 
intensity, NOUN 

, SPACE 
structure, NOUN 
peaking, VERB 
135, NUM 
cm-, NOUN 
turns, VERB 
remarkably, ADV 

, SPACE 
enhanced, VERB 
respect, NOUN 
boson, NOUN 
peak, NOUN 
resulting, VERB 

, SPACE 
resolved, VERB 
band, NOUN 
feature, NOUN 
100, NUM 
cm-, NOUN 

, SPACE 
lacking, ADJ 

, SPACE 
spectra, NOUN 
Fig, PROPN 
4, NUM 
reveal, VERB 
occurrence, NOUN 

, SPACE 
scattering, VERB 
attributable, ADJ 
presence, NOUN 
metal, NOUN 
Pb, PROPN 

, SPACE 
particles, NOUN 
scattering, VERB 
observed, VERB 
provided, VERB 

, SPACE 
excitation, NOUN 
energy, NOUN 
nearly, ADV 
resonant, ADJ 
particle, NOUN 
sur-, NOUN 

, SPACE 
face, NOUN 
plasmon, ADJ 
peak, NOUN 
result, VERB 
resolved, VERB 

, SPACE 
Raman, PROPN 
peak, NOUN 
region, NOUN 
20, NUM 
cm-, NOUN 

, SPACE 
peak, NOUN 
originating, VERB 
acoustic, ADJ 
vibrational, ADJ 
modes, NOUN 
localized, VERB 

, SPACE 
metal, NOUN 
particle, NOUN 
surface, NOUN 
observed, VERB 
silver, ADJ 

, SPACE 
colloids, NOUN 
embedded, VERB 
crystals, NOUN 
1181, NUM 
glass, NOUN 
films, NOUN 

, SPACE 
19, NUM 
absence, NOUN 
kind, NOUN 
signal, NOUN 
spectra, NOUN 

, SPACE 
Fig, PROPN 
4, NUM 
confirms, VERB 
band, NOUN 
observed, VERB 
ellipsometric, ADJ 

, SPACE 
measurements, NOUN 
attributed, VERB 
metallic, ADJ 
Pb, PROPN 

, SPACE 
surface, NOUN 
plasmons, NOUN 
laser, NOUN 
excitation, NOUN 
line, NOUN 
nearly, ADV 

, SPACE 
resonant, NOUN 
optical, ADJ 
absorption, NOUN 
band, NOUN 

, SPACE 
4, X 
Conclusions, PROPN 

, SPACE 
Lead, PROPN 
silicate, ADJ 
glassy, NOUN 
films, NOUN 
deposited, VERB 
RF, PROPN 
mag-, NOUN 

, SPACE 
netron, PROPN 
sputtering, VERB 
Ar, PROPN 
plasmas, NOUN 
containing, VERB 
different, ADJ 

, SPACE 
concentrations, NOUN 
H, PROPN 
0, NUM 
DC, PROPN 
conductivity, NOUN 
mea-, ADJ 

, SPACE 
surements, NOUN 
electrical, ADJ 
conduction, NOUN 
films, NOUN 

, SPACE 
obtained, VERB 
mildly, ADV 
reducing, VERB 
plasmas, NOUN 
involves, VERB 
localized, VERB 

, SPACE 
electronic, ADJ 
states, NOUN 
gap, NOUN 
ellipsometry, NOUN 
measure-, PROPN 

, SPACE 
ments, NOUN 
films, NOUN 
optical, ADJ 
absorption, NOUN 
enhance-, NUM 

, SPACE 
ment, NOUN 
region, NOUN 
1.6, NUM 
2.4, NUM 
eV, X 
presence, NOUN 

, SPACE 
electronic, ADJ 
states, NOUN 
gap, NOUN 
observed, VERB 

, SPACE 
films, NOUN 
obtained, VERB 
oxidizing, VERB 
plasmas, NOUN 
result, VERB 
transpar-, PROPN 

, SPACE 
ent, NOUN 
highly, ADV 
insulating, ADJ 

, SPACE 
428, NUM 
V., PROPN 
Rigato, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Rex, PROPN 
B, PROPN 
116, NUM 
1996, NUM 
424, NUM 
428, NUM 

, SPACE 
preliminary, ADJ 
investigations, NOUN 
films, NOUN 
microstruc-, VERB 

, SPACE 
ture, NOUN 
carried, VERB 
Raman, PROPN 
Spectroscopy, PROPN 
conk, ADV 
m, VERB 
glassy, NOUN 

, SPACE 
nature, NOUN 
deposited, VERB 
films, NOUN 
indicate, VERB 

, SPACE 
preferential, ADJ 
arrangement, NOUN 
Pb, PROPN 
ions, NOUN 
pyramidal, ADJ 
units, NOUN 

, SPACE 
measurements, NOUN 
allow, VERB 
detect, VERB 
presence, NOUN 

, SPACE 
small, ADJ 
Pb, PROPN 
metal, NOUN 
colloids, NOUN 
films, NOUN 
deposited, VERB 
mildly, ADV 

, SPACE 
reducing, VERB 
plasma, NOUN 

, SPACE 
Parameters, NOUN 
plasma, NOUN 
composition, NOUN 

, SPACE 
found, VERB 
influence, VERB 
reproducibility, NOUN 
electrical, ADJ 

, SPACE 
properties, NOUN 
film, NOUN 
growth, NOUN 
temperature, NOUN 
plays, VERB 
important, ADJ 

, SPACE 
role, NOUN 
determining, VERB 
reducing, VERB 
effect, NOUN 
plasma, NOUN 

, SPACE 
References, NOUN 

, SPACE 
l, X 
R., PROPN 
Bouclier, PROPN 
C., PROPN 
Garabatos, PROPN 
G., PROPN 
Manzin, PROPN 
F., PROPN 
Sauli, PROPN 
L., PROPN 
Shekht-, PROPN 

, SPACE 
man, NOUN 
T., PROPN 
Temmel, PROPN 
G., PROPN 
Della, PROPN 
Mea, PROPN 
G., PROPN 
Maggioni, PROPN 
V., PROPN 
Rigato, PROPN 

, SPACE 
I., PROPN 
Logachenko, PROPN 
IEEE, PROPN 
Trans, PROPN 
Nucl, PROPN 
Sci, PROPN 
NS-41(4, PROPN 
1994, NUM 
821, NUM 

, SPACE 
2, X 
G., PROPN 
Della, PROPN 
Mea, PROPN 
V., PROPN 
Rigato, PROPN 
G., PROPN 
Maggioni, PROPN 
S., PROPN 
Zandolin, PROPN 
D., PROPN 

, SPACE 
Boscarino, PROPN 
S., PROPN 
Carturan, PROPN 
U., PROPN 
Pieri, PROPN 
E., PROPN 
Bolzan, PROPN 
F., PROPN 
Sauli, PROPN 
J.C., PROPN 

, SPACE 
Pivin, PROPN 
Proc, PROPN 
Int, PROPN 
Workshop, PROPN 
Micro, PROPN 
Strip, PROPN 
Gas, PROPN 
Chamber, PROPN 

, SPACE 
Legnaro, PROPN 
Italy, PROPN 
13, NUM 
14, NUM 
October, PROPN 
1994, NUM 
eds, PROPN 
G., PROPN 
Della, PROPN 
Mea, PROPN 

, SPACE 
F., PROPN 
Sauli, PROPN 
Edizione, PROPN 
Progetto, PROPN 
Padova, PROPN 
1995, NUM 
p., NOUN 
30, NUM 

, SPACE 
3, X 
R., PROPN 
Bouclier, PROPN 
M., PROPN 
Cape&is, PROPN 
C., PROPN 
Garabatos, PROPN 
G., PROPN 
Manzin, PROPN 
G., PROPN 

, SPACE 
Million, PROPN 
L., PROPN 
Ropelewski, PROPN 
F., PROPN 
Sauli, PROPN 
E., PROPN 
Shefer, PROPN 
L., PROPN 
Shekhtman, PROPN 

, SPACE 
T., PROPN 
Temmel, PROPN 
G., PROPN 
Della, PROPN 
Mea, PROPN 
G., PROPN 
Maggioni, PROPN 
V., PROPN 
Rigato, PROPN 
Proc, PROPN 

, SPACE 
Int, PROPN 
Workshop, PROPN 
Micro, PROPN 
Strip, PROPN 
Gas, PROPN 
Chamber, PROPN 
Legnaro, PROPN 
Italy, PROPN 

, SPACE 
13, NUM 
14, NUM 
October, PROPN 
1994, NUM 
eds, PROPN 
G., PROPN 
Della, PROPN 
Mea, PROPN 
F., PROPN 
Sauli, PROPN 

, SPACE 
Edizione, PROPN 
Progetto, PROPN 
Padova, PROPN 
1995, NUM 
p., NOUN 
39, NUM 

, SPACE 
4, X 
R., PROPN 
Bouclier, PROPN 
M., PROPN 
Cape&is, PROPN 
C., PROPN 
Garabatos, PROPN 
G., PROPN 
Manzin, PROPN 
G., PROPN 

, SPACE 
Million, PROPN 
L., PROPN 
Ropelewski, PROPN 
F., PROPN 
Sauli, PROPN 
L.I., PROPN 
Shekhtman, PROPN 
T., PROPN 
Tem-, PROPN 

, SPACE 
mel, PROPN 
G., PROPN 
Della, PROPN 
Mea, PROPN 
G., PROPN 
Maggioni, PROPN 
V., PROPN 
Rigato, PROPN 
CERN, PROPN 

, SPACE 
PPE/95, PROPN 
37, NUM 
13, NUM 
March, PROPN 
1995, NUM 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
367, NUM 

, SPACE 
1995, NUM 
168, NUM 

, SPACE 
5, X 
R., PROPN 
Bouclier, PROPN 
M., PROPN 
Cape&is, PROPN 
G., PROPN 
Million, PROPN 
L., PROPN 
Ropelewski, PROPN 
F., PROPN 
6, NUM 
G., PROPN 
Della, PROPN 
Mea, PROPN 
V., PROPN 
Rigato, PROPN 
R., PROPN 
Dal, PROPN 
Maschio, PROPN 
C., PROPN 
Sighel, PROPN 
P., PROPN 

, SPACE 
Colombo, PROPN 
J., PROPN 
Ceram, PROPN 
Sot, PROPN 
76(1, PROPN 
>, PUNCT 
1993, NUM 
2930, NUM 

, SPACE 
7, X 
G., PROPN 
Della, PROPN 
Mea, PROPN 
V., PROPN 
Rigato, PROPN 
P., PROPN 
Colombo, PROPN 
R., PROPN 
Dal, PROPN 
Maschio, PROPN 
C., PROPN 

, SPACE 
Sighel, PROPN 
S., PROPN 
Zandolin, PROPN 
P.K., PROPN 
Mwose, PROPN 
Thin, PROPN 
Solid, PROPN 
Films, PROPN 
241, NUM 

, SPACE 
1994, NUM 
25, NUM 

, SPACE 
81, NUM 

, SPACE 
191, NUM 

, SPACE 
1101, NUM 

, SPACE 
Ill, PROPN 

, SPACE 
1121, NUM 

, SPACE 
131, NUM 

, SPACE 
1141, NUM 
V., PROPN 
Rigato, PROPN 
G., PROPN 
Maggioni, PROPN 
G., PROPN 
Della, PROPN 
Mea, PROPN 
presented, VERB 

, SPACE 
4th, PROPN 
Int, PROPN 
Conf, PROPN 
Plasma, PROPN 
Surface, PROPN 
Engineering, PROPN 
PSE, PROPN 
94, NUM 

, SPACE 
Garmisch, PROPN 
Partenkirchen, PROPN 
Germany, PROPN 
19, NUM 
23, NUM 
September, PROPN 
1994, NUM 

, SPACE 
published, VERB 
Surf, PROPN 
Coat, NOUN 
Tech, NOUN 
1995, NUM 

, SPACE 
G., PROPN 
Della, PROPN 
Mea, PROPN 
V., PROPN 
Rigato, PROPN 
G., PROPN 
Maggioni, PROPN 
G., PROPN 
Granozzi, PROPN 
A., NOUN 

, SPACE 
Sassi, PROPN 
P., PROPN 
Colombo, PROPN 
Proc, PROPN 
2nd, PROPN 
Int, PROPN 
Conf, PROPN 
European, PROPN 

, SPACE 
Society, PROPN 
Glass, PROPN 
Science, PROPN 
Technology, PROPN 
Venezia, PROPN 
21, NUM 
24, NUM 

, SPACE 
June, PROPN 
1993, NUM 
p., NOUN 
333, NUM 

, SPACE 
B., PROPN 
Chapman, PROPN 
Glow, PROPN 
Discharge, PROPN 
Processes, PROPN 
Sputtering, PROPN 

, SPACE 
Plasma, PROPN 
Etching, VERB 
Wiley, PROPN 
New, PROPN 
York, PROPN 
1980, NUM 

, SPACE 
F., PROPN 
Ferrieu, PROPN 
J.L., PROPN 
Stehle, PROPN 
F., PROPN 
Bemoux, PROPN 
0, NUM 
Thomas, PROPN 
Mat, PROPN 

, SPACE 
Res, PROPN 
Sot, PROPN 
Symp, PROPN 
hoc, PROPN 
101, NUM 
1988, NUM 
403, NUM 

, SPACE 
N.F., PROPN 
Mott, PROPN 
E.A., PROPN 
Davis, PROPN 
Electronic, PROPN 
Processes, PROPN 
Non-, PROPN 

, SPACE 
Crystalline, PROPN 
Materials, PROPN 
2nd, PROPN 
ed, NOUN 
Oxford, PROPN 
University, PROPN 
Press, PROPN 

, SPACE 
Oxford, PROPN 
U.K., PROPN 
1979, NUM 
Chap, PROPN 
6, NUM 
p., NOUN 
219, NUM 
222, NUM 

, SPACE 
B., PROPN 
Abeles, PROPN 
Ping, PROPN 
Shen, PROPN 
M.D., PROPN 
Coutts, PROPN 
Y., PROPN 
Arie, PROPN 
Adv, PROPN 
Phys, PROPN 

, SPACE 
24, NUM 
19751, NUM 
407, NUM 

, SPACE 
R.F., PROPN 
Haglund, PROPN 
Jr., PROPN 
D.H., PROPN 
Osborne, PROPN 
Jr., PROPN 
Li, PROPN 
Yang, PROPN 
R.H., PROPN 
Ma-, PROPN 

, SPACE 
gruder, PROPN 
III, PROPN 
C.W., PROPN 
White, PROPN 
R.A., PROPN 
Zuhr, PROPN 
Mat, PROPN 
Res, PROPN 
Sot, PROPN 
Symp, PROPN 

, SPACE 
Proc, PROPN 
316, NUM 
1994, NUM 
421, NUM 

, SPACE 
I51, PROPN 

, SPACE 
1161, NUM 

, SPACE 
171, NUM 

, SPACE 
I81, PROPN 

, SPACE 
1191, NUM 
T., PROPN 
Fumkawa, PROPN 
S.A., PROPN 
Brawer, PROPN 
W.B., PROPN 
White, PROPN 
J., PROPN 
Mater, PROPN 
Sci, PROPN 
13, NUM 

, SPACE 
1978, NUM 
268, NUM 

, SPACE 
C.A., PROPN 
Worrell, PROPN 
T., PROPN 
Henshall, PROPN 
J., PROPN 
Non, PROPN 
Cryst, PROPN 
Solids, NOUN 
29, NUM 
1978, NUM 

, SPACE 
283, NUM 

, SPACE 
B., PROPN 
Piriou, PROPN 
H., PROPN 
Arashi, PROPN 
High, PROPN 
Temp, PROPN 
Sci, PROPN 
13, NUM 
1980, NUM 
299, NUM 

, SPACE 
G., PROPN 
Mariotto, PROPN 
M., PROPN 
Montagna, PROPN 
G., PROPN 
Viliani, PROPN 
E., PROPN 
Duval, PROPN 
S., PROPN 
Lefrant, PROPN 

, SPACE 
E., PROPN 
Rzepka, PROPN 
C., PROPN 
Mai, PROPN 
Europhys, PROPN 
Lett, PROPN 
6, NUM 
1988, NUM 
239, NUM 

, SPACE 
M., PROPN 
Fujii, PROPN 
T., PROPN 
Nagareda, PROPN 
S., PROPN 
Hayashi, PROPN 
K., PROPN 
Yamarnoto, PROPN 
Phys, PROPN 

, SPACE 
Rev., PROPN 
B, PROPN 
44, NUM 
1991, NUM 
6243, NUM 
Sauli, PROPN 
T., PROPN 
Temmel, PROPN 
R.A., PROPN 
Cooke, PROPN 
S., PROPN 
Donnel, PROPN 
S.A., PROPN 
Sastri, PROPN 
N., PROPN 

, SPACE 
Sondercr, PROPN 
CERN, PROPN 
PPE/95, PROPN 
95, NUM 
3, NUM 
July, PROPN 
1995, NUM 
Nucl, PROPN 
lnstr, PROPN 

, SPACE 
Meth, PROPN 
369, NUM 
1996, NUM 
328, NUM 

, SPACE 
