Corrosion, PROPN 
controlling, VERB 
variables, NOUN 
involved, VERB 
process, NOUN 

, SPACE 
grinding, VERB 
pressure, NOUN 
speed, NOUN 
time, NOUN 
condition, NOUN 
SIC, PROPN 
paper, NOUN 
use, NOUN 
water, NOUN 

, SPACE 
lubricant, NOUN 
flat, ADJ 
faces, NOUN 
specimens, NOUN 
ground, VERB 
period, NOUN 
30, NUM 
s, NOUN 
constant, ADJ 

, SPACE 
flowing, VERB 
water, NOUN 
gave, VERB 
reproducible, ADJ 
depth, NOUN 
deformation, NOUN 
worked, VERB 
layer, NOUN 

, SPACE 
5, NUM 
pm.3, NOUN 
work, NOUN 
free, ADJ 
surface, NOUN 
achieved, VERB 
electropolishing, NOUN 
electrolytic, ADJ 
bath, NOUN 

, SPACE 
15, NUM 
H$SOd, NOUN 
methanol, NOUN 
10, NUM 
15, NUM 
V, NOUN 
potential, NOUN 
applied, VERB 
specimen, NOUN 
anode, NOUN 

, SPACE 
platinum, NOUN 
cathode, NOUN 
electrolyte, NOUN 
magnetically, ADV 
stirred, VERB 
polishing, NOUN 
continued, VERB 

, SPACE 
period, NOUN 
60min, NOUN 
Following, VERB 
surface, NOUN 
preparation, NOUN 
described, VERB 
specimens, NOUN 

, SPACE 
ultrasonically, ADV 
cleaned, VERB 
ethanol, NOUN 
dried, VERB 
constant, ADJ 
weight, NOUN 
stored, VERB 
desiccator, NOUN 
total, NOUN 

, SPACE 
150, NUM 
specimens, NOUN 
equal, ADJ 
numbers, NOUN 
having, VERB 
Sic, NOUN 
finished, VERB 
electropolished, ADJ 
surfaces, NOUN 

, SPACE 
prepared, VERB 
manner, NOUN 
specimens, NOUN 
destructively, ADV 
tested, VERB 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 
1335, NUM 

, SPACE 
Table, NOUN 
1, NUM 
Chemical, ADJ 
specification, NOUN 
12, NUM 
Cr, PROPN 
alloy, NOUN 
given, VERB 

, SPACE 
manufacturer, NOUN 
measured, VERB 
laboratory, NOUN 

, SPACE 
Chemical, PROPN 
composition, NOUN 
wt%, PROPN 

, SPACE 
Component, PROPN 
measured, VERB 
Specification, PROPN 

, SPACE 
Min, PROPN 
Max, PROPN 

, SPACE 
C, PROPN 
0.136, NUM 

, SPACE 
Si, PROPN 
0.260, NUM 

, SPACE 
Mn, PROPN 
0.565, NUM 

, SPACE 
P, NOUN 
0.007, NUM 

, SPACE 
S, PROPN 
0.010, NUM 

, SPACE 
Cr, PROPN 
11.760, NUM 

, SPACE 
Ni, PROPN 
0.400, NUM 

, SPACE 
MO, PROPN 
0.476, NUM 

, SPACE 
cu, NOUN 
0.066, NUM 

, SPACE 
Al, PROPN 
0.007, NUM 

, SPACE 
Ti, PROPN 
0.003, NUM 

, SPACE 
Nb, PROPN 
<, X 
O.OOl, PART 

, SPACE 
V, NOUN 
0.011, NUM 

, SPACE 
W, PROPN 
<, PROPN 
O.OOl, NOUN 

, SPACE 
Cd, PROPN 
0.016, NUM 

, SPACE 
Sn, PROPN 
0.007, NUM 

, SPACE 
B, PROPN 
0.003, NUM 

, SPACE 
N, PROPN 
0.060, NUM 
0.09, NUM 
0.15, NUM 

, SPACE 
0.50, NUM 

, SPACE 
0.70, NUM 

, SPACE 
0.04, NUM 

, SPACE 
0.03, NUM 

, SPACE 
11.50, NUM 
13.00, NUM 

, SPACE 
0.60, NUM 

, SPACE 
0.40, NUM 
0.80, NUM 

, SPACE 
specified, VERB 

, SPACE 
supply, NOUN 
contract, NOUN 

, SPACE 
document, NOUN 

, SPACE 
situ, ADJ 
measurements, NOUN 

, SPACE 
situ, NOUN 
exposures, NOUN 
test, NOUN 
chamber, NOUN 
designed, VERB 
receive, VERB 
sample, NOUN 
steam, NOUN 

, SPACE 
bleed, ADJ 
pipe, NOUN 
supplying, VERB 
steam, NOUN 
LP, PROPN 
section, NOUN 
turbine, NOUN 
deaerator, NOUN 

, SPACE 
45, NUM 
MW, PROPN 
single, ADJ 
cylinder, NOUN 
turbine, NOUN 
test, NOUN 
rig, NOUN 
shown, VERB 
Fig, PROPN 
1, NUM 
constructed, VERB 
AISI, PROPN 
3, NUM 
16, NUM 
SS, PROPN 

, SPACE 
material.32, NOUN 
Argon, PROPN 
arc, NOUN 
welding, NOUN 
joints, NOUN 
ground, NOUN 
polished, ADJ 

, SPACE 
microscopically, ADV 
examined, VERB 
ensure, VERB 
elimination, NOUN 
potential, ADJ 
sources, NOUN 
corrosive, ADJ 

, SPACE 
contaminants, NOUN 
lid, NOUN 
chamber, NOUN 
fitted, VERB 
runners, NOUN 
racks, NOUN 
carrying, VERB 

, SPACE 
specimens, NOUN 
attached, VERB 
rack, NOUN 
capacity, NOUN 
specimens, NOUN 
total, NOUN 
72, NUM 

, SPACE 
test, NOUN 
specimens, NOUN 
Sic, NOUN 
finished, VERB 
electropolished, VERB 
placed, VERB 
test, NOUN 
rig, NOUN 
facilitate, VERB 

, SPACE 
destructive, ADJ 
testing, NOUN 
techniques, NOUN 
insulated, VERB 
metal, NOUN 
metal, NOUN 
contact, NOUN 

, SPACE 
racks, NOUN 
means, NOUN 
Teflon, PROPN 
PTFE, PROPN 
liners, NOUN 
use, NOUN 
found, VERB 
satisfactory, ADJ 

, SPACE 
550, NUM 
K, PROPN 
earlier, ADV 
analogous, ADJ 
studies.33,34, NOUN 

, SPACE 
outlet, NOUN 
test, NOUN 
chamber, NOUN 
connected, VERB 
condenser, PROPN 
flashbox, NOUN 

, SPACE 
negative, ADJ 
pressure, NOUN 
non, ADJ 
return, ADJ 
valve, NOUN 
sample, NOUN 
line, NOUN 
inserted, VERB 
outlet, NOUN 

, SPACE 
1336, NUM 
J., PROPN 
M., PROPN 
Lyons, PROPN 
J., PROPN 
Corish, PROPN 

, SPACE 
4, NUM 
b, PROPN 

, SPACE 
1, X 
Inlet, PROPN 
Steam, PROPN 
7, NUM 
Non, ADJ 
return, VERB 
Valve, NOUN 

, SPACE 
2, NUM 
Isolation, NOUN 
Valves, NOUN 
8, NUM 
Sample, PROPN 
Cooler, PROPN 

, SPACE 
3, NUM 
Reaction, NOUN 
Chamber, PROPN 
9, NUM 
Cooling, VERB 
Water, NOUN 

, SPACE 
4, NUM 
Baffle, PROPN 
10, NUM 
Cooling, VERB 
Water, PROPN 

, SPACE 
5, NUM 
Temperature, PROPN 
Probe, PROPN 
11, NUM 
Condensed, VERB 
Steam, PROPN 

, SPACE 
6, NUM 
Pressure, NOUN 
Probe, PROPN 
12, NUM 
Condenser, PROPN 
Flash, PROPN 
Box, PROPN 

, SPACE 
Fig, PROPN 
1, NUM 
Schematic, ADJ 
representation, NOUN 
situ, ADJ 
rig, NOUN 
attached, VERB 
turbine, NOUN 
reaction, NOUN 

, SPACE 
chamber, NOUN 
connections, NOUN 
b, X 
specimen, NOUN 
holding, VERB 
rack, NOUN 
scale, VERB 
specimens, NOUN 

, SPACE 
insulated, VERB 
stainless, ADJ 
steel, NOUN 
rack, NOUN 
teflon, NOUN 
liners, NOUN 
rack, NOUN 
suspended, VERB 
lid, NOUN 

, SPACE 
reaction, NOUN 
chamber, NOUN 

, SPACE 
pipe, NOUN 
provided, VERB 
samples, NOUN 
stainless, ADJ 
steel, NOUN 
cooler, NOUN 
samples, NOUN 
routed, VERB 

, SPACE 
cation, NOUN 
conductivity, NOUN 
CC, PROPN 
monitor, NOUN 
Model, PROPN 
4510, NUM 
Kent, PROPN 
Conductivity, PROPN 
Monitor, PROPN 
automatic, ADJ 

, SPACE 
temperature, NOUN 
compensation, NOUN 
02, NUM 
monitor, NOUN 
Model, PROPN 
27, NUM 
13, NUM 
Orbisphere, ADJ 
Dissolved, PROPN 
Oxygen, PROPN 

, SPACE 
Monitor, PROPN 
provided, VERB 
continuous, ADJ 
readouts, NOUN 
recording, NOUN 
data, NOUN 
dissolved, VERB 
oxygen, NOUN 

, SPACE 
concentration, NOUN 
verified, VERB 
week, NOUN 
calorimetric, NOUN 
CHEMetrics, PROPN 
ampoules, VERB 

, SPACE 
method.35, NOUN 
addition, NOUN 
grab, VERB 
samples, NOUN 
superheated, ADJ 
steam, NOUN 
condensate, NOUN 

, SPACE 
samples, NOUN 
test, NOUN 
rig, NOUN 
feasible, ADJ 
taken, VERB 
week, NOUN 
analysed, VERB 
total, ADJ 

, SPACE 
iron, NOUN 
COZ, PROPN 
SOd2-, PROPN 
Cl-, PROPN 
Na+, PROPN 
acetic, ADJ 
butyric, ADJ 
formic, ADJ 
propionic, ADJ 
acid, NOUN 
contents, NOUN 

, SPACE 
measurements, NOUN 
concentrations, NOUN 
carbonic, ADJ 
acid, NOUN 
organic, ADJ 
acids, NOUN 
carried, VERB 

, SPACE 
ion, NOUN 
chromatography, NOUN 
concentrations, NOUN 
carbonic, ADJ 
acid, NOUN 
determined, VERB 
manner, NOUN 

, SPACE 
compared, VERB 
predicted, VERB 
CC, PROPN 
method, NOUN 
close, ADJ 
agreement, NOUN 
found, VERB 

, SPACE 
measured, ADJ 
predicted, VERB 
values, NOUN 
i.e., X 
f, PROPN 
5, NUM 
indicated, VERB 
small, ADJ 

, SPACE 
concentrations, NOUN 
ions, NOUN 
present, ADJ 
steam, NOUN 
confirmed, VERB 
Cl-, PROPN 

, SPACE 
so4, NOUN 
2-, NUM 
ion, NOUN 
measurements, NOUN 
<, X 
2, NUM 
pg, NOUN 
kg-, NOUN 
CC, PROPN 
superheated, ADJ 
steam, NOUN 

, SPACE 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 
1337, NUM 

, SPACE 
entering, VERB 
turbine, NOUN 
monitored, VERB 
continuously, ADV 
recorded, VERB 
compared, VERB 

, SPACE 
data, NOUN 
test, NOUN 
rig, NOUN 
instrument, NOUN 
temperature, NOUN 
pressure, NOUN 
reaction, NOUN 
chamber, NOUN 

, SPACE 
measured, VERB 
special, ADJ 
tapping, NOUN 
points, NOUN 
sensors, NOUN 
entire, ADJ 
assembly, NOUN 
lagged, VERB 

, SPACE 
aluminium, NOUN 
clad, VERB 
glasswool, NOUN 
measurements, NOUN 
showed, VERB 
pressure, NOUN 

, SPACE 
temperature, NOUN 
losses, NOUN 
negligible, ADJ 

, SPACE 
test, NOUN 
specimens, NOUN 
exposed, VERB 
periods, NOUN 
18, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
operating, NOUN 
time, NOUN 

, SPACE 
analyses, NOUN 
performed, VERB 
intervals, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h., ADJ 
Gravimetric, PROPN 
kinetic, NOUN 
measurements, NOUN 

, SPACE 
structural, ADJ 
analysis, NOUN 
data, NOUN 
obtained, VERB 
time, NOUN 
intervals, NOUN 
Weight, NOUN 
gains, NOUN 

, SPACE 
measured, VERB 
50, NUM 
pg, NOUN 
OHAUS, PROPN 
110, NUM 
microbalance, NOUN 
time, NOUN 

, SPACE 
experiments, NOUN 
turbine, NOUN 
load, NOUN 
periods, NOUN 
1700, NUM 
h, NOUN 

, SPACE 
routine, ADJ 
maintenance, NOUN 
downtime, NOUN 
periods, NOUN 
short, ADJ 
duration, NOUN 
amounted, VERB 
1850, NUM 
h, NOUN 

, SPACE 
experiments, NOUN 
spanned, VERB 
total, ADJ 
period, NOUN 
23.25, NUM 
x, SYM 
lo3, ADJ 
h., NOUN 
turbine, NOUN 
outages, NOUN 

, SPACE 
dehumidified, VERB 
air, NOUN 
pumped, VERB 
turbine, NOUN 
rest, NOUN 
rig, NOUN 
specimens, NOUN 

, SPACE 
times, NOUN 
environment, NOUN 
turbine, NOUN 
blades, NOUN 

, SPACE 
laboratory, NOUN 
test, NOUN 
rig, NOUN 

, SPACE 
laboratory, NOUN 
test, NOUN 
rig, NOUN 
shown, VERB 
Fig, PROPN 
2, NUM 
designed, VERB 
carry, VERB 
laboratory, NOUN 

, SPACE 
experiments, NOUN 
analogous, ADJ 
carried, VERB 
situ, NOUN 
exposures, NOUN 
experiments, NOUN 

, SPACE 
enabled, VERB 
effect, NOUN 
varying, VERB 
concentration, NOUN 
CO, PROPN 
association, NOUN 
varying, VERB 
02, NUM 

, SPACE 
1, NUM 
Site, NOUN 
conductivity, NOUN 
7, NUM 
Mixing, VERB 
coil, NOUN 

, SPACE 
measurements, NOUN 
8, NUM 
02, NUM 
Inlet, PROPN 

, SPACE 
2, NUM 
Site, NOUN 
02, NUM 
9, NUM 
Condensed, VERB 
steam, NOUN 

, SPACE 
measurements, NOUN 
inlet, VERB 

, SPACE 
3, NUM 
Sample, PROPN 
cooler, ADJ 
10, NUM 
HzCOs, PUNCT 
solution, NOUN 

, SPACE 
4, NUM 
Reaction, NOUN 
vessel, NOUN 
11, NUM 
Peristaltic, ADJ 
pump, NOUN 

, SPACE 
5, NUM 
Specimen, PROPN 
holder, NOUN 
12, NUM 
Sample, NOUN 
reaction, NOUN 

, SPACE 
6, NUM 
Heater, NOUN 
vessel, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
Schematic, ADJ 
diagram, NOUN 
test, NOUN 
rig, NOUN 
laboratory, NOUN 
experiments, NOUN 

, SPACE 
1338, NUM 
J., PROPN 
M., PROPN 
Lyons, PROPN 
J., PROPN 
Corish, PROPN 

, SPACE 
concentration, NOUN 
carefully, ADV 
controlled, VERB 
conditions, NOUN 
investigated, VERB 
provided, VERB 

, SPACE 
independent, ADJ 
control, NOUN 
data, NOUN 
evaluation, NOUN 
purposes, NOUN 
O2, PROPN 
primary, ADJ 
source, NOUN 

, SPACE 
corrosion, NOUN 
form, NOUN 
pitting, NOUN 
metal, NOUN 
surface, NOUN 
especially, ADV 
small, ADJ 
amounts, NOUN 

, SPACE 
chloride, NOUN 
sulphate, ADJ 
ions, NOUN 
present, ADJ 
great, ADJ 
care, NOUN 
taken, VERB 
ensure, VERB 

, SPACE 
concentrations, NOUN 
anions, NOUN 
maintained, VERB 
<, X 
2, NUM 
pg, INTJ 
kg-, X 

, SPACE 
experiments, NOUN 
feedwater, ADJ 
supply, NOUN 
test, NOUN 
rig, NOUN 
deoxygenated, VERB 
deionized, VERB 

, SPACE 
condensed, VERB 
steam, NOUN 
conductivity, NOUN 
~0.1, X 
pg, PROPN 
cm-, PROPN 
298, NUM 
K, PROPN 
chosen, VERB 

, SPACE 
concentrations, NOUN 
CO2, PROPN 
O2, PROPN 
added, VERB 
dissolved, VERB 
oxygen, NOUN 
concentration, NOUN 

, SPACE 
reaction, NOUN 
chamber, NOUN 
established, VERB 
accurately, ADV 
controlling, VERB 
flow, NOUN 
oxygen, NOUN 
saturated, VERB 

, SPACE 
feedwater, NOUN 
means, NOUN 
peristaltic, ADJ 
pump, NOUN 
CO2, PROPN 
concentration, NOUN 
controlled, VERB 

, SPACE 
manner, NOUN 
added, VERB 
solutions, NOUN 
ultimately, ADV 
mixed, VERB 
feedwater, NOUN 
flow, NOUN 
prior, ADV 

, SPACE 
entering, VERB 
reaction, NOUN 
chamber, NOUN 
means, NOUN 
mixing, VERB 
coil, NOUN 
racks, NOUN 
containing, VERB 
total, NOUN 
72, NUM 

, SPACE 
insulated, VERB 
test, NOUN 
specimens, NOUN 
attached, VERB 
lid, NOUN 
reaction, NOUN 
chamber, NOUN 
solution, NOUN 

, SPACE 
continuously, ADV 
stirred, VERB 
temperature, NOUN 
maintained, VERB 
340, NUM 
K, NOUN 
pressure, NOUN 

, SPACE 
0.1, NUM 
MPa, NOUN 
abs, PROPN 
duration, NOUN 
experiments, NOUN 
values, NOUN 
chosen, VERB 

, SPACE 
cover, VERB 
range, NOUN 
values, NOUN 
parameters, NOUN 
relevant, ADJ 
bleeds, NOUN 
45, NUM 
MW, PROPN 

, SPACE 
turbine, NOUN 
50, NUM 
load, NOUN 
series, NOUN 
experiments, NOUN 
performed, VERB 
model, NOUN 

, SPACE 
system, NOUN 
Regime, PROPN 
02, NUM 
concentration, NOUN 
maintained, VERB 
range, NOUN 
8-, NUM 

, SPACE 
lOpgkg-, NOUN 
CO, PROPN 
concentration, NOUN 
1000, NUM 
pg, X 
kg-, X 
k, NOUN 
5, NUM 
second, NOUN 
Regime, PROPN 
B, PROPN 

, SPACE 
O2, PROPN 
concentration, NOUN 
held, VERB 
200, NUM 
pg, PROPN 
kg-, X 
f, NOUN 
5, NUM 
COZ, PROPN 
concentration, NOUN 

, SPACE 
series, NOUN 
higher, ADJ 
concentration, NOUN 
oxygen, NOUN 
observations, NOUN 

, SPACE 
early, ADJ 
states, NOUN 
situ, NOUN 
study, NOUN 
showed, VERB 
oxygen, NOUN 
concentrations, NOUN 

, SPACE 
magnitude, NOUN 
maintained, VERB 
periods, NOUN 
1000, NUM 
h, NOUN 
turbine, NOUN 
cover, NOUN 
lift, NOUN 

, SPACE 
periods, NOUN 
24, NUM 
48, NUM 
h, NOUN 
infrequent, ADJ 
minor, ADJ 
air, NOUN 
leakages, NOUN 
test, NOUN 
specimens, NOUN 

, SPACE 
model, NOUN 
rig, NOUN 
prepared, VERB 
situ, NOUN 
experiments, NOUN 
exposed, VERB 
test, NOUN 

, SPACE 
environments, NOUN 
total, ADJ 
period, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
removed, VERB 
analysis, NOUN 
intervals, NOUN 

, SPACE 
500, NUM 
h., NOUN 
oxygen, NOUN 
CO1, PROPN 
concentrations, NOUN 
determined, VERB 
methods, NOUN 

, SPACE 
analyses, NOUN 
turbine, NOUN 
bleed, NOUN 
steam, NOUN 

, SPACE 
Analyses, NOUN 
corrosion, NOUN 
products, NOUN 

, SPACE 
exposed, VERB 
specimens, NOUN 
situ, NOUN 
model, NOUN 
systems, NOUN 
characterized, VERB 

, SPACE 
fully, ADV 
possible, ADJ 
range, NOUN 
complementary, ADJ 
structural, ADJ 
analytical, ADJ 
techniques, NOUN 

, SPACE 
investigate, VERB 
morphology, NOUN 
distribution, NOUN 
composition, NOUN 
phases, NOUN 
formed, VERB 

, SPACE 
exposure, NOUN 
condition, NOUN 
techniques, NOUN 
diffraction, NOUN 
XRD, PROPN 
scanning, VERB 
electron, NOUN 

, SPACE 
microscopy, ADJ 
SEM, PROPN 
electron, NOUN 
probe, NOUN 
microanalysis, NOUN 
EPMA, PROPN 
X, NOUN 
ray, NOUN 
photo, NOUN 
electron, NOUN 

, SPACE 
spectroscopy, NOUN 
XPS, PROPN 
secondary, ADJ 
ion, NOUN 
mass, PROPN 
spectrometry, NOUN 
SIMS, PROPN 

, SPACE 
X, PROPN 
Ray, PROPN 
diffraction, NOUN 
measurements, NOUN 
Siemens, PROPN 
Type, PROPN 
D-500, PROPN 
diffractometer, NOUN 

, SPACE 
Cu, PROPN 
Ku, PROPN 
radiation, NOUN 
situ, ADJ 
non, ADJ 
destructive, ADJ 
analysis, NOUN 
phases, NOUN 

, SPACE 
developed, VERB 
alloy, NOUN 
surfaces, NOUN 
exposure, NOUN 
analysis, NOUN 
diffraction, NOUN 
patterns, NOUN 

, SPACE 
computer, NOUN 
assisted, VERB 
assess, VERB 
possible, ADJ 
Cr, PROPN 
substitution, NOUN 
magnetite, NOUN 
position, NOUN 
high, ADJ 

, SPACE 
angle, NOUN 
peak, NOUN 
measured, VERB 
accurately, ADV 
adding, VERB 
silicon, NOUN 
powder, NOUN 
act, VERB 
internal, ADJ 

, SPACE 
standard, NOUN 

, SPACE 
SEM, PROPN 
measurements, NOUN 
Cambridge, PROPN 
S360, PROPN 
Hitachi, PROPN 
S520, PROPN 

, SPACE 
instrument, NOUN 
examine, VERB 
cross, NOUN 
sections, NOUN 
exposed, VERB 
specimens, NOUN 

, SPACE 
surfaces, NOUN 
Prior, ADV 
cross, ADJ 
sectioning, VERB 
specimens, NOUN 
degreased, VERB 
surface, NOUN 

, SPACE 
examined, VERB 
sputter, NOUN 
coated, VERB 
gold, NOUN 
electroplated, VERB 
nickel, NOUN 
surface, NOUN 

, SPACE 
phases, VERB 
intact, ADJ 
polishing, VERB 
Following, VERB 
mounting, VERB 
conductive, ADJ 
carbon, NOUN 
filled, VERB 
bakelite, VERB 

, SPACE 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 
1339, NUM 

, SPACE 
specimens, NOUN 
sectioned, VERB 
centre, NOUN 
perpendicular, NOUN 
major, ADJ 
face, NOUN 
exposed, VERB 

, SPACE 
section, NOUN 
polished, VERB 
grinding, VERB 
successively, ADV 
fine, ADJ 
emery, NOUN 
paper, NOUN 
Finally, ADV 
surface, NOUN 

, SPACE 
prepared, VERB 
y, PROPN 
alumina, PROPN 
powder, NOUN 
particle, NOUN 
size, NOUN 
0.5, NUM 
pm, NOUN 
slurried, VERB 
water, NOUN 

, SPACE 
morphology, NOUN 
distribution, NOUN 
phases, NOUN 
formed, VERB 
alloy, NOUN 
surfaces, NOUN 

, SPACE 
investigated, VERB 
EPMA, PROPN 
spectrometers, NOUN 
attached, VERB 
SEM, PROPN 
instruments, NOUN 

, SPACE 
energy, NOUN 
dispersive, ADJ 
Si(Li, PROPN 
detectors, NOUN 
tungsten, VERB 
hairpin, ADJ 
filament, NOUN 
emitters, NOUN 
X, NOUN 
ray, NOUN 
spectral, ADJ 

, SPACE 
information, NOUN 
provided, VERB 
elemental, ADJ 
point, NOUN 
analyses, NOUN 
selected, VERB 
areas, NOUN 
features, NOUN 
surface, NOUN 

, SPACE 
standard, ADJ 
analytical, ADJ 
software, NOUN 

, SPACE 
XPS, PROPN 
analyses, NOUN 
carried, VERB 
Kratos, PROPN 
XSAM, PROPN 
800, NUM 
instrument, NOUN 
fitted, VERB 
Kratos, PROPN 

, SPACE 
Minibeam, PROPN 
argon, VERB 
ion, NOUN 
sputtering, VERB 
source, NOUN 
operating, VERB 
3, NUM 
kV, NUM 
4, NUM 
PA, PROPN 
effect, VERB 
depth, NOUN 
profiling, NOUN 

, SPACE 
Spectra, PROPN 
recorded, VERB 
monochromated, VERB 
Al, PROPN 
Ku, PROPN 
X, NOUN 
rays, NOUN 
hv, PROPN 
=, X 
1486.6, NUM 
eV, NUM 
anode, ADJ 

, SPACE 
power, NOUN 
240, NUM 
W., PROPN 
Electron, PROPN 
90, NUM 
sample, NOUN 
surface, NOUN 
giving, VERB 
typical, ADJ 
depth, NOUN 

, SPACE 
analysis, NOUN 
3&50, NUM 
A., NOUN 
instrument, NOUN 
microprocessor, NOUN 
controlled, VERB 
binding, VERB 
energy, NOUN 

, SPACE 
B.E., PROPN 
calibration, NOUN 
based, VERB 
measurement, NOUN 
Au4f7,z, NUM 
line, NOUN 
84.0eV, NOUN 

, SPACE 
operating, NOUN 
conditions, NOUN 
resolution, NOUN 
1.2, NUM 
eV., ADJ 
low, ADJ 
energy, NOUN 
electron, NOUN 
flood, NOUN 
compensated, VERB 

, SPACE 
build, NOUN 
charge, NOUN 
sample, NOUN 
surfaces, NOUN 
peaks, NOUN 
addition, NOUN 
charge, NOUN 
corrected, VERB 

, SPACE 
setting, VERB 
Cls, PROPN 
line, NOUN 
adventitious, ADJ 
hydrocarbon, NOUN 
285, NUM 
eV., PROPN 

, SPACE 
SIMS, PROPN 
spectra, PROPN 
attendant, ADJ 
depth, NOUN 
profiles, NOUN 
measured, VERB 
VSW, PROPN 
DPS, PROPN 
10, NUM 

, SPACE 
duoplasmatron, NOUN 
system, NOUN 
operating, VERB 
oxygen, NOUN 
gas, NOUN 
02, NUM 
+, SYM 
5, NUM 
kV, NUM 
75, NUM 
nA., PROPN 
raster, NOUN 
gated, VERB 

, SPACE 
mass, ADV 
selected, VERB 
analysis, NOUN 
10, NUM 
area, NOUN 
centred, VERB 
200, NUM 
300pm, NOUN 
region, NOUN 
sample, NOUN 

, SPACE 
surface, NOUN 
swept, VERB 
20pm, ADJ 
spot, NOUN 
recorded, VERB 
Balzers, PROPN 
QHS511, PROPN 
500, NUM 
amu, NOUN 

, SPACE 
quadrupole, PROPN 
mass, NOUN 
spectrometer, NOUN 
VSW, PROPN 
energy, NOUN 
filter, NOUN 
attachment, NOUN 
identify, VERB 

, SPACE 
quantify, VERB 
secondary, ADJ 
ions, NOUN 
single, ADJ 
channeltron, NOUN 
electron, NOUN 
multiplier, ADV 
located, VERB 
90, NUM 
off-, ADJ 

, SPACE 
axis, NOUN 
ensure, VERB 
high, ADJ 
sensitivity, NOUN 
ion, NOUN 
detection, NOUN 
counting, NOUN 
system, NOUN 

, SPACE 
EXPERIMENTAL, PROPN 
RESULTS, PROPN 

, SPACE 
Corrosion, PROPN 
kinetics, NOUN 

, SPACE 
kinetic, ADJ 
data, NOUN 
derived, VERB 
weight, NOUN 
measurements, NOUN 
triplicate, VERB 
samples, NOUN 

, SPACE 
shown, VERB 
Fig, PROPN 
3, NUM 
corrosion, NOUN 
specimens, NOUN 
prepared, VERB 
surface, NOUN 
finishes, NOUN 
found, VERB 

, SPACE 
follow, VERB 
parabolic, ADJ 
kinetics, NOUN 
expressed, VERB 
equation, NOUN 
2, NUM 
plot, NOUN 
weight, NOUN 
gain, NOUN 

, SPACE 
surface, NOUN 
area, NOUN 
Awla, PROPN 
elapsed, VERB 
time, NOUN 
gave, VERB 
values, NOUN 
parabolic, ADJ 
rate, NOUN 
constants, NOUN 

, SPACE 
k, PROPN 
=, PROPN 
0.50, NUM 
x, SYM 
10, NUM 
-5, PUNCT 
mg, NOUN 
cmp4, PROPN 
h-, X 
k, PROPN 
=, PROPN 
1.03, NUM 
x, SYM 
10e5, NUM 
mg-, PROPN 
cme4, PROPN 
h-, X 
electropolished, ADJ 

, SPACE 
Sic, NOUN 
finished, VERB 
surfaces, NOUN 
respectively, ADV 
subsequent, ADJ 
detailed, ADJ 
comparisons, NOUN 

, SPACE 
corrosion, NOUN 
behaviour, NOUN 
alloy, NOUN 
regard, NOUN 
surface, NOUN 
finishes, NOUN 
reveal, VERB 
principal, ADJ 

, SPACE 
difference, NOUN 
factor, NOUN 
approximately, ADV 
100, NUM 
weight, NOUN 
gains, NOUN 
18, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 

, SPACE 
period, NOUN 
exposure, NOUN 
parabolic, ADJ 
growth, NOUN 
rate, NOUN 
observed, VERB 
surface, NOUN 
finishes, NOUN 
indicates, VERB 

, SPACE 
reaction, NOUN 
controlled, VERB 
diffusion, NOUN 
compact, ADJ 
growing, NOUN 
layers.4, NOUN 
evident, ADJ 

, SPACE 
initial, ADJ 
stages, NOUN 
exposure, NOUN 
especially, ADV 
Sic, PROPN 
finished, VERB 
surface, NOUN 
conform, VERB 

, SPACE 
parabolic, ADJ 
kinetics, NOUN 
differences, NOUN 
start, VERB 
kinetics, NOUN 
observed, VERB 
samples, NOUN 

, SPACE 
different, ADJ 
surface, NOUN 
finishes, NOUN 
discussed, VERB 
detail, NOUN 
later, ADV 

, SPACE 
Structural, ADJ 
studies, NOUN 
corrosion, NOUN 
products, NOUN 

, SPACE 
Scanning, PROPN 
electron, NOUN 
microscope, NOUN 
corrosion, NOUN 
products, NOUN 
Sic, PROPN 
finished, VERB 
specimens, NOUN 

, SPACE 
situ, NOUN 
experiments, NOUN 
consisted, VERB 
distinct, ADJ 
layers, NOUN 
inner, ADJ 
smooth, ADJ 
layer, NOUN 
fine, ADV 
grained, VERB 

, SPACE 
oxide, NOUN 
outer, ADJ 
layer, NOUN 
loosely, ADV 
adherent, NOUN 
octahedral-, ADJ 
tetrahedral, ADJ 
shaped, VERB 
crystals, NOUN 

, SPACE 
varying, VERB 
dimensions, NOUN 
SEM, PROPN 
images, NOUN 
surfaces, NOUN 
monitor, VERB 
changes, NOUN 
