Nuclear, PROPN 
Cd, PROPN 
relatively, ADV 
small, ADJ 

, SPACE 
Pu, PROPN 
neutron, NOUN 
source, NOUN 
emitting, VERB 
2, NUM 
X, NUM 
10, NUM 
n, CCONJ 
s., PROPN 

, SPACE 
4.3, NUM 
Fast, ADJ 
neutron, NOUN 
imaging, NOUN 

, SPACE 
carried, VERB 
feasibility, NOUN 
position, NOUN 

, SPACE 
sensitive, ADJ 
detection, NOUN 
fast, ADJ 
neutrons, NOUN 
present, ADJ 
detec-, NOUN 

, SPACE 
tor, NOUN 
purpose, NOUN 
plastic, NOUN 
scintillator, NOUN 

, SPACE 
Work, PROPN 
progress, NOUN 
applications, NOUN 
fast, ADJ 
neutron, NOUN 

, SPACE 
imaging, NOUN 
detector, NOUN 

, SPACE 
5, X 
Scintillation, NOUN 
imaging, NOUN 
X, NOUN 
rays, NOUN 
gamma, NOUN 
rays, NOUN 

, SPACE 
beta, ADJ 
particles, NOUN 

, SPACE 
tested, VERB 
detector, NOUN 
scintillation, NOUN 
imag-, ADP 

, SPACE 
ing, PROPN 
radiations, NOUN 
alphas, NOUN 
neutrons, NOUN 

, SPACE 
imaging, NOUN 
gamma, NOUN 
ray, NOUN 
photons, NOUN 
CsI(Tl, PROPN 
scintillator, NOUN 

, SPACE 
low, ADJ 
energy, NOUN 
X, NOUN 
rays, NOUN 
CaFa(Eu, PROPN 
scintillator, NOUN 

, SPACE 
Depending, VERB 
energy, NOUN 
incident, NOUN 

, SPACE 
radiation, NOUN 
scintillators, NOUN 
ranging, VERB 
thickness, NOUN 
1.5, NUM 
4, NUM 

, SPACE 
mm, NOUN 
gamma, NOUN 
rays, NOUN 
Gamma, PROPN 
rays, NOUN 

, SPACE 
6oCo, NOUN 
13, NUM 
Cs, ADJ 
detected, VERB 
X, NOUN 
rays, NOUN 
pho-, NOUN 

, SPACE 
tons, NOUN 
emitted, VERB 
@Cd, ADJ 
Fe, PROPN 
X, NOUN 
ray, NOUN 
sources, NOUN 

, SPACE 
energies, NOUN 
22, NUM 
5.9, NUM 
keV, NOUN 
respectively, ADV 
imaged, VERB 

, SPACE 
usirrg, ADJ 
technique, NOUN 
thickness, NOUN 
CaF,(Eu, PROPN 
scintil-, NUM 

, SPACE 
lator, PROPN 
case, NOUN 
low, ADJ 
energy, NOUN 
X, NOUN 
rays, NOUN 
200, NUM 
300, NUM 

, SPACE 
p, NOUN 
rn, ADP 
order, NOUN 
avoid, VERB 
defocusing, VERB 
thinner, ADJ 
scintillator, NOUN 

, SPACE 
low, ADJ 
energy, NOUN 
X, NOUN 
rays, NOUN 
better, ADJ 
resolution, NOUN 
Fig, PROPN 
5, NUM 

, SPACE 
shows, VERB 
.&age, NOUN 
individual, ADJ 
X, NOUN 
ray, NOUN 
photons, NOUN 

, SPACE 
Fig, PROPN 
5, NUM 
Scintillation, NOUN 
images, NOUN 
X, NOUN 
ray, NOUN 
photons, NOUN 
io9Cd, PROPN 
Fig, PROPN 
6, NUM 
Scintillation, NOUN 
images, NOUN 
90Sr, NOUN 
beta, NOUN 
CaF, NOUN 
Eu, PROPN 

, SPACE 
mCd, NOUN 
X, NOUN 
ray, NOUN 
source, NOUN 
emitting, VERB 
22, NUM 
keV, NOUN 
X, NOUN 
ray, NOUN 
photons, NOUN 

, SPACE 
interesting, ADJ 
applications, NOUN 
detector, NOUN 
system, NOUN 

, SPACE 
applied, VERB 
online, ADJ 
imaging, NOUN 
X, NOUN 
ray, NOUN 
diffrac-, NOUN 

, SPACE 
tion, NOUN 
images, NOUN 
Work, NOUN 
preliminary, ADJ 
stages, NOUN 
details, NOUN 

, SPACE 
work, NOUN 
reported, VERB 
separately, ADV 

, SPACE 
Similarly, ADV 
beta, NOUN 
particles, NOUN 
plastic, ADJ 
scintillator, NOUN 

, SPACE 
CaF,(Eu, NOUN 
scintillator, NOUN 
employed, VERB 

, SPACE 
able, ADJ 
image, VERB 
individual, ADJ 
beta, NOUN 
scintillations, NOUN 
low, ADJ 

, SPACE 
high, ADJ 
energy, NOUN 
Fig, PROPN 
6, NUM 
shows, VERB 
image, NOUN 
betas, NOUN 
Sr, PROPN 

, SPACE 
source, NOUN 
CaF$(Eu, ADJ 
detector, NOUN 
tritium, NOUN 

, SPACE 
betas, NOUN 
E, PROPN 
=, SYM 
18, NUM 
keV, NOUN 
signal, NOUN 
noise, NOUN 
ratio, NOUN 
obtained, VERB 

, SPACE 
present, ADJ 
detector, NOUN 
scintillator, NOUN 
combination, NOUN 

, SPACE 
poor, ADJ 
CaF,(Eu, NOUN 
scintillator, NOUN 
able, ADJ 

, SPACE 
image, NOUN 
spot, NOUN 
tritium, NOUN 
contamination, NOUN 
titanium, NOUN 
samples, NOUN 
hav-, VERB 

, SPACE 
ing, VERB 
activity, NOUN 
=, NOUN 
1000, NUM 
Bq, PROPN 
seconds, NOUN 
integra-, ADJ 

, SPACE 
tion, NOUN 
time, NOUN 

, SPACE 
6, X 
Conclusions, NOUN 

, SPACE 
position, NOUN 
sensitive, ADJ 
scintillation, NOUN 
imaging, NOUN 
detector, NOUN 
sys-, NOUN 

, SPACE 
tem, NOUN 
developed, VERB 
online, ADJ 
high, ADJ 
resolution, NOUN 
imaging, VERB 

, SPACE 
charged, VERB 
particles, NOUN 
neutrons, NOUN 
X, NOUN 
rays, NOUN 
gamma, NOUN 
rays, NOUN 

, SPACE 
betas, NOUN 
preliminary, ADJ 
experiments, NOUN 
energy, NOUN 
spec-, X 

, SPACE 
troscopy, NOUN 
beerrcanied, VERB 
detector, NOUN 
good, ADJ 

, SPACE 
spatial, ADJ 
resolution, NOUN 
adapted, VERB 
high, ADJ 
dynamic, ADJ 

, SPACE 
range, NOUN 
applications, NOUN 
detector, NOUN 

, SPACE 
carried, VERB 
neutron, NOUN 
radiography, NOUN 
low, ADJ 
flux, NOUN 

, SPACE 
neutron, NOUN 
source, NOUN 
neutron, PROPN 
source, NOUN 
imaging, NOUN 
charged, VERB 
particle, NOUN 

, SPACE 
detection, NOUN 
containing, VERB 
x, NOUN 
y, ADJ 
information, NOUN 
count, NOUN 
rate, NOUN 
etc, X 

, SPACE 
time, NOUN 
resolution, NOUN 
limited, VERB 
40, NUM 
ms, NOUN 

, SPACE 
neutron, NOUN 
scattering, VERB 
experiments, NOUN 
beam, NOUN 
profile, NOUN 

, SPACE 
monitoring, NOUN 
neutron, NOUN 
charged, VERB 
particle, NOUN 
beams, NOUN 

, SPACE 
propose, VERB 
apply, VERB 
technique, NOUN 
real, ADJ 
time, NOUN 
neutron, NOUN 

, SPACE 
radiography, NOUN 
neutron, PROPN 
tomography, PROPN 
X, NOUN 
ray, NOUN 
diffraction, NOUN 

, SPACE 
imaging, NOUN 

, SPACE 
A., NOUN 
Sinha, VERB 
et, NOUN 
al./NucI., PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
111, NUM 
1996, NUM 
171, NUM 
175, NUM 
175, NUM 

, SPACE 
References, PROPN 

, SPACE 
R., PROPN 
Allemand, PROPN 
J., PROPN 
Bourdel, PROPN 
E., PROPN 
Roudaut, PROPN 
P., PROPN 
Convert, PROPN 
K., PROPN 
Abel, PROPN 
J., PROPN 

, SPACE 
Jacobe, PROPN 
J.P., PROPN 
Cotton, PROPN 
B., PROPN 
Famoux, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 

, SPACE 
126, NUM 
1975, NUM 
29, NUM 

, SPACE 
2, NUM 
A., NOUN 
Ged, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
263, NUM 
1988, NUM 
351, NUM 

, SPACE 
3, X 
R.A., PROPN 
Schrac, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
222, NUM 
1984, NUM 
499, NUM 

, SPACE 
4, X 
H., PROPN 
Kume, PROPN 
S., PROPN 
Muramatsu, PROPN 
M., PROPN 
Iida, PROPN 
IEEE, PROPN 
Trans, PROPN 
Nucl, PROPN 
Sci, PROPN 

, SPACE 
NS-33, PROPN 
1986, NUM 
359, NUM 

, SPACE 
5, X 
S., PROPN 
Charbomieau, PROPN 
L.B., PROPN 
Allard, PROPN 
J.F., PROPN 
Young, PROPN 
G., PROPN 
Dyck, PROPN 
B.J., PROPN 

, SPACE 
Kyle, PROPN 
Rev., PROPN 
Sci, PROPN 
Instr, PROPN 
63(11, X 
1992, NUM 
5315, NUM 

, SPACE 
6, NUM 
M.G., PROPN 
Strauss, PROPN 
I., PROPN 
Naday, PROPN 
Sherman, PROPN 
M.R., PROPN 
Kraimer, PROPN 

, SPACE 
E.M., PROPN 
Westbrook, PROPN 
IEEE, PROPN 
Trans, PROPN 
Nucl, PROPN 
Sci, PROPN 
NS-34, PROPN 
1987, NUM 
389, NUM 
7, X 
P.N., PROPN 
Chemyshov, PROPN 
A.A., PROPN 
Sumbatyan, PROPN 
V.Ya, PROPN 
Kezerashvili, PROPN 
S.P., PROPN 

, SPACE 
Gaevoi, PROPN 
V.M., PROPN 
Gataulin, PROPN 
V.A., PROPN 
Tumov, PROPN 
Instr, PROPN 
Exper, PROPN 
Tech, NOUN 

, SPACE 
29, NUM 
1986, NUM 
1297, NUM 

, SPACE 
S, X 
R.H., PROPN 
Templer, PROPN 
S.M., PROPN 
Gruner, PROPN 
E.F., PROPN 
Eikenberry, PROPN 
Adv, PROPN 
Elec-, PROPN 

, SPACE 
tronics, NOUN 
Electron, PROPN 
Physics, PROPN 
17, NUM 
1988, NUM 
275, NUM 

, SPACE 
9, X 
U.W., PROPN 
Amdt, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
201, NUM 
1982, NUM 
13, NUM 

, SPACE 
lo, X 
U.W., PROPN 
Amdt, PROPN 
D.J., PROPN 
Gilmore, PROPN 
BNL-50453, PROPN 
1982, NUM 
VIII-16, NOUN 

, SPACE 
ll, X 
D., PROPN 
Kella, PROPN 
M., PROPN 
Algrauati, PROPN 
H., PROPN 
Feidman, PROPN 
O.H., PROPN 
Eber, PROPN 
I., PROPN 
Kovner, PROPN 

, SPACE 
E., PROPN 
Malkin, PROPN 
E., PROPN 
Miklazky, PROPN 
R., PROPN 
Naaman, PROPN 
D., PROPN 
Zajfman, PROPN 
J., PROPN 
Zajfiuan, PROPN 

, SPACE 
Z., PROPN 
Vager, PROPN 
Nucl, PROPN 
Iustr, PROPN 
Meth, PROPN 
329, NUM 
1993, NUM 
440, NUM 

, SPACE 
12, NUM 
A., NOUN 
Sinha, PROPN 
B.D., PROPN 
Bhawe, PROPN 
C.G., PROPN 
Panchal, PROPN 
A., NOUN 
Shyam, PROPN 
M., PROPN 

, SPACE 
Srinivasan, PROPN 
Symp, PROPN 
Nuclear, PROPN 
Physics, PROPN 
Bhubaneshwar, PROPN 
India, PROPN 

, SPACE 
1994, NUM 

, SPACE 
