Pergamon, PROPN 
<, SYM 
2, NUM 

, SPACE 
OCDD, PROPN 
140, NUM 
19, NUM 
1s, NUM 
378, NUM 
29, NUM 
20, NUM 
223, NUM 
11s, NOUN 
538, NUM 
62, NUM 
390, NUM 
850, NUM 
745, NUM 
177s, NUM 
882, NUM 
858, NUM 
1232, NUM 
1320, NUM 
<, X 
S, PROPN 
154, NUM 
1000, NUM 
791, NUM 
770, NUM 
150, NUM 
<, X 
s, PART 

, SPACE 
TCDF, PROPN 
40, NUM 
3.9, NUM 
4.3, NUM 
54, NUM 
5.4, NUM 
2.8, NUM 
31, NUM 
8.5, NUM 
164, NUM 
20, NUM 
140, NUM 
48, NUM 
67, NUM 
138, NUM 
118, NUM 
304, NUM 
99, NUM 
314, NUM 
<, X 
2, NUM 
163, NUM 
120, NUM 
284, NUM 
52, NUM 
66, NUM 
<, SYM 
2, NUM 

, SPACE 
PeCDF, NOUN 
77, NUM 
7, NUM 
13.6, NUM 
76, NUM 
<, NUM 
5, NUM 
13, NUM 
44, NUM 
12.7, NUM 
136, NUM 
23, NUM 
102, NUM 
144, NUM 
160, NUM 
278, NUM 
256, NUM 
148, NUM 
182, NUM 
164, NUM 
<, SYM 
4, NUM 
81, NUM 
205, NUM 
167, NUM 
198, NUM 
32, NUM 
14, NUM 

, SPACE 
HxCDF, NUM 
20, NUM 
<, X 
4, NUM 
<, NUM 
4, NUM 
37, NUM 
<, NUM 
5, NUM 
5.8, NUM 
23, NUM 
27, NUM 
72, NUM 
26, NUM 
43, NUM 
61, NUM 
56, NUM 
114, NUM 
79, NUM 
110, NUM 
80, NUM 
128, NUM 
<, X 
lo, PROPN 
86, NUM 
72, NUM 
170, NUM 
67, NUM 
32, NUM 
<, X 
lO, X 

, SPACE 
HpCDF, PROPN 
10, NUM 
4.2, NUM 
4, NUM 
15.6, NUM 
2.5, NUM 
3.5, NUM 
14, NUM 
5.8, NUM 
33, NUM 
6.8, NUM 
20, NUM 
40, NUM 
33, NUM 
98, NUM 
56, NUM 
185, NUM 
75, NUM 
149, NUM 
<, NUM 
4, NUM 
68, NUM 
47, NUM 
194, NUM 
56, NUM 
39, NUM 
<, NUM 
4, NUM 

, SPACE 
OCDF, PROPN 
10, NUM 
5, NUM 
7, NUM 
120, NUM 
17.8, NUM 
10, NUM 
40, NUM 
29, NUM 
216, NUM 
23, NUM 
162, NUM 
210, NUM 
172, NUM 
428, NUM 
247, NUM 
196, NUM 
303, NUM 
429, NUM 
<, NUM 
5, NUM 
226, NUM 
247, NUM 
424, NUM 
184, NUM 
96, NUM 
<, NUM 
5, NUM 

, SPACE 
PCDD, PROPN 
1267, NUM 
<, X 
34.5, NUM 
<, X 
29, NUM 
<, NUM 
658, NUM 
<, X 
48, NUM 
<, NUM 
38.4, NUM 
425, NUM 
201, NUM 
216, NUM 
145, NUM 
755, NUM 
1307, NUM 
1163, NUM 
2777, NUM 
1597, NUM 
1373, NUM 
1915, NUM 
1888, NUM 
<, X 
23, NUM 
483, NUM 
1559, NUM 
1453, NUM 
1226, NUM 
295, NUM 
<, SYM 
23, NUM 

, SPACE 
PCDF, PROPN 
157, NUM 
<, X 
24.1, NUM 
<, X 
32.9, NUM 
302.6, NUM 
<, X 
3S.7, NUM 
35.1, NUM 
152, NUM 
83, NUM 
1005, NUM 
98.8, NUM 
467, NUM 
so3, NOUN 
488, NUM 
1054, NUM 
756, NUM 
943, NUM 
739, NUM 
1184, NUM 
<, X 
25, NUM 
624, NUM 
691, NUM 
1240, NUM 
557, NUM 
264, NUM 
<, X 
2S, PROPN 

, SPACE 
PCDD, PROPN 
DF, PROPN 
<, X 
424, NUM 
<, X 
SE.6, PROPN 
161.9, NUM 
960.6, NUM 
<, X 
83.7, NUM 
~73.5, NOUN 
577, NUM 
284, NUM 
621, NUM 
244, NUM 
1222, NUM 
1810, NUM 
1651, NUM 
3831, NUM 
2353, NUM 
2316, NUM 
2654, NUM 
3072, NUM 
<, X 
48, NUM 
1107, NUM 
2250, NUM 
2693, NUM 
1784, NUM 
559, NUM 
<, X 
48, NUM 

, SPACE 
TEQ, PROPN 
5.2, NUM 
<, X 
1, NUM 
<, NUM 
7.6, NUM 
<, X 
1.2, NUM 
<, NUM 
1.4, NUM 
6.2, NUM 
5.7, NUM 
11.6, NUM 
4, NUM 
9.9, NUM 
12.3, NUM 
13.9, NUM 
24.1, NUM 
16.2, NUM 
38.9, NUM 
14.7, NUM 
24.2, NUM 
<, X 
1.4, NUM 
23.6, NUM 
16.3, NUM 
30.9, NUM 
13.4, NUM 
9.3, NUM 
<, NUM 
1.4, NUM 

, SPACE 
Total, ADJ 
PCB, NOUN 
ng, NOUN 
g-, X 
6.6, NUM 
2, NUM 
1.3, NUM 
32, NUM 
1.6, NUM 
1, NUM 
37, NUM 
3.8, NUM 
43, NUM 
5, NUM 
36, NUM 
44, NUM 
39, NUM 
72, NUM 
67, NUM 
53, NUM 
27, NUM 
84, NUM 

, SPACE 
Lipid, PROPN 
mg, X 
g-, X 
0.13, NUM 
nd, NOUN 
nd, PROPN 
0.43, NUM 
nd, NOUN 
0.33, NUM 
0.39, NUM 
0.24, NUM 
0.98, NUM 
0.11, NUM 
1.48, NUM 
1.15, NUM 
0.9, NUM 
nd, NOUN 
1.55, NUM 
1.63, NUM 
1.41, NUM 
3.28, NUM 
1.77, NUM 
0.09, NUM 

, SPACE 
Sample, PROPN 
concentration, NOUN 
S, PROPN 
Sub, NOUN 
tidal, ADJ 
inter, ADJ 
tidal, ADJ 

, SPACE 
tCollected, PROPN 
CIROLANA, ADJ 
91, NUM 
cruise, NOUN 

, SPACE 
nd, PROPN 
detected, VERB 

, SPACE 
Volume, NOUN 
32, NUM 
Number, PROPN 
S, PROPN 
1996, NUM 

, SPACE 
lated, VERB 
inter, ADJ 
tidal, ADJ 
sediments, NOUN 
coarser, NOUN 
sub, ADJ 
tidal, ADJ 
bed, NOUN 

, SPACE 
sediments, NOUN 
appear, VERB 
higher, ADJ 
concentrations, NOUN 

, SPACE 
inter, ADJ 
tidal, ADJ 
sediments, NOUN 
lower, ADJ 
Estuary, PROPN 

, SPACE 
suggesting, VERB 
anthropogenic, ADJ 
input, NOUN 
distribution, NOUN 

, SPACE 
total, ADJ 
PCBs, NOUN 
shown, VERB 
Fig, PROPN 
2, NUM 
shows, VERB 
similar, ADJ 

, SPACE 
patterns, NOUN 
dioxin, NOUN 
distribution, NOUN 
concentrations, NOUN 

, SPACE 
ranging, VERB 
non, ADJ 
detectable, ADJ 
72, NUM 
ng, NOUN 
g-, X 

, SPACE 
Source, NOUN 
identljication, NOUN 
homolog, NOUN 
profile, NOUN 
analysis, NOUN 

, SPACE 
PCDDs, NOUN 
PCDFs, NOUN 
arise, VERB 
numbr, NOUN 

, SPACE 
characterized, VERB 
sources, NOUN 
including, VERB 
incineration, NOUN 
domestic, ADJ 

, SPACE 
fires, NOUN 
vehicle, NOUN 
exhausts, NOUN 
chemical, NOUN 
manufacturing, NOUN 

, SPACE 
processes, NOUN 
involving, VERB 
use, NOUN 
chlorine, NOUN 
sewage, NOUN 

, SPACE 
sludge, NOUN 
certain, ADJ 
conditions, NOUN 
possible, ADJ 

, SPACE 
elucidate, VERB 
source, NOUN 
dioxins, NOUN 
found, VERB 
environmental, ADJ 

, SPACE 
samples, NOUN 
comparing, VERB 
homolog, NOUN 
profiles, NOUN 

, SPACE 
congener, ADJ 
patterns, NOUN 
characteristic, ADJ 
source, NOUN 
finger-, NOUN 

, SPACE 
prints, NOUN 
Swerev, PROPN 
Ballschmiter, PROPN 
1989, NUM 

, SPACE 
data, NOUN 
Table, NOUN 
2, NUM 
consistent, ADJ 
pattern, NOUN 

, SPACE 
observed, VERB 
homolog, NOUN 
profiles, NOUN 

, SPACE 
Estuary, PROPN 
exhibited, VERB 
characteristics, NOUN 

, SPACE 
combustion, NOUN 
source, NOUN 
profiles, NOUN 
likely, ADJ 
indus-, ADJ 

, SPACE 
trialized, VERB 
estuary, ADV 
Humber, PROPN 

, SPACE 
conurbations, NOUN 
banks, NOUN 
multiplicity, NOUN 
diffuse, NOUN 

, SPACE 
low, ADJ 
concentration, NOUN 
direct, ADJ 
sources, NOUN 
exist, VERB 

, SPACE 
tend, VERB 
confuse, VERB 
potential, ADJ 
source, NOUN 
occurrence, NOUN 

, SPACE 
matches, NOUN 
homolog, NOUN 
profiles, NOUN 
Furthermore, ADV 

, SPACE 
dynamic, ADJ 
tidal, ADJ 
environment, NOUN 
Humber, PROPN 
Estuary, PROPN 

, SPACE 
infers, VERB 
reworking, NOUN 
sediments, NOUN 
Estuary, PROPN 

, SPACE 
promote, VERB 
chlorination, NOUN 
dependent, ADJ 
differen-, NOUN 

, SPACE 
tial, ADJ 
transport, NOUN 
masking, VERB 
source, NOUN 
occurrence, NOUN 
related, VERB 
effects, NOUN 

, SPACE 
Tyler, PROPN 
et, PROPN 
al, PROPN 
1994, NUM 

, SPACE 
NRA, PROPN 
public, ADJ 
register, NOUN 
NRA, PROPN 
1994, NUM 
indicated, VERB 
TEQ, PROPN 

, SPACE 
concentrations, NOUN 
64000, NUM 
pg, PROPN 
g-, PROPN 
sediments, NOUN 

, SPACE 
tributary, NOUN 
River, PROPN 
Rother, PROPN 
sampled, VERB 
October, PROPN 
199, NUM 
1, NUM 

, SPACE 
1993, NUM 
concentrations, NOUN 
sediments, NOUN 
close, ADJ 

, SPACE 
chlorophenol, ADJ 
facility, NOUN 
ranged, VERB 
5144, NUM 
45, NUM 
3, NUM 
11, NUM 
pg, PROPN 
g, PROPN 
-t, PUNCT 
TEQ, PROPN 
industrial, ADJ 
source, NOUN 

, SPACE 
distance, NOUN 
Humber, PROPN 
Estuary, PROPN 
remains, VERB 

, SPACE 
concern, NOUN 
possible, ADJ 
long, ADJ 
term, NOUN 
transport, NOUN 

, SPACE 
site, NOUN 
Estuary, PROPN 
Concentrations, NOUN 
measured, VERB 

, SPACE 
survey, NOUN 
particularly, ADV 
samples, NOUN 
taken, VERB 

, SPACE 
River, PROPN 
Ouse, PROPN 
River, PROPN 
Trent, PROPN 
showed, VERB 
evidence, NOUN 

, SPACE 
abnormal, ADJ 
dioxin, NOUN 
loads, NOUN 
entering, VERB 
Estuary, PROPN 

, SPACE 
Furthermore, ADV 
homolog, NOUN 
profile, NOUN 
analyis, NOUN 
showed, VERB 

, SPACE 
obvious, ADJ 
similarity, NOUN 
samples, NOUN 
sites, NOUN 
near, ADP 

, SPACE 
chlorophenol, ADJ 
plant, NOUN 
Humber, PROPN 

, SPACE 
Estuary, PROPN 

, SPACE 
Suspended, VERB 
sediment, NOUN 
sample, NOUN 
concentrations, NOUN 

, SPACE 
addition, NOUN 
bed, NOUN 
samples, NOUN 
suspended, VERB 
sediment, NOUN 

, SPACE 
samples, NOUN 
analysed, VERB 
PCDDs, NOUN 
PCDFs, NOUN 
PCBs, NOUN 

, SPACE 
Suspended, VERB 
sediment, NOUN 
represents, VERB 
major, ADJ 
transport, NOUN 

, SPACE 
pathway, NOUN 
hydrophobic, NOUN 
contaminants, NOUN 

, SPACE 
important, ADJ 
determinant, ADJ 
transport, NOUN 
studies, NOUN 
Consider-, VERB 

, SPACE 
able, ADJ 
problems, NOUN 
apparent, ADJ 
collecting, VERB 
sufficient, ADJ 

, SPACE 
suspended, VERB 
sediment, NOUN 
analysis, NOUN 
whilst, SCONJ 
avoiding, VERB 
gross, ADJ 

, SPACE 
contamination, NOUN 
Difficulty, NOUN 
encountered, VERB 
achieving, VERB 

, SPACE 
analytical, ADJ 
detection, NOUN 
limits, NOUN 
samples, NOUN 
analysed, VERB 

, SPACE 
PCDD, PROPN 
DF, NOUN 
congeners, NOUN 
quantified, VERB 

, SPACE 
samples, NOUN 
samples, NOUN 
2,3,7,8, NUM 
TCDD, NOUN 
34, NUM 
pg, NOUN 

, SPACE 
g-, X 
1,2,3,4,6,7,8, NUM 
HpCDD, PROPN 
14, NUM 
20, NUM 
pg, NOUN 
g-, NOUN 

, SPACE 
detected, VERB 
concentrations, NOUN 
comparable, ADJ 
bed, NOUN 

, SPACE 
sediment, NOUN 
concentrations, NOUN 
data, NOUN 

, SPACE 
treated, VERB 
caution, NOUN 
indication, NOUN 

, SPACE 
suspended, VERB 
sediment, NOUN 
adsorbed, PROPN 
dioxin, PROPN 
probably, ADV 

, SPACE 
derived, VERB 
resuspended, ADJ 
bed, NOUN 
sediment, NOUN 
work, NOUN 

, SPACE 
important, ADJ 
area, NOUN 
required, VERB 
bulk, NOUN 
filtration, NOUN 

, SPACE 
techniques, NOUN 
obtain, VERB 
material, NOUN 
accurate, ADJ 

, SPACE 
quantification, NOUN 
major, ADJ 
congeners, NOUN 

, SPACE 
Lipid, PROPN 
association, NOUN 

, SPACE 
Examination, PROPN 
chlorinated, ADJ 
organic, ADJ 
compound, NOUN 

, SPACE 
distributions, NOUN 
source, NOUN 
attribution, NOUN 
considera-, PROPN 

, SPACE 
Fig, PROPN 
2, NUM 
PCB, NOUN 
distribution, NOUN 
Humber, PROPN 
Estuary, PROPN 
expressed, VERB 
pg, PROPN 
g-, NOUN 

, SPACE 
pg, PROPN 
g-, PROPN 
lipid, NOUN 
basis, NOUN 

, SPACE 
401, NUM 

, SPACE 
tion, NOUN 
solid, ADJ 
phase, NOUN 
physicochemistry, NOUN 
misleading, ADJ 

, SPACE 
PCDD, PROPN 
DFs, NOUN 
PCBs, NOUN 
highly, ADV 
apolar, ADJ 
compounds, NOUN 

, SPACE 
strong, ADJ 
affinity, NOUN 
apolar, ADJ 
lipid, NOUN 
material, NOUN 
Estuarine, NOUN 

, SPACE 
particles, NOUN 
coated, VERB 
lithogenic, ADJ 
humics, NOUN 
Murphy, PROPN 

, SPACE 
et, PROPN 
al, PROPN 
1994, NUM 
contaminated, VERB 
anthropogenically, ADV 

, SPACE 
derived, VERB 
oil, NOUN 
fatty, NOUN 
e.g., ADV 
sewage, NOUN 
deposits, NOUN 
render, VERB 

, SPACE 
preferential, ADJ 
contaminant, ADJ 
adsorption, NOUN 
Previous, ADJ 

, SPACE 
work, NOUN 
Delbeke, PROPN 
et, PROPN 
al, PROPN 
1990, NUM 
Preston, PROPN 
et, PROPN 
al, PROPN 
1993, NUM 
Tyler, PROPN 
et, PROPN 

, SPACE 
al, PROPN 
1994, NUM 
demonstrated, VERB 
association, NOUN 

, SPACE 
hydrophobic, ADJ 
organic, ADJ 
compounds, NOUN 
apolar, ADJ 
lipid, NOUN 

, SPACE 
content, NOUN 
association, NOUN 
key, ADJ 
factor, NOUN 
determining, VERB 

, SPACE 
behaviour, NOUN 
transport, NOUN 
subsequent, ADJ 
distribution, NOUN 

, SPACE 
compounds, NOUN 
apolar, ADJ 
lipid, NOUN 
content, NOUN 

, SPACE 
represents, VERB 
ideal, ADJ 
normalizing, ADJ 
parameter, NOUN 
distribu-, NOUN 

, SPACE 
tion, NOUN 
studies, NOUN 

, SPACE 
Samples, NOUN 
analysed, VERB 
survey, NOUN 
correlated, VERB 

, SPACE 
sediment, ADJ 
lipid, NOUN 
content, NOUN 
Figure, NOUN 
3, NUM 
shows, VERB 
significant, ADJ 

, SPACE 
non, ADJ 
linear, ADJ 
correlation, NOUN 
lipid, NOUN 
content, NOUN 
total, ADJ 

, SPACE 
PCDD, PROPN 
PCDF, PROPN 
Fig, PROPN 
4, NUM 
shows, VERB 
correlation, NOUN 

, SPACE 
total, ADJ 
PCB, PROPN 
significant, ADJ 
fit, NOUN 
found, VERB 
cases, NOUN 

, SPACE 
logarithmic, ADJ 
relationship, NOUN 
Lipid, NOUN 
content, NOUN 
sediments, NOUN 

, SPACE 
Estuary, PROPN 
generally, ADV 
low, ADJ 
non, ADJ 
detectable, ADJ 

, SPACE 
3.28, NUM 
mg, NOUN 
g, PROPN 
l, PROPN 
compared, VERB 
estuaries, NOUN 
studied, VERB 
e.g., ADV 

, SPACE 
Clyde, PROPN 
non, ADJ 
detectable, ADJ 
12.3, NUM 
mg, NOUN 
g, PROPN 
t, PROPN 

, SPACE 
considerable, ADJ 
variation, NOUN 
lipid, NOUN 
content, NOUN 

, SPACE 
Humber, PROPN 
Estuary, PROPN 
appears, VERB 
contribute, VERB 
signifi-, NOUN 

, SPACE 
cantly, ADV 
distribution, NOUN 
PCDDs, NOUN 
PCDFs, NOUN 
PCBs, NOUN 

, SPACE 

, SPACE 

, SPACE 

, SPACE 

, SPACE 
1, NUM 

, SPACE 

, SPACE 
0, X 
~, PUNCT 

, SPACE 
0, NUM 
05, NUM 
1, NUM 
15, NUM 
2, NUM 
25, NUM 
3, NUM 
35, NUM 

, SPACE 
Lipid, PROPN 
Content, PROPN 
mg, X 
g, PROPN 

, SPACE 
Fig, PROPN 
3, NUM 
Relationship, NOUN 
PCDF, PROPN 
PCDD, PROPN 
lipid, NOUN 
content, NOUN 

, SPACE 
Humber, PROPN 
Estuary, PROPN 
sediments, NOUN 
0, NUM 
total, ADJ 
PCDD, PROPN 
pg, PROPN 
g, PROPN 
l, NOUN 
m, PROPN 
total, ADJ 

, SPACE 
PCDP(pgg-‘);-----logPCDF(r=0.77,p<0.01);---, NOUN 

, SPACE 
log, NOUN 
PCDD, PROPN 
r=0.76, PROPN 
p, PROPN 
cO.01, PROPN 

, SPACE 
80, NUM 
i_m, PUNCT 
Marine, PROPN 
Pollution, PROPN 
Bulletin, PROPN 

, SPACE 
establish, VERB 
representative, ADJ 
picture, NOUN 

, SPACE 
distribution, NOUN 
PCDDs, NOUN 
PCDFs, NOUN 
PCBs, NOUN 

, SPACE 
Estuary, PROPN 
concentrations, NOUN 
normalized, VERB 
lipid, NOUN 

, SPACE 
content, NOUN 
resultant, ADJ 
distributions, NOUN 
shown, VERB 
Figs, PROPN 

, SPACE 
la, PROPN 
lb, NOUN 
2, NUM 
effect, NOUN 
lipid, NOUN 
normalization, NOUN 

, SPACE 
considerably, ADV 
reduce, VERB 
spatial, ADJ 
variation, NOUN 
PCDD, PROPN 

, SPACE 
PCDF, PROPN 
PCB, NOUN 
concentrations, NOUN 
sediments, NOUN 

, SPACE 
resulting, VERB 
distribution, NOUN 
remarkably, ADV 
homogenous, ADJ 

, SPACE 
hypothesis, NOUN 
forward, ADV 
observed, ADJ 
homogeneity, NOUN 

, SPACE 
fold, NOUN 

, SPACE 
concluded, VERB 
homolog, PROPN 
profile, NOUN 

, SPACE 
analysis, NOUN 
considerable, ADJ 
reworking, NOUN 
sediments, NOUN 

, SPACE 
Estuary, PROPN 
masking, VERB 
source, NOUN 
related, VERB 

, SPACE 
variations, NOUN 
concentration, NOUN 
sorption, NOUN 
preference, NOUN 

, SPACE 
related, VERB 
effects, NOUN 
removed, VERB 
lipid, NOUN 
normal-, PROPN 

, SPACE 
ization, NOUN 
equally, ADV 
expect, VERB 
observed, ADJ 

, SPACE 
homogeneity, NOUN 
distribution, NOUN 
support, VERB 

, SPACE 
hypothesis, NOUN 
partitioning, VERB 
behaviour, NOUN 
dioxins, NOUN 

, SPACE 
PCBs, NOUN 
investigated, VERB 
labortory, ADJ 
experi-, NOUN 

, SPACE 
ments, NOUN 

, SPACE 
Particle, PROPN 
water, NOUN 
interaction, NOUN 
studies, NOUN 

, SPACE 
Relatively, ADV 
determinations, NOUN 
partition, NOUN 

, SPACE 
coefficients, NOUN 
chlorinated, ADJ 
organics, NOUN 
exist, VERB 

, SPACE 
literature, NOUN 
despite, SCONJ 
fact, NOUN 
function, NOUN 

, SPACE 
important, ADJ 
component, NOUN 
modelling, NOUN 
contaminant, ADJ 

, SPACE 
transport, NOUN 
Ng, PROPN 
et, PROPN 
al, PROPN 
press, NOUN 
partition, NOUN 
coefficient, NOUN 

, SPACE 
defined, VERB 

, SPACE 
C, NOUN 
concentration, NOUN 
particles, NOUN 
C, NOUN 

, SPACE 
concentration, NOUN 
solution, NOUN 
values, NOUN 
C, NOUN 
C, PROPN 

, SPACE 
determined, VERB 
mass, ADJ 
balance, NOUN 
14C, NUM 

, SPACE 
compounds, NOUN 
mixing, VERB 
experiments, NOUN 
results, NOUN 

, SPACE 
plotted, VERB 
Fig, PROPN 
5, NUM 
function, NOUN 
salinity, NOUN 

, SPACE 
partition, NOUN 
coefficients, NOUN 
2,3,7,8, NOUN 
TCDD, NOUN 

, SPACE 
order, NOUN 
magnitude, NOUN 
higher, ADJ 
2,2’,5,5’-TCB, PROPN 

, SPACE 
reflecting, VERB 
lower, ADJ 
solubility, NOUN 
compound, NOUN 

, SPACE 
general, ADJ 
KDS, PROPN 
relatively, ADV 
low, ADJ 
lower, ADJ 

, SPACE 
apolar, ADJ 
lipid, NOUN 
content, NOUN 
particulate, NOUN 
matter, NOUN 

, SPACE 
Humber, PROPN 
addition, NOUN 
partitioning, NOUN 
organic, ADJ 

, SPACE 
compounds, NOUN 
shows, VERB 
little, ADJ 
variation, NOUN 
function, NOUN 

, SPACE 
salinity, NOUN 
Hegeman, PROPN 
et, PROPN 
al, PROPN 
1995, NUM 
found, VERB 
cosolvent, NOUN 

, SPACE 
partition, NOUN 
coefficients, NOUN 
phenanthrene, NOUN 

, SPACE 
partitioning, NOUN 
appears, VERB 
buffer, VERB 
concentrations, NOUN 

, SPACE 
dioxins, NOUN 
PCBs, NOUN 
factor, NOUN 
contributing, VERB 

, SPACE 
observed, VERB 
homogeneity, NOUN 
bed, NOUN 
sediment, NOUN 
concentra-, VERB 

, SPACE 
tions, NOUN 
Furthermore, ADV 
mean, ADJ 
residence, NOUN 
time, NOUN 
particles, NOUN 

, SPACE 
57, NUM 

, SPACE 
Fig, PROPN 
4, NUM 

, SPACE 
402, NUM 
0, NUM 
1, NUM 
2, NUM 
3, NUM 
4, NUM 

, SPACE 
Lipid, PROPN 
Content, PROPN 
mg, X 
g-, X 

, SPACE 
Relationship, NOUN 
PCB, NOUN 
lipid, NOUN 
content, NOUN 
Humber, PROPN 

, SPACE 
Estuary, PROPN 
sediments, NOUN 
0, NUM 
total, ADJ 
PCB, NOUN 
ng, PROPN 
g, PROPN 
l, NOUN 
log, VERB 
PCB, NOUN 

, SPACE 
r=0.66, NOUN 
p, PROPN 
<, X 
O.Ol, PROPN 
Fig, PROPN 
5, NUM 
45, NUM 

, SPACE 
0, NUM 
5, NUM 
IO, PROPN 
15, NUM 
20, NUM 
25, NUM 

, SPACE 
Salinity, PROPN 

, SPACE 
Experimentally, ADV 
determined, VERB 
KD, PROPN 
values, NOUN 
2,2’,5,5’-TCB, PROPN 

, SPACE 
2,3,7&TCDD, NUM 
Humber, PROPN 
Estuary, PROPN 
0, NUM 
2,3,7,&TCDD, NUM 
n, CCONJ 

, SPACE 
2,2’,5,5’-TCB, PROPN 

, SPACE 
Volume, NOUN 
32, NUM 
Number, PROPN 
S, PROPN 
1996, NUM 

, SPACE 
Humber, PROPN 
estimated, VERB 
Delbeke, PROPN 
K., PROPN 
Joiris, PROPN 
C., PROPN 
R., PROPN 
Bossicart, PROPN 
M., PROPN 
1990, NUM 
Organochlorine, PROPN 

, SPACE 
order, NOUN 
18, NUM 
years, NOUN 
Turner, PROPN 
et, PROPN 
al, PROPN 
1991, NUM 
different, ADJ 
fractions, NOUN 
sediments, NOUN 
different, ADJ 
planktonic, ADJ 

, SPACE 
combination, NOUN 
elevated, ADJ 
partition, NOUN 
coefficients, NOUN 
compartments, NOUN 
Belgium, PROPN 
continental, ADJ 
shelf, NOUN 
Scheldt, PROPN 

, SPACE 
estuary, NOUN 
Environ, PROPN 
Polk, PROPN 
66, NUM 
325, NUM 
349, NUM 

, SPACE 
suggests, VERB 
estuarine, NOUN 
retention, NOUN 
chlorinated, VERB 
organics, NOUN 
Evers, PROPN 
H., PROPN 
G., PROPN 
Klamer, PROPN 
H., PROPN 
J., PROPN 
C., PROPN 
Laane, PROPN 
R., PROPN 
W., PROPN 
P., PROPN 
M., PROPN 
1993, NUM 

, SPACE 
anthropogenic, ADJ 
sources, NOUN 
occurring, VERB 
Polychlorinated, ADJ 
dibenzo, NOUN 
p, PROPN 
dioxin, PROPN 
dibenzofuran, PROPN 
residues, NOUN 

, SPACE 
estuarine, NOUN 
coastal, ADJ 
North, PROPN 
Sea, PROPN 
sediments, NOUN 
sources, NOUN 

, SPACE 
fact, NOUN 
little, ADJ 
evidence, NOUN 
maior, ADJ 
contamination, NOUN 
distribution, NOUN 
Environ, PROPN 
Toxicol, PROPN 
Chem, PROPN 
12, NUM 
1583-.l598, NUM 

, SPACE 
bed, NOUN 
sediments, NOUN 
suggests, VERB 
anthropogenic, ADJ 
Gribble, PROPN 
G., PROPN 
W., PROPN 
1994, NUM 
natural, ADJ 
production, NOUN 
chlorinated, ADJ 

, SPACE 
source, NOUN 
strength, NOUN 
weak, ADJ 
compounds, NOUN 
Environ, PROPN 
Sci, PROPN 
Technol, PROPN 
28, NUM 
31&319, PROPN 

, SPACE 
Hegeman, PROPN 
W., PROPN 
J., PROPN 
M., PROPN 
van, PROPN 
der, PROPN 
Weijden, PROPN 
C., PROPN 
H., PROPN 
Loch, PROPN 
J., PROPN 
P.-G., PROPN 
1995, NUM 

, SPACE 
Conclusions, PROPN 

, SPACE 
Concentrations, NOUN 
dioxins, NOUN 
PCBs, NOUN 
Humber, PROPN 

, SPACE 
Estuary, PROPN 
whilst, SCONJ 
elevated, VERB 
background, NOUN 
concentra-, NUM 

, SPACE 
tions, NOUN 
comparatively, ADV 
low, ADJ 
previously, ADV 

, SPACE 
reported, VERB 
levels, NOUN 
evidence, NOUN 
penetration, NOUN 

, SPACE 
Humber, PROPN 
Estuary, PROPN 
sources, NOUN 
dioxins, NOUN 
reported, VERB 

, SPACE 
contaminated, ADJ 
tributary, NOUN 
measured, VERB 
con-, NOUN 

, SPACE 
centrations, NOUN 
homolog, NOUN 
profile, NOUN 
analysis, NOUN 

, SPACE 
Dioxin, PROPN 
PCB, NOUN 
concentrations, NOUN 
strong, ADJ 

, SPACE 
dependence, NOUN 
apolar, ADJ 
lipid, NOUN 
content, NOUN 
solid, ADJ 

, SPACE 
phase, NOUN 
reported, VERB 
number, NOUN 
studies, NOUN 

, SPACE 
effects, NOUN 
bed, NOUN 
sediment, NOUN 
geochemistry, NOUN 
removed, VERB 

, SPACE 
lipid, ADJ 
normalization, NOUN 
homogeneity, NOUN 
dioxin, PROPN 
PCB, NOUN 

, SPACE 
distribution, NOUN 
observed, VERB 
suggested, VERB 

, SPACE 
result, NOUN 
sediment, NOUN 
reworking, NOUN 
mixing, NOUN 

, SPACE 
Estuary, PROPN 
evidence, NOUN 
supporting, VERB 
hypothesis, NOUN 

, SPACE 
derived, VERB 
laboratory, NOUN 
studies, NOUN 
partitioning, VERB 
beha-, X 

, SPACE 
viour, NOUN 
shows, VERB 
dioxin, PROPN 
PCB, PROPN 
partition, NOUN 
coefficients, NOUN 

, SPACE 
independent, ADJ 
salinity, NOUN 
Humber, PROPN 
Estuary, PROPN 

, SPACE 
work, NOUN 
demonstrates, VERB 
importance, NOUN 
solid, ADJ 

, SPACE 
phase, NOUN 
geochemistry, NOUN 
dynamics, NOUN 
estuarine, NOUN 

, SPACE 
sediment, NOUN 
regimes, NOUN 
determining, VERB 
distribution, NOUN 

, SPACE 
organochlorine, ADJ 
contaminants, NOUN 
estuarine, NOUN 
environ-, PROPN 

, SPACE 
ments, NOUN 

, SPACE 
authors, NOUN 
like, VERB 
acknowledge, VERB 
help, NOUN 
assistance, NOUN 
Mr, PROPN 

