ELSEVIER, PROPN 
Initial, ADJ 
rate, NOUN 
crotonic, ADJ 
acid, NOUN 
hydrogenation, NOUN 
function, NOUN 

, SPACE 
excess, ADJ 
phosphine, NOUN 
Conditions, NOUN 
T, NOUN 
=, SYM 
37, NUM 
°, NUM 
C, NOUN 
c{Rh0)l, PROPN 
=, VERB 
4.9×, NOUN 
10, NUM 
.4, NUM 
mol, NOUN 

, SPACE 
dm-3, NOUN 
Csubstrat, PROPN 
e, NOUN 
=, VERB 
4.5×10, PROPN 
-2, PROPN 
mol, PROPN 
dm-3, VERB 
Chydrogen, PROPN 
=, NUM 
6.6×, PROPN 
10, NUM 
.4, NUM 
mol, NOUN 

, SPACE 
dm-3, NOUN 
pH, NUM 
4.70, NUM 


, SPACE 
48, NUM 
F., PROPN 
Jo6, NOUN 
et, PROPN 
al./Journal, PROPN 
Organometallic, PROPN 
Chemistry, PROPN 
512, NUM 
1996, NUM 
45, NUM 
50, NUM 

, SPACE 
h, PROPN 

, SPACE 
300, NUM 
h, PROPN 
AA, PROPN 

, SPACE 
2OO, NUM 

, SPACE 
280, NUM 
~1, ADJ 

, SPACE 
260, NUM 

, SPACE 
240, NUM 

, SPACE 
220, NUM 

, SPACE 
200, NUM 

, SPACE 
180, NUM 

, SPACE 

, SPACE 
160, NUM 
~, PUNCT 

, SPACE 
140, NUM 

, SPACE 
3,8, NUM 
4,3, NUM 
180, NUM 

, SPACE 
160, NUM 

, SPACE 
b, X 
140, NUM 

, SPACE 
120, NUM 

, SPACE 
100, NUM 

, SPACE 
4,8, NUM 
5,3, NUM 
5,8, NUM 
6,3, NUM 
6,8, NUM 
7,3, NOUN 

, SPACE 
pH, NUM 

, SPACE 
Fig, PROPN 
5, NUM 
Dependence, NOUN 
reaction, NOUN 
rate, NOUN 
hydrogenation, NOUN 
crotonic, ADJ 
acid, NOUN 

, SPACE 
allyl, VERB 
alcohol, NOUN 
0, NUM 
pH., NOUN 
Conditions, NOUN 
T, NOUN 
=, SYM 
37, NUM 
°, NUM 
C, NOUN 
C[Rh(1, PROPN 
l, NOUN 
=, SYM 
4.9, NUM 

, SPACE 
X, PROPN 
10, NUM 
-4, NOUN 
mol, PROPN 
dm-3, NOUN 
Csubstrat, PROPN 
e, NOUN 
=, X 
4.5X, NOUN 
10, NUM 
-2, NOUN 
mol, PROPN 
dm-3, PROPN 
Chydrogen, PROPN 
=, SYM 
6.6, NUM 

, SPACE 
X, PROPN 
10, NUM 
-4, NOUN 
mol, NOUN 
dm, PROPN 
-3, PUNCT 

, SPACE 
findings, NOUN 
interpreted, VERB 
terms, NOUN 

, SPACE 
classical, ADJ 
dihydridic, ADJ 
mechanism, NOUN 
17, NUM 
hydrogenations, NOUN 

, SPACE 
catalyzed, VERB 
Wilkinson, PROPN 
type, NOUN 
rhodium, NOUN 
phosphine, NOUN 
com-, NOUN 

, SPACE 
plexes, NOUN 
=, ADJ 
crotonic, ADJ 
acid, NOUN 
BA, PROPN 
=, ADJ 
butyric, ADJ 
acid, NOUN 

, SPACE 
RhCl(PTA)3, PROPN 
+, CCONJ 
H, PROPN 
2, NUM 
~, PUNCT 
H)RRhCI(PTA)2, PROPN 
+, PUNCT 
PTA, PROPN 
1, NUM 

, SPACE 
H)2RhCI(PTA)2, PROPN 
+, CCONJ 
~, PUNCT 
HCA)(H)RhCI(PTA)2, PROPN 

, SPACE 
2, NUM 

, SPACE 
HCA, PROPN 
H, PROPN 
RhCI(PTA)2, PROPN 
+, PROPN 
H, PROPN 
2, NUM 

, SPACE 
H)zRhCI(PTA)2, PROPN 
+, SYM 
BA, PROPN 
3, NUM 

, SPACE 
simplified, VERB 
scheme, NOUN 

, SPACE 
possible, ADJ 
elementary, ADJ 
steps, NOUN 
overall, ADJ 
rate, NOUN 

, SPACE 
reaction, NOUN 
sequence, NOUN 
independent, ADJ 
pH, NUM 

, SPACE 
proton, NOUN 
involved, VERB 
consecutive, ADJ 
reactions, NOUN 

, SPACE 
Contrary, ADJ 
observation, NOUN 
hydrogenation, NOUN 

, SPACE 
crotonic, ADJ 
acid, NOUN 
strongly, ADV 
influenced, VERB 
pH, NUM 
Fig, PROPN 

, SPACE 
5, NUM 
maximum, ADJ 
rate, NOUN 
occurs, VERB 
pH, SYM 
4.7, NUM 
coin-, VERB 

, SPACE 
cides, VERB 
pK, NOUN 
crotonic, ADJ 
acid, NOUN 
18, NUM 

, SPACE 
necessary, ADJ 
study, VERB 
hydrogenation, NOUN 
allyl, PROPN 
alcohol, NOUN 

, SPACE 
4, NUM 
sulfostyrene, NOUN 
non, ADJ 
ionizable, ADJ 
substrates, NOUN 

, SPACE 
function, NOUN 
pH, NUM 
cases, NOUN 
maximum, ADJ 
rate, NOUN 

, SPACE 
achieved, VERB 
pH, SYM 
4.7, NUM 
value, NOUN 
refers, VERB 
merely, ADV 

, SPACE 
changes, NOUN 
mechanism, NOUN 
brought, VERB 
varying, VERB 

, SPACE 
pH, NUM 
incidence, NOUN 
pK, NOUN 
crotonic, ADJ 
acid, NOUN 

, SPACE 
coincidental, ADJ 

, SPACE 
use, NOUN 
pH, ADJ 
static, ADJ 
measurements, NOUN 

, SPACE 
established, VERB 
aqueous, ADJ 
solutions, NOUN 
reaction, NOUN 

, SPACE 
RhCI(PTA, PROPN 
3, NUM 
H, PROPN 
z, NOUN 
results, NOUN 
proton, PROPN 
liberation, NOUN 
Eq, PROPN 

, SPACE 
R'--CH, PROPN 
~, PUNCT 
C(R)--COOH, PROPN 
H2, PROPN 
D20, PROPN 
Table, PROPN 
2, NUM 

, SPACE 
Distribution, NOUN 
deuterium, NOUN 
carbon, NOUN 
atoms, NOUN 
sub-, NOUN 

, SPACE 
strates, VERB 

, SPACE 
Substrate, PROPN 
Product, PROPN 
1, NUM 
Product, NOUN 
2, NUM 
Product, NOUN 
3, NUM 

, SPACE 
acetamido, NOUN 
0, NUM 
0, NUM 
100, NUM 

, SPACE 
cinnamic, ADJ 
acid, NOUN 

, SPACE 
Itaconic, ADJ 
acid, NOUN 
45, NUM 
0, NUM 
55, NUM 

, SPACE 
Crotonic, ADJ 
acid, NOUN 
75, NUM 
15, NUM 
10, NUM 

, SPACE 
Conditions, NOUN 
T=, PROPN 
37, NUM 
°, NOUN 
C, NOUN 
Csubstrat, PROPN 
e, NOUN 
=, NOUN 
4.5X, NOUN 
10, NUM 
-2, NOUN 
mol, PROPN 
dm-3, PROPN 
CIRh(I, PROPN 
=, VERB 

, SPACE 
4.9X, NOUN 
10, NUM 
-4, NOUN 
mol, PROPN 
dm-3, NUM 
hydrogen, NOUN 
=, NOUN 
6.6X, VERB 
10, NUM 
-4, NOUN 
mol, PROPN 
dm-3, NOUN 
pH, NUM 
4.70, NUM 

, SPACE 
4, NUM 
9, X 
reaction, NOUN 
interpreted, VERB 
reductive, ADJ 

, SPACE 
dehydrochlorination, NOUN 
intermediate, ADJ 
Rh(III, NOUN 
dihy-, NOUN 

, SPACE 
dride, NOUN 
previously, ADV 
reported, VERB 
litera-, ADJ 

, SPACE 
ture, NOUN 
19, NUM 
driving, VERB 
force, NOUN 
process, NOUN 
comes, VERB 

, SPACE 
high, ADJ 
solvation, NOUN 
energy, NOUN 
ionic, ADJ 
products, NOUN 
particu-, VERB 

, SPACE 
larly, ADV 
H, PROPN 
+, PROPN 
water, NOUN 
20, NUM 
respect, NOUN 
RhCI(PTA, PROPN 
3, NUM 

, SPACE 
behaves, NOUN 
similarly, ADV 
RhCI(TPPMS, PROPN 
3, NUM 

, SPACE 
RhCI(PTA, PROPN 
3, NUM 
+, CCONJ 
H, NOUN 
2, NUM 
~, PUNCT 
HRb(PTA, PROPN 
3, NUM 
+, CCONJ 
C1-, NOUN 
+, CCONJ 
H, PROPN 
+, PROPN 
4, NUM 

, SPACE 
kinetic, ADJ 
measurements, NOUN 
highly, ADV 
probable, ADJ 

, SPACE 
monohydride, NOUN 
formed, VERB 
reaction, NOUN 
4, NUM 
catalyses, VERB 

, SPACE 
hydrogenation, NOUN 
crotonic, ADJ 
acid, NOUN 
follow-, ADJ 

, SPACE 
ing, ADJ 
steps, NOUN 
L, PROPN 
=, PROPN 
PTA, PROPN 
H20, PROPN 

, SPACE 
HRh(PTA)3, PROPN 
+, CCONJ 
~, PUNCT 
HRh(CA)(PTA)/+, PROPN 
PTA, PROPN 
5, NUM 

, SPACE 
HRh(CA)(PTA)2, PROPN 
+, CCONJ 
L, NOUN 
~, PUNCT 
HCA)Rh(PTA)zL, PROPN 
6, NUM 

, SPACE 
HCA)Rh(PTA)2L, X 
+, PUNCT 
H, PROPN 
+, NOUN 
--~, PROPN 
Rh(PTA)2L, X 
+, CCONJ 
+, SYM 
BA, PROPN 

, SPACE 
7, NUM 

, SPACE 
Rh(PTA)2L, X 
+, CCONJ 
+, SYM 
H, NOUN 
2, NUM 
~, PUNCT 
HRh(PTA)2L, PROPN 
+, PROPN 
H, PROPN 
+, CCONJ 
8), NOUN 

, SPACE 
emphasized, VERB 
numerous, ADJ 
equilib-, ADJ 

, SPACE 
ria, NOUN 
involving, VERB 
phosphine, NOUN 
water, NOUN 
chloride, NOUN 
carboxyl-, NOUN 

, SPACE 
ate, VERB 
coordination, NOUN 
reaction, NOUN 
respective, ADJ 

, SPACE 
species, NOUN 
dihydrogen, NOUN 
regarded, VERB 
How-, X 

, SPACE 
considerations, NOUN 
result, VERB 
conclusion, NOUN 

, SPACE 
product, NOUN 
formed, VERB 
pH, NUM 
dependent, ADJ 

, SPACE 
monohydridic, ADJ 
pathway, NOUN 

, SPACE 
conclusion, NOUN 
supported, VERB 
results, NOUN 
deuter-, ADJ 

, SPACE 
ation, NOUN 
experiments, NOUN 
unsaturated, ADJ 
acids, NOUN 
hydro-, AUX 

, SPACE 
genated, VERB 
H, PROPN 
2, NUM 
D20, PROPN 
catalyzed, VERB 
RhCI(PTA, PROPN 
3, NUM 

, SPACE 
products, NOUN 
found, VERB 
extensively, ADV 
deuterated, VERB 

, SPACE 
illustrated, VERB 
Scheme, PROPN 
2, NUM 

, SPACE 
R, PROPN 
=, SYM 
CHzCOOH, PROPN 
R, PROPN 
=, NOUN 
H, PROPN 
itaconic, ADJ 
acid, NOUN 
R, NOUN 
=, PUNCT 
C6H5, PROPN 
R, PROPN 

, SPACE 
=, X 
H, PROPN 
acetamidocinnamic, ADJ 
acid, NOUN 
R, NOUN 
=, X 
H, PROPN 
R, PROPN 
=, ADJ 
CH3, PROPN 
cro-, X 

, SPACE 
tonic, PROPN 
acid, NOUN 

, SPACE 
distribution, NOUN 
deuterium, NOUN 
conversion, NOUN 
Ta-, PROPN 

, SPACE 
ble, ADJ 
2, NUM 
reveals, VERB 
interesting, ADJ 
differences, NOUN 

, SPACE 
R'--, PROPN 
CH2, PROPN 
CH(R)--COOH, PROPN 
l, NOUN 

, SPACE 
R'--, PROPN 
CHD, PROPN 
CH(R)--COOH, PROPN 
2, NUM 

, SPACE 
R'--, PROPN 
CH2, PROPN 
-CD(R)--COOH, PROPN 
3, NUM 

, SPACE 
Scheme, NOUN 
2, NUM 


, SPACE 
F., PROPN 
Jo6, PROPN 
et, NOUN 
al./, ADV 
Journal, PROPN 
Organometallic, PROPN 
Chemistry, PROPN 
512, NUM 
1996, NUM 
45, NUM 
50, NUM 
49, NUM 

, SPACE 
substrates, NOUN 
studied, VERB 
sterically, ADV 
hindered, VERB 
ac-, NOUN 

, SPACE 
etamidocinnamic, ADJ 
acid, NOUN 
derivative, NOUN 
hydrogenated, VERB 
slowly, ADV 

, SPACE 
fully, ADV 
deuterated, VERB 
label, NOUN 
exclusively, ADV 

, SPACE 
carbon, NOUN 
atom, NOUN 
3, NUM 
implies, VERB 
hydrogenation, NOUN 

, SPACE 
proceeds, VERB 
pathway, NOUN 
including, VERB 
protonolysis, NOUN 
de-, NOUN 

, SPACE 
uterolysis, NOUN 
step, VERB 
similar, ADJ 
Eq, PROPN 
7, NUM 
H, PROPN 
D, PROPN 

, SPACE 
exchange, NOUN 
rhodium, NOUN 
insignificant, ADJ 
time, NOUN 

, SPACE 
scale, NOUN 
hours, NOUN 
Itaconic, ADJ 
acid, NOUN 
exclusively, ADV 
deuter-, ADJ 

, SPACE 
ated, VERB 
carbon, NOUN 
3, NUM 
45, NUM 
product, NOUN 

, SPACE 
remains, VERB 
undeuterated, ADJ 
1, NUM 
implying, VERB 
dihydridic, ADJ 
mech-, PROPN 

, SPACE 
anism, NOUN 
operative, ADJ 
dihydridic, ADJ 
mechanism, NOUN 

, SPACE 
significant, ADJ 
utilizing, VERB 
crotonic, ADJ 
acid, NOUN 

, SPACE 
substrate, NOUN 
75, NUM 
product, NOUN 
formed, VERB 
results, NOUN 

, SPACE 
pathway, NOUN 
slight, ADJ 
directing, NOUN 

, SPACE 
effect, NOUN 
substituents, NOUN 
resulting, VERB 

, SPACE 
distribution, NOUN 
label, NOUN 
a-, X 
fl, ADP 
carbon, NOUN 
atoms, NOUN 

, SPACE 
Similar, ADJ 
deuteration, NOUN 
experiments, NOUN 
de-, PROPN 

, SPACE 
scribed, VERB 
literature, NOUN 
Rh(I, PROPN 
complexes, NOUN 
vari-, NOUN 

, SPACE 
ous, ADJ 
sulfonated, ADJ 
phosphines, NOUN 
catalysts, NOUN 
13, NUM 
Based, VERB 

, SPACE 
detailed, ADJ 
NMR, PROPN 
investigations, NOUN 
concluded, VERB 
la-, NOUN 

, SPACE 
beling, NOUN 
products, NOUN 
occurred, VERB 
Rh]-H, NOUN 
~, PUNCT 
Rh]-D, NOUN 

, SPACE 
exchange, NOUN 
protonation, NOUN 
step, NOUN 
suggested, VERB 

, SPACE 
ruled, VERB 
completely, ADV 

, SPACE 
premature, ADJ 
speculate, VERB 
exact, ADJ 
causes, NOUN 
selec-, ADJ 

, SPACE 
tivity, NOUN 
deuteration, NOUN 
substrates, NOUN 
How-, X 

, SPACE 
important, ADJ 
stress, VERB 
aqueous, ADJ 
systems, NOUN 

, SPACE 
highly, ADV 
enantioselective, ADJ 
hydrogenations, NOUN 
21, NUM 

, SPACE 
achieved, VERB 
probability, NOUN 
monohydridic, ADJ 

, SPACE 
mechanism, NOUN 
decreased, VERB 
e.g., ADV 
careful, ADJ 
choice, NOUN 
pH, PROPN 

, SPACE 
and/or, CCONJ 
ii, PROPN 
transfer, NOUN 
hydrogen, NOUN 
metal, NOUN 

, SPACE 
center, NOUN 
olefin, NOUN 
consequently, ADV 
protonoly-, NOUN 

, SPACE 
sis, NOUN 
proceeds, VERB 
regio-, X 
stereospecifically, ADV 

, SPACE 
dihydridic, ADJ 
monohydridic, ADJ 
mechanisms, NOUN 

, SPACE 
rise, NOUN 
reversible, ADJ 
formation, NOUN 
intermediate, ADJ 

, SPACE 
rhodium, NOUN 
alkyl, PROPN 
species, NOUN 
reactions, NOUN 
2, NUM 
6, NUM 

, SPACE 
potential, ADJ 
equilibrium, NOUN 
shifted, VERB 
significantly, ADV 

, SPACE 
right, NOUN 
olefin, ADJ 
isomerization, NOUN 
occur, VERB 
standard, ADJ 

, SPACE 
reaction, NOUN 
conditions, NOUN 
Table, NOUN 
1, NUM 
formation, NOUN 

, SPACE 
fumaric, ADJ 
acid, NOUN 
hydrogenation, NOUN 
maleic, ADJ 
acid, NOUN 

, SPACE 
observed, VERB 
agreement, NOUN 
expec-, PRON 

, SPACE 
tations, NOUN 
RhCI(PTA, PROPN 
3, NUM 
catalyzed, ADJ 
system, NOUN 
fu-, ADP 

, SPACE 
maric, ADJ 
acid, NOUN 
reactive, ADJ 
maleic, ADJ 
acid, NOUN 

, SPACE 
hydrogenations, NOUN 
carried, VERB 

, SPACE 
5, NUM 
v, NUM 
v%, NOUN 
H, PROPN 
2, NUM 
Ar, PROPN 
reactions, NOUN 
stopped, VERB 

, SPACE 
low, ADJ 
conversions, NOUN 
14, NUM 
17, NUM 
fumaric, ADJ 
acid, NOUN 
detected, VERB 

, SPACE 
HPLC, PROPN 
necessarily, ADV 
imply, VERB 
reduction, NOUN 

, SPACE 
maleic, PROPN 
acid, NOUN 
catalyzed, VERB 
RhCI(PTA, PROPN 
3, NUM 
proceeds, NOUN 

, SPACE 
isomerization, NOUN 
fumaric, PROPN 
acid, NOUN 
followed, VERB 
hydrogena-, ADJ 

, SPACE 
tion, NOUN 
pathway, NOUN 
excluded, VERB 
kinetic, NOUN 

, SPACE 
results, NOUN 
allow, VERB 
distinction, NOUN 

, SPACE 
Formation, NOUN 
cis, PROPN 
fac-(H)zRhCI(TPPTS, NOUN 
3, NUM 

, SPACE 
RhCI(TPPTS, X 
3, NUM 
H2, PROPN 
presence, NOUN 
excess, ADJ 

, SPACE 
TPPMS, PROPN 
observed, VERB 
31p, NOUN 
NMR, PROPN 

, SPACE 
complex, NOUN 
found, VERB 
poor, ADJ 
hydrogenation, NOUN 
catalyst, NOUN 

, SPACE 
22, NUM 
related, ADJ 
complexes, NOUN 
cis, NOUN 
mer-[LRh(H)(PTA)3, NUM 
+, CCONJ 

, SPACE 
L=, PROPN 
C1-, PROPN 
H20, PROPN 
cis-[Rh(H)(H)(PTA)4]C1, PROPN 
shown, VERB 
form, VERB 
reaction, NOUN 
RhCI(PTA, PROPN 
3, NUM 
H, NOUN 
2, NUM 

, SPACE 
presence, NOUN 
excess, ADJ 
PTA, PROPN 
9, NUM 
agreement, NOUN 

, SPACE 
finding, NOUN 
excess, ADJ 
PTA, PROPN 
decreases, VERB 
rate, NOUN 

, SPACE 
hydrogenation, NOUN 
inhibit, VERB 
reaction, NOUN 
com-, NOUN 

, SPACE 
pletely, ADV 

, SPACE 
temperature, NOUN 
dependence, NOUN 
overall, ADJ 
rate, NOUN 

, SPACE 
complex, ADJ 
catalytic, ADJ 
system, NOUN 
obviously, ADV 

, SPACE 
characterized, VERB 
activation, NOUN 
energy, NOUN 
measure-, NOUN 

, SPACE 
ments, NOUN 
10, NUM 
60, NUM 
°, NUM 
C, NOUN 
temperature, NOUN 
range, NOUN 
temperature, NOUN 

, SPACE 
quotient, NOUN 
42, NUM 
kJ, NUM 
mol-~, NOUN 
calculated, VERB 

, SPACE 
hydrogenation, NOUN 
crotonic, ADJ 
acid, NOUN 
catalyzed, VERB 
RhC1, NOUN 

, SPACE 
PTA, PROPN 
3, NUM 
value, NOUN 
fairly, ADV 
close, ADJ 
activation, NOUN 

, SPACE 
energies, NOUN 
established, VERB 
maleic, PROPN 
acid, NOUN 
52, NUM 
kJ, PART 
mol, NOUN 
-l, PROPN 

, SPACE 
fumaric, ADJ 
acid, NOUN 
54, NUM 
kJ, PART 
mol, PROPN 
-I, PROPN 
hydrogenations, NOUN 
un-, ADJ 

, SPACE 
buffered, VERB 
aqueous, ADJ 
solutions, NOUN 
catalyzed, VERB 
RhCI(TPPMS, PROPN 
3, NUM 

, SPACE 
161, NUM 

, SPACE 
4, X 
Conclusions, NOUN 

, SPACE 
studies, NOUN 
described, VERB 
catalytic, ADJ 
hydro-, NOUN 

, SPACE 
genation, NOUN 
simple, ADJ 
water, NOUN 
soluble, ADJ 
olefinic, ADJ 
substrates, NOUN 

, SPACE 
RhCI(PTA, PROPN 
3, NUM 
catalyst, NOUN 
illustrate, VERB 
importance, NOUN 

, SPACE 
ionic, ADJ 
equilibria, NOUN 
aqueous, ADJ 
organometallic, ADJ 
catalysis, NOUN 

, SPACE 
Specifically, ADV 
high, ADJ 
solvation, NOUN 
power, NOUN 
water, NOUN 
facili-, NOUN 

, SPACE 
tates, VERB 
reactions, NOUN 
ionic, ADJ 
products, NOUN 
reductive, ADJ 

, SPACE 
dehydrochlorination, NOUN 
Rh(III)-hydrides, NOUN 
changing, VERB 

, SPACE 
active, ADJ 
rhodium, NOUN 
species, NOUN 
catalytic, ADJ 
system, NOUN 

, SPACE 
changes, VERB 
entire, ADJ 
mechanism, NOUN 
catalyzed, ADJ 
reaction, NOUN 

, SPACE 
leading, VERB 
unusual, ADJ 
rates, NOUN 
selectivities, NOUN 
exemplified, VERB 

, SPACE 
greater, ADJ 
hydrogenation, NOUN 
rate, NOUN 
fumaric, ADJ 
acid, NOUN 
rela-, NOUN 

, SPACE 
tive, NOUN 
maleic, ADJ 
acid, NOUN 
concluded, VERB 
knowledge, NOUN 

, SPACE 
effect, NOUN 
pH, NUM 
outcome, NOUN 
aqueous, ADJ 

, SPACE 
organometallic, ADJ 
reactions, NOUN 
control, NOUN 
essential, ADJ 

, SPACE 
devising, VERB 
selective, ADJ 
catalytic, ADJ 
syntheses, NOUN 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
work, NOUN 
jointly, ADV 
supported, VERB 
National, PROPN 

, SPACE 
Science, PROPN 
Foundation, PROPN 
CHE91, PROPN 
19737, NUM 
INT-9313951, PROPN 

, SPACE 
Hungarian, PROPN 
Academy, PROPN 
Sciences, PROPN 

, SPACE 
30.008/134/90, PROPN 
Financial, ADJ 
support, NOUN 
Hungarian, PROPN 

, SPACE 
National, PROPN 
Scientific, PROPN 
Research, PROPN 
Foundation, PROPN 
OTKA, PROPN 
grants, VERB 

, SPACE 
T7527, PROPN 
F4021, PROPN 
Ministry, PROPN 
Culture, PROPN 

, SPACE 
Education, PROPN 
MKM, PROPN 
209/92, NUM 
gratefully, ADV 
acknowledged, VERB 

, SPACE 
Thanks, NOUN 
Albright, PROPN 
Wilson, PROPN 
Ltd., PROPN 
gift, NOUN 

, SPACE 
tetrakis(hydroxymethyl)-phosphonium, NOUN 
chloride, NOUN 
Sup-, PROPN 

, SPACE 
port, NOUN 
buy, VERB 
HPLC, PROPN 
facility, NOUN 
provided, VERB 

, SPACE 
TEMPUS, PROPN 
scheme, NOUN 
EU, PROPN 
2237/90, NUM 
grateful, ADJ 

, SPACE 
Dr., PROPN 
Zoltfin, PROPN 
Dinya, PROPN 
L., PROPN 
Kossuth, PROPN 
University, PROPN 
recording, VERB 

, SPACE 
mass, NOUN 
spectra, NOUN 
help, NOUN 
given, VERB 
Tara, PROPN 
J., PROPN 
Decuir, PROPN 
Texas, PROPN 

, SPACE 
A&M, PROPN 
University, PROPN 
writing, VERB 
manuscript, NOUN 
grate-, NOUN 

, SPACE 
fully, ADV 
acknowledged, VERB 
L., PROPN 
N, PROPN 
~, PROPN 
idasdi, NOUN 
grateful, ADJ 
stipend, NOUN 

, SPACE 
Universitas, PROPN 
Foundation, PROPN 
Kereskedelmi, PROPN 
Bank, PROPN 
Rt, PROPN 

, SPACE 
Hungary, PROPN 


, SPACE 
50, NUM 
F., PROPN 
Jo6, NOUN 
et, NOUN 
al./, ADV 
Journal, PROPN 
Organometallic, PROPN 
Chemistry, PROPN 
512, NUM 
1996, NUM 
45, NUM 
50, NUM 

, SPACE 
References, PROPN 

, SPACE 
1, NUM 
W.A., PROPN 
Herrmann, PROPN 
C.W., PROPN 
Kohlpaintner, PROPN 
Angew, PROPN 
Chem, PROPN 
Int, PROPN 

, SPACE 
Ed, PROPN 
Engl, PROPN 
32, NUM 
1993, NUM 
1524, NUM 
b, X 
P., PROPN 
Kalck, PROPN 
F., PROPN 
Monteil, PROPN 
Adv, PROPN 

, SPACE 
Organomet, PROPN 
Chem, PROPN 
34, NUM 
1992, NUM 
219, NUM 
c, PROPN 
D.V., PROPN 
McGrath, PROPN 
R.H., PROPN 

, SPACE 
Grubbs, PROPN 
J.W., PROPN 
Ziller, PROPN 
J., PROPN 
Chem, PROPN 
Soc, PROPN 
113, NUM 
1991, NUM 
3611, NUM 

, SPACE 
d, PROPN 
D.J., PROPN 
Darensbourg, PROPN 
F., PROPN 
Jo6, PROPN 
A., PROPN 
Kath6, PROPN 
J.N.W., PROPN 
Stafford, PROPN 
A., NOUN 

, SPACE 
B6nyei, NOUN 
J.H., PROPN 
Reibenspies, PROPN 
lnorg, PROPN 
Chem, PROPN 
33, NUM 
1994, NUM 
175, NUM 
e, NOUN 

, SPACE 
F., PROPN 
Jo6, PROPN 
N., PROPN 
Balogh, PROPN 
L.I., PROPN 
Horv, PROPN 
~, PROPN 
ith, PROPN 
Gy, PROPN 
Filep, PROPN 
I., NOUN 
Horv~.th, PROPN 
L., PROPN 

, SPACE 
Vigh, PROPN 
Anal, PROPN 
Biochem, PROPN 
194, NUM 
1991, NUM 
34, NUM 
f, X 
B., PROPN 
Maresca, PROPN 
A.R., PROPN 

, SPACE 
Cossins, PROPN 
Nature, PROPN 
365, NUM 
1993, NUM 
606, NUM 

, SPACE 
2, X 
P.A., PROPN 
Chaloner, PROPN 
M.A., PROPN 
Esteruelas, PROPN 
F., PROPN 
Jo6, PROPN 
L.A., PROPN 
Oro, PROPN 
Homoge-, PROPN 

, SPACE 
neous, ADJ 
Hydrogenation, PROPN 
Catalysis, PROPN 
Metal, PROPN 
Complexes, PROPN 
Kluwer, PROPN 

, SPACE 
Academic, PROPN 
Dordrecht, PROPN 
Netherlands, PROPN 
1994, NUM 

, SPACE 
3, X 
R.A., PROPN 
Sheldon, PROPN 
CHeMTECH, NUM 
24, NUM 
1994, NUM 
38, NUM 
b, X 
C.-J., PROPN 
Li, PROPN 
Chem, PROPN 

, SPACE 
Rev., PROPN 
93, NUM 
1993, NUM 
2023, NUM 

, SPACE 
4, X 
S., PROPN 
Ahrland, PROPN 
J., PROPN 
Chatt, PROPN 
N.R., PROPN 
Davies, PROPN 
A.A., PROPN 
Williams, PROPN 
J., PROPN 

, SPACE 
Chem, PROPN 
Soc, PROPN 
1958, NUM 
276, NUM 
b, X 
I., NOUN 
T6th, PROPN 
B.E., PROPN 
Hanson, PROPN 
M.E., PROPN 

, SPACE 
Davis, PROPN 
Organometallics, PROPN 
9, NUM 
1990, NUM 
675, NUM 
c, PROPN 
V., PROPN 
Ravindar, PROPN 
H., PROPN 

, SPACE 
Hemling, PROPN 
H., PROPN 
Schumann, PROPN 
J., PROPN 
Blum, PROPN 
Synth, PROPN 
Commun, PROPN 
22, NUM 

, SPACE 
1992, NUM 
841, NUM 
d, X 
J.W., PROPN 
Ellis, PROPN 
K.N., PROPN 
Harrison, PROPN 
P.A.T., PROPN 
Hoye, PROPN 
A.G., PROPN 

, SPACE 
Orpen, PROPN 
P.G., PROPN 
Pringle, PROPN 
M.B., PROPN 
Smith, PROPN 
lnorg, PROPN 
Chem, PROPN 
31, NUM 
1992, NUM 

, SPACE 
3026, NUM 
e, NOUN 
O., PROPN 
Herd, PROPN 
K.P., PROPN 
Langhans, PROPN 
O., PROPN 
Stelzer, PROPN 
N., PROPN 
Weferling, PROPN 

, SPACE 
W.S., PROPN 
Sheldrick, PROPN 
Angew, PROPN 
Chem, PROPN 
Int, PROPN 
Ed, PROPN 
Engl, PROPN 
32, NUM 
1993, NUM 
1058, NUM 

, SPACE 
f, PROPN 
W., PROPN 
A., PROPN 
Herrmann, PROPN 
C.W., PROPN 
Kohlpainmer, PROPN 
H., PROPN 
Bahrmann, PROPN 
W., PROPN 

, SPACE 
Konkol, PROPN 
J., PROPN 
Mol, PROPN 
Catal, PROPN 
73, NUM 
1992, NUM 
191, NUM 

, SPACE 
5, X 
C., PROPN 
Larpent, PROPN 
H., PROPN 
Patin, PROPN 
Tetrahedron, PROPN 
44, NUM 
1988, NUM 
6107, NUM 
b, X 

, SPACE 
C., PROPN 
Larpent, PROPN 
G., PROPN 
Meignan, PROPN 
Tetrahedron, PROPN 
Lett, PROPN 
27, NUM 
1993, NUM 
4331, NUM 

, SPACE 
6, NUM 
A., NOUN 
