Original, ADJ 
continuous, ADJ 
photobleaching, NOUN 
surrounding, VERB 
chondrons, NOUN 

, SPACE 
and/or, CCONJ 
osteocyte, PROPN 
lacunae, PROPN 
transport, NOUN 
sources, NOUN 
monitored, VERB 

, SPACE 
time, NOUN 
series, NOUN 
confocal, ADJ 
images, NOUN 
describe, VERB 
previously, ADV 
10].S, NUM 
o, NOUN 
u, NOUN 
r, NOUN 
c, NOUN 
e, NOUN 
s, PROPN 

, SPACE 
sinks, NOUN 
chosen, VERB 
based, VERB 
3D, ADJ 
examination, NOUN 
region, NOUN 
inter-, NOUN 

, SPACE 
est, NOUN 
following, ADJ 
criteria, NOUN 
1, X 
clearly, ADV 
observed, VERB 

, SPACE 
confocal, ADJ 
imaging, NOUN 
drifting, VERB 
movement, NOUN 
artifacts, NOUN 
2, X 

, SPACE 
cells, NOUN 
located, VERB 
source, NOUN 
sink, NOUN 

, SPACE 
interfere, VERB 
tracer, NOUN 
transport, NOUN 
multiple, ADJ 
sources, NOUN 
chosen, VERB 

, SPACE 
sink, NOUN 
3, X 
edge, NOUN 
edge, NOUN 
spacing, VERB 
source, NOUN 
sink, NOUN 

, SPACE 
range, NOUN 
0.5, NUM 
7, NUM 
fold, NOUN 
source, NOUN 
radius, NOUN 
sink, NOUN 
source, NOUN 

, SPACE 
size, NOUN 
ratio, NOUN 
chosen, VERB 
0.5, NUM 
3, NUM 
correction, NOUN 
factors213, VERB 
J., PROPN 
Pan, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
51, NUM 
2012, NUM 
212, NUM 
217, NUM 

, SPACE 
accounting, NOUN 
ranges, NOUN 
source, NOUN 
sink, NOUN 
spacing, NOUN 
size, NOUN 
ratio, NOUN 

, SPACE 
numerically, ADV 
obtained, VERB 
previous, ADJ 
study, NOUN 
10].U, NUM 
s, NOUN 
n, CCONJ 
u, PRON 
rb, INTJ 
s, VERB 
p, NOUN 
h, NOUN 
e, NOUN 

, SPACE 
rical, ADJ 
transport, NOUN 
model, NOUN 
10, NUM 
effective, ADJ 
diffusivity, NOUN 
D, PROPN 
tracer, NOUN 

, SPACE 
source, NOUN 
sink, NOUN 
chondrons, NOUN 
calci, NOUN 
ﬁed, PROPN 
cartilage, NOUN 

, SPACE 
termed, VERB 
C, PROPN 
C, PROPN 
source, NOUN 
osteocytes, VERB 
sink, NOUN 

, SPACE 
chondron, PROPN 
osteochondral, ADJ 
interface, NOUN 
termed, VERB 
O, INTJ 
C, NOUN 

, SPACE 
d, NOUN 
e, NOUN 
r, NOUN 
v, ADP 
e, NOUN 
db, VERB 
yc, INTJ 
u, PROPN 
r, NOUN 
v, ADP 
n, CCONJ 
g, PROPN 
ﬁtting, VERB 
experimental, ADJ 
intensity, NOUN 
data, NOUN 

, SPACE 
model, NOUN 
Typically, ADV 
FLIP, ADJ 
experiments, NOUN 
performed, VERB 

, SPACE 
joint, NOUN 
pairs, NOUN 
source, NOUN 
sink, NOUN 
FLIP, PROPN 
experiment, NOUN 

, SPACE 
ﬁt, ADJ 
model, NOUN 
diffusivities, NOUN 
reasonable, ADJ 
good, ADJ 

, SPACE 
curve, NOUN 
ﬁtting, NOUN 
R2≥0.80, NOUN 
average, ADJ 
values, NOUN 
C, PROPN 
C, NOUN 

, SPACE 
O, PROPN 
C, NOUN 
permeability, NOUN 
obtained, VERB 
repeated, VERB 
measures, NOUN 

, SPACE 
joint, ADJ 
multiple, ADJ 
comparisons, NOUN 
testing, NOUN 
regions, NOUN 

, SPACE 
C, PROPN 
C, PROPN 
vs., ADP 
O, NOUN 
C, PROPN 
DMM, PROPN 
vs., ADP 
contralateral, ADJ 
joints, NOUN 
young, ADJ 
vs., X 
aged, ADJ 

, SPACE 
joints, NOUN 

, SPACE 
Joint, ADJ 
morphology, NOUN 
vessel, NOUN 
invasions, NOUN 

, SPACE 
overall, ADJ 
transport, NOUN 
joint, NOUN 
dependent, ADJ 

, SPACE 
local, ADJ 
ECM, PROPN 
permeability, NOUN 
examined, VERB 
structural, ADJ 

, SPACE 
features, NOUN 
thickness, NOUN 
tissue, NOUN 
layer, NOUN 
number, NOUN 
den-, NOUN 

, SPACE 
sity, NOUN 
large, ADJ 
vascular, ADJ 
channels, NOUN 
perforating, VERB 
ECM, PROPN 
Joint, ADJ 
tissue, NOUN 

, SPACE 
thickness, NOUN 
vessel, NOUN 
invasions, NOUN 
measured, VERB 
dimensional, ADJ 

, SPACE 
confocal, ADJ 
imaging, NOUN 
right, ADJ 
distal, ADJ 
femurs, NOUN 
normal, ADJ 
age, NOUN 
control, NOUN 

, SPACE 
DMM, PROPN 
aged, ADJ 
groups, NOUN 
n=4, DET 
joints, NOUN 
group, NOUN 
bulk, ADJ 
stainedwith, NOUN 
basic, ADJ 
fuchsin, NOUN 
embedded, VERB 
plastics, NOUN 
following, VERB 
previously, ADV 

, SPACE 
published, VERB 
protocol, NOUN 
26, NUM 
Sagittal, ADJ 
sections, NOUN 
200, NUM 
μm, NOUN 
thickness, NOUN 
6, NUM 
7, NUM 

, SPACE 
sections, NOUN 
joint, NOUN 
obtained, VERB 
diamond, NOUN 
saw, VERB 

, SPACE 
surface, NOUN 
polished, ADJ 
mounted, VERB 
glass, NOUN 
slides, NOUN 
sections, NOUN 

, SPACE 
observed, VERB 
Zeiss, PROPN 
LSM, PROPN 
510, NUM 
confocal, ADJ 
microscope, NOUN 

, SPACE 
40×, NOUN 
oil, NOUN 
immersion, NOUN 
objective, NOUN 
excitation, NOUN 
emission, NOUN 
wave-, VERB 

, SPACE 
lengths, NOUN 
561/640, PROPN 
nm, ADJ 
respectively, ADV 
Multiple, ADJ 
z, NOUN 
stack, NOUN 
images, NOUN 
consisting, VERB 

, SPACE 
6, NUM 
slices, NOUN 
2, NUM 
μm, NOUN 
interval, NOUN 
taken, VERB 
stitched, VERB 
map, VERB 

, SPACE 
entire, ADJ 
epiphysis, NOUN 
distal, ADJ 
femur, NOUN 
distinct, ADJ 
cellular, ADJ 
mor-, NOUN 

, SPACE 
phology, NOUN 
ECM, PROPN 
staining, VERB 
patterns, NOUN 
different, ADJ 
tissues, NOUN 
readily, ADV 
iden-, ADJ 

, SPACE 
tiﬁed, VERB 
Fig, PROPN 
1, NUM 
seen, VERB 
strong, ADJ 
staining, NOUN 
intensity, NOUN 
amorphous, ADJ 

, SPACE 
pattern, NOUN 
marrow, ADJ 
cavities, NOUN 
numerous, ADJ 
canalicular, ADJ 
channels, NOUN 

, SPACE 
spindle, NOUN 
shaped, VERB 
osteocyte, NOUN 
lacunae, NOUN 
unstained, ADJ 
matrix, NOUN 
background, NOUN 

, SPACE 
subchondral, ADJ 
bone, NOUN 
SB, PROPN 
large, ADJ 
rounded, ADJ 
hypertrophic, ADJ 
chondrons, NOUN 

, SPACE 
calci, PROPN 
ﬁed, PROPN 
cartilage, NOUN 
CC, PROPN 
continuous, ADJ 
strong, ADJ 
staining, NOUN 

, SPACE 
tidemark, NOUN 
TM, PROPN 
interface, NOUN 
calci, PROPN 
ﬁed, PROPN 
cartilage, NOUN 
articular, ADJ 

, SPACE 
cartilage, NOUN 
AC, PROPN 
Fig, PROPN 
1, NUM 
imaging, NOUN 
stacks, NOUN 
relatively, ADV 

, SPACE 
easy, ADJ 
trace, VERB 
identify, VERB 
blood, NOUN 
vessels, NOUN 
marrow, NOUN 
cavities, NOUN 
di-, NUM 

, SPACE 
mensions, NOUN 
de, ADV 
ﬁned, VERB 
linear, ADJ 
continuous, ADJ 
features, NOUN 
≥10μmi, PROPN 
nd, PROPN 
m, NOUN 

, SPACE 
eter, NOUN 
width, PROPN 
distinguishable, ADJ 
cellularfeatures, NOUN 
2D, PROPN 
histological, ADJ 
sections, NOUN 
numbers, NOUN 
blood, NOUN 
vessels, NOUN 

, SPACE 
ended, VERB 
SB, PROPN 
CC, NOUN 
TM, PROPN 
layers, NOUN 
counted, VERB 
load-, ADJ 

, SPACE 
bearing, NOUN 
portion, NOUN 
femoral, ADJ 
condyle, NOUN 
Zeiss, PROPN 
LSM, PROPN 
software, NOUN 

, SPACE 
number, NOUN 
density, NOUN 
invading, NOUN 
vessels, NOUN 
ended, VERB 
layer, NOUN 

, SPACE 
calculated, VERB 
reference, NOUN 
articular, PROPN 
surface, PROPN 
area, NOUN 
esti-, ADJ 

, SPACE 
mated, VERB 
multiplying, VERB 
tidemark, NOUN 
length, NOUN 
depth, NOUN 
z, NOUN 
stack, NOUN 

, SPACE 
thickness, NOUN 
12, NUM 
μm, NOUN 
z, NOUN 
stack, NOUN 
images, NOUN 
exported, VERB 
TIFF, PROPN 
ﬁles, NOUN 

, SPACE 
outlines, NOUN 
AC, PROPN 
TM, PROPN 
CC, PROPN 
SB, PROPN 
manually, ADV 
traced, VERB 

, SPACE 
Adobe, PROPN 
Photoshop, PROPN 
software, NOUN 
digitizing, VERB 
interactive, ADJ 
pen, NOUN 
display, NOUN 

, SPACE 
average, ADJ 
thickness, ADJ 
values, NOUN 
tissue, NOUN 
layers, NOUN 
SB, PROPN 
CC, PROPN 
AC, PROPN 
obtained, VERB 

, SPACE 
outlined, ADJ 
regions, NOUN 
interest, NOUN 
custom, NOUN 
MatLab, PROPN 
code, NOUN 

, SPACE 
reported, VERB 
total, ADJ 
joint, ADJ 
thickness, NOUN 
summation, NOUN 
thicknesses, NOUN 

, SPACE 
layers, NOUN 

, SPACE 
Statistical, ADJ 
analysis, NOUN 

, SPACE 
Descriptive, ADJ 
data, NOUN 
presented, VERB 
means, NOUN 
standard, ADJ 
devia-, ADJ 

, SPACE 
tions, NOUN 
Statistical, ADJ 
signi, NOUN 
ﬁcance, NOUN 
determined, VERB 
Student, NOUN 
ttests, NOUN 

, SPACE 
paired, VERB 
unpaired, ADJ 
way, NOUN 
ANOVA, PROPN 
Bonferroni, PROPN 
post, NOUN 
hoc, ADJ 

, SPACE 
tests, NOUN 
Origin, PROPN 
software, NOUN 
package, NOUN 
Statistical, ADJ 
signi, NOUN 
ﬁcance, NOUN 
de-, PROPN 

, SPACE 
ﬁned, VERB 
p, NOUN 
b0.05, NOUN 

, SPACE 
Results, NOUN 

, SPACE 
Validation, NOUN 
OA, PROPN 
models, NOUN 

, SPACE 
Compared, VERB 
normal, ADJ 
age, NOUN 
controls, NOUN 
n=6, NOUN 
higher, ADJ 
scores, NOUN 

, SPACE 
seen, VERB 
quadrants, NOUN 
aged, ADJ 
joints, NOUN 
lateral, ADJ 

, SPACE 
tibia, PROPN 
n=5, PROPN 
quadrants, NOUN 
DMM, PROPN 
joints, NOUN 
n=6, NOUN 
in-, ADP 

, SPACE 
dicates, VERB 
p, NOUN 
b0.05, NOUN 
Fig, PROPN 
2, NUM 
Overall, ADV 
damage, NOUN 
mild, ADJ 
OA, PROPN 
score, NOUN 

, SPACE 
1.2, NUM 
range, NOUN 
6, NUM 
aged, ADJ 

, SPACE 
DMM, PROPN 
joints, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
left, ADJ 
unoperated, ADJ 
joints, NOUN 
DMM, PROPN 
mice, NOUN 
dis-, NOUN 

, SPACE 
played, VERB 
negligible, ADJ 
cartilage, NOUN 
damage, NOUN 
similar, ADJ 
normal, ADJ 
age, NOUN 
controls, VERB 

, SPACE 
data, NOUN 
shown, VERB 
control, NOUN 
joints, NOUN 
FLIP, PROPN 

, SPACE 
study, NOUN 
sections, NOUN 
5, NUM 
month, NOUN 
old, ADJ 
control, NOUN 
mouse, PROPN 
Fig, PROPN 
3, NUM 
repre-, ADJ 

, SPACE 
sentative, ADJ 
image, NOUN 
shown, VERB 
Safranin, PROPN 
O, NOUN 
Fast, ADJ 
Green, PROPN 
staining, VERB 
demonstrat-, ADJ 

, SPACE 
ed, PROPN 
smooth, ADJ 
undamaged, ADJ 
articular, PROPN 
surface, NOUN 
medial, ADJ 
femoral, ADJ 

, SPACE 
condyle, NOUN 
MF, PROPN 
medial, ADJ 
tibial, ADJ 
plateau, NOUN 
MT, PROPN 
sections, NOUN 
DMM, PROPN 

, SPACE 
joints, NOUN 
Fig, PROPN 
3, NUM 
B, PROPN 
representative, ADJ 
image, NOUN 
shown, VERB 
areas, NOUN 
indicated, VERB 

, SPACE 
black, ADJ 
arrow, NOUN 
heads, NOUN 
damage, NOUN 
score, NOUN 
3, NUM 
damage, NOUN 
extending, VERB 

, SPACE 
calci, NOUN 
ﬁed, PROPN 
cartilage, NOUN 
25, NUM 
cartilage, NOUN 
width, NOUN 

, SPACE 
damage, NOUN 
score, NOUN 
1, NUM 
roughened, VERB 
articular, PROPN 
surface, NOUN 
small, ADJ 
ﬁbril-, NUM 

, SPACE 
lations, NOUN 
readily, ADV 
observed, VERB 
MF, PROPN 
MT, PROPN 
respectively, ADV 
aged, ADJ 

, SPACE 
joints, NOUN 
Fig, PROPN 
3, NUM 
C, NOUN 
representative, ADJ 
image, NOUN 
shown, VERB 
regions, NOUN 

, SPACE 
demonstrated, VERB 
areas, NOUN 
damage, NOUN 
scores, NOUN 
1, NUM 
2, NUM 
ﬁbrillation, NOUN 

, SPACE 
Fig, PROPN 
1, NUM 
Invading, NOUN 
vessels, NOUN 
tissue, VERB 
layers, NOUN 
murine, PROPN 
distal, ADJ 
femurs, NOUN 
normal, ADJ 
5, NUM 
month, NOUN 
old, ADJ 
mice, NOUN 
control, NOUN 
B, PROPN 
DMM, PROPN 
mice, NOUN 
5, NUM 
month, NOUN 
old, ADJ 
8, NUM 
week, NOUN 
post, NOUN 
surgery, NOUN 
C, NOUN 
aged, VERB 

, SPACE 
20–24, PROPN 
month, NOUN 
old, ADJ 
mice, NOUN 
slices, NOUN 
captured, VERB 
z, NOUN 
stack, ADJ 
confocal, ADJ 
imaging, NOUN 
plastic, NOUN 
embedded, VERB 
femoral, ADJ 
epiphysis, NOUN 
bulk, NOUN 
stained, VERB 
basic, ADJ 
fuchsin, NOUN 
Visualized, VERB 
3D, NOUN 
con-, NOUN 

, SPACE 
focal, ADJ 
z, NOUN 
stacks, NOUN 
articular, ADJ 
cartilage, NOUN 
AC, PROPN 
calci, PROPN 
ﬁed, PROPN 
cartilage, PROPN 
CC, PROPN 
tidemark, NOUN 
TM, PROPN 
subchondral, ADJ 
bone, NOUN 
SB, PROPN 
readily, ADV 
identi, PROPN 
ﬁed, PROPN 
distinct, ADJ 
cell, NOUN 
morphology, NOUN 
tissue, NOUN 

, SPACE 
staining, VERB 
patterns, NOUN 
shown, VERB 
Invading, NOUN 
vessels, NOUN 
v, X 
marrow, NOUN 
cavities, NOUN 
clearly, ADV 
visualized, VERB 
traced, VERB 
3D, ADJ 
image, NOUN 
stacks, NOUN 
Compared, VERB 
wit, NOUN 
h, VERB 
younger, ADJ 
normal, ADJ 
con-, NOUN 

, SPACE 
trol, NOUN 
joint, ADJ 
invading, NOUN 
vessels, NOUN 
located, VERB 
SB, PROPN 
panel, NOUN 
increasing, VERB 
incidence, NOUN 
vascular, ADJ 
channel, NOUN 
penetrating, VERB 
CC, NOUN 
contactin, VERB 
g, PROPN 
TM, PROPN 
seen, VERB 
DMM, PROPN 

, SPACE 
aged, ADJ 
joints, NOUN 
panels, NOUN 
B, PROPN 
C, PROPN 
respectively, ADV 
Articular, ADJ 
cartilage, NOUN 
erosions, NOUN 
indicated, VERB 
arrow, NOUN 
heads, NOUN 
found, VERB 
DMM, PROPN 
sample, NOUN 
shown, VERB 
Panel, PROPN 
B, PROPN 
thinning, NOUN 
AC, PROPN 
CC, PROPN 

, SPACE 
SB, PROPN 
layers, NOUN 
obvious, ADJ 
aged, ADJ 
sample, NOUN 
shown, VERB 
Panel, PROPN 
C.214, PROPN 
J., PROPN 
Pan, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
51, NUM 
2012, NUM 
212, NUM 
217, NUM 

, SPACE 
super, ADJ 
ﬁcial, ADJ 
layer, NOUN 
loss, NOUN 
lamina, NOUN 
note, VERB 

, SPACE 
values, NOUN 
shown, VERB 
quadrants, NOUN 
medial, ADJ 
lateral, ADJ 
femoral/, NUM 

, SPACE 
tibial, ADJ 
condyles, NOUN 
Fig, PROPN 
2, NUM 
averaged, VERB 
sections, NOUN 

, SPACE 
spanning, VERB 
entire, ADJ 
joint, NOUN 
knee, NOUN 
medial, ADJ 
compartments, NOUN 

, SPACE 
DMM, PROPN 
joints, NOUN 
reported, VERB 
severe, ADJ 
damage, NOUN 

, SPACE 
lateral, ADJ 
compartments, NOUN 
examined, VERB 
longer, ADJ 
time, NOUN 
points, NOUN 
post, ADJ 

, SPACE 
surgery, NOUN 
literature, NOUN 
23, NUM 
compartmental, ADJ 
difference, NOUN 

, SPACE 
seen, VERB 
DMM, PROPN 
mice, NOUN 
8, NUM 
weeks, NOUN 
post, NOUN 
surgery, NOUN 

, SPACE 
Matrix, PROPN 
permeability, NOUN 
measurements, NOUN 
FLIP, NOUN 

, SPACE 
total, NOUN 
42, NUM 
28, NUM 
43, NUM 
source, NOUN 
sink, NOUN 
pairs, NOUN 
C, NOUN 
C, NOUN 
measurements, NOUN 

, SPACE 
23, NUM 
25, NUM 
25, NUM 
source, NOUN 
sink, NOUN 
pairs, NOUN 
O, NOUN 
C, NOUN 
measurements, NOUN 

, SPACE 
ﬁt, VERB 
model, NOUN 
R2≥0.8, X 
collected, VERB 
analyzed, VERB 

, SPACE 
DMM, PROPN 
knees, NOUN 
n=5, PROPN 
contralateral, ADJ 
unoperated, ADJ 
control, NOUN 
knees, NOUN 

, SPACE 
n=5, PROPN 
aged, ADJ 
knees, NOUN 
n=4, PROPN 
respectively, ADV 
groups, NOUN 

, SPACE 
examined, VERB 
control, NOUN 
knees, NOUN 
DMM, PROPN 
mice, NOUN 
age, NOUN 
5, NUM 
months, NOUN 

, SPACE 
showed, VERB 
fold, ADJ 
increase, NOUN 
mean, ADJ 
diffusivity, NOUN 
sodium, NOUN 
ﬂuores-, X 

, SPACE 
cein, NOUN 
measured, VERB 
chondrons, NOUN 
calci, PROPN 
ﬁed, PROPN 
cartilage, NOUN 
C, PROPN 
C, PROPN 

, SPACE 
measured, VERB 
osteocytes, NOUN 
chondron, PROPN 
O, PROPN 
C, NOUN 

, SPACE 
joints, NOUN 
p, NOUN 
b0.05, NOUN 
Table, PROPN 
1, NUM 
similar, ADJ 
degree, NOUN 
permeability, NOUN 
in-, ADP 

, SPACE 
crease, NOUN 
C, NOUN 
C, PROPN 
O, NOUN 
C, NOUN 
found, VERB 
DMM, PROPN 
operated, VERB 
joints, NOUN 

, SPACE 
mice, NOUN 
2.5, NUM 
fold, NOUN 
joints, NOUN 
older, ADJ 
mice, NOUN 
age, NOUN 

, SPACE 
20, NUM 
24, NUM 
months, NOUN 
4.7, NUM 
fold, NOUN 
changes, NOUN 
reach, VERB 

, SPACE 
statistical, ADJ 
signi, NOUN 
ﬁcance, NOUN 
possibly, ADV 
small, ADJ 
sample, NOUN 
size, NOUN 

, SPACE 
weeks, NOUN 
altered, ADJ 
joint, ADJ 
loading, NOUN 
resulted, VERB 
−37.5, NUM 
decrease, NOUN 

, SPACE 
C, PROPN 
C, NOUN 
permeability, NOUN 
change, NOUN 
O, ADJ 
C, NOUN 
permeability, NOUN 
DMMoperated, VERB 
knees, NOUN 
compared, VERB 
control, NOUN 
knees, NOUN 
p>0.05, PROPN 
Table, PROPN 
1, NUM 

, SPACE 
aged, ADJ 
knees, NOUN 
age, NOUN 
20, NUM 
24, NUM 
months, NOUN 
showed, VERB 
−31.2, PUNCT 

, SPACE 
and−41.7, ADJ 
decrease, NOUN 
C, PROPN 
C, NOUN 
O, NOUN 
C, NOUN 
permeability, NOUN 
respectively, ADV 

, SPACE 
compared, VERB 
younger, ADJ 
control, NOUN 
knees, NOUN 
p>0.05, PROPN 
Table, PROPN 
1, NUM 

, SPACE 
Joint, ADJ 
morphology, NOUN 
vessel, NOUN 
invasion, NOUN 

, SPACE 
Compared, VERB 
normal, ADJ 
age, NOUN 
controls, NOUN 
n=4, PROPN 
average, ADJ 

, SPACE 
thicknesses, NOUN 
SB, PROPN 
CC, NOUN 
layers, NOUN 
total, ADJ 
joint, ADJ 
thickness, NOUN 

, SPACE 
signi, NOUN 
ﬁcantly, ADV 
reduced, VERB 
−60, NUM 
aged, ADJ 
group, NOUN 
signif-, NOUN 

, SPACE 
icant, ADJ 
change, NOUN 
detected, VERB 
tissue, NOUN 
layers, NOUN 
DMM, PROPN 

, SPACE 
joints, NOUN 
Fig, PROPN 
4, NUM 
number, NOUN 
density, NOUN 
vessels, NOUN 
invading, VERB 
CC, NOUN 

, SPACE 
layers, NOUN 
showed, VERB 
1, NUM 
0.5, NUM 
fold, ADJ 
increase, NOUN 
aged, ADJ 
DMM, PROPN 
groups, NOUN 

, SPACE 
respectively, ADV 
Table, NOUN 
2, NUM 
vessels, NOUN 
invading, VERB 
tidemark, NOUN 

, SPACE 
normal, ADJ 
joints, NOUN 
vessels, NOUN 
approached, VERB 
tidemark, NOUN 
aged, ADJ 

, SPACE 
DMM, PROPN 
joints, NOUN 
density, NOUN 
51, NUM 
18, NUM 
mm2(Table, NOUN 
2, NUM 
Representa-, PROPN 

, SPACE 
tive, VERB 
basic, ADJ 
fuchsin, NOUN 
images, NOUN 
showed, VERB 
blood, NOUN 
vessels, NOUN 
marrow, NOUN 

, SPACE 
spaces, NOUN 
advanced, VERB 
closer, ADV 
articular, ADJ 
cartilage, NOUN 
joints, NOUN 
subjected, VERB 
al-, DET 

, SPACE 
tered, VERB 
loading, NOUN 
Fig, PROPN 
1, NUM 
B, PROPN 
aged, ADJ 
joints, NOUN 
Fig, PROPN 
1, NUM 
C, PROPN 
compared, VERB 

, SPACE 
normal, ADJ 
aged, ADJ 
joints, NOUN 
altered, VERB 
loading, NOUN 
control, NOUN 
Fig, PROPN 
1, NUM 

, SPACE 
Discussion, PROPN 

, SPACE 
Recent, ADJ 
evidence, NOUN 
suggests, VERB 
subchondral, ADJ 
bone, NOUN 
involved, VERB 

, SPACE 
OA, PROPN 
development, NOUN 
bone, NOUN 
cartilage, NOUN 
functionally, ADV 
coupled, VERB 

, SPACE 
distribution, NOUN 
joint, ADJ 
loads, NOUN 
exchanging, VERB 
signaling, ADJ 

, SPACE 
molecules, NOUN 
2,15,17,27, NUM 
transport, NOUN 
pathways, NOUN 
cross-, ADJ 

, SPACE 
talk, NOUN 
tissues, NOUN 
fully, ADV 
understood, VERB 
Combining, VERB 
an-, ADJ 

, SPACE 
imal, ADJ 
models, NOUN 
advanced, ADJ 
imaging, NOUN 
mathematical, ADJ 
modeling, NOUN 
pre-, NOUN 

, SPACE 
sent, VERB 
work, NOUN 
demonstrated, VERB 
capacity, NOUN 
communicating, VERB 

, SPACE 
biochemical, ADJ 
signals, NOUN 
subchondral, ADJ 
bone, NOUN 
cartilage, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
Validation, NOUN 
OA, PROPN 
models, NOUN 
histological, ADJ 
scores, NOUN 
cartilage, NOUN 
damage, NOUN 

, SPACE 
obtained, VERB 
quadrants, NOUN 
right, ADJ 
knees, NOUN 
aged, ADJ 
20, NUM 
24-, NUM 

, SPACE 
month, NOUN 
old, ADJ 
DMM, PROPN 
5, NUM 
month, NOUN 
old, ADJ 
control, NOUN 
mice, NOUN 
5, NUM 
month, NOUN 
old, ADJ 
Compared, VERB 
withthe, DET 
normal, ADJ 
age, NOUN 
controls, NOUN 
higher, ADJ 
average, ADJ 
scores, NOUN 
seen, VERB 
quadrants, NOUN 
theaged, VERB 
joints, NOUN 
lateral, ADJ 
tibia, PROPN 
quadrants, NOUN 
DMM, PROPN 
joints8, NOUN 
weeks, NOUN 
post, VERB 
surgery, NOUN 
indicates, VERB 
p, PROPN 
b0.05vs, PROPN 
controls, NOUN 
Overall, ADV 
damage, NOUN 
mild, ADJ 

, SPACE 
average, ADJ 
OA, NOUN 
score, NOUN 
1.2, NUM 
range, NOUN 
6, NUM 
aged, ADJ 

, SPACE 
DMM, PROPN 
joints, NOUN 

, SPACE 
Fig, PROPN 
3, NUM 
Selected, PROPN 
Safranin, PROPN 
O, NOUN 
Fast, ADJ 
Green, PROPN 
stained, VERB 
sections, NOUN 
shown, VERB 
control, NOUN 
B, PROPN 
DMM, PROPN 
C, NOUN 
aged, ADJ 
knee, NOUN 
joints, NOUN 
Smooth, ADJ 
articular, PROPN 
surface, NOUN 
seen, VERB 
medial, ADJ 
femoral, ADJ 
con-, NUM 

, SPACE 
dyle, NOUN 
MF, PROPN 
medial, ADJ 
tibial, ADJ 
plateau, NOUN 
MT, PROPN 
5, NUM 
month, NOUN 
old, ADJ 
control, NOUN 
mouse, PROPN 
Panel, PROPN 
damage, NOUN 
areas, NOUN 
indicated, VERB 
arrowheads, NOUN 
found, VERB 
DMM, PROPN 
Pane, PROPN 
l, NOUN 
B, PROPN 
aged, ADJ 

, SPACE 
joint, NOUN 
Panel, PROPN 
C).Table, NOUN 
1The, NUM 
matrix, NOUN 
permeability, NOUN 
measured, VERB 
sodium, NOUN 
ﬂuorescein, NOUN 
murine, PROPN 
knee, NOUN 
joints, NOUN 

, SPACE 
Group, PROPN 

, SPACE 
joint, ADJ 
sample, NOUN 
size)Age, PROPN 
Diffusivity, PROPN 
μm, VERB 

, SPACE 
2, NUM 
s, NUM 

, SPACE 
C, PROPN 
C, PROPN 
mean±SD)Diffusivity, PROPN 
μm2, PROPN 
s, PROPN 

, SPACE 
O, PROPN 
C, NOUN 
mean±SD, PROPN 

, SPACE 
DMM, PROPN 

, SPACE 
right, ADJ 
knees, NOUN 
n=5)5, NOUN 
months, NOUN 
0.30±0.17, PROPN 
0.12±0.04, PROPN 

, SPACE 
Control, PROPN 

, SPACE 
DMM, PROPN 
left, VERB 
knees, NOUN 
n=5)5, PROPN 
months, NOUN 
0.48±0.13, PROPN 
0.12±0.06, PROPN 

, SPACE 
Aged, VERB 

, SPACE 
right, ADJ 
knees, NOUN 
n=4)20–24, PROPN 
months, NOUN 
0.33±0.20, PROPN 
0.07±0.03, PROPN 

, SPACE 
Keys, NOUN 

, SPACE 
SD, NOUN 
standard, ADJ 
deviation, NOUN 

, SPACE 
C, NOUN 
C, NOUN 
measurements, NOUN 
calci, NOUN 
ﬁed, PROPN 
cartilage, NOUN 
chondrons, NOUN 

, SPACE 
O, PROPN 
C, NOUN 
measurements, NOUN 
osteochondral, ADJ 
interface, NOUN 
osteocyte, ADJ 

, SPACE 
chondron, PROPN 

, SPACE 
n, NOUN 
number, NOUN 
joints, NOUN 
group*p, NOUN 
b0.05, PROPN 
tailed, VERB 
paired, VERB 
Student, NOUN 
ttest, NOUN 
C, PROPN 
C, NOUN 
O, NOUN 
C, NOUN 
measures, NOUN 

, SPACE 
control, NOUN 
group.215, VERB 
J., PROPN 
Pan, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
51, NUM 
2012, NUM 
212, NUM 
217, NUM 

, SPACE 
greatly, ADV 
increased, VERB 
altered, VERB 
loading, NOUN 
DMM, PROPN 
ageing, VERB 
induced, VERB 
OA, PROPN 

, SPACE 
models, NOUN 
apparently, ADV 
different, ADJ 
mechanisms, NOUN 
DMM, PROPN 
model, NOUN 
mainly, ADV 

, SPACE 
involved, VERB 
increasing, VERB 
vessel, NOUN 
invasion, NOUN 
aged, ADJ 
model, NOUN 
involved, VERB 

, SPACE 
vessel, NOUN 
invasion, NOUN 
tissue, NOUN 
thinning, NOUN 

, SPACE 
present, ADJ 
study, NOUN 
provides, VERB 
information, NOUN 
transport, NOUN 
bar-, X 

