Ultrasonics, PROPN 
Tsuda, PROPN 
E., PROPN 
Mori, PROPN 
IEICE, NOUN 
Tech, PROPN 
Rep., PROPN 
US93, PROPN 
92, NUM 

, SPACE 
1994, NUM 
Japanese, PROPN 

, SPACE 
Y., PROPN 
Watanabe, PROPN 
Y., PROPN 
Tsuda, PROPN 
E., PROPN 
Mori, PROPN 
Proc, PROPN 
11th, PROPN 
Int, PROPN 
FASE, PROPN 

, SPACE 
Symp, PROPN 
Valencia, PROPN 
1994, NUM 
Sociedad, PROPN 
Espanola, PROPN 
de, PROPN 
Acustica, PROPN 
Madrid, PROPN 

, SPACE 
1994, NUM 
p., NOUN 
105, NUM 

, SPACE 
Y., PROPN 
Watanabe, PROPN 
Y., PROPN 
Tsuda, PROPN 
E., PROPN 
Mori, PROPN 
J., PROPN 
Acoust, PROPN 
Sot, PROPN 
Jpn, PROPN 
51, NUM 

, SPACE 
1995, NUM 
Japanese, PROPN 

, SPACE 
E., PROPN 
Mori, PROPN 
Y., PROPN 
Watanabe, PROPN 
Y., PROPN 
Tsuda, PROPN 
K., PROPN 
Ohya, PROPN 
H., PROPN 
Yamamori, PROPN 

, SPACE 
S., PROPN 
Mishiro, PROPN 
H., PROPN 
Hamada, PROPN 
Proc, PROPN 
Ultrasonics, PROPN 
Int, PROPN 
89, NUM 

, SPACE 
Butterworth, PROPN 
Heinemann, PROPN 
Oxford, PROPN 
1989, NUM 
p., NOUN 
256, NUM 

, SPACE 
Y., PROPN 
Watanabe, PROPN 
Y., PROPN 
Tsuda, PROPN 
E., PROPN 
Mori, PROPN 
H., PROPN 
Yamamori, PROPN 
K., PROPN 
Ohya, PROPN 

, SPACE 
S., PROPN 
Mishiro, PROPN 
H., PROPN 
Hamada, PROPN 
IEICE, NOUN 
Tech, PROPN 
Rep., PROPN 
US89, PROPN 
39, NUM 
1994, NUM 

, SPACE 
Japanese, PROPN 

, SPACE 
J., PROPN 
Miklowitz, PROPN 
J., PROPN 
Appl, PROPN 
Mech, PROPN 
1953, NUM 
511, NUM 

, SPACE 
Y., PROPN 
Watanabe, PROPN 
Y., PROPN 
Tsuda, PROPN 
E., PROPN 
Mori, PROPN 
Proc, PROPN 
Autumn, PROPN 
Meet, PROPN 
Acoust, ADV 

, SPACE 
Sot, PROPN 
Jpn, PROPN 
1994, NUM 
p., NOUN 
1107, NUM 
Japanese, PROPN 

, SPACE 
J., PROPN 
Saneyoshi, PROPN 
G., PROPN 
Matsumoto, PROPN 
IECE, PROPN 
Tech, PROPN 
Rep., PROPN 
June, PROPN 

, SPACE 
1956, NUM 
p., NOUN 
1, NUM 
Japanese, PROPN 

, SPACE 
Y., PROPN 
Watanabe, PROPN 
Y., PROPN 
Tsuda, PROPN 
E., PROPN 
Mori, PROPN 
Jpn, PROPN 
J., PROPN 
Appl, PROPN 
Phys, PROPN 
34, NUM 

, SPACE 
1, NUM 
1995, NUM 
2730, NUM 

, SPACE 
