ELSEVIER, PROPN 
Pt, PROPN 
capsule, NOUN 
4, NUM 
mm, NUM 
outer, ADJ 

, SPACE 
3.6, NUM 
mm, NOUN 
inner, ADJ 
diameter, NOUN 
20, NUM 
mm, NOUN 
length, NOUN 
Fig, PROPN 
1, NUM 

, SPACE 
assembly, NOUN 
dried, VERB 
1, NUM 
min, NOUN 
500, NUM 
°, NOUN 
C, NOUN 

, SPACE 
Subsequently, ADV 
capsule, NOUN 
filled, VERB 
50, NUM 
60, NUM 
bar, NOUN 

, SPACE 
sealed, VERB 
following, VERB 
method, NOUN 
16, NUM 

, SPACE 
study, VERB 
control, NOUN 
oxygen, NOUN 
fugacity, NOUN 
experi-, NOUN 

, SPACE 
ments, NOUN 
performed, VERB 
Fe, PROPN 
Fe0, NOUN 
buffer, NOUN 

, SPACE 
capsules, NOUN 
MGssbauer, PROPN 
spectrometric, ADJ 
investiga-, NOUN 

, SPACE 
tion, NOUN 
buffered, VERB 
unbuffered, VERB 
samples, NOUN 
prior, ADV 

, SPACE 
loading, NOUN 
revealed, VERB 
shifts, NOUN 
Fe3+/Fe2, PROPN 
+, PROPN 
ratios, NOUN 

, SPACE 
loading, NOUN 
experiments, NOUN 

, SPACE 
Usually, ADV 
capsules, NOUN 
mounted, VERB 
obliquely, ADV 

, SPACE 
ceramic, ADJ 
holder, NOUN 
placed, VERB 
internally, ADV 
heated, ADJ 

, SPACE 
pressure, NOUN 
vessel, NOUN 
250, NUM 
f, PROPN 
10, NUM 
bar, NOUN 
Ar, PROPN 

, SPACE 
pressure, NOUN 
transmitting, VERB 
medium, NOUN 
pressure, NOUN 
lim-, ADV 

, SPACE 
ited, VERB 
250, NUM 
bar, NOUN 
prevent, VERB 
strong, ADJ 
compaction, NOUN 
Pt, PROPN 

, SPACE 
capsules, NOUN 
subsequent, ADJ 
destruction, NOUN 
garnet, NOUN 

, SPACE 
crucibles, NOUN 
Run, NOUN 
temperatures, NOUN 
800, NUM 

, SPACE 
990, NUM 
°, NUM 
C, NOUN 
run, NOUN 
times, NOUN 
varied, VERB 
18, NUM 
500, NUM 
h., NOUN 

, SPACE 
conducted, VERB 
zero, NUM 
time, NOUN 
runs, VERB 
run, ADJ 
times, NOUN 

, SPACE 
longer, ADJ 
time, NOUN 
required, VERB 
reach, VERB 

, SPACE 
experimental, ADJ 
conditions, NOUN 
Table, NOUN 
1, NUM 
summarizes, VERB 
experi-, NOUN 

, SPACE 
PI, PROPN 
capsule, NOUN 

, SPACE 
arnet, NOUN 
crucible, NOUN 

, SPACE 
2, NUM 
mm, NUM 

, SPACE 

, SPACE 
Fig, PROPN 
I., PROPN 
Sketch, PROPN 
Pt, PROPN 
capsule, NOUN 
sorption, NOUN 

, SPACE 
experiments, NOUN 


, SPACE 
414, NUM 
T.J., PROPN 
Dunai, PROPN 
K., PROPN 
Roselieb, PROPN 
Earth, PROPN 
Planetary, PROPN 
Science, PROPN 
Letters, PROPN 
139, NUM 
1996, NUM 
411, NUM 
42I, NUM 

, SPACE 

, SPACE 
800, NUM 
900, NUM 
1000, NUM 

, SPACE 
temperature, NOUN 
PC, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
sorption, VERB 
900, NUM 
990, NUM 
°, NUM 
C, NOUN 
Error, NOUN 
bars, NOUN 
5, NUM 

, SPACE 
include, VERB 
uncertainty, NOUN 
pressure, NOUN 
temperature, NOUN 
i.e., X 
tempera-, ADJ 

, SPACE 
ture, NOUN 
effect, NOUN 
sorption, NOUN 
uncertainty, NOUN 
abundance, NOUN 

, SPACE 
determinations, NOUN 
Symbols, NOUN 
circles, NOUN 
=, SYM 
1, NUM 
l-20, ADP 
km, NOUN 
squares, NOUN 
=, PUNCT 
6-, PROPN 
11, NUM 

, SPACE 
pm, NOUN 
filled, VERB 
symbols, NOUN 
=, PUNCT 
uncooled, ADJ 
maximum, NOUN 
week, NOUN 
grey, NOUN 
=, PROPN 

, SPACE 
purposely, ADV 
uncooled, ADJ 
9, NUM 
months, NOUN 
unfilled, ADJ 
=, NOUN 
accidentally, ADV 
uncooled, ADJ 

, SPACE 
2, NUM 
months, NOUN 

, SPACE 
mental, ADJ 
conditions, NOUN 
Pressure, NOUN 
readings, NOUN 
taken, VERB 

, SPACE 
Burster, PROPN 
8219R, PROPN 
pressure, NOUN 
sensor, NOUN 
DVM, NOUN 
read, VERB 

, SPACE 
type, NOUN 
9151, NUM 
checked, VERB 
cali-, ADJ 

, SPACE 
brated, VERB 
Heise, PROPN 
manometer, NOUN 
thermocouple, ADJ 
Pt-, PROPN 

, SPACE 
Pt9ORhlO, PROPN 
placed, VERB 
ceramic, ADJ 
holder, NOUN 
be-, X 

, SPACE 
tween, VERB 
samples, NOUN 
thermocouple, NOUN 

, SPACE 
checked, VERB 
pressure, NOUN 
melting, NOUN 
point, NOUN 

, SPACE 
Au, PROPN 
accurate, ADJ 
<, X 
+2, PROPN 
K., PROPN 
temperature, NOUN 

, SPACE 
gradient, NOUN 
length, NOUN 
capsule, NOUN 
+, PROPN 
10K., NUM 

, SPACE 
loading, VERB 
high, ADJ 
temperatures, NOUN 
samples, NOUN 

, SPACE 
quenched, VERB 
400, NUM 
K, PROPN 
min, PROPN 

, SPACE 
minimize, VERB 
diffusive, ADJ 
loss, NOUN 
finest, ADJ 
grain, NOUN 
size, NOUN 

, SPACE 
fractions, NOUN 
samples, NOUN 
stored, VERB 
liquid, ADJ 
nitrogen, NOUN 

, SPACE 
loading, VERB 
Usually, ADV 
samples, NOUN 
room, NOUN 

, SPACE 
temperature, NOUN 
1, NUM 
week, NOUN 
prior, ADV 
analy-, VERB 

, SPACE 
sis, NOUN 
samples, NOUN 
left, VERB 
uncooled, ADJ 
2, NUM 
months, NOUN 

, SPACE 
automated, VERB 
nitrogen, NOUN 
filling, NOUN 
system, NOUN 
failed, VERB 

, SPACE 
Table, NOUN 
1, NUM 
Duplicate, ADJ 
measurements, NOUN 
aliquots, NOUN 
cooled, VERB 

, SPACE 
liquid, ADJ 
nitrogen, NOUN 
purposely, ADV 
uncooled, ADJ 
9, NUM 

, SPACE 
months, NOUN 
indicate, VERB 
diffusive, ADJ 
loss, NOUN 
25, NUM 

, SPACE 
O-15, NUM 
6, NUM 
11, NUM 
11, NUM 
20, NUM 
pm, NOUN 
grain, NOUN 
size, NOUN 

, SPACE 
fractions, NOUN 
period, NOUN 
respectively, ADV 
Fig, PROPN 
2, NUM 

, SPACE 
finest, ADJ 
grain, NOUN 
sizes, NOUN 
checked, VERB 
signs, NOUN 

, SPACE 
instability, NOUN 
changes, NOUN 
likely, ADV 
occur, VERB 

, SPACE 
X, NOUN 
ray, NOUN 
diffraction, NOUN 

, SPACE 
Miissbauer, PROPN 
spectroscopy, VERB 
check, VERB 
new, ADJ 
phases, NOUN 

, SPACE 
changes, NOUN 
Fe3+/Fe2, PROPN 
+, PROPN 
ratios, NOUN 
respec-, PROPN 

, SPACE 
tively, ADV 
Spheres, NOUN 
inspected, VERB 
surface, NOUN 
changes, NOUN 
ESEM, ADJ 
Environmental, PROPN 
SEM, PROPN 
Electroscan@, INTJ 
>, X 

, SPACE 
allowed, VERB 
study, NOUN 
samples, NOUN 
coating, NOUN 

, SPACE 
experiment, NOUN 
V65, PROPN 
99O”C, NOUN 
69, NUM 
h, PROPN 
garnet, PROPN 
break-, PROPN 

, SPACE 
macroscopically, ADV 
evident, ADJ 
samples, NOUN 

, SPACE 
discarded, VERB 
experiment, NOUN 
V68,99O”C, NUM 
18, NUM 
h, NOUN 

, SPACE 
35, NUM 
min, NOUN 
X, NOUN 
ray, NOUN 
diffraction, NOUN 
patterns, NOUN 
indicated, VERB 
pres-, NOUN 

, SPACE 
ence, NOUN 
new, ADJ 
phases, NOUN 
Furthermore, ADV 
garnet, NOUN 
peaks, NOUN 

, SPACE 
broadened, VERB 
spheres, NOUN 
experiment, NOUN 

, SPACE 
suffered, VERB 
severe, ADJ 
surface, NOUN 
alteration, NOUN 
illustrate, VERB 

, SPACE 
effect, NOUN 
garnet, NOUN 
instability, NOUN 
samples, NOUN 

, SPACE 
analyzed, VERB 
found, VERB 
garnet, NOUN 
in-, ADP 

, SPACE 
stability, NOUN 
increased, VERB 
apparent, ADJ 
solubility, NOUN 
consider-, NOUN 

, SPACE 
ably, ADV 
Table, NOUN 
1, NUM 
experiments, NOUN 
garnet, NOUN 

, SPACE 
found, VERB 
stable, ADJ 
change, NOUN 
Fe3+/Fe2, PROPN 
+, PROPN 
ratios, NOUN 

, SPACE 
resolved, VERB 
analytically, ADV 
W., PROPN 
Lottermoser, PROPN 

, SPACE 
pers, NOUN 
commun, NOUN 

, SPACE 
Helium, PROPN 
analyzed, VERB 
mass, ADJ 
spectrometer, NOUN 

, SPACE 
released, VERB 
heating, VERB 
samples, NOUN 
1800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
15, NUM 
min, NOUN 
samples, NOUN 
baked, VERB 
prior, ADV 
analy-, PROPN 

, SPACE 
sis, NOUN 
Typical, ADJ 
blanks, NOUN 
course, NOUN 
investiga-, ADJ 

, SPACE 
tion, NOUN 
l-2, PROPN 
lo-, PROPN 
cm3STP, PUNCT 
reproducibil-, ADJ 

, SPACE 
ity, NOUN 
abundance, NOUN 
determinations, NOUN 
noble, ADJ 
gas, NOUN 

, SPACE 
standard, NOUN 
processed, VERB 
exactly, ADV 
way, NOUN 

, SPACE 
samples, NOUN 
1, NUM 
1, NUM 
u, NOUN 
>, X 
description, NOUN 
analytical, ADJ 

, SPACE 
equipment, NOUN 
analytical, ADJ 
procedure, NOUN 
given, VERB 

, SPACE 
IlOl, PROPN 

, SPACE 
4, X 
Results, NOUN 

, SPACE 
sorption, NOUN 
data, NOUN 
grain, NOUN 
size, NOUN 
fractions, NOUN 
ana-, X 

, SPACE 
lyzed, VERB 
given, VERB 
Table, NOUN 
1, NUM 
general, ADJ 
observed, VERB 

, SPACE 
decrease, NOUN 
sorption, NOUN 
increasing, VERB 
grain, NOUN 
size, NOUN 

, SPACE 
use, VERB 
finest, ADJ 
grain, NOUN 
sizes, NOUN 
derive, VERB 
estimates, NOUN 

, SPACE 
saturation, NOUN 
concentrations, NOUN 
Data, NOUN 
larger, ADJ 

, SPACE 
partially, ADV 
saturated, VERB 
grain, NOUN 
sizes, NOUN 
later, ADV 

, SPACE 
calculation, NOUN 
diffusion, NOUN 
coefficients, NOUN 
Sorption, NOUN 

, SPACE 
data, NOUN 
fine, ADJ 
grain, NOUN 
size, NOUN 
fractions, NOUN 
displayed, VERB 

, SPACE 
Fig, PROPN 
2, NUM 
temperature, NOUN 
lower, ADV 
concentra-, VERB 

, SPACE 
tions, NOUN 
observed, VERB 
samples, NOUN 

, SPACE 
uncooled, ADJ 
long, ADJ 
periods, NOUN 
time, NOUN 
2, NUM 
9, NUM 
months, NOUN 

, SPACE 
permanently, ADV 
cooled, VERB 
samples, NOUN 
invariably, ADV 

, SPACE 
highest, ADJ 
concentrations, NOUN 
explain, VERB 

, SPACE 
low, ADJ 
concentrations, NOUN 
uncooled, ADJ 
samples, NOUN 

, SPACE 
artefacts, NOUN 
low, ADJ 
temperature, NOUN 
diffusive, ADJ 
loss, NOUN 

, SPACE 
ultra, ADJ 
fine, ADJ 
particles, NOUN 
<, X 
1, NUM 
pm, NOUN 
prior, ADV 
analysis, NOUN 

, SPACE 
data, NOUN 
uncooled, ADJ 
samples, NOUN 

, SPACE 
T.J., PROPN 
Dunui, PROPN 
K., PROPN 
Roselieb, PROPN 
Earth, PROPN 
Planetary, PROPN 
Science, PROPN 
Letters, PROPN 
139, NUM 
1996, NUM 
41, NUM 
l-421, VERB 
41.5, NUM 

, SPACE 
good, ADJ 
agreement, NOUN 
obtained, VERB 
6-, PROPN 
11, NUM 

, SPACE 
11, NUM 
20, NUM 
pm, NOUN 
fractions, NOUN 
loaded, VERB 
24, NUM 
h, NOUN 
50, NUM 
min, NOUN 

, SPACE 
116, NUM 
h, NOUN 
30, NUM 
min, NOUN 
@OO”C, NOUN 
respectively, ADV 
indication, NOUN 

, SPACE 
samples, NOUN 
effectively, ADV 
saturated, VERB 
Experi-, PROPN 

, SPACE 
ments, NOUN 
designed, VERB 
prove, VERB 
saturation, NOUN 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
990, NUM 
°, NOUN 
C, NOUN 
longer, ADV 
loading, NOUN 
time, NOUN 
finer, ADJ 

, SPACE 
grain, NOUN 
sizes, NOUN 
failed, VERB 
Pt, PROPN 
capsules, NOUN 
leaked, VERB 

, SPACE 
garnet, NOUN 
longer, ADV 
meta, ADJ 
stable, ADJ 
Table, NOUN 
1, NUM 
Never-, PROPN 

, SPACE 
theless, NOUN 
consider, VERB 
1, NUM 
l-30, NOUN 
pm, NOUN 
grains, NOUN 
loaded, VERB 

, SPACE 
990, NUM 
°, NOUN 
C, NOUN 
18, NUM 
h, NOUN 
saturated, VERB 
faster, ADJ 

, SPACE 
diffusion, NOUN 
higher, ADJ 
temperature, NOUN 

, SPACE 
likely, ADJ 
grains, NOUN 
loaded, VERB 
800, NUM 
°, NOUN 
C, NOUN 
191, NUM 
h, NOUN 

, SPACE 
1, NUM 
l-20, ADP 
pm, NOUN 
completely, ADV 
saturated, ADJ 

, SPACE 
view, NOUN 
diffusion, NOUN 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
100, NUM 
times, NOUN 
slower, ADJ 
900, NUM 
°, NUM 
C, NOUN 

, SPACE 
maximum, ADJ 
duration, NOUN 
successful, ADJ 
experiments, NOUN 

, SPACE 
800, NUM 
°, NOUN 
C, NOUN 
1, NUM 
l/2, VERB 
times, NOUN 
long, ADV 
loading, NOUN 

, SPACE 
time, NOUN 
grain, NOUN 
size, NOUN 
900, NUM 
°, NUM 
C, NOUN 

, SPACE 
samples, NOUN 
loaded, VERB 
800, NUM 
°, NOUN 
C, NOUN 
saturated, VERB 

, SPACE 
saturation, NOUN 
900, NUM 
°, NOUN 
C, NOUN 
occurs, VERB 
20, NUM 
min, NOUN 

, SPACE 
highest, ADJ 
concentrations, NOUN 
obtained, VERB 

, SPACE 
temperature, NOUN 
obtained, VERB 
Henry, PROPN 
coefficients, NOUN 

, SPACE 
sorption, NOUN 
garnet, NOUN 
2.1, NUM 
10e5, NUM 
1.6, NUM 
low5, PROPN 

, SPACE 
0.72, NUM 
10m5, NUM 
cm3STPg-, NOUN 
bar-, X 
800, NUM 
900, NUM 

, SPACE 
990, NUM 
°, NUM 
C, NOUN 
respectively, ADV 

, SPACE 
5, X 
Discussion, NOUN 

, SPACE 
5.1, NUM 
sorption, NOUN 
garnet, PROPN 

, SPACE 
Currently, PROPN 
solubility, NOUN 
noble, ADJ 
gases, NOUN 
natural, ADJ 

, SPACE 
minerals, NOUN 
understood, VERB 
Different, ADJ 
samples, NOUN 

, SPACE 
mineral, NOUN 
display, NOUN 
different, ADJ 
sorption, NOUN 
be-, ADP 

, SPACE 
haviour, NOUN 
reported, VERB 
solubilities, NOUN 
vary, VERB 

, SPACE 
l-2, PROPN 
orders, NOUN 
magnitude, NOUN 
17,181, NUM 
Furthermore, ADV 

, SPACE 
consensus, NOUN 
preferred, ADJ 
trapping, NOUN 
sites, NOUN 

, SPACE 
noble, ADJ 
gases, NOUN 
Broadhurst, PROPN 
co, NOUN 
workers, NOUN 
17,181, NUM 

, SPACE 
favour, ADJ 
lattice, NOUN 
vacancies, NOUN 
Hiyagon, PROPN 
Ozima, PROPN 

, SPACE 
19, NUM 
favour, ADJ 
interstitial, ADJ 
lattice, NOUN 
sites, NOUN 
recent, ADJ 
study, NOUN 

, SPACE 
Ar, PROPN 
sorption, NOUN 
quartz, NOUN 
20, NUM 
reveals, VERB 
heterogenous, ADJ 
Ar, PROPN 

, SPACE 
distribution, NOUN 
samples, NOUN 
implies, VERB 
consider-, NOUN 

, SPACE 
able, ADJ 
influence, NOUN 
structural, ADJ 
defects, NOUN 
e.g., ADV 
extended, VERB 

, SPACE 
dislocations, NOUN 
fluid, ADJ 
inclusions, NOUN 

, SPACE 
currently, ADV 
clearly, ADV 
demonstrated, VERB 
solubility, NOUN 
model, NOUN 

, SPACE 
21, NUM 
discuss, VERB 
presently, ADV 
pre-, NOUN 

, SPACE 
ferred, VERB 
view, NOUN 
mechanisms, NOUN 
sorption, NOUN 
garnet, NOUN 

, SPACE 
light, NOUN 
data, NOUN 
ideal, NOUN 
undisturbed, ADJ 
structure, NOUN 
garnet, NOUN 
lacks, VERB 

, SPACE 
large, ADJ 
structural, ADJ 
voids, NOUN 
host, VERB 
atomic, ADJ 

, SPACE 
diameter, NOUN 
0.93, NUM 
22, NUM 
non, ADJ 
ideal, ADJ 

, SPACE 
phenomena, NOUN 
extended, VERB 
dislocations, NOUN 
point, NOUN 

, SPACE 
defects, NOUN 
provide, VERB 
voids, NOUN 
occupied, VERB 

, SPACE 
serving, VERB 
potential, ADJ 
trapping, VERB 
sites, NOUN 

, SPACE 
helium, NOUN 
extended, ADJ 
dislocations, NOUN 
serve, VERB 
fast, ADJ 
path-, NOUN 

, SPACE 
ways, NOUN 
transport, NOUN 
affecting, VERB 
kinetics, NOUN 

, SPACE 
sorption, NOUN 
Garnet, PROPN 
proven, VERB 
ability, NOUN 
anneal, VERB 

, SPACE 
severe, ADJ 
lattice, NOUN 
damage, NOUN 
example, NOUN 
fission, NOUN 

, SPACE 
tracks, NOUN 
laboratory, NOUN 
experiments, NOUN 
Fission, NOUN 
tracks, NOUN 

, SPACE 
erased, VERB 
10, NUM 
h, NOUN 
660, NUM 
°, NOUN 
C, NOUN 
23, NUM 
references, NOUN 

, SPACE 
fact, NOUN 
conducted, VERB 

, SPACE 
experiments, NOUN 
800, NUM 
°, NOUN 
C, NOUN 
18, NUM 

, SPACE 
hours, NOUN 
assume, VERB 
extended, VERB 
defects, NOUN 
effec-, AUX 

, SPACE 
tively, ADV 
annealed, VERB 
end, NOUN 
experiments, NOUN 

, SPACE 
means, VERB 
extended, ADJ 
dislocations, NOUN 
ac-, VERB 

, SPACE 
celerate, ADJ 
sorption, NOUN 
hours, NOUN 

, SPACE 
experiments, NOUN 
extended, VERB 
dislocations, NOUN 

, SPACE 
orders, NOUN 
magnitude, NOUN 
faster, ADJ 
pathways, NOUN 
trans-, VERB 

, SPACE 
port, NOUN 
volume, NOUN 
diffusion, NOUN 
24, NUM 
sorption, NOUN 
results, VERB 

, SPACE 
partially, ADV 
saturated, VERB 
samples, NOUN 
dominated, VERB 

, SPACE 
effects, NOUN 
extended, ADJ 
dislocations, NOUN 

, SPACE 
observe, VERB 
partially, ADV 
saturated, VERB 
sample, NOUN 
aliquots, NOUN 

, SPACE 
grain, NOUN 
size, NOUN 
30, NUM 
60, NUM 
pm, NOUN 
loaded, VERB 
900, NUM 
°, NUM 
C, NOUN 

, SPACE 
25, NUM 
117, NUM 
h, NOUN 
contain, VERB 
identical, ADJ 
amounts, NOUN 

, SPACE 
observation, NOUN 
agreement, NOUN 
con-, NOUN 

, SPACE 
cept, VERB 
dislocations, NOUN 
important, ADJ 
kinetics, NOUN 

, SPACE 
sorption, NOUN 
active, ADJ 
hours, NOUN 
expect, VERB 

, SPACE 
locations, NOUN 
annealed, VERB 
extended, VERB 
dislo-, VERB 

, SPACE 
cations, NOUN 
detected, VERB 
areas, NOUN 
enhanced, VERB 

, SPACE 
sorption, NOUN 
volume, NOUN 
diffusion, NOUN 
erases, VERB 
concentration, NOUN 

, SPACE 
gradients, NOUN 
larger, ADJ 
grain, NOUN 
sizes, NOUN 
>, X 
30, NUM 
pm, NOUN 

, SPACE 
duration, NOUN 
process, NOUN 
clearly, ADV 
exceeds, VERB 
time, NOUN 

, SPACE 
scale, NOUN 
experiments, NOUN 
Similar, ADJ 
behaviour, NOUN 
sam-, NOUN 

, SPACE 
ples, NOUN 
near, ADP 
constancy, NOUN 
noble, ADJ 
gas, NOUN 
concentra-, NUM 

, SPACE 
tion, NOUN 
varying, VERB 
loading, NOUN 
times, NOUN 
found, VERB 

, SPACE 
olivine, NOUN 
K.R., PROPN 
T.J.D., PROPN 
unpublished, ADJ 
data, NOUN 

, SPACE 
Ar, PROPN 
quartz, NOUN 
20, NUM 

, SPACE 
generally, ADV 
available, ADJ 
trapping, VERB 
site, NOUN 

, SPACE 
garnet, NOUN 
point, NOUN 
defects, NOUN 
created, VERB 
charge, NOUN 
com-, NOUN 

, SPACE 
pensation, NOUN 
aliovalent, ADJ 
chemical, NOUN 
substitutions, NOUN 

, SPACE 
crystal, NOUN 
chemistry, NOUN 
garnet, PROPN 
allows, VERB 
variety, NOUN 

, SPACE 
substitutions, NOUN 
Pv+, PROPN 
A13, PROPN 
+, PROPN 

, SPACE 
Fe2+*3, PROPN 
+, NOUN 
replacing, VERB 
Si4, ADJ 
+, PUNCT 
tetrahedral, ADJ 
site, NOUN 
Ti4, ADJ 
+, CCONJ 

, SPACE 
replacing, VERB 
Al, PROPN 
3, NUM 
+, NUM 
octahedral, ADJ 
site, NOUN 
Ti4, NOUN 
+, PROPN 
A13, PROPN 
+, PROPN 

, SPACE 
Fe3, NOUN 
+, NOUN 
replacing, VERB 
di, ADJ 
valent, NOUN 
ions, NOUN 
triangular, NOUN 
do-, ADP 

, SPACE 
decahedron, NOUN 
site, NOUN 
25, NUM 
5, NUM 
10, NUM 
vacancies, NOUN 
g, PROPN 

, SPACE 
416, NUM 
T.J., PROPN 
Dunai, PROPN 
K., PROPN 
Roselieb, PROPN 
Earth, PROPN 
Planetary, PROPN 
Science, PROPN 
Letters, PROPN 
I39, PROPN 
1996, NUM 
41, NUM 
l-421, AUX 

, SPACE 
created, VERB 
0.048, NUM 
wt%, NUM 
P, NOUN 
find, VERB 
garnet, NOUN 

, SPACE 
vacancies, NOUN 
created, VERB 
small, ADJ 
portion, NOUN 

, SPACE 
Fe3, NOUN 
+, PROPN 
octahedral, ADJ 
site, NOUN 

, SPACE 
triangular, NOUN 
dodecahedral, ADJ 
site, NOUN 
1, NUM 
fraction, NOUN 

, SPACE 
Fe3, NOUN 
+, ADJ 
dodecahedral, ADJ 
sites, NOUN 
3, NUM 
lOI, ADJ 
vacancies, NOUN 
g, PROPN 

, SPACE 
created, VERB 
cases, NOUN 
numbers, NOUN 
higher, ADJ 

, SPACE 
number, NOUN 
atoms, NOUN 
find, VERB 
saturated, VERB 

, SPACE 
samples, NOUN 
0.5, NUM 
1.5, NUM 
1017, NUM 
atom, NOUN 
g, NOUN 
>, X 
prin-, X 

, SPACE 
ciple, NOUN 
measured, ADJ 
sorption, NOUN 
accounted, VERB 

, SPACE 
point, NOUN 
defects, NOUN 
basis, NOUN 
present, ADJ 
data, NOUN 

, SPACE 
set, NOUN 
hesitate, VERB 
assess, VERB 
relative, ADJ 
im-, ADP 

, SPACE 
portance, NOUN 
point, NOUN 
defects, NOUN 
versus, ADP 
extended, ADJ 
disloca-, ADJ 

, SPACE 
tions, NOUN 

, SPACE 
prominent, ADJ 
feature, NOUN 
Fig, PROPN 
2, NUM 
temperature, NOUN 

, SPACE 
dependence, NOUN 
sorption, NOUN 
temperature, NOUN 
range, NOUN 

, SPACE 
800, NUM 
99O“C, NUM 
sorption, VERB 
decreases, VERB 

, SPACE 
factor, NOUN 
3, NUM 
temperature, NOUN 
dependence, NOUN 

, SPACE 
pronounced, ADJ 
considering, VERB 
fact, NOUN 

, SPACE 
grains, NOUN 
probably, ADV 
saturated, VERB 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
Decreasing, VERB 
solubilities, NOUN 
temperature, NOUN 

, SPACE 
observed, VERB 
noble, ADJ 
gases, NOUN 
minerals, NOUN 

, SPACE 
Similar, ADJ 
tendencies, NOUN 
reported, VERB 
tridymite, ADJ 

, SPACE 
cristobalite, VERB 
Ne, PROPN 
Ar, PROPN 
Kr, PROPN 

, SPACE 
sod&e, NOUN 
cancrinite, VERB 
126,271, NUM 

, SPACE 
5.2, NUM 
dfision, NOUN 
garnet, NOUN 
comparison, NOUN 

, SPACE 
Diffusion, PROPN 
coefficients, NOUN 
determined, VERB 

, SPACE 
concentration, NOUN 
ratio, NOUN 
partially, ADV 
saturated, VERB 
grains/, NUM 

, SPACE 
spheres, NOUN 
saturated, ADJ 
powders, NOUN 
follow-, ADJ 

, SPACE 
ing, ADJ 
equation, NOUN 

, SPACE 
Mb, NOUN 
-=, PROPN 
1, NUM 

, SPACE 
MO, PROPN 
-5, PUNCT 
F, NOUN 
f.e(-n2.7rZ.D.t, PROPN 
a2, PROPN 

, SPACE 
n, CCONJ 
=, NOUN 
l, NOUN 

, SPACE 
1281, NUM 

, SPACE 
M, PROPN 
=, VERB 
saturation, NOUN 
concentration, NOUN 
Mb, PROPN 
=, ADJ 

, SPACE 
concentration, NOUN 
partially, ADV 
saturated, VERB 
samples, NOUN 

, SPACE 
t, NOUN 
=, VERB 
loading, NOUN 
duration, NOUN 
=, NOUN 
radius, NOUN 
spheres, NOUN 

, SPACE 
grains, NOUN 
equation, NOUN 
solved, VERB 
numerically, ADV 

, SPACE 
D, PROPN 
n, CCONJ 
=, ADJ 
1, NUM 
n, NOUN 
=, ADJ 
1000, NUM 
Diffusion, NOUN 
coefficients, NOUN 
ob-, X 

, SPACE 
tained, VERB 
given, VERB 
Table, PROPN 
1, NUM 
plotted, VERB 
function, NOUN 

, SPACE 
temperature, NOUN 
Fig, PROPN 
3, NUM 

, SPACE 
temperature, NOUN 
wide, ADJ 
range, NOUN 
D, ADJ 

, SPACE 
values, NOUN 
800, NUM 
°, NOUN 
C, NOUN 
experiments, NOUN 
D, ADJ 
values, NOUN 
vary, VERB 

, SPACE 
3, NUM 
orders, NOUN 
magnitude, NOUN 
variation, NOUN 

, SPACE 
900, NUM 
990, NUM 
°, NOUN 
C, NOUN 
experiments, NOUN 
significantly, ADV 
lower, ADJ 

, SPACE 
considerable, ADJ 
greatest, ADJ 
care, NOUN 
Fig, PROPN 
3, X 
Arrhenius, NOUN 
diagram, NOUN 
diffusion, NOUN 
coefficients, NOUN 

, SPACE 
garnet, NOUN 
8OO, NUM 
900, NUM 
990, NUM 
°, NUM 
C, NOUN 
Symbols, NOUN 
usually, ADV 
larger, ADJ 

, SPACE 
errors, NOUN 
D., PROPN 
Numbers, PROPN 
right, NOUN 
symbols, NOUN 
grain, NOUN 
sizes, NOUN 

, SPACE 
microns, NOUN 
run, ADJ 
time, NOUN 
hours, NOUN 
lower, ADJ 
solid, ADJ 
tie, NOUN 
line, NOUN 

, SPACE 
gives, VERB 
minimum, ADJ 
estimate, NOUN 
volume, NOUN 
diffusion, NOUN 
garnet, NOUN 

, SPACE 
E, NOUN 
=, PROPN 
660, NUM 
I;$, PROPN 
kJ, PROPN 
mol, PROPN 
D, PROPN 
=, SYM 
10’5.q+, ADJ 
cm*/sec, PROPN 

, SPACE 
900, NUM 
990, NUM 
°, NOUN 
C, NOUN 
experiments, NOUN 
considered, VERB 

, SPACE 
saturation, NOUN 
concentration, NOUN 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
constrained, VERB 
probably, ADV 
higher, ADJ 
determined, ADJ 
D, ADJ 
values, NOUN 

, SPACE 
high, ADJ 
text, NOUN 
upper, ADJ 
line, NOUN 
potentially, ADV 
delineates, VERB 
shortcut, VERB 

, SPACE 
diffusion, NOUN 
1241, NUM 

, SPACE 
