Nuclear, PROPN 
P., PROPN 
Klein, PROPN 
L.I., PROPN 
Kravets, PROPN 
Y.T., PROPN 
Oganessian, PROPN 
Cl, PROPN 
Rem-, PROPN 

, SPACE 
mert, PROPN 
R., PROPN 
Spohr, PROPN 
T., PROPN 
Steckenreiter, PROPN 
C., PROPN 
Trautmrum, PROPN 
J., PROPN 
Vetter, PROPN 

, SPACE 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
B, NOUN 
86, NUM 
1994, NUM 
325, NUM 

, SPACE 
M., PROPN 
EDer, PROPN 
P., PROPN 
Apel, PROPN 
W., PROPN 
Briichle, PROPN 
J., PROPN 
Fuhrmann, PROPN 
B., PROPN 
Heinrich, PROPN 
G., PROPN 

, SPACE 
Remmert, PROPN 
R., PROPN 
Spohr, PROPN 
C., PROPN 
Trautrnann, PROPN 
J., PROPN 
Vetter, PROPN 
Nucl, PROPN 
Instr, PROPN 

, SPACE 
Meth, PROPN 
B, NOUN 
91, NUM 
1994, NUM 
157, NUM 

, SPACE 
K., PROPN 
Ogura, PROPN 
T., PROPN 
Hattori, PROPN 
T., PROPN 
Naito, PROPN 
K., PROPN 
Nakano, PROPN 
T., PROPN 
Takahashi, PROPN 

, SPACE 
Nucl, PROPN 
Tracks, VERB 
Radiat, PROPN 
Meas, PROPN 
22, NUM 
1993, NUM 
921, NUM 

, SPACE 
T., PROPN 
Steckenreiter, PROPN 
H., PROPN 
Fuess, PROPN 
M., PROPN 
Stamm, PROPN 
C., PROPN 
Trautmann, PROPN 

, SPACE 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
B, NOUN 
105, NUM 
1995, NUM 
200, NUM 

, SPACE 
E., PROPN 
Ferain, PROPN 
R., PROPN 
Legras, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
B, NOUN 
82, PROPN 
1993, NUM 

, SPACE 
539, NUM 

, SPACE 
H.H.G., PROPN 
Jellinek, PROPN 
Aspects, NOUN 
Degradation, PROPN 
Stabilization, PROPN 

, SPACE 
Polymers, PROPN 
Elsevier, ADJ 
Amsterdam, PROPN 
1978, NUM 

, SPACE 
M., PROPN 
Hennecke, PROPN 
I., PROPN 
Keck, PROPN 
E., PROPN 
Lemmert, PROPN 
J., PROPN 
Fuhrmann, PROPN 
Z., PROPN 

, SPACE 
Naturforsch, PROPN 
44b, X 
1989, NUM 
745, NUM 

, SPACE 
J., PROPN 
Pacifici, PROPN 
G., PROPN 
Straley, PROPN 
Polym, PROPN 
Lett, PROPN 
7, NUM 
1969, NUM 
7, NUM 

, SPACE 
W., PROPN 
Schnabel, PROPN 
Polymer, PROPN 
Degradation, PROPN 
Principles, PROPN 
Practi-, PROPN 

, SPACE 
cal, PROPN 
Applications, PROPN 
Hanser, PROPN 
International, PROPN 
198, NUM 
1, NUM 

, SPACE 
J.L., PROPN 
Koenig, PROPN 
M., PROPN 
Hammon, PROPN 
J., PROPN 
Macromol, PROPN 
Sci, PROPN 
B, PROPN 
1, NUM 
1967, NUM 

, SPACE 
119, NUM 

, SPACE 
T., PROPN 
Matsumoto, PROPN 
N., PROPN 
Ikegami, PROPN 
K., PROPN 
Ehara, PROPN 
T., PROPN 
Kawai, PROPN 
H., PROPN 

, SPACE 
Maeda, PROPN 
Kogyo, PROPN 
Kagaku, PROPN 
Zusshi, PROPN 
73, NUM 
1970, NUM 
2441, NUM 

, SPACE 
