Corrosion, PROPN 
proportion, NOUN 
Ti4, ADJ 
+, ADJ 
oxidised, VERB 
state, NOUN 
increases, NOUN 

, SPACE 
immersion, NOUN 
time, NOUN 
indicating, VERB 
surface, NOUN 
oxide, NOUN 
stable, ADJ 
immersion, NOUN 

, SPACE 
thickness, NOUN 
surface, NOUN 
oxide, NOUN 

, SPACE 
thickness, NOUN 
surface, NOUN 
oxide, NOUN 
determined, VERB 
specimens, NOUN 

, SPACE 
immersed, VERB 
short, ADJ 
duration, NOUN 
metallic, ADJ 
state, NOUN 
Ti, PROPN 
undetected, VERB 

, SPACE 
T., PROPN 
Hanawa, PROPN 
el, PROPN 
al, PROPN 

, SPACE 
0, NUM 
pH, NUM 
-0.99, NOUN 
na, ADP 

, SPACE 
l, PROPN 
pHOna, PROPN 

, SPACE 
0, NUM 
pH, NUM 
1, NUM 
na, ADP 

, SPACE 
n, NOUN 
pH2na, PROPN 

, SPACE 
pH, NUM 
5.2, NUM 
bf, NOUN 

, SPACE 
pH, NUM 
7.2, NUM 
bf, NOUN 

, SPACE 
102, NUM 
IO3, PROPN 
IO4, PROPN 
lo5, NOUN 
IO6, PROPN 
IO7, PROPN 

, SPACE 
Immwsh, PROPN 
time, NOUN 
t, PROPN 
s, PROPN 

, SPACE 
Fig, PROPN 
2, NUM 
Changes, NOUN 
concentration, NOUN 
oxygen, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
immersion, NOUN 

, SPACE 
time, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
na, ADP 
phosphate, ADJ 
citric, NOUN 
acid, NOUN 
buffers, NOUN 
bf, NUM 

, SPACE 
specimens, NOUN 
calculation, NOUN 
thickness, NOUN 
performed, VERB 
ratio, NOUN 
integrated, VERB 

, SPACE 
intensity, NOUN 
metallic, ADJ 
state, NOUN 
oxide, NOUN 
state, NOUN 
time, NOUN 
quantification, NOUN 

, SPACE 
change, NOUN 
thickness, NOUN 
shown, VERB 
Fig, PROPN 
6, NUM 
thickness, NOUN 
oxide, NOUN 
decreased, VERB 

, SPACE 
immersion, NOUN 
indicating, VERB 
surface, NOUN 
oxide, NOUN 
dissolves, VERB 
dissolution, NOUN 
calcium, NOUN 

, SPACE 
Core, NOUN 
level, NOUN 
binding, VERB 
energy, NOUN 

, SPACE 
Core, PROPN 
level, NOUN 
binding, VERB 
energies, NOUN 
carbon, NOUN 
noticeable, ADJ 
tendency, NOUN 
change, VERB 

, SPACE 
immersion, NOUN 
time, NOUN 
binding, VERB 
energies, NOUN 
range, NOUN 
284.9, NUM 
285.4, NUM 
eV., PROPN 

, SPACE 
Changes, NOUN 
core, NOUN 
level, NOUN 
binding, VERB 
energy, NOUN 
calcium, NOUN 
immersion, NOUN 
time, NOUN 
shown, VERB 

, SPACE 
Fig, PROPN 
7, NUM 
binding, VERB 
energy, NOUN 
increases, NOUN 
proportionally, ADV 
logarithm, NOUN 
immersion, NOUN 
time, NOUN 

, SPACE 
indicating, VERB 
chemical, ADJ 
atmosphere, NOUN 
calcium, NOUN 
changed, VERB 
immersion, NOUN 

, SPACE 
dissolution, NOUN 
solution, NOUN 
composition, NOUN 
calcium, NOUN 
dependent, ADJ 

, SPACE 
depth, NOUN 

, SPACE 
changes, NOUN 
core, NOUN 
level, NOUN 
binding, VERB 
energies, NOUN 
0, NUM 
1, NUM 
s, NOUN 
electrons, NOUN 
02-, NOUN 
state, NOUN 

, SPACE 
Ti, PROPN 
2~312, NUM 
electrons, NOUN 
Ti4, ADJ 
+, CCONJ 
state, NOUN 
shown, VERB 
Figs, PROPN 
8, NUM 
9, NUM 
respectively, ADV 
binding, VERB 

, SPACE 
energies, NOUN 
increased, VERB 
immersion, NOUN 
time, NOUN 
dissolution, NOUN 
calcium, NOUN 

, SPACE 
Microdissolution, PROPN 
calcium, NOUN 
ions, NOUN 

, SPACE 
1, NUM 
.“I, NOUN 
.“I, NOUN 
n, NOUN 

, SPACE 
Ti, PROPN 
0pH, PROPN 
-0.99, NOUN 
na, ADP 

, SPACE 
l, PROPN 
pHOna, PROPN 

, SPACE 
OpHlna, PROPN 

, SPACE 
mpH, SYM 
2, NUM 
na, ADP 

, SPACE 
ApH5.2, PROPN 
M, PROPN 

, SPACE 
1pH7.2, NUM 
M, PROPN 

, SPACE 
/MA, PROPN 
B, PROPN 
B, NOUN 

, SPACE 
unimmerslon, NOUN 

, SPACE 
k, NOUN 

, SPACE 
10L, NUM 

, SPACE 
10, NUM 
2, NUM 
10, NUM 
10, NUM 
4, NUM 
10, NUM 
5, NUM 
10, NUM 
6, NUM 
10, NUM 
7, NUM 
1585, NUM 

, SPACE 
tmmersJon, X 
t/, NOUN 
8, NUM 

, SPACE 
Fig, PROPN 
3, NUM 
Changes, NOUN 
concentration, NOUN 
titanium, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 

, SPACE 
immersion, NOUN 
time, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
na, ADP 
phosphate, ADJ 
citric, NOUN 
acid, NOUN 
buffers, NOUN 
bf, NUM 

, SPACE 
DISCUSSION, PROPN 

, SPACE 
relative, ADJ 
concentrations, NOUN 
determined, VERB 
study, NOUN 
outer, ADJ 

, SPACE 
oxide, NOUN 
layer, NOUN 
depth, NOUN 
smaller, ADJ 
thickness, NOUN 
surface, NOUN 
oxide, NOUN 
oxide, NOUN 

, SPACE 
thicker, ADJ 
analysing, ADJ 
depth, NOUN 
XPS, PROPN 
specimen, NOUN 
immersed, VERB 

, SPACE 
short, ADJ 
term, NOUN 
hand, NOUN 
detection, NOUN 
depth, NOUN 
larger, ADJ 
thickness, NOUN 

, SPACE 
surface, NOUN 
oxide, NOUN 
oxide, NOUN 
thinner, ADJ 
detection, NOUN 
depth, NOUN 
XPS, PROPN 

, SPACE 
titanium, NOUN 
substrate, NOUN 
detected, VERB 
oxide, NOUN 
cases, NOUN 
quantification, NOUN 

, SPACE 
performed, VERB 
surface, NOUN 
oxide, NOUN 
layer, NOUN 
substrate, ADJ 
value, NOUN 
employed, VERB 

, SPACE 
calculation, NOUN 

, SPACE 
Calcium, PROPN 
dissolution, NOUN 
kinetics, NOUN 

, SPACE 
logarithm, NOUN 
calcium, NOUN 
concentration, NOUN 
cCa, NOUN 
linear, ADJ 
relationship, NOUN 
logarithm, NOUN 

, SPACE 
immersion, NOUN 
time, NOUN 
t, PROPN 
Fig, PROPN 
1, NUM 
following, VERB 
equation, NOUN 
holds, VERB 

, SPACE 
logcca, NOUN 
=, ADJ 
kIlogt, PROPN 
+, PROPN 
kx, PROPN 
1, X 

, SPACE 
kI, PROPN 
Frz, PROPN 
constants, NOUN 
kl, NOUN 
approximately, ADV 
-0.70, NUM 
nitric, NOUN 
acid, NOUN 
solutions, NOUN 

, SPACE 
-0.23, NOUN 
buffer, NOUN 
solutions, NOUN 
independent, ADJ 
concentrations, NOUN 
Equation, NOUN 
1, NUM 

, SPACE 
holds, VERB 
cc&co, X 
co, NOUN 
initial, ADJ 
concentration, NOUN 
calcium, NOUN 
indicated, VERB 

, SPACE 
level, NOUN 
unimmersion, NOUN 
Fig, PROPN 
1, NUM 

, SPACE 
1586, NUM 
T., PROPN 
Hanawa, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
0, NUM 
pH, NUM 
-0.99, NOUN 
na, ADP 

, SPACE 

, SPACE 
0, X 
lo, PROPN 
103, NUM 
IO4, PROPN 
IO5, PROPN 
IO6, PROPN 
IO7, PROPN 

, SPACE 
Immersion, PROPN 
time, NOUN 
t, PROPN 
s, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
Changes, NOUN 
integrated, VERB 
intensity, NOUN 
ratio, NOUN 
0, NUM 
1s, PROPN 
peak, NOUN 
02-, NOUN 
state, NOUN 
OH-, PROPN 

, SPACE 
state, NOUN 
immersion, NOUN 
time, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
na, ADP 
phosphate, ADJ 
citric, NOUN 
acid, NOUN 
buffers, NOUN 
bn, ADP 

, SPACE 
seen, VERB 
Fig, PROPN 
1, NUM 
dissolution, NOUN 
begin, VERB 
immediately, ADV 
immersion, NOUN 

, SPACE 
incubation, NOUN 
time, NOUN 
needed, VERB 
dissolution, NOUN 
incubation, NOUN 
time, NOUN 
dissolution, NOUN 

, SPACE 
determined, VERB 
intersection, NOUN 
extrapolated, VERB 
lines, NOUN 
Fig, PROPN 
1, NUM 
initial, ADJ 

, SPACE 
concentration, NOUN 
calcium, NOUN 
co, NOUN 
immersion, NOUN 
unimmersion, NOUN 
Fig, PROPN 
1, NUM 
incubation, NOUN 

, SPACE 
time, NOUN 
function, NOUN 
pH, NUM 
nitric, NOUN 
acid, NOUN 
shown, VERB 
Fig, PROPN 
10, NUM 
logarithm, NOUN 
incubation, NOUN 

, SPACE 
time, NOUN 
decreases, VERB 
linearly, ADV 
logarithm, NOUN 
concentration, NOUN 
nitric, NOUN 
acid, NOUN 
pH, NUM 
5.2, NUM 

, SPACE 
7.2, NUM 
buffers, NOUN 
incubation, NOUN 
times, NOUN 
9, NUM 
x, SYM 
lo4, PROPN 
s, PROPN 
6, NUM 
x, SYM 
lo5, NOUN 
s, PROPN 
respectively, ADV 

, SPACE 
dissolution, NOUN 
calcium, NOUN 
ions, NOUN 
begins, VERB 
dissolution, NOUN 
follows, VERB 
equation, NOUN 
1, NUM 
calcium, NOUN 
ion-, NOUN 

, SPACE 
implanted, VERB 
titanium, NOUN 
study, NOUN 
calcium, NOUN 
atoms, NOUN 
distribute, VERB 
Gaussian, ADJ 
function, NOUN 

, SPACE 
depth, NOUN 
direction, NOUN 
maximum, ADJ 
concentration, NOUN 
locates, VERB 
certain, ADJ 
depth, NOUN 

, SPACE 
outermost, ADJ 
surface.5, NOUN 
7, NUM 
concentration, NOUN 
calcium, NOUN 
outermost, ADJ 
surface, NOUN 
relatively, ADV 

, SPACE 
small, ADJ 
dissolution, NOUN 
calcium, NOUN 
slight, ADJ 
outermost, ADJ 
surface, NOUN 
dissolves, NOUN 

, SPACE 
incubation, NOUN 
time, NOUN 
equals, VERB 
time, NOUN 
dissolution, NOUN 
outermost, ADJ 
surface, NOUN 

, SPACE 
specific, ADJ 
concentration, NOUN 
solution, NOUN 

, SPACE 
equation, NOUN 
l, NOUN 

, SPACE 
cCa, NOUN 
=, PROPN 
10kltkh, PROPN 
=, SYM 
k3tkl, PROPN 
2, X 

, SPACE 
k3, PROPN 
=, SYM 
10, NUM 
dissolved, VERB 
calcium, NOUN 
CO, PROPN 
cca, PROPN 
dissolution, ADJ 
rate, NOUN 

, SPACE 
calcium, NOUN 
specimens, NOUN 
rCa, NOUN 

, SPACE 
Microdissolution, PROPN 
calcium, NOUN 
ions, NOUN 
1587, NUM 

, SPACE 

, SPACE 
gure, NOUN 
Ti, PROPN 
WV, PROPN 

, SPACE 
zlbH1, CCONJ 
na, ADP 

, SPACE 
IpH2na, NOUN 

, SPACE 
h, NOUN 
pH, NUM 
5.2, NUM 
bf, NOUN 

, SPACE 
pH, NUM 
7.2, NUM 
bf, NOUN 

, SPACE 
0.5, NUM 
L, NOUN 
1, NUM 

, SPACE 
IO2, PROPN 
IO3, PROPN 
lo4, NOUN 
IO5, PROPN 
log, VERB 
lo7, NOUN 

, SPACE 
Immersion, PROPN 
time, NOUN 
t, PROPN 
s, PROPN 

, SPACE 
Fig, PROPN 
5, NUM 
Changes, NOUN 
integrated, VERB 
intensity, NOUN 
ratio, NOUN 
Ti, PROPN 
2~3,~, NUM 
peak, NOUN 
Ti4, ADJ 
+, ADJ 
state, NOUN 
total, ADJ 

, SPACE 
Ti, PROPN 
2~3,~, NUM 
peaks, NOUN 
oxide, NOUN 
states, NOUN 
Ti*+, PROPN 
Ti3, NOUN 
+, PROPN 
Ti4, PROPN 
+, NUM 
immersion, NOUN 
time, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
na, ADP 

, SPACE 
phosphate, ADJ 
citric, NOUN 
acid, NOUN 
buffers, NOUN 
bf, NUM 

, SPACE 
rCa, NOUN 
=, PROPN 
-d(co, PROPN 
cca)/dt, PROPN 
=, SYM 
k&#‘-, NOUN 
3, X 

, SPACE 
Consequently, ADV 
dissolution, ADJ 
rate, NOUN 
calcium, NOUN 
ions, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 

, SPACE 
proportional, ADJ 
immersion, VERB 
time, NOUN 
power, NOUN 
ki, PROPN 
1, NUM 
words, NOUN 
dissolution, ADJ 

, SPACE 
rate, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
proportional, ADJ 
t-, X 
buffer, NOUN 
solutions, NOUN 

, SPACE 
proportional, ADJ 
t-‘.23, NOUN 

, SPACE 
Change, PROPN 
surface, NOUN 
oxide, NOUN 
according, VERB 
dissolution, NOUN 

, SPACE 
surface, NOUN 
modified, VERB 
layer, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
consists, VERB 
calcium, NOUN 

, SPACE 
titanate, NOUN 
Calcium, NOUN 
dissolved, VERB 
surface, NOUN 
oxide, NOUN 
immersion, NOUN 
concentration, NOUN 

, SPACE 
calcium, NOUN 
decreased, VERB 
Fig, PROPN 
1, NUM 
Oxygen, PROPN 
decreased, VERB 
Fig, PROPN 
2, NUM 
titanium, NOUN 
increased, VERB 
Fig, PROPN 

, SPACE 
3, NUM 
immersion, NOUN 
time, NOUN 
phenomena, NOUN 
correspond, VERB 
dissolution, NOUN 
surface, NOUN 
oxide, NOUN 

, SPACE 
composition, NOUN 
calcium, NOUN 
titanate, NOUN 
CaTiOs, PROPN 
following, VERB 
change, NOUN 
surface, NOUN 
oxide, NOUN 

, SPACE 
possibly, ADV 
occurs, VERB 
release, NOUN 
calcium, NOUN 
dissolution, NOUN 
oxide, NOUN 

, SPACE 
CaTiOy, PROPN 
+, CCONJ 
TiOz, PROPN 
4, X 

, SPACE 
ox, NOUN 
represents, VERB 
oxide, NOUN 
state, NOUN 
According, VERB 
equation, NOUN 
4, NUM 
relative, ADJ 
concentrations, NOUN 

, SPACE 
calcium, NOUN 
oxygen, NOUN 
decrease, NOUN 
titanium, NOUN 
increases, NOUN 
supported, VERB 

, SPACE 
result, NOUN 
quantification, NOUN 
XPS, PROPN 

, SPACE 
opH, VERB 
-0.99, NUM 
na, ADP 

, SPACE 
l, PROPN 
pHOna, PROPN 

, SPACE 
q, ADJ 
pH, NUM 
1, NUM 
na, ADP 

, SPACE 
n, PRON 
pH, NUM 
2, NUM 
na, ADP 

, SPACE 
ApH, PROPN 
5.2, NUM 
bf, NOUN 

, SPACE 
pH, NUM 
7.2, NUM 
M, NUM 

, SPACE 
m, VERB 
c, PROPN 

, SPACE 
3, X 
102, NUM 
IO3, PROPN 
IO4, PROPN 
lo5, NOUN 
IO6, PROPN 
IO7, PROPN 

, SPACE 
Immersion, PROPN 
time, NOUN 
t, NOUN 
8, NUM 

, SPACE 
Fig, PROPN 
6, NUM 
Changes, NOUN 
thickness, NOUN 
surface, NOUN 
oxide, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
immersion, NOUN 

, SPACE 
time, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
na, ADP 
phosphate, ADJ 
citric, NOUN 
acid, NOUN 
buffers, NOUN 
bf, NUM 

, SPACE 
previous, ADJ 
study, NOUN 
shown, VERB 
amounts, NOUN 
hydroxyl, PROPN 
groups, NOUN 
surface, NOUN 

, SPACE 
oxide, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
15.40, NUM 
+, SYM 
10.58, NUM 
nm-, NUM 
considerably, ADV 
larger, ADJ 

, SPACE 
titanium, NOUN 
1.84, NUM 
+, NUM 
1.56, NUM 
nm-*),*I, PROPN 
supported, VERB 
XPS, PROPN 
study.4, PROPN 

, SPACE 
study, NOUN 
demonstrated, VERB 
shown, VERB 
Fig, PROPN 
4, NUM 
hydroxyl, PROPN 
radical, PROPN 

, SPACE 
decreases, NOUN 
immersion, NOUN 
time, NOUN 
indicating, VERB 
composition, NOUN 
surface, NOUN 
oxide, NOUN 
calcium-, ADJ 

, SPACE 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
approaches, NOUN 
titanium, NOUN 
supports, VERB 
change, NOUN 

, SPACE 
according, VERB 
equation, NOUN 
4, NUM 
oxygen, NOUN 
oxide, NOUN 
replaced, VERB 
OH-, PROPN 
proportion, NOUN 

, SPACE 
number, NOUN 
oxygen, NOUN 
atom, NOUN 
addition, NOUN 
increase, NOUN 
binding, VERB 
energy, NOUN 
Ti, PROPN 
2psi2, NOUN 

, SPACE 
electrons, NOUN 
Fig, PROPN 
9, NUM 
correspond, VERB 
change, NOUN 
equation, NOUN 
4, NUM 
Ti4, ADJ 
+, SYM 
2pa12, NOUN 
electron, NOUN 

, SPACE 
binding, VERB 
energy, NOUN 
CaTi03,458.4, PROPN 
eV, NUM 
smaller, ADJ 
Ti02, PROPN 
458.8, NUM 
eV.4, NOUN 
binding, VERB 

, SPACE 
energy, NOUN 
458.99, NUM 
eV, NUM 
calcium, NOUN 
completely, ADV 
dissolves, VERB 
pH, NUM 
0.99, NUM 
nitric, NOUN 
acid, NOUN 
Fig, PROPN 
9, NUM 

, SPACE 
accordance, NOUN 
binding, VERB 
energy, NOUN 
anodizing, NOUN 
oxide, NOUN 
film, NOUN 
titanium, NOUN 

, SPACE 
458.98, NUM 
+0.04, PROPN 
eV, PROPN 

, SPACE 
thickness, NOUN 
surface, NOUN 
oxide, NOUN 
3.5, NUM 
5.2, NUM 
nm, NOUN 
calcium, NOUN 
released, VERB 

, SPACE 
immersion, NOUN 
Fig, PROPN 
6, NUM 
values, NOUN 
range, NOUN 
thickness, NOUN 
surface, NOUN 
oxide, NOUN 

, SPACE 
titanium, NOUN 
indicating, VERB 
surface, NOUN 
oxide, NOUN 
thickness, NOUN 
approaches, VERB 
titanium, NOUN 

, SPACE 
Furthermore, ADV 
binding, VERB 
energy, NOUN 
2psi2, NOUN 
electrons, NOUN 
Eb, PROPN 
caZp, PROPN 
increases, VERB 

, SPACE 
dissolution, NOUN 
calcium, NOUN 
Fig, PROPN 
7, NUM 
Eb, PROPN 
c+, PROPN 
CaTiOs, PROPN 
346.6, NUM 
eV, NUM 
Ca(OH, NOUN 

, SPACE 
348.0, NUM 

, SPACE 
347.0, NUM 

, SPACE 
0, X 

, SPACE 
w, PROPN 
347.6, NUM 

, SPACE 
B, PROPN 

, SPACE 
t, PROPN 

, SPACE 
Q, PROPN 
347.4, NUM 

, SPACE 
P, NOUN 

, SPACE 
z, NOUN 

, SPACE 
5, NUM 
347.2, NUM 
Microdissolution, PROPN 
calcium, NOUN 
ions, NOUN 

, SPACE 
2P3d2, PROPN 

, SPACE 
0, NUM 
pH, NUM 
-0.99, NOUN 
na, ADP 

, SPACE 
l, PROPN 
pHOna, PROPN 

, SPACE 
0, NUM 
pH, NUM 
1, NUM 
na, ADP 

, SPACE 
wpH2na, NOUN 

, SPACE 
pH, NUM 
5.2, NUM 
bf, NOUN 

, SPACE 
pH, NUM 
7.2, NUM 
bf, NOUN 
cl, NOUN 

, SPACE 
El, PROPN 

, SPACE 

, SPACE 
./f, PUNCT 
4, NUM 
unimmersion, NOUN 

, SPACE 
347.0, NUM 
I-, NUM 

, SPACE 
IO2, PROPN 
IO3, PROPN 
IO4, PROPN 
IO5, PROPN 
IO6, PROPN 
IO, PROPN 
1589, NUM 

, SPACE 
Immersion, PROPN 
time, NOUN 
t/, NOUN 
8, NUM 

, SPACE 
Fig, PROPN 
7, NUM 
Changes, NOUN 
binding, VERB 
energy, NOUN 
2p, NOUN 
electrons, NOUN 
calcium, NOUN 
species, NOUN 
calcium-, ADJ 

, SPACE 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
immersion, NOUN 
time, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
na, ADP 
phosphate, ADJ 
citric, NOUN 
acid, NOUN 

, SPACE 
buffers, NOUN 
bf, NUM 

, SPACE 
347.2, NUM 
eV, NUM 
according, VERB 
previous, ADJ 
study.4, PROPN 
Calcium, PROPN 
existed, VERB 
carbonate, NOUN 
nitrate, ADJ 

, SPACE 
carbonate, NOUN 
nitrate, ADJ 
peaks, NOUN 
detected, VERB 
XPS, PROPN 
change, NOUN 
Eb, PROPN 
cazp, NOUN 

, SPACE 
explicable, ADJ 
follows, VERB 
calcium, NOUN 
present, ADJ 
calcium, NOUN 
hydroxide, ADV 
outermost, ADJ 
surface, NOUN 

, SPACE 
surface, NOUN 
oxide, NOUN 
calcium, NOUN 
easily, ADV 
reacts, VERB 
moisture, NOUN 
ambient, ADJ 
air, NOUN 
hypothesis, NOUN 

, SPACE 
supported, VERB 
large, ADJ 
hydroxyl, PROPN 
groups, NOUN 
surface, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 

, SPACE 
titanium, NOUN 
described, VERB 
above.2, NOUN 
relative, ADJ 
calcium, NOUN 
hydroxide, ADV 
surface, NOUN 

, SPACE 
oxide, NOUN 
small, ADJ 
E6,ca2r, NOUN 
governed, VERB 
calcium, NOUN 
titanate, NOUN 
main, ADJ 
component, NOUN 

, SPACE 
hand, NOUN 
relative, ADJ 
calcium, NOUN 
hydroxide, ADV 
surface, NOUN 
large, ADJ 

, SPACE 
dissolution, NOUN 
surface, NOUN 
oxide, NOUN 
binding, VERB 
energy, NOUN 
Eb, PROPN 
ca;?p, NOUN 
case, NOUN 
governed, VERB 

, SPACE 
calcium, NOUN 
hydroxide, ADV 
calcium, NOUN 
titanate, NOUN 
relatively, ADV 
small, ADJ 

, SPACE 
equation, NOUN 
4, NUM 
strictly, ADV 
rewritten, VERB 
follows, VERB 
aqueous, ADJ 
solution, NOUN 
considering, VERB 
mass, ADJ 

, SPACE 
balance, NOUN 
electric, ADJ 
charge, NOUN 
balance, NOUN 

, SPACE 
Ca(Of-, PROPN 
+, CCONJ 
CaTi03tox, NOUN 
+, PUNCT 
2Hf, NUM 
+, PUNCT 
Ca(OHh, PROPN 
+, CCONJ 
TiOz, PROPN 
+, CCONJ 
+, CCONJ 
H20taq, NUM 
5, NUM 

, SPACE 
WOW2~, PROPN 
+, CCONJ 
2H, PROPN 
+, PROPN 
Caf, PROPN 
+, CCONJ 
3, NUM 
Waq, PROPN 

, SPACE 
1590, NUM 
T., PROPN 
Hanawa, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
Unimmersion, PROPN 
J, PROPN 

, SPACE 
Immersion, PROPN 
time, NOUN 
t, PROPN 
s, PROPN 

, SPACE 
Fig, PROPN 
8, NUM 
Changes, NOUN 
0, NUM 
electron, NOUN 
binding, VERB 
energy, NOUN 
02-, PROPN 
species, NOUN 
surface, NOUN 
oxide, NOUN 
film, NOUN 

, SPACE 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
immersion, NOUN 
time, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
na, ADP 
phosphate-, NOUN 

, SPACE 
citric, NOUN 
acid, NOUN 
buffers, NOUN 
bf, NUM 

, SPACE 
aq, NOUN 
represents, VERB 
species, NOUN 
aqueous, ADJ 
solution, NOUN 
calcium, NOUN 
titanate, NOUN 

, SPACE 
calcium, NOUN 
hydroxide, ADV 
surface, NOUN 
oxide, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
release, NOUN 
calcium, NOUN 

, SPACE 
solution, NOUN 
resultant, ADJ 
surface, NOUN 
oxide, NOUN 
tends, VERB 
titanium, VERB 
oxide, NOUN 

, SPACE 
mean, ADJ 
composition, NOUN 
surface, NOUN 
oxide, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 

, SPACE 
immersion, NOUN 
determined, VERB 
XPS, PROPN 
data, NOUN 
account, NOUN 
mass, ADJ 
balance, NOUN 

, SPACE 
proportions, NOUN 
states, NOUN 
oxygen, NOUN 
follows, VERB 

, SPACE 
TiCao.l601.39(OH)t, PROPN 
,s, PROPN 
.0.50H20, PROPN 
6, NUM 

, SPACE 
valence, NOUN 
titanium, NOUN 
calculated, VERB 
3.3, NUM 
equation, NOUN 
6, NUM 
hand, NOUN 

, SPACE 
valence, NOUN 
titanium, NOUN 
estimated, VERB 
integrated, VERB 
intensities, NOUN 
Ti, PROPN 
2p, NOUN 
spectra, PROPN 
originating, VERB 

, SPACE 
Ti2, NOUN 
+, PROPN 
Ti3, NOUN 
+, NOUN 
Ti4, ADJ 
+, ADJ 
states, NOUN 
3.6, NUM 
discrepancy, NOUN 
valences, NOUN 
3.3, NUM 
3.6, NUM 

, SPACE 
range, NOUN 
experimental, ADJ 
error, NOUN 
Apart, ADV 
estimation, NOUN 
following, VERB 

, SPACE 
composition, NOUN 
derived, VERB 
electric, ADJ 
charge, NOUN 
balance, NOUN 
mass, ADJ 
balance, NOUN 
assuming, VERB 

, SPACE 
titanium, NOUN 
exists, VERB 
Ti4, ADJ 
+, ADJ 
calcium, NOUN 
exists, VERB 
Ca2, ADV 
+, NOUN 

, SPACE 
TitvCa, NOUN 
~~OX(OH)~,J~_~X.(X, NOUN 
1.37)HzO, PROPN 
7, NUM 

, SPACE 
Substituting, VERB 
1.39, NUM 
obtained, VERB 
equation, NOUN 
6, NUM 
X, NOUN 
equation, NOUN 
7, NUM 
6, NUM 

, SPACE 
7, NUM 
accordance, NOUN 
OH-, PROPN 
H20, PROPN 

, SPACE 
Microdissolution, PROPN 
calcium, NOUN 
ions, NOUN 
1591, NUM 

, SPACE 
459.2, NUM 

, SPACE 
3, NUM 
459.0, NUM 

, SPACE 
ruQ, NOUN 

, SPACE 
E, NOUN 
4588, NUM 

, SPACE 
5, NUM 

, SPACE 
z, NOUN 
v, ADP 

, SPACE 
g, NOUN 
458.6, NUM 
.““I, X 
‘I, PROPN 
1, NUM 
=, X 
s.1, NOUN 

, SPACE 
Ti, PROPN 
2p3n, PROPN 
TV+, NOUN 

, SPACE 
.I, PROPN 
.,U, PUNCT 

, SPACE 
450.4, NUM 
I-, NUM 
10, NUM 
10, NUM 
3, NUM 
10, NUM 
4, NUM 
IO, PROPN 
5, NUM 
10, NUM 
6, NUM 
10, NUM 
7, NUM 

, SPACE 
Immersion, PROPN 
time, NOUN 
t, PROPN 
s, PROPN 

, SPACE 
Fig, PROPN 
9, NUM 
Changes, NOUN 
Ti, PROPN 
2, NUM 
~, NOUN 
x1~, NOUN 
binding, VERB 
energy, NOUN 
Ti4, PROPN 
+, ADJ 
species, NOUN 
surface, NOUN 
oxide, NOUN 
film, NOUN 

, SPACE 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
immersion, NOUN 
time, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
na, ADP 
phosphate-, NOUN 

, SPACE 
citric, NOUN 
acid, NOUN 
buffers, NOUN 
bf, NUM 

, SPACE 
discrepancy, NOUN 
caused, VERB 
existence, NOUN 
Ti2, NOUN 
+, PROPN 
Ti3, PROPN 
+, PROPN 
surface, NOUN 
oxide, NOUN 
chemical, NOUN 

, SPACE 
composition, NOUN 
surface, NOUN 
oxide, NOUN 
material, NOUN 
immersed, VERB 
pH, NUM 
0.99, NUM 
