Nuclear, PROPN 
ERD, PROPN 
high, ADJ 
chamber, NOUN 
vacuum, NOUN 
clean, ADJ 
samples, NOUN 

, SPACE 
regard, NOUN 
develops, VERB 
clear, ADJ 
profile, NOUN 
carbon, NOUN 
emphasized, VERB 
difficulties, NOUN 
determining, VERB 

, SPACE 
concentration, NOUN 
contributions, NOUN 
carbon, NOUN 
signal, NOUN 
accurate, ADJ 
carbon, NOUN 
signals, NOUN 
surface, NOUN 
covered, VERB 

, SPACE 
surface, NOUN 
contaminants, NOUN 
easily, ADV 
distinguished, VERB 
hydrocarbons, NOUN 

, SPACE 
Peak, PROPN 
shaped, VERB 
resonance, NOUN 
reactions, NOUN 
like, ADP 
i2C(cx, PROPN 
cy)‘*C, PROPN 

, SPACE 
4.265, NUM 
MeV, PROPN 
experiment, NOUN 
lead, VERB 
mislead-, NOUN 

, SPACE 
ing, PROPN 
results, NOUN 
performed, VERB 
carefully, ADV 
extremely, ADV 

, SPACE 
high, ADJ 
dependence, NOUN 
scattering, VERB 
cross, NOUN 
section, NOUN 
en-, PROPN 

, SPACE 
ergy, NOUN 
minimize, VERB 
important, ADJ 

, SPACE 
incident, NOUN 
ion, NOUN 
energy, NOUN 
calibrated, VERB 
close, VERB 
tolerances, NOUN 

, SPACE 
accuracy, NOUN 
OS, PROPN 
at.%, PROPN 
beam, NOUN 
energy, NOUN 

, SPACE 
calibrated, VERB 
5, NUM 
keV., PROPN 
Acknowledgements, NOUN 

, SPACE 
6, NUM 
Conclusions, NOUN 

, SPACE 
experiments, NOUN 
showed, VERB 
good, ADJ 
agreement, NOUN 

, SPACE 
independent, ADJ 
techniques, NOUN 
measuring, VERB 
carbon, NOUN 
con-, PART 

, SPACE 
centration, NOUN 
SiGeC, PROPN 
Si, ADJ 
alloys, NOUN 
elastic, ADJ 
recoil, NOUN 
detection, NOUN 

, SPACE 
backscattering, VERB 
spectrometry, NOUN 
values, NOUN 
obtained, VERB 
di-, X 

, SPACE 
verge, VERB 
slightly, ADV 
lower, ADJ 
carbon, NOUN 
concentrations, NOUN 

, SPACE 
backscattered, VERB 
values, NOUN 
systematically, ADV 
larger, ADJ 

, SPACE 
ERD, PROPN 
values, NOUN 
likely, ADJ 
portion, NOUN 

, SPACE 
proportional, ADJ 
increase, NOUN 
contribution, NOUN 
surface, NOUN 
hydro-, VERB 

, SPACE 
carbon, NOUN 
contamination, NOUN 
backscattered, ADJ 
carbon, NOUN 
signal, NOUN 
authors, NOUN 
like, VERB 
acknowledge, VERB 
Arizona, PROPN 

, SPACE 
State, PROPN 
University, PROPN 
Center, PROPN 
Solid, PROPN 
State, PROPN 
Science, PROPN 
RBS, PROPN 

, SPACE 
performed, VERB 
assistance, NOUN 
Barry, PROPN 
Wilkens, PROPN 
TEM, PROPN 

, SPACE 
assistance, NOUN 
David, PROPN 
J., PROPN 
Smith, PROPN 
D., PROPN 
Chan-, PROPN 

, SPACE 
drasekhar, NOUN 
SIMS, PROPN 
assistance, NOUN 
P., PROPN 
Oakey, PROPN 

, SPACE 
R., PROPN 
Hervig, PROPN 
J.C., PROPN 
Barbour, PROPN 
supported, VERB 
U.S., PROPN 
Depart-, PROPN 

, SPACE 
ment, NOUN 
Energy, PROPN 
contract, NOUN 
DE, PROPN 
AC0494AL85000, NUM 

, SPACE 
work, NOUN 
Arizona, PROPN 
State, PROPN 
University, PROPN 
supported, VERB 

, SPACE 
Advanced, PROPN 
Research, PROPN 
Project, PROPN 
Agency, PROPN 
monitored, VERB 

, SPACE 
Air, PROPN 
Force, PROPN 
Office, PROPN 
Scientific, PROPN 
Research, PROPN 
Contract, PROPN 

, SPACE 
F49620, NOUN 
93, NUM 
c-0018, PROPN 
G., PROPN 
Witt, PROPN 

, SPACE 
References, NOUN 

, SPACE 
measurements, NOUN 
ERD, PROPN 
reliable, ADJ 

, SPACE 
scattering, VERB 
cross, NOUN 
section, NOUN 
obeys, VERB 
model, NOUN 
Rutherford, PROPN 

, SPACE 
profile, NOUN 
carbon, NOUN 
concentration, NOUN 
obtained, VERB 

, SPACE 
enabling, VERB 
distinguish, VERB 
contribution, NOUN 
surface, NOUN 

, SPACE 
hydrocarbons, NOUN 
technique, NOUN 
requires, VERB 
acceler-, ADJ 

, SPACE 
ator, NOUN 
capable, ADJ 
producing, VERB 
2, NUM 
24, NUM 
MeV, PROPN 
silicon, NOUN 
ion, NOUN 
beams, NOUN 

, SPACE 
e.g., ADV 
accelerators, NOUN 
terminal, ADJ 
voltages, NOUN 
2, NUM 
4, NUM 
MV, PROPN 

, SPACE 
accelerators, NOUN 
limited, VERB 
number, NOUN 
backscattering, VERB 

, SPACE 
techniques, NOUN 
mom, NOUN 
common, ADJ 
accelerators, NOUN 
terminal, ADJ 

, SPACE 
voltage, NOUN 
5, NUM 
2, NUM 
MV, PROPN 
reliably, ADV 
measure, VERB 
carbon, NOUN 
concentra-, VERB 

, SPACE 
tions, NOUN 
demonstrated, VERB 
paper, NOUN 
large, ADJ 
scatter, NOUN 

, SPACE 
carbon, NOUN 
concentrations, NOUN 
occur, VERB 
depending, VERB 

, SPACE 
integrated, VERB 
cross, NOUN 
section, NOUN 
calculated, VERB 

, SPACE 
critical, ADJ 
scattering, VERB 
cross, NOUN 
section, NOUN 
properly, ADV 
mea-, ADJ 

, SPACE 
sured, VERB 
order, NOUN 
obtain, VERB 
reliable, ADJ 
backscattering, NOUN 
results, NOUN 

, SPACE 
cross, NOUN 
section, NOUN 
changes, VERB 
rapidly, ADV 
incident, NOUN 

, SPACE 
beam, NOUN 
energy, NOUN 
necessary, ADJ 
calibrate, VERB 
beam, NOUN 
energy, NOUN 

, SPACE 
5, NUM 
keV., PROPN 
Finally, ADV 
importance, NOUN 
maintaining, VERB 
l, X 
W.K., PROPN 
Chu, PROPN 
J.W., PROPN 
Mayer, PROPN 
M, PROPN 
A., PROPN 
Nicolet, PROPN 
Backscattering, PROPN 

, SPACE 
Spectrometry, PROPN 
Academic, PROPN 
Press, PROPN 
San, PROPN 
Diego, PROPN 
1978, NUM 

, SPACE 
2, X 
J.A., PROPN 
Leavitt, PROPN 
L.C., PROPN 
McIntyre, PROPN 
Jr., PROPN 
P., PROPN 
Stoss, PROPN 
J.G., PROPN 
Gder, PROPN 
M.D., PROPN 

, SPACE 
Ashbaugh, PROPN 
B., PROPN 
Dezfouly, PROPN 
Arjomandy, PROPN 
Z.-M., ADJ 
Yang, PROPN 
Z., PROPN 
Lin, PROPN 

, SPACE 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
B, NOUN 
40/41, NUM 
1989, NUM 
776, NUM 

, SPACE 
3, X 
P., PROPN 
Revesz, PROPN 
Cornell, PROPN 
University, PROPN 
private, ADJ 
communication, NOUN 

, SPACE 
4, X 
Cl, PROPN 
Vizkelethy, PROPN 
P., PROPN 
Revesz, PROPN 
J.W., PROPN 
Mayer, PROPN 
Jian, PROPN 
Lee, PROPN 
Surf, PROPN 

, SPACE 
Inter, PROPN 
Analysis, PROPN 
20, NUM 
1993, NUM 
309, NUM 

, SPACE 
5, X 
C., PROPN 
Neelmeijer, PROPN 
R., PROPN 
Grotzschel, PROPN 
R., PROPN 
Klabes, PROPN 
Nucl, PROPN 
lnstr, PROPN 

, SPACE 
Meth, PROPN 
B, NOUN 
64, NUM 
19921, NUM 
461, NUM 

, SPACE 
6, NUM 
J.C., PROPN 
Barbour, PROPN 
1994, NUM 
SERDAP, PROPN 
computer, NOUN 
program, NOUN 
Sandia, PROPN 

, SPACE 
National, PROPN 
Laboratories, PROPN 
Dept, PROPN 
11, NUM 
Albuquerque, PROPN 
NM, PROPN 

, SPACE 
7, X 
D.M., PROPN 
Scott, PROPN 
B.M., PROPN 
Paine, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
218, NUM 

, SPACE 
1983, NUM 
154, NUM 

, SPACE 
8, X 
L.R., PROPN 
Doolittle, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
B, NOUN 
9, NUM 
1985, NUM 
344, NUM 

, SPACE 
9, X 
J.F., PROPN 
Zeigler, PROPN 
RSTOP, PROPN 
computer, NOUN 
code, NOUN 
TRIM-92, NOUN 
IBM, PROPN 

, SPACE 
Research, PROPN 
Center, PROPN 
Yorktown, PROPN 
Heights, PROPN 
NY, PROPN 
10598, NUM 

, SPACE 
lo, X 
J.C., PROPN 
Barbour, PROPN 
B.L., PROPN 
Doyle, PROPN 
Handbook, PROPN 
Modem, PROPN 
Ion, PROPN 

, SPACE 
Beam, PROPN 
Materials, PROPN 
Analysis, PROPN 
eds, PROPN 
J.R., PROPN 
Tesmer, PROPN 
M., PROPN 
Nastasi, PROPN 
C.J., PROPN 

, SPACE 
Maggiore, PROPN 
J.C., PROPN 
Barbour, PROPN 
J.W., PROPN 
Mayer, PROPN 
Materials, PROPN 
Research, PROPN 

, SPACE 
Society, PROPN 
Pittsburgh, PROPN 
PA, PROPN 
1995, NUM 
chap, NOUN 
5, X 

, SPACE 
IV, PROPN 
ERDA, PROPN 

, SPACE 
